部门,车牌号,行驶里程,总里程,油耗,行驶时长,平均速度（KM/H）,急加速,急减速,急转弯,疲劳驾驶（次数）,夜间驾驶时长（H）,日期,驾驶行为评分,插拔
01有排行有提醒,粤BT2220,69.04,20115.61,22.25,2.81,0,14,22,4,0,0.53,2019/8/1,0,未拔出
01有排行有提醒,粤BT2220,54.53,18082.45,14.03,2.34,23.3,11,9,0,0,0.96,2019/8/2,85.19,未拔出
01有排行有提醒,粤BT2220,32.68,18115.13,8.24,1.07,30.54,7,6,0,0,0,2019/8/3,91.17,未拔出
01有排行有提醒,粤BT2220,32.83,18147.96,6.91,0.98,33.5,9,8,0,0,0,2019/8/4,90.49,未拔出
01有排行有提醒,粤BT2220,38.55,18186.51,12.51,2.06,18.71,17,15,0,0,0.03,2019/8/5,86.05,未拔出
01有排行有提醒,粤BT2220,38.47,20312.67,10.79,1.73,0,10,14,0,0,0.53,2019/8/6,0,未拔出
01有排行有提醒,粤BT2220,36.92,20349.59,12.88,2.06,0,8,14,0,0,0.43,2019/8/7,0,未拔出
01有排行有提醒,粤S45B27,57.96,57.96,5.82,1.64,0,2,18,0,0,1.48,2019/8/8,0,未拔出
01有排行有提醒,粤BT2220,41.64,20391.23,15.45,2.17,0,15,28,4,0,0.66,2019/8/8,0,未拔出
01有排行有提醒,粤S45B27,188.83,246.79,20.93,5.92,31.9,38,79,1,0,0.58,2019/8/9,70.71,未拔出
01有排行有提醒,粤BT2220,36.48,18340.02,15.18,1.97,18.52,8,5,0,0,0.77,2019/8/9,85.81,未拔出
01有排行有提醒,粤LBY602,200.63,289.42,22.11,8.05,24.92,24,43,0,1,0.26,2019/8/10,74.94,未拔出
01有排行有提醒,粤S45B27,135.36,382.15,16.79,5.63,24.04,28,78,0,0,0.13,2019/8/10,83.44,未拔出
01有排行有提醒,粤BT2220,34.65,18374.67,6.77,1.1,31.5,11,14,0,0,0,2019/8/10,88.67,未拔出
01有排行有提醒,粤LBY602,144.92,434.34,17.06,6.29,23.04,12,15,4,1,2.28,2019/8/11,19.26,未拔出
01有排行有提醒,粤S45B27,100.78,482.93,12.35,4.74,21.26,17,49,2,0,0.1,2019/8/11,84.88,未拔出
01有排行有提醒,粤BT2220,45.79,18420.46,10.08,1.63,28.09,6,16,1,0,0,2019/8/11,89.59,未拔出
01有排行有提醒,粤S45B27,170.17,653.1,18.32,5.48,31.05,16,55,0,0,1.8,2019/8/12,80.27,未拔出
01有排行有提醒,粤LBY602,64.97,499.31,7.59,2.95,22.02,20,24,0,0,0,2019/8/12,91.63,未拔出
01有排行有提醒,粤BT2220,41.65,18462.11,13.5,2.27,18.35,11,3,0,0,1.1,2019/8/12,86.62,未拔出
01有排行有提醒,粤S45B27,154.44,807.54,17.6,6.16,25.07,27,66,3,0,3.77,2019/8/13,67.05,未拔出
01有排行有提醒,粤BT2220,41.33,18503.44,11.18,1.86,22.22,16,11,0,0,0.83,2019/8/13,86.52,未拔出
01有排行有提醒,粤LBY602,0,499.31,0,0,0,0,0,0,0,0,2019/8/13,100,未拔出
01有排行有提醒,粤S45B27,136.88,944.42,13.6,3.99,34.31,22,57,0,0,1.64,2019/8/14,77.41,未拔出
01有排行有提醒,粤BT2220,50.32,18553.76,16.31,2.81,17.91,15,14,0,0,0.92,2019/8/14,88.93,未拔出
01有排行有提醒,粤LBY602,0,499.31,0,0,0,0,0,0,0,0,2019/8/14,100,未拔出
01有排行有提醒,粤S45B27,212.15,1156.57,21.84,7.19,29.51,26,62,0,0,1.15,2019/8/15,80.68,未拔出
01有排行有提醒,粤BT2220,59.01,18612.77,14.37,2.34,25.22,15,15,0,0,0.89,2019/8/15,89.43,未拔出
01有排行有提醒,粤LBY602,0,499.31,0,0,0,0,0,0,0,0,2019/8/15,100,未拔出
01有排行有提醒,粤B2K335,66.4,348.61,6.69,4,16.6,2,6,0,0,0.48,2019/8/16,89.5,未拔出
01有排行有提醒,粤BT2220,46.94,18659.71,12.93,2.45,19.16,15,7,0,0,0.74,2019/8/16,87.08,未拔出
01有排行有提醒,粤S45B27,0,1156.57,0,0,0,0,0,0,0,0,2019/8/16,100,未拔出
01有排行有提醒,粤LBY602,0,499.31,0,0,0,0,0,0,0,0,2019/8/16,100,未拔出
01有排行有提醒,粤B2K335,332.35,680.96,23.16,7.71,43.11,5,13,0,1,3.4,2019/8/17,39.39,未拔出
01有排行有提醒,粤LBY602,20.85,520.16,2.23,1.13,18.45,0,2,0,0,0.5,2019/8/17,94.77,未拔出
01有排行有提醒,粤BT2220,0.1,18659.81,0.25,0.06,1.67,0,0,0,0,0,2019/8/17,99.79,未拔出
01有排行有提醒,粤S45B27,0,1156.57,0,0,0,0,0,0,0,0,2019/8/17,100,未拔出
01有排行有提醒,粤LBY602,137.48,657.64,12.38,4.69,29.31,4,9,0,0,0.62,2019/8/18,82.86,未拔出
01有排行有提醒,粤B2K335,70.18,751.14,6.23,3.46,20.28,4,4,0,0,1.33,2019/8/18,88,未拔出
01有排行有提醒,粤BT2220,37.98,18697.79,12.03,1.57,24.19,8,9,1,0,0.43,2019/8/18,90.32,未拔出
01有排行有提醒,粤S45B27,0,1156.57,0,0,0,0,0,0,0,0,2019/8/18,100,未拔出
01有排行有提醒,粤LBY602,70.2,727.84,5.96,2.37,29.62,5,26,2,0,0,2019/8/19,85.76,未拔出
01有排行有提醒,粤BT2220,41.36,18739.15,14.47,2.39,17.31,12,10,0,0,1.24,2019/8/19,86.3,未拔出
01有排行有提醒,粤B2K335,11.78,762.92,1.36,0.65,18.12,4,2,0,0,0.01,2019/8/19,96.02,未拔出
01有排行有提醒,粤S45B27,0,1156.57,0,0,0,0,0,0,0,0,2019/8/19,100,未拔出
01有排行有提醒,粤BT2220,41.9,18781.05,10.03,2.02,20.74,4,11,0,0,1.13,2019/8/20,87.21,未拔出
01有排行有提醒,粤B2K335,39.22,802.14,4.58,2.33,16.83,6,6,0,0,0.69,2019/8/20,93.74,未拔出
01有排行有提醒,粤L39ES3,8.88,0,1.75,0.81,10.96,1,5,0,0,0.26,2019/8/20,95.67,未拔出
01有排行有提醒,粤B048RX,3.28,0,0.89,0.4,8.2,0,0,0,0,0.14,2019/8/20,98.77,未拔出
01有排行有提醒,粤LBY602,0,727.84,0,0,0,0,0,0,0,0,2019/8/20,100,未拔出
01有排行有提醒,粤S45B27,0,1156.57,0,0,0,0,0,0,0,0,2019/8/20,100,未拔出
01有排行有提醒,粤BT2220,48.8,18829.85,15.9,2.25,21.69,10,18,1,0,1.4,2019/8/21,88,未拔出
01有排行有提醒,粤B3R80W,39.67,457.92,5.82,3.47,11.43,23,15,1,0,0,2019/8/21,83.14,未拔出
01有排行有提醒,粤B048RX,33,110.63,5.16,1.85,17.84,2,0,0,0,0.67,2019/8/21,94.43,未拔出
01有排行有提醒,粤B2K335,27.61,829.75,2.47,1.21,22.82,2,1,1,0,0.73,2019/8/21,91.8,未拔出
01有排行有提醒,粤L39ES3,6.5,15.38,1.32,0.59,11.02,5,8,0,0,0,2019/8/21,94.89,未拔出
01有排行有提醒,粤S45B27,0,1156.57,0,0,0,0,0,0,0,,2019/8/21,100,未拔出
01有排行有提醒,粤LBY602,0,727.84,0,0,0,0,0,0,0,,2019/8/21,100,未拔出
01有排行有提醒,粤B3R80W,135.43,593.35,12.69,5.79,23.39,22,29,2,1,2.2,2019/8/22,61.01,未拔出
01有排行有提醒,粤BT2220,56.53,18886.38,13.32,2.43,23.26,15,19,0,0,0.97,2019/8/22,81.88,未拔出
01有排行有提醒,粤B2K335,27.2,856.95,2.52,1.13,24.07,5,4,0,0,0.5,2019/8/22,90.87,未拔出
01有排行有提醒,粤L39ES3,17.43,32.81,2.61,1.08,16.14,4,12,0,0,0.88,2019/8/22,92.49,未拔出
01有排行有提醒,粤B048RX,11.16,121.79,1.87,0.63,17.71,1,2,0,0,0,2019/8/22,94.9,未拔出
01有排行有提醒,粤LBY602,0,727.84,0,0,0,0,0,0,0,0,2019/8/22,100,未拔出
01有排行有提醒,粤S45B27,0,1156.57,0,0,0,0,0,0,0,0,2019/8/22,100,未拔出
01有排行有提醒,粤B3R80W,96.79,690.14,7.3,3.08,31.43,27,32,4,0,0.27,2019/8/23,76.73,未拔出
01有排行有提醒,粤B2K335,82.05,939,7.46,3.5,23.44,18,7,2,0,0.41,2019/8/23,93.78,未拔出
01有排行有提醒,粤BT2220,37.17,18923.55,11.45,1.8,20.65,6,9,0,0,0.95,2019/8/23,83.52,未拔出
01有排行有提醒,粤L39ES3,14.37,47.18,2.5,0.97,14.81,9,13,2,0,0.19,2019/8/23,93.81,未拔出
01有排行有提醒,粤B048RX,10.58,132.37,1.27,0.42,25.19,3,3,0,0,0,2019/8/23,92.29,未拔出
01有排行有提醒,粤S45B27,0,1156.57,0,0,0,0,0,0,0,0,2019/8/23,100,未拔出
01有排行有提醒,粤LBY602,0,727.84,0,0,0,0,0,0,0,0,2019/8/23,100,未拔出
01有排行有提醒,粤BT2220,74.28,18997.83,16.98,2.89,25.7,18,31,0,0,0.33,2019/8/24,85.52,未拔出
01有排行有提醒,粤LBY602,45.49,773.33,4.22,2,22.75,0,8,1,0,2.47,2019/8/24,74.9,未拔出
01有排行有提醒,粤B2K335,26.6,965.76,2.63,1.18,22.54,3,4,0,0,0,2019/8/24,93.96,未拔出
01有排行有提醒,粤B048RX,24.54,156.91,4.34,1.52,16.14,2,3,1,0,0.5,2019/8/24,94.82,未拔出
01有排行有提醒,粤B3R80W,1.43,691.57,0.25,0.22,6.5,0,2,0,0,0,2019/8/24,96.58,未拔出
01有排行有提醒,粤L39ES3,0,47.18,0,0,0,0,0,0,0,0,2019/8/24,0,未拔出
01有排行有提醒,粤S45B27,0,1156.57,0,0,0,0,0,0,0,0,2019/8/24,100,未拔出
01有排行有提醒,粤L39ES3,101.56,148.74,9.89,3.24,31.35,10,25,2,0,0.52,2019/8/25,86.59,未拔出
01有排行有提醒,粤B2K335,47.83,1013.59,4.21,1.95,24.53,5,8,0,0,0,2019/8/25,93.67,未拔出
01有排行有提醒,粤LBY602,46.38,819.71,4.62,2.06,22.51,2,12,1,0,0,2019/8/25,90.25,未拔出
01有排行有提醒,粤BT2220,41.8,19039.63,13.33,2.48,16.85,16,22,0,0,0.47,2019/8/25,91.02,未拔出
01有排行有提醒,粤B048RX,22.3,179.21,3.65,1.29,17.29,3,5,0,0,0,2019/8/25,95.19,未拔出
01有排行有提醒,粤B3R80W,8.13,699.7,1.33,0.98,8.3,12,4,0,0,0,2019/8/25,92.44,未拔出
01有排行有提醒,粤S45B27,0,1156.57,0,0,0,0,0,0,0,0,2019/8/25,100,未拔出
01有排行有提醒,粤BT2220,48.49,19088.12,14.82,2.59,18.72,13,24,0,0,1.32,2019/8/26,84.86,未拔出
01有排行有提醒,粤B2K335,37.85,1051.61,3.51,1.85,20.46,2,2,0,0,0.43,2019/8/26,93.98,未拔出
01有排行有提醒,粤B048RX,21.82,201.03,3.3,1.27,17.18,4,1,0,0,0.15,2019/8/26,94.53,未拔出
01有排行有提醒,粤L39ES3,0,148.74,0,0,0,0,0,0,0,0,2019/8/26,0,未拔出
01有排行有提醒,粤LBY602,0,819.71,0,0,0,0,0,0,0,0,2019/8/26,100,未拔出
