部门,车牌号,行驶里程,总里程,油耗,行驶时长,平均速度（KM/H）,急加速,急减速,急转弯,疲劳驾驶（次数）,夜间驾驶时长（H）,日期,驾驶行为评分,插拔
01有排行有提醒,皖AT0568,451.41,55253.69,65.09,17.99,25.09,101,206,1,2,4.84,2020/6/1,61.24,未拔出
01有排行有提醒,皖AT0628,422.82,35710.23,56.18,17.08,24.76,218,313,12,2,4.46,2020/6/1,22.49,未拔出
01有排行有提醒,皖AT0665,331.08,59285.59,47.6,13.41,24.69,58,75,2,1,1.68,2020/6/1,67.5,未拔出
01有排行有提醒,皖AT0650,302.48,50175.76,40.31,12.22,24.75,47,32,3,0,4.52,2020/6/1,77.02,未拔出
01有排行有提醒,皖AT0553,288.52,33658.54,43.14,12.33,23.4,197,239,5,2,1.43,2020/6/1,29.84,未拔出
01有排行有提醒,皖AT0599,210.78,47823.54,25.94,8.44,24.97,57,148,1,2,0,2020/6/1,35.68,未拔出
01有排行有提醒,皖AT0642,72.61,8454.82,8.32,2.76,26.31,6,33,0,0,0,2020/6/1,92.26,未拔出
01有排行有提醒,粤BT2220,37.2,27823.18,17.56,2.67,13.93,8,7,0,0,0.49,2020/6/1,88.02,未拔出
01有排行有提醒,粤B3R80W,10.46,9419.87,1.16,0.92,11.37,14,9,0,0,0.23,2020/6/1,91.94,未拔出
01有排行有提醒,皖AT0626,0,5588.74,0,0,0,0,0,0,0,0,2020/6/1,100,未拔出
01有排行有提醒,皖AT0547,0,29895.17,0,0,0,0,0,0,0,0,2020/6/1,100,未拔出
01有排行有提醒,粤B048RX,0,387.38,0,0,0,0,0,0,0,0,2020/6/1,0,未拔出
01有排行有提醒,皖AT0609,0,6.93,0,0,0,0,0,0,0,0,2020/6/1,0,未拔出
01有排行有提醒,粤BH218W,0,0.74,0,0,0,0,0,0,0,0,2020/6/1,100,未拔出
01有排行有提醒,皖AT0619,0,12909.02,0,0,0,0,0,0,0,0,2020/6/1,100,未拔出
01有排行有提醒,粤L39ES3,0,7548.18,0,0,0,0,0,0,0,0,2020/6/1,100,未拔出
01有排行有提醒,粤S45B27,0,1156.57,0,0,0,0,0,0,0,0,2020/6/1,100,未拔出
01有排行有提醒,粤LBY602,0,1037.63,0,0,0,0,0,0,0,0,2020/6/1,100,未拔出
01有排行有提醒,皖AT0600,0,24732.7,0,0,0,0,0,0,0,0,2020/6/1,100,未拔出
01有排行有提醒,粤B2K335,0,4902.93,0,0,0,0,0,0,0,0,2020/6/1,100,未拔出
01有排行有提醒,皖AT0553,332.37,33990.91,43.35,11.94,27.84,213,264,2,1,1.22,2020/6/2,47.61,未拔出
01有排行有提醒,皖AT0568,326.52,55580.21,47.15,16.74,19.51,70,149,2,2,6.5,2020/6/2,61.41,未拔出
01有排行有提醒,皖AT0650,326.11,50501.87,47.2,13.9,23.46,53,33,3,2,6.32,2020/6/2,60.47,未拔出
01有排行有提醒,皖AT0665,300.03,59585.62,44.59,12.26,24.47,30,33,1,2,0.42,2020/6/2,42.05,未拔出
01有排行有提醒,皖AT0599,298.7,48122.24,38.21,13.76,21.71,90,248,3,0,5.46,2020/6/2,63.98,未拔出
01有排行有提醒,皖AT0628,204.21,35914.44,31.75,8.88,23,220,263,6,1,0,2020/6/2,50.4,未拔出
01有排行有提醒,粤BT2220,39.92,27863.1,18.94,2.62,15.24,10,5,0,0,0.44,2020/6/2,88.55,未拔出
01有排行有提醒,皖AT0642,23.36,8478.18,2.53,0.78,29.95,1,12,1,0,0.38,2020/6/2,92.68,未拔出
01有排行有提醒,粤B3R80W,9.25,9429.12,0.9,0.52,17.79,9,9,0,0,0.27,2020/6/2,90.23,未拔出
01有排行有提醒,皖AT0547,0,29895.17,0,0,0,0,0,0,0,0,2020/6/2,100,未拔出
01有排行有提醒,皖AT0626,0,5588.74,0,0,0,0,0,0,0,0,2020/6/2,100,未拔出
01有排行有提醒,皖AT0609,0,6.93,0,0,0,0,0,0,0,0,2020/6/2,0,未拔出
01有排行有提醒,皖AT0619,0,12909.02,0,0,0,0,0,0,0,0,2020/6/2,100,未拔出
01有排行有提醒,皖AT0600,0,24732.7,0,0,0,0,0,0,0,0,2020/6/2,100,未拔出
01有排行有提醒,粤BH218W,0,0.74,0,0,0,0,0,0,0,0,2020/6/2,100,未拔出
01有排行有提醒,粤L39ES3,0,7548.18,0.03,0.04,0,0,0,0,0,0,2020/6/2,0,未拔出
01有排行有提醒,粤B2K335,0,4902.93,0,0,0,0,0,0,0,0,2020/6/2,100,未拔出
01有排行有提醒,粤B048RX,0,387.38,0,0,0,0,0,0,0,0,2020/6/2,0,未拔出
01有排行有提醒,粤LBY602,0,1037.63,0,0,0,0,0,0,0,0,2020/6/2,100,未拔出
01有排行有提醒,粤S45B27,0,1156.57,0,0,0,0,0,0,0,0,2020/6/2,100,未拔出
01有排行有提醒,皖AT0628,471.92,36386.36,61.62,18.39,25.66,286,410,6,4,9.91,2020/6/3,23.62,未拔出
01有排行有提醒,皖AT0568,418.41,55998.62,59,17.26,24.24,64,137,3,1,4.1,2020/6/3,61.57,未拔出
01有排行有提醒,皖AT0599,340.9,48463.14,40.94,15.49,22.01,99,256,3,1,5.68,2020/6/3,55.3,未拔出
01有排行有提醒,皖AT0650,326.68,50828.55,48.02,14.92,21.9,69,70,3,1,4.33,2020/6/3,56.79,未拔出
01有排行有提醒,皖AT0665,299.17,59884.79,44.75,13.5,22.16,66,131,2,1,1.29,2020/6/3,49.9,未拔出
01有排行有提醒,皖AT0553,224,34214.91,34.83,10.86,20.63,247,252,3,1,0.4,2020/6/3,39.6,未拔出
01有排行有提醒,粤BT2220,37.57,27900.67,14.99,2.22,16.92,19,11,0,0,0.29,2020/6/3,82.81,未拔出
01有排行有提醒,皖AT0642,22.76,8500.94,2.55,0.76,29.95,5,13,0,0,0.44,2020/6/3,91.64,未拔出
