部门,车牌号,油耗,,,碳排放（KG）,日期
04无排行无提醒,皖AT0658,78.6,0.73,3.088,177.183264,2020/1/1
04无排行无提醒,皖AT0608,68.49,0.73,3.088,154.3928976,2020/1/1
04无排行无提醒,皖AT0540,61.82,0.73,3.088,139.3571168,2020/1/1
04无排行无提醒,皖AT0623,44.97,0.73,3.088,101.3731728,2020/1/1
04无排行无提醒,皖AT0560,51.19,0.73,3.088,115.3945456,2020/1/1
04无排行无提醒,皖AT0661,39,0.73,3.088,87.91536,2020/1/1
04无排行无提醒,皖AT0565,37.5,0.73,3.088,84.534,2020/1/1
04无排行无提醒,皖AT0666,41.63,0.73,3.088,93.8440112,2020/1/1
04无排行无提醒,粤STB959,4.33,0.73,3.088,9.7608592,2020/1/1
04无排行无提醒,皖AT0616,0,0.73,3.088,0,2020/1/1
04无排行无提醒,皖AT0556,0,0.73,3.088,0,2020/1/1
04无排行无提醒,粤B3RC91,0,0.73,3.088,0,2020/1/1
04无排行无提醒,粤B4C0S6,0,0.73,3.088,0,2020/1/1
04无排行无提醒,粤S09158,0,0.73,3.088,0,2020/1/1
04无排行无提醒,粤B83CT2,0,0.73,3.088,0,2020/1/1
04无排行无提醒,粤B0Y92H,0,0.73,3.088,0,2020/1/1
04无排行无提醒,粤BP439V,0,0.73,3.088,0,2020/1/1
04无排行无提醒,粤PR5795,0,0.73,3.088,0,2020/1/1
04无排行无提醒,皖AT0560,67.74,0.73,3.088,152.7022176,2020/1/2
04无排行无提醒,皖AT0540,56.62,0.73,3.088,127.6350688,2020/1/2
04无排行无提醒,皖AT0658,54.5,0.73,3.088,122.85608,2020/1/2
04无排行无提醒,皖AT0623,48.53,0.73,3.088,109.3982672,2020/1/2
04无排行无提醒,皖AT0565,60.46,0.73,3.088,136.2913504,2020/1/2
04无排行无提醒,皖AT0661,38.79,0.73,3.088,87.4419696,2020/1/2
04无排行无提醒,皖AT0666,39.19,0.73,3.088,88.3436656,2020/1/2
04无排行无提醒,皖AT0608,36.81,0.73,3.088,82.9785744,2020/1/2
04无排行无提醒,粤STB959,4.96,0.73,3.088,11.1810304,2020/1/2
04无排行无提醒,粤BP439V,5.6,0.73,3.088,12.623744,2020/1/2
04无排行无提醒,皖AT0616,0,0.73,3.088,0,2020/1/2
04无排行无提醒,皖AT0556,0,0.73,3.088,0,2020/1/2
04无排行无提醒,粤B3RC91,0,0.73,3.088,0,2020/1/2
04无排行无提醒,粤B4C0S6,0,0.73,3.088,0,2020/1/2
04无排行无提醒,粤S09158,0,0.73,3.088,0,2020/1/2
04无排行无提醒,粤B83CT2,0,0.73,3.088,0,2020/1/2
04无排行无提醒,粤B0Y92H,0,0.73,3.088,0,2020/1/2
04无排行无提醒,粤PR5795,0,0.73,3.088,0,2020/1/2
04无排行无提醒,皖AT0560,66.71,0.73,3.088,150.3803504,2020/1/3
04无排行无提醒,皖AT0565,60.83,0.73,3.088,137.1254192,2020/1/3
04无排行无提醒,皖AT0623,43.85,0.73,3.088,98.848424,2020/1/3
04无排行无提醒,皖AT0661,39,0.73,3.088,87.91536,2020/1/3
