部门,车牌号,油耗,,,碳排放（KG）,日期
04无排行无提醒,皖AT0540,55.87,0.73,3.088,125.9443888,2020/6/1
04无排行无提醒,皖AT0565,49.65,0.73,3.088,111.923016,2020/6/1
04无排行无提醒,皖AT0608,46.19,0.73,3.088,104.1233456,2020/6/1
04无排行无提醒,皖AT0623,43.38,0.73,3.088,97.7889312,2020/6/1
04无排行无提醒,皖AT0658,34.02,0.73,3.088,76.6892448,2020/6/1
04无排行无提醒,粤BP439V,1.72,0.73,3.088,3.8772928,2020/6/1
04无排行无提醒,粤S09158,0,0.73,3.088,0,2020/6/1
04无排行无提醒,皖AT0616,0,0.73,3.088,0,2020/6/1
04无排行无提醒,皖AT0666,0,0.73,3.088,0,2020/6/1
04无排行无提醒,粤B3RC91,0,0.73,3.088,0,2020/6/1
04无排行无提醒,皖AT0556,0,0.73,3.088,0,2020/6/1
04无排行无提醒,粤B83CT2,0,0.73,3.088,0,2020/6/1
04无排行无提醒,皖AT0560,0,0.73,3.088,0,2020/6/1
04无排行无提醒,粤PR5795,2.25,0.73,3.088,5.07204,2020/6/1
04无排行无提醒,皖AT0661,0,0.73,3.088,0,2020/6/1
04无排行无提醒,粤STB959,0,0.73,3.088,0,2020/6/1
04无排行无提醒,粤B4C0S6,0,0.73,3.088,0,2020/6/1
04无排行无提醒,粤B0Y92H,0,0.73,3.088,0,2020/6/1
04无排行无提醒,皖AT0608,71.41,0.73,3.088,160.9752784,2020/6/2
04无排行无提醒,皖AT0623,50.1,0.73,3.088,112.937424,2020/6/2
04无排行无提醒,皖AT0540,44.97,0.73,3.088,101.3731728,2020/6/2
04无排行无提醒,皖AT0565,49.1,0.73,3.088,110.683184,2020/6/2
04无排行无提醒,皖AT0658,24.23,0.73,3.088,54.6202352,2020/6/2
04无排行无提醒,粤BP439V,6.39,0.73,3.088,14.4045936,2020/6/2
04无排行无提醒,皖AT0616,0,0.73,3.088,0,2020/6/2
04无排行无提醒,粤B4C0S6,0,0.73,3.088,0,2020/6/2
04无排行无提醒,粤STB959,0,0.73,3.088,0,2020/6/2
04无排行无提醒,皖AT0556,0,0.73,3.088,0,2020/6/2
04无排行无提醒,皖AT0666,0,0.73,3.088,0,2020/6/2
04无排行无提醒,皖AT0661,0,0.73,3.088,0,2020/6/2
04无排行无提醒,粤B0Y92H,0,0.73,3.088,0,2020/6/2
04无排行无提醒,粤PR5795,0.61,0.73,3.088,1.3750864,2020/6/2
04无排行无提醒,粤S09158,0,0.73,3.088,0,2020/6/2
04无排行无提醒,粤B83CT2,0,0.73,3.088,0,2020/6/2
04无排行无提醒,皖AT0560,0,0.73,3.088,0,2020/6/2
04无排行无提醒,粤B3RC91,0,0.73,3.088,0,2020/6/2
