部门,车牌号,油耗,,,碳排放（KG）,日期
04无排行无提醒,粤BP439V,6.09,0.73,3.088,13.7283216,2019/8/22
04无排行无提醒,粤B3RC91,3.69,0.73,3.088,8.3181456,2019/8/22
04无排行无提醒,粤STB959,0.15,0.73,3.088,0.338136,2019/8/22
04无排行无提醒,粤S09158,0,0.73,3.088,0,2019/8/22
04无排行无提醒,粤PR5795,0,0.73,3.088,0,2019/8/22
04无排行无提醒,粤B4C0S6,10.08,0.73,3.088,22.7227392,2019/8/23
04无排行无提醒,粤B0Y92H,4.89,0.73,3.088,11.0232336,2019/8/23
04无排行无提醒,粤BP439V,0,0.73,3.088,0,2019/8/23
04无排行无提醒,粤PR5795,0,0.73,3.088,0,2019/8/23
04无排行无提醒,粤STB959,0,0.73,3.088,0,2019/8/23
04无排行无提醒,粤S09158,0,0.73,3.088,0,2019/8/23
04无排行无提醒,粤B3RC91,0,0.73,3.088,0,2019/8/23
04无排行无提醒,粤B4C0S6,7.07,0.73,3.088,15.9374768,2019/8/24
04无排行无提醒,粤B0Y92H,8.5,0.73,3.088,19.16104,2019/8/24
04无排行无提醒,粤PR5795,1.33,0.73,3.088,2.9981392,2019/8/24
04无排行无提醒,粤STB959,0.04,0.73,3.088,0.0901696,2019/8/24
04无排行无提醒,粤BP439V,0,0.73,3.088,0,2019/8/24
04无排行无提醒,粤S09158,0,0.73,3.088,0,2019/8/24
04无排行无提醒,粤B3RC91,0,0.73,3.088,0,2019/8/24
04无排行无提醒,粤BP439V,4.93,0.73,3.088,11.1134032,2019/8/25
04无排行无提醒,粤B0Y92H,2.08,0.73,3.088,4.6888192,2019/8/25
04无排行无提醒,粤B4C0S6,0.27,0.73,3.088,0.6086448,2019/8/25
04无排行无提醒,粤S09158,0,0.73,3.088,0,2019/8/25
04无排行无提醒,粤STB959,0,0.73,3.088,0,2019/8/25
04无排行无提醒,粤PR5795,0,0.73,3.088,0,2019/8/25
04无排行无提醒,粤B3RC91,0,0.73,3.088,0,2019/8/25
04无排行无提醒,粤B4C0S6,10.09,0.73,3.088,22.7452816,2019/8/26
04无排行无提醒,粤BP439V,8.87,0.73,3.088,19.9951088,2019/8/26
04无排行无提醒,粤B0Y92H,3.45,0.73,3.088,7.777128,2019/8/26
04无排行无提醒,粤STB959,0.26,0.73,3.088,0.5861024,2019/8/26
04无排行无提醒,粤PR5795,1.19,0.73,3.088,2.6825456,2019/8/26
04无排行无提醒,粤S09158,0,0.73,3.088,0,2019/8/26
04无排行无提醒,粤B3RC91,0,0.73,3.088,0,2019/8/26
04无排行无提醒,粤B4C0S6,13.37,0.73,3.088,30.1391888,2019/8/27
04无排行无提醒,粤BP439V,10.94,0.73,3.088,24.6613856,2019/8/27
04无排行无提醒,粤B0Y92H,5.27,0.73,3.088,11.8798448,2019/8/27
04无排行无提醒,粤STB959,0.75,0.73,3.088,1.69068,2019/8/27
04无排行无提醒,粤PR5795,0,0.73,3.088,0,2019/8/27
04无排行无提醒,粤B3RC91,0,0.73,3.088,0,2019/8/27
04无排行无提醒,粤S09158,0,0.73,3.088,0,2019/8/27
04无排行无提醒,粤B4C0S6,10.74,0.73,3.088,24.2105376,2019/8/28
04无排行无提醒,粤BP439V,6.58,0.73,3.088,14.8328992,2019/8/28
04无排行无提醒,粤B0Y92H,7.33,0.73,3.088,16.5235792,2019/8/28
04无排行无提醒,粤STB959,2.32,0.73,3.088,5.2298368,2019/8/28
04无排行无提醒,粤S09158,0,0.73,3.088,0,2019/8/28
04无排行无提醒,粤B3RC91,0,0.73,3.088,0,2019/8/28
04无排行无提醒,粤PR5795,0,0.73,3.088,0,2019/8/28
04无排行无提醒,粤B4C0S6,15.04,0.73,3.088,33.9037696,2019/8/29
04无排行无提醒,粤STB959,13.63,0.73,3.088,30.7252912,2019/8/29
04无排行无提醒,粤BP439V,6.02,0.73,3.088,13.5705248,2019/8/29
04无排行无提醒,粤B0Y92H,6.64,0.73,3.088,14.9681536,2019/8/29
04无排行无提醒,粤PR5795,0,0.73,3.088,0,2019/8/29
04无排行无提醒,粤S09158,0,0.73,3.088,0,2019/8/29
04无排行无提醒,粤B3RC91,0,0.73,3.088,0,2019/8/29
04无排行无提醒,粤B4C0S6,10.81,0.73,3.088,24.3683344,2019/8/30
04无排行无提醒,粤B0Y92H,17.25,0.73,3.088,38.88564,2019/8/30
04无排行无提醒,粤STB959,5.76,0.73,3.088,12.9844224,2019/8/30
04无排行无提醒,粤BP439V,0.23,0.73,3.088,0.5184752,2019/8/30
04无排行无提醒,粤PR5795,2.22,0.73,3.088,5.0044128,2019/8/30
04无排行无提醒,粤B3RC91,0,0.73,3.088,0,2019/8/30
04无排行无提醒,粤S09158,0,0.73,3.088,0,2019/8/30
