部门,车牌号,油耗,,,碳排放（KG）,日期
04无排行无提醒,皖AT0623,43.76,0.73,3.088,98.6455424,2020/10/1
04无排行无提醒,皖AT0658,30.89,0.73,3.088,69.6334736,2020/10/1
04无排行无提醒,皖AT0565,23.97,0.73,3.088,54.0341328,2020/10/1
04无排行无提醒,皖AT0560,0,0.73,3.088,0,2020/10/1
04无排行无提醒,皖AT0608,0,0.73,3.088,0,2020/10/1
04无排行无提醒,皖AT0661,0,0.73,3.088,0,2020/10/1
04无排行无提醒,皖AT0666,0,0.73,3.088,0,2020/10/1
04无排行无提醒,皖AT0616,0,0.73,3.088,0,2020/10/1
04无排行无提醒,皖AT0556,0,0.73,3.088,0,2020/10/1
04无排行无提醒,粤B3RC91,0,0.73,3.088,0,2020/10/1
04无排行无提醒,粤B4C0S6,0,0.73,3.088,0,2020/10/1
04无排行无提醒,粤STB959,0,0.73,3.088,0,2020/10/1
04无排行无提醒,皖AT0540,0,0.73,3.088,0,2020/10/1
04无排行无提醒,粤B83CT2,0,0.73,3.088,0,2020/10/1
04无排行无提醒,粤B0Y92H,0,0.73,3.088,0,2020/10/1
04无排行无提醒,粤BP439V,0,0.73,3.088,0,2020/10/1
04无排行无提醒,粤PR5795,0,0.73,3.088,0,2020/10/1
04无排行无提醒,粤S09158,0,0.73,3.088,0,2020/10/1
04无排行无提醒,皖AT0608,47.79,0.73,3.088,107.7301296,2020/10/2
04无排行无提醒,皖AT0623,40.08,0.73,3.088,90.3499392,2020/10/2
04无排行无提醒,皖AT0565,43.7,0.73,3.088,98.510288,2020/10/2
04无排行无提醒,皖AT0658,17.93,0.73,3.088,40.4185232,2020/10/2
04无排行无提醒,皖AT0560,0,0.73,3.088,0,2020/10/2
04无排行无提醒,皖AT0661,0,0.73,3.088,0,2020/10/2
04无排行无提醒,皖AT0666,0,0.73,3.088,0,2020/10/2
04无排行无提醒,皖AT0616,0,0.73,3.088,0,2020/10/2
04无排行无提醒,皖AT0556,0,0.73,3.088,0,2020/10/2
04无排行无提醒,粤B3RC91,0,0.73,3.088,0,2020/10/2
04无排行无提醒,粤B4C0S6,0,0.73,3.088,0,2020/10/2
04无排行无提醒,粤STB959,0,0.73,3.088,0,2020/10/2
04无排行无提醒,皖AT0540,0,0.73,3.088,0,2020/10/2
04无排行无提醒,粤B83CT2,0,0.73,3.088,0,2020/10/2
04无排行无提醒,粤B0Y92H,0,0.73,3.088,0,2020/10/2
04无排行无提醒,粤BP439V,0,0.73,3.088,0,2020/10/2
04无排行无提醒,粤PR5795,0,0.73,3.088,0,2020/10/2
04无排行无提醒,粤S09158,0,0.73,3.088,0,2020/10/2
04无排行无提醒,皖AT0565,68.95,0.73,3.088,155.429848,2020/10/3
04无排行无提醒,皖AT0623,45.95,0.73,3.088,103.582328,2020/10/3
04无排行无提醒,皖AT0608,39.9,0.73,3.088,89.944176,2020/10/3
04无排行无提醒,皖AT0658,30.79,0.73,3.088,69.4080496,2020/10/3
04无排行无提醒,皖AT0560,0,0.73,3.088,0,2020/10/3
04无排行无提醒,皖AT0661,0,0.73,3.088,0,2020/10/3
04无排行无提醒,皖AT0666,0,0.73,3.088,0,2020/10/3
04无排行无提醒,皖AT0616,0,0.73,3.088,0,2020/10/3
04无排行无提醒,皖AT0556,0,0.73,3.088,0,2020/10/3
04无排行无提醒,粤B3RC91,0,0.73,3.088,0,2020/10/3
04无排行无提醒,粤B4C0S6,0,0.73,3.088,0,2020/10/3
04无排行无提醒,粤STB959,0,0.73,3.088,0,2020/10/3
04无排行无提醒,皖AT0540,0,0.73,3.088,0,2020/10/3
04无排行无提醒,粤B83CT2,0,0.73,3.088,0,2020/10/3
04无排行无提醒,粤B0Y92H,0,0.73,3.088,0,2020/10/3
04无排行无提醒,粤BP439V,0,0.73,3.088,0,2020/10/3
04无排行无提醒,粤PR5795,0,0.73,3.088,0,2020/10/3
04无排行无提醒,粤S09158,0,0.73,3.088,0,2020/10/3
04无排行无提醒,皖AT0565,61.89,0.73,3.088,139.5149136,2020/10/4
04无排行无提醒,皖AT0658,37.52,0.73,3.088,84.5790848,2020/10/4
