部门,车牌号,油耗,,,碳排放（KG）,日期
04无排行无提醒,皖AT0666,2.73,0.73,3.088,6.1540752,2020/2/5
04无排行无提醒,皖AT0608,0,0.73,3.088,0,2020/2/5
04无排行无提醒,皖AT0560,0,0.73,3.088,0,2020/2/5
04无排行无提醒,皖AT0556,0,0.73,3.088,0,2020/2/5
04无排行无提醒,皖AT0565,0,0.73,3.088,0,2020/2/5
04无排行无提醒,皖AT0616,0,0.73,3.088,0,2020/2/5
04无排行无提醒,粤B3RC91,0,0.73,3.088,0,2020/2/5
04无排行无提醒,粤B4C0S6,0,0.73,3.088,0,2020/2/5
04无排行无提醒,皖AT0540,0,0.73,3.088,0,2020/2/5
04无排行无提醒,粤S09158,0,0.73,3.088,0,2020/2/5
04无排行无提醒,粤B83CT2,0,0.73,3.088,0,2020/2/5
04无排行无提醒,粤B0Y92H,0,0.73,3.088,0,2020/2/5
04无排行无提醒,粤BP439V,0,0.73,3.088,0,2020/2/5
04无排行无提醒,粤PR5795,0,0.73,3.088,0,2020/2/5
04无排行无提醒,皖AT0661,11.39,0.73,3.088,25.6757936,2020/2/6
04无排行无提醒,粤STB959,4.52,0.73,3.088,10.1891648,2020/2/6
04无排行无提醒,皖AT0623,0.92,0.73,3.088,2.0739008,2020/2/6
04无排行无提醒,皖AT0556,0,0.73,3.088,0,2020/2/6
04无排行无提醒,皖AT0560,0,0.73,3.088,0,2020/2/6
04无排行无提醒,皖AT0608,0,0.73,3.088,0,2020/2/6
04无排行无提醒,皖AT0616,0,0.73,3.088,0,2020/2/6
04无排行无提醒,皖AT0565,0,0.73,3.088,0,2020/2/6
04无排行无提醒,皖AT0666,0,0.73,3.088,0,2020/2/6
04无排行无提醒,皖AT0658,0,0.73,3.088,0,2020/2/6
04无排行无提醒,粤B3RC91,0,0.73,3.088,0,2020/2/6
04无排行无提醒,粤B4C0S6,0,0.73,3.088,0,2020/2/6
04无排行无提醒,皖AT0540,0,0.73,3.088,0,2020/2/6
04无排行无提醒,粤S09158,0,0.73,3.088,0,2020/2/6
04无排行无提醒,粤B83CT2,0,0.73,3.088,0,2020/2/6
04无排行无提醒,粤B0Y92H,0,0.73,3.088,0,2020/2/6
04无排行无提醒,粤BP439V,0,0.73,3.088,0,2020/2/6
04无排行无提醒,粤PR5795,0,0.73,3.088,0,2020/2/6
04无排行无提醒,皖AT0661,16.34,0.73,3.088,36.8342816,2020/2/7
04无排行无提醒,粤STB959,4.81,0.73,3.088,10.8428944,2020/2/7
04无排行无提醒,皖AT0658,0.59,0.73,3.088,1.3300016,2020/2/7
04无排行无提醒,皖AT0608,0,0.73,3.088,0,2020/2/7
04无排行无提醒,皖AT0560,0,0.73,3.088,0,2020/2/7
04无排行无提醒,皖AT0556,0,0.73,3.088,0,2020/2/7
04无排行无提醒,皖AT0565,0,0.73,3.088,0,2020/2/7
04无排行无提醒,皖AT0623,0,0.73,3.088,0,2020/2/7
04无排行无提醒,皖AT0666,0,0.73,3.088,0,2020/2/7
04无排行无提醒,皖AT0616,0,0.73,3.088,0,2020/2/7
04无排行无提醒,粤B3RC91,0,0.73,3.088,0,2020/2/7
04无排行无提醒,粤B4C0S6,0,0.73,3.088,0,2020/2/7
04无排行无提醒,皖AT0540,0,0.73,3.088,0,2020/2/7
04无排行无提醒,粤S09158,0,0.73,3.088,0,2020/2/7
04无排行无提醒,粤B83CT2,0,0.73,3.088,0,2020/2/7
04无排行无提醒,粤B0Y92H,0,0.73,3.088,0,2020/2/7
04无排行无提醒,粤BP439V,0,0.73,3.088,0,2020/2/7
04无排行无提醒,粤PR5795,0,0.73,3.088,0,2020/2/7
04无排行无提醒,皖AT0661,3.45,0.73,3.088,7.777128,2020/2/8
04无排行无提醒,皖AT0608,0,0.73,3.088,0,2020/2/8
04无排行无提醒,皖AT0560,0,0.73,3.088,0,2020/2/8
04无排行无提醒,皖AT0556,0,0.73,3.088,0,2020/2/8
04无排行无提醒,皖AT0565,0,0.73,3.088,0,2020/2/8
04无排行无提醒,皖AT0623,0,0.73,3.088,0,2020/2/8
04无排行无提醒,皖AT0666,0,0.73,3.088,0,2020/2/8
04无排行无提醒,皖AT0658,0,0.73,3.088,0,2020/2/8
04无排行无提醒,皖AT0616,0,0.73,3.088,0,2020/2/8
04无排行无提醒,粤B3RC91,0,0.73,3.088,0,2020/2/8
04无排行无提醒,粤B4C0S6,0,0.73,3.088,0,2020/2/8
04无排行无提醒,粤STB959,0,0.73,3.088,0,2020/2/8
04无排行无提醒,皖AT0540,0,0.73,3.088,0,2020/2/8
04无排行无提醒,粤S09158,0,0.73,3.088,0,2020/2/8
04无排行无提醒,粤B83CT2,0,0.73,3.088,0,2020/2/8
04无排行无提醒,粤B0Y92H,0,0.73,3.088,0,2020/2/8
04无排行无提醒,粤BP439V,0,0.73,3.088,0,2020/2/8
04无排行无提醒,粤PR5795,0,0.73,3.088,0,2020/2/8
04无排行无提醒,皖AT0661,26.01,0.73,3.088,58.6327824,2020/2/9
04无排行无提醒,皖AT0658,14.98,0.73,3.088,33.7685152,2020/2/9
04无排行无提醒,皖AT0608,9.56,0.73,3.088,21.5505344,2020/2/9
04无排行无提醒,粤BP439V,11.24,0.73,3.088,25.3376576,2020/2/9
04无排行无提醒,皖AT0623,0.41,0.73,3.088,0.9242384,2020/2/9
04无排行无提醒,皖AT0560,0,0.73,3.088,0,2020/2/9
04无排行无提醒,皖AT0556,0,0.73,3.088,0,2020/2/9
04无排行无提醒,皖AT0565,0,0.73,3.088,0,2020/2/9
04无排行无提醒,皖AT0666,0,0.73,3.088,0,2020/2/9
04无排行无提醒,皖AT0616,0,0.73,3.088,0,2020/2/9
04无排行无提醒,粤B3RC91,0,0.73,3.088,0,2020/2/9
04无排行无提醒,粤B4C0S6,0,0.73,3.088,0,2020/2/9
04无排行无提醒,粤STB959,0,0.73,3.088,0,2020/2/9
04无排行无提醒,皖AT0540,0,0.73,3.088,0,2020/2/9
04无排行无提醒,粤B83CT2,0,0.73,3.088,0,2020/2/9
04无排行无提醒,粤B0Y92H,0,0.73,3.088,0,2020/2/9
04无排行无提醒,粤PR5795,0,0.73,3.088,0,2020/2/9
04无排行无提醒,粤S09158,0,0.73,3.088,0,2020/2/9
04无排行无提醒,皖AT0661,27.41,0.73,3.088,61.7887184,2020/2/10
04无排行无提醒,皖AT0658,14.58,0.73,3.088,32.8668192,2020/2/10
04无排行无提醒,粤STB959,4.16,0.73,3.088,9.3776384,2020/2/10
04无排行无提醒,粤BP439V,0.82,0.73,3.088,1.8484768,2020/2/10
04无排行无提醒,皖AT0560,0,0.73,3.088,0,2020/2/10
04无排行无提醒,皖AT0608,0,0.73,3.088,0,2020/2/10
04无排行无提醒,皖AT0556,0,0.73,3.088,0,2020/2/10
04无排行无提醒,皖AT0565,0,0.73,3.088,0,2020/2/10
04无排行无提醒,皖AT0623,0,0.73,3.088,0,2020/2/10
04无排行无提醒,皖AT0666,0,0.73,3.088,0,2020/2/10
04无排行无提醒,皖AT0616,0,0.73,3.088,0,2020/2/10
04无排行无提醒,粤B3RC91,0,0.73,3.088,0,2020/2/10
04无排行无提醒,粤B4C0S6,0,0.73,3.088,0,2020/2/10
04无排行无提醒,皖AT0540,0,0.73,3.088,0,2020/2/10
04无排行无提醒,粤S09158,0,0.73,3.088,0,2020/2/10
04无排行无提醒,粤B83CT2,0,0.73,3.088,0,2020/2/10
04无排行无提醒,粤B0Y92H,0,0.73,3.088,0,2020/2/10
04无排行无提醒,粤PR5795,0,0.73,3.088,0,2020/2/10
04无排行无提醒,粤STB959,54.75,0.73,3.088,123.41964,2020/2/11
04无排行无提醒,皖AT0661,26.5,0.73,3.088,59.73736,2020/2/11
04无排行无提醒,皖AT0658,24.14,0.73,3.088,54.4173536,2020/2/11
04无排行无提醒,皖AT0608,0.81,0.73,3.088,1.8259344,2020/2/11
04无排行无提醒,皖AT0560,0,0.73,3.088,0,2020/2/11
04无排行无提醒,皖AT0556,0,0.73,3.088,0,2020/2/11
04无排行无提醒,皖AT0565,0,0.73,3.088,0,2020/2/11
04无排行无提醒,皖AT0623,0,0.73,3.088,0,2020/2/11
04无排行无提醒,皖AT0666,0,0.73,3.088,0,2020/2/11
04无排行无提醒,皖AT0616,0,0.73,3.088,0,2020/2/11
04无排行无提醒,粤B3RC91,0,0.73,3.088,0,2020/2/11
04无排行无提醒,粤B4C0S6,0,0.73,3.088,0,2020/2/11
04无排行无提醒,皖AT0540,0,0.73,3.088,0,2020/2/11
04无排行无提醒,粤S09158,0,0.73,3.088,0,2020/2/11
04无排行无提醒,粤B83CT2,0,0.73,3.088,0,2020/2/11
04无排行无提醒,粤B0Y92H,0,0.73,3.088,0,2020/2/11
04无排行无提醒,粤BP439V,0,0.73,3.088,0,2020/2/11
04无排行无提醒,粤PR5795,0,0.73,3.088,0,2020/2/11
04无排行无提醒,皖AT0658,32.21,0.73,3.088,72.6090704,2020/2/12
04无排行无提醒,皖AT0661,16.42,0.73,3.088,37.0146208,2020/2/12
04无排行无提醒,皖AT0666,3.03,0.73,3.088,6.8303472,2020/2/12
04无排行无提醒,皖AT0560,0,0.73,3.088,0,2020/2/12
04无排行无提醒,皖AT0608,0,0.73,3.088,0,2020/2/12
04无排行无提醒,皖AT0556,0,0.73,3.088,0,2020/2/12
04无排行无提醒,皖AT0565,0,0.73,3.088,0,2020/2/12
04无排行无提醒,皖AT0623,0,0.73,3.088,0,2020/2/12
04无排行无提醒,皖AT0616,0,0.73,3.088,0,2020/2/12
04无排行无提醒,粤B3RC91,0,0.73,3.088,0,2020/2/12
04无排行无提醒,粤B4C0S6,0,0.73,3.088,0,2020/2/12
04无排行无提醒,粤STB959,0.01,0.73,3.088,0.0225424,2020/2/12
04无排行无提醒,皖AT0540,0,0.73,3.088,0,2020/2/12
04无排行无提醒,粤S09158,0,0.73,3.088,0,2020/2/12
04无排行无提醒,粤B83CT2,0,0.73,3.088,0,2020/2/12
04无排行无提醒,粤B0Y92H,0,0.73,3.088,0,2020/2/12
04无排行无提醒,粤BP439V,0,0.73,3.088,0,2020/2/12
04无排行无提醒,粤PR5795,0,0.73,3.088,0,2020/2/12
04无排行无提醒,皖AT0658,32.9,0.73,3.088,74.164496,2020/2/13
04无排行无提醒,皖AT0661,19.73,0.73,3.088,44.4761552,2020/2/13
04无排行无提醒,皖AT0608,0,0.73,3.088,0,2020/2/13
04无排行无提醒,皖AT0560,0,0.73,3.088,0,2020/2/13
04无排行无提醒,皖AT0556,0,0.73,3.088,0,2020/2/13
04无排行无提醒,皖AT0666,0,0.73,3.088,0,2020/2/13
04无排行无提醒,皖AT0623,0,0.73,3.088,0,2020/2/13
04无排行无提醒,皖AT0565,0,0.73,3.088,0,2020/2/13
04无排行无提醒,皖AT0616,0,0.73,3.088,0,2020/2/13
04无排行无提醒,粤B3RC91,0,0.73,3.088,0,2020/2/13
04无排行无提醒,粤B4C0S6,0,0.73,3.088,0,2020/2/13
04无排行无提醒,粤STB959,0.17,0.73,3.088,0.3832208,2020/2/13
04无排行无提醒,皖AT0540,0,0.73,3.088,0,2020/2/13
04无排行无提醒,粤S09158,0,0.73,3.088,0,2020/2/13
04无排行无提醒,粤B83CT2,0,0.73,3.088,0,2020/2/13
04无排行无提醒,粤B0Y92H,0,0.73,3.088,0,2020/2/13
04无排行无提醒,粤BP439V,0,0.73,3.088,0,2020/2/13
04无排行无提醒,粤PR5795,0,0.73,3.088,0,2020/2/13
04无排行无提醒,皖AT0658,39.33,0.73,3.088,88.6592592,2020/2/14
04无排行无提醒,皖AT0661,17.81,0.73,3.088,40.1480144,2020/2/14
04无排行无提醒,皖AT0666,0.09,0.73,3.088,0.2028816,2020/2/14
04无排行无提醒,皖AT0560,0,0.73,3.088,0,2020/2/14
04无排行无提醒,皖AT0608,0,0.73,3.088,0,2020/2/14
04无排行无提醒,皖AT0556,0,0.73,3.088,0,2020/2/14
04无排行无提醒,皖AT0565,0,0.73,3.088,0,2020/2/14
04无排行无提醒,皖AT0623,0,0.73,3.088,0,2020/2/14
04无排行无提醒,皖AT0616,0,0.73,3.088,0,2020/2/14
04无排行无提醒,粤B3RC91,0,0.73,3.088,0,2020/2/14
04无排行无提醒,粤B4C0S6,0,0.73,3.088,0,2020/2/14
04无排行无提醒,粤STB959,0,0.73,3.088,0,2020/2/14
04无排行无提醒,皖AT0540,0,0.73,3.088,0,2020/2/14
04无排行无提醒,粤B83CT2,0,0.73,3.088,0,2020/2/14
04无排行无提醒,粤B0Y92H,0,0.73,3.088,0,2020/2/14
04无排行无提醒,粤BP439V,0,0.73,3.088,0,2020/2/14
04无排行无提醒,粤PR5795,0,0.73,3.088,0,2020/2/14
04无排行无提醒,粤S09158,0,0.73,3.088,0,2020/2/14
04无排行无提醒,皖AT0658,36.38,0.73,3.088,82.0092512,2020/2/15
04无排行无提醒,皖AT0556,0,0.73,3.088,0,2020/2/15
04无排行无提醒,皖AT0661,0,0.73,3.088,0,2020/2/15
04无排行无提醒,皖AT0608,0,0.73,3.088,0,2020/2/15
04无排行无提醒,皖AT0560,0,0.73,3.088,0,2020/2/15
04无排行无提醒,皖AT0565,0,0.73,3.088,0,2020/2/15
04无排行无提醒,皖AT0623,0,0.73,3.088,0,2020/2/15
04无排行无提醒,皖AT0666,0,0.73,3.088,0,2020/2/15
04无排行无提醒,皖AT0616,0,0.73,3.088,0,2020/2/15
04无排行无提醒,粤B3RC91,0,0.73,3.088,0,2020/2/15
04无排行无提醒,粤B4C0S6,0,0.73,3.088,0,2020/2/15
04无排行无提醒,粤STB959,0,0.73,3.088,0,2020/2/15
04无排行无提醒,皖AT0540,0,0.73,3.088,0,2020/2/15
04无排行无提醒,粤S09158,0,0.73,3.088,0,2020/2/15
04无排行无提醒,粤B83CT2,0,0.73,3.088,0,2020/2/15
04无排行无提醒,粤B0Y92H,0,0.73,3.088,0,2020/2/15
04无排行无提醒,粤BP439V,0,0.73,3.088,0,2020/2/15
04无排行无提醒,粤PR5795,0,0.73,3.088,0,2020/2/15
04无排行无提醒,皖AT0658,43.22,0.73,3.088,97.4282528,2020/2/16
04无排行无提醒,皖AT0623,23.4,0.73,3.088,52.749216,2020/2/16
04无排行无提醒,皖AT0608,17.42,0.73,3.088,39.2688608,2020/2/16
04无排行无提醒,皖AT0661,2.58,0.73,3.088,5.8159392,2020/2/16
04无排行无提醒,粤STB959,0.62,0.73,3.088,1.3976288,2020/2/16
04无排行无提醒,皖AT0560,0,0.73,3.088,0,2020/2/16
04无排行无提醒,皖AT0565,0,0.73,3.088,0,2020/2/16
04无排行无提醒,皖AT0666,0,0.73,3.088,0,2020/2/16
04无排行无提醒,皖AT0616,0,0.73,3.088,0,2020/2/16
04无排行无提醒,皖AT0556,0,0.73,3.088,0,2020/2/16
04无排行无提醒,粤B3RC91,0,0.73,3.088,0,2020/2/16
04无排行无提醒,粤B4C0S6,0,0.73,3.088,0,2020/2/16
04无排行无提醒,皖AT0540,0,0.73,3.088,0,2020/2/16
04无排行无提醒,粤S09158,0,0.73,3.088,0,2020/2/16
04无排行无提醒,粤B83CT2,0,0.73,3.088,0,2020/2/16
04无排行无提醒,粤B0Y92H,0,0.73,3.088,0,2020/2/16
04无排行无提醒,粤BP439V,0,0.73,3.088,0,2020/2/16
04无排行无提醒,粤PR5795,0,0.73,3.088,0,2020/2/16
04无排行无提醒,皖AT0658,37.81,0.73,3.088,85.2328144,2020/2/17
04无排行无提醒,皖AT0608,12.95,0.73,3.088,29.192408,2020/2/17
04无排行无提醒,皖AT0661,12.06,0.73,3.088,27.1861344,2020/2/17
04无排行无提醒,皖AT0623,7.78,0.73,3.088,17.5379872,2020/2/17
04无排行无提醒,粤STB959,0.61,0.73,3.088,1.3750864,2020/2/17
04无排行无提醒,皖AT0560,0,0.73,3.088,0,2020/2/17
04无排行无提醒,皖AT0556,0,0.73,3.088,0,2020/2/17
04无排行无提醒,皖AT0565,0,0.73,3.088,0,2020/2/17
04无排行无提醒,皖AT0666,0,0.73,3.088,0,2020/2/17
04无排行无提醒,皖AT0616,0,0.73,3.088,0,2020/2/17
04无排行无提醒,粤B3RC91,0,0.73,3.088,0,2020/2/17
04无排行无提醒,粤B4C0S6,0,0.73,3.088,0,2020/2/17
04无排行无提醒,皖AT0540,0,0.73,3.088,0,2020/2/17
04无排行无提醒,粤S09158,0,0.73,3.088,0,2020/2/17
04无排行无提醒,粤B83CT2,0,0.73,3.088,0,2020/2/17
04无排行无提醒,粤B0Y92H,0,0.73,3.088,0,2020/2/17
04无排行无提醒,粤BP439V,0,0.73,3.088,0,2020/2/17
04无排行无提醒,粤PR5795,0,0.73,3.088,0,2020/2/17
04无排行无提醒,皖AT0623,25.32,0.73,3.088,57.0773568,2020/2/18
04无排行无提醒,皖AT0661,18.28,0.73,3.088,41.2075072,2020/2/18
04无排行无提醒,皖AT0658,19.15,0.73,3.088,43.168696,2020/2/18
04无排行无提醒,皖AT0608,16.42,0.73,3.088,37.0146208,2020/2/18
04无排行无提醒,皖AT0565,0,0.73,3.088,0,2020/2/18
04无排行无提醒,皖AT0560,0,0.73,3.088,0,2020/2/18
04无排行无提醒,皖AT0666,0,0.73,3.088,0,2020/2/18
04无排行无提醒,皖AT0616,0,0.73,3.088,0,2020/2/18
04无排行无提醒,皖AT0556,0,0.73,3.088,0,2020/2/18
04无排行无提醒,粤B3RC91,0,0.73,3.088,0,2020/2/18
04无排行无提醒,粤B4C0S6,0,0.73,3.088,0,2020/2/18
04无排行无提醒,粤STB959,0,0.73,3.088,0,2020/2/18
04无排行无提醒,皖AT0540,0,0.73,3.088,0,2020/2/18
04无排行无提醒,粤S09158,0,0.73,3.088,0,2020/2/18
04无排行无提醒,粤B83CT2,0,0.73,3.088,0,2020/2/18
04无排行无提醒,粤B0Y92H,0,0.73,3.088,0,2020/2/18
04无排行无提醒,粤BP439V,0,0.73,3.088,0,2020/2/18
04无排行无提醒,粤PR5795,0,0.73,3.088,0,2020/2/18
04无排行无提醒,皖AT0658,45.8,0.73,3.088,103.244192,2020/2/19
04无排行无提醒,皖AT0623,28.66,0.73,3.088,64.6065184,2020/2/19
04无排行无提醒,皖AT0661,17.33,0.73,3.088,39.0659792,2020/2/19
04无排行无提醒,粤STB959,4.14,0.73,3.088,9.3325536,2020/2/19
04无排行无提醒,皖AT0666,4.15,0.73,3.088,9.355096,2020/2/19
04无排行无提醒,皖AT0560,0,0.73,3.088,0,2020/2/19
04无排行无提醒,皖AT0608,0,0.73,3.088,0,2020/2/19
04无排行无提醒,皖AT0565,0,0.73,3.088,0,2020/2/19
04无排行无提醒,皖AT0616,0,0.73,3.088,0,2020/2/19
04无排行无提醒,皖AT0556,0,0.73,3.088,0,2020/2/19
04无排行无提醒,粤B3RC91,0,0.73,3.088,0,2020/2/19
04无排行无提醒,粤B4C0S6,0,0.73,3.088,0,2020/2/19
04无排行无提醒,皖AT0540,0,0.73,3.088,0,2020/2/19
04无排行无提醒,粤S09158,0,0.73,3.088,0,2020/2/19
04无排行无提醒,粤B83CT2,0,0.73,3.088,0,2020/2/19
04无排行无提醒,粤B0Y92H,0,0.73,3.088,0,2020/2/19
04无排行无提醒,粤BP439V,0,0.73,3.088,0,2020/2/19
04无排行无提醒,粤PR5795,0,0.73,3.088,0,2020/2/19
04无排行无提醒,皖AT0658,31.89,0.73,3.088,71.8877136,2020/2/20
04无排行无提醒,皖AT0623,29.18,0.73,3.088,65.7787232,2020/2/20
04无排行无提醒,皖AT0608,17.55,0.73,3.088,39.561912,2020/2/20
04无排行无提醒,皖AT0661,11.26,0.73,3.088,25.3827424,2020/2/20
04无排行无提醒,粤BP439V,5.54,0.73,3.088,12.4884896,2020/2/20
04无排行无提醒,皖AT0560,0,0.73,3.088,0,2020/2/20
04无排行无提醒,皖AT0565,0,0.73,3.088,0,2020/2/20
04无排行无提醒,皖AT0666,0,0.73,3.088,0,2020/2/20
04无排行无提醒,皖AT0616,0,0.73,3.088,0,2020/2/20
04无排行无提醒,皖AT0556,0,0.73,3.088,0,2020/2/20
04无排行无提醒,粤B3RC91,0,0.73,3.088,0,2020/2/20
04无排行无提醒,粤B4C0S6,0,0.73,3.088,0,2020/2/20
04无排行无提醒,粤STB959,0,0.73,3.088,0,2020/2/20
04无排行无提醒,皖AT0540,0,0.73,3.088,0,2020/2/20
04无排行无提醒,粤B83CT2,0,0.73,3.088,0,2020/2/20
04无排行无提醒,粤B0Y92H,0,0.73,3.088,0,2020/2/20
04无排行无提醒,粤PR5795,0,0.73,3.088,0,2020/2/20
04无排行无提醒,粤S09158,0,0.73,3.088,0,2020/2/20
04无排行无提醒,皖AT0623,24.67,0.73,3.088,55.6121008,2020/2/21
04无排行无提醒,皖AT0661,20.44,0.73,3.088,46.0766656,2020/2/21
04无排行无提醒,皖AT0658,11.25,0.73,3.088,25.3602,2020/2/21
04无排行无提醒,粤BP439V,6.63,0.73,3.088,14.9456112,2020/2/21
04无排行无提醒,皖AT0608,3.72,0.73,3.088,8.3857728,2020/2/21
04无排行无提醒,皖AT0560,0,0.73,3.088,0,2020/2/21
04无排行无提醒,皖AT0556,0,0.73,3.088,0,2020/2/21
04无排行无提醒,皖AT0565,0,0.73,3.088,0,2020/2/21
04无排行无提醒,皖AT0666,0,0.73,3.088,0,2020/2/21
04无排行无提醒,皖AT0616,0,0.73,3.088,0,2020/2/21
04无排行无提醒,粤B3RC91,0,0.73,3.088,0,2020/2/21
04无排行无提醒,粤B4C0S6,0,0.73,3.088,0,2020/2/21
04无排行无提醒,粤STB959,0,0.73,3.088,0,2020/2/21
04无排行无提醒,皖AT0540,0,0.73,3.088,0,2020/2/21
04无排行无提醒,粤B83CT2,0,0.73,3.088,0,2020/2/21
04无排行无提醒,粤B0Y92H,0,0.73,3.088,0,2020/2/21
04无排行无提醒,粤PR5795,0,0.73,3.088,0,2020/2/21
04无排行无提醒,粤S09158,0,0.73,3.088,0,2020/2/21
04无排行无提醒,皖AT0658,33.88,0.73,3.088,76.3736512,2020/2/22
04无排行无提醒,皖AT0623,27,0.73,3.088,60.86448,2020/2/22
04无排行无提醒,皖AT0661,13.25,0.73,3.088,29.86868,2020/2/22
04无排行无提醒,皖AT0608,11.23,0.73,3.088,25.3151152,2020/2/22
