部门,车牌号,油耗,,,碳排放（KG）,日期
04无排行无提醒,皖AT0560,72.32,0.73,3.088,163.0266368,2019/12/1
04无排行无提醒,皖AT0540,51.6,0.73,3.088,116.318784,2019/12/1
04无排行无提醒,皖AT0623,46.91,0.73,3.088,105.7463984,2019/12/1
04无排行无提醒,皖AT0658,48.27,0.73,3.088,108.8121648,2019/12/1
04无排行无提醒,皖AT0666,47.67,0.73,3.088,107.4596208,2019/12/1
04无排行无提醒,皖AT0565,47.62,0.73,3.088,107.3469088,2019/12/1
04无排行无提醒,皖AT0661,34.23,0.73,3.088,77.1626352,2019/12/1
04无排行无提醒,粤BP439V,3.65,0.73,3.088,8.227976,2019/12/1
04无排行无提醒,粤STB959,2.03,0.73,3.088,4.5761072,2019/12/1
04无排行无提醒,粤B0Y92H,2.71,0.73,3.088,6.1089904,2019/12/1
04无排行无提醒,皖AT0616,2.45,0.73,3.088,5.522888,2019/12/1
04无排行无提醒,粤PR5795,4.72,0.73,3.088,10.6400128,2019/12/1
04无排行无提醒,皖AT0608,0.15,0.73,3.088,0.338136,2019/12/1
04无排行无提醒,皖AT0556,0,0.73,3.088,0,2019/12/1
04无排行无提醒,粤S09158,0,0.73,3.088,0,2019/12/1
04无排行无提醒,粤B3RC91,0,0.73,3.088,0,2019/12/1
04无排行无提醒,粤B83CT2,0,0.73,3.088,0,2019/12/1
04无排行无提醒,粤B4C0S6,0,0.73,3.088,0,2019/12/1
04无排行无提醒,皖AT0560,62.68,0.73,3.088,141.2957632,2019/12/2
04无排行无提醒,皖AT0565,59.39,0.73,3.088,133.8793136,2019/12/2
04无排行无提醒,皖AT0666,50.89,0.73,3.088,114.7182736,2019/12/2
04无排行无提醒,皖AT0540,44.71,0.73,3.088,100.7870704,2019/12/2
04无排行无提醒,皖AT0623,40.33,0.73,3.088,90.9134992,2019/12/2
04无排行无提醒,皖AT0658,40.33,0.73,3.088,90.9134992,2019/12/2
04无排行无提醒,皖AT0608,47.3,0.73,3.088,106.625552,2019/12/2
04无排行无提醒,皖AT0661,30.27,0.73,3.088,68.2358448,2019/12/2
04无排行无提醒,皖AT0616,32.3,0.73,3.088,72.811952,2019/12/2
04无排行无提醒,粤BP439V,5.13,0.73,3.088,11.5642512,2019/12/2
04无排行无提醒,粤B0Y92H,4.99,0.73,3.088,11.2486576,2019/12/2
04无排行无提醒,粤PR5795,1.68,0.73,3.088,3.7871232,2019/12/2
04无排行无提醒,粤B4C0S6,0,0.73,3.088,0,2019/12/2
04无排行无提醒,粤STB959,0,0.73,3.088,0,2019/12/2
04无排行无提醒,粤B3RC91,0,0.73,3.088,0,2019/12/2
04无排行无提醒,粤B83CT2,0,0.73,3.088,0,2019/12/2
04无排行无提醒,皖AT0556,0,0.73,3.088,0,2019/12/2
04无排行无提醒,粤S09158,0,0.73,3.088,0,2019/12/2
04无排行无提醒,皖AT0560,71.36,0.73,3.088,160.8625664,2019/12/3
04无排行无提醒,皖AT0658,68.9,0.73,3.088,155.317136,2019/12/3
04无排行无提醒,皖AT0608,52.6,0.73,3.088,118.573024,2019/12/3
04无排行无提醒,皖AT0540,54.18,0.73,3.088,122.1347232,2019/12/3
04无排行无提醒,皖AT0565,59.53,0.73,3.088,134.1949072,2019/12/3
04无排行无提醒,皖AT0661,38.76,0.73,3.088,87.3743424,2019/12/3
04无排行无提醒,皖AT0616,39.42,0.73,3.088,88.8621408,2019/12/3
04无排行无提醒,皖AT0666,39.12,0.73,3.088,88.1858688,2019/12/3
04无排行无提醒,皖AT0623,34.86,0.73,3.088,78.5828064,2019/12/3
04无排行无提醒,粤BP439V,2.74,0.73,3.088,6.1766176,2019/12/3
04无排行无提醒,粤STB959,0,0.73,3.088,0,2019/12/3
04无排行无提醒,皖AT0556,0,0.73,3.088,0,2019/12/3
04无排行无提醒,粤B0Y92H,0,0.73,3.088,0,2019/12/3
04无排行无提醒,粤PR5795,0.01,0.73,3.088,0.0225424,2019/12/3
04无排行无提醒,粤B83CT2,0,0.73,3.088,0,2019/12/3
04无排行无提醒,粤B4C0S6,0,0.73,3.088,0,2019/12/3
04无排行无提醒,粤B3RC91,0,0.73,3.088,0,2019/12/3
04无排行无提醒,粤S09158,0,0.73,3.088,0,2019/12/3
04无排行无提醒,皖AT0560,68.66,0.73,3.088,154.7761184,2019/12/4
04无排行无提醒,皖AT0565,56.84,0.73,3.088,128.1310016,2019/12/4
04无排行无提醒,皖AT0623,47.67,0.73,3.088,107.4596208,2019/12/4
04无排行无提醒,皖AT0540,47.59,0.73,3.088,107.2792816,2019/12/4
04无排行无提醒,皖AT0666,45.72,0.73,3.088,103.0638528,2019/12/4
04无排行无提醒,皖AT0661,37.95,0.73,3.088,85.548408,2019/12/4
04无排行无提醒,皖AT0616,36.68,0.73,3.088,82.6855232,2019/12/4
04无排行无提醒,皖AT0608,30.24,0.73,3.088,68.1682176,2019/12/4
04无排行无提醒,皖AT0658,30.3,0.73,3.088,68.303472,2019/12/4
04无排行无提醒,粤BP439V,6.66,0.73,3.088,15.0132384,2019/12/4
04无排行无提醒,粤STB959,2.12,0.73,3.088,4.7789888,2019/12/4
04无排行无提醒,粤PR5795,6.16,0.73,3.088,13.8861184,2019/12/4
04无排行无提醒,粤B4C0S6,0,0.73,3.088,0,2019/12/4
04无排行无提醒,粤B83CT2,0,0.73,3.088,0,2019/12/4
04无排行无提醒,粤B0Y92H,0,0.73,3.088,0,2019/12/4
04无排行无提醒,粤S09158,0,0.73,3.088,0,2019/12/4
04无排行无提醒,皖AT0556,0,0.73,3.088,0,2019/12/4
04无排行无提醒,粤B3RC91,0,0.73,3.088,0,2019/12/4
04无排行无提醒,皖AT0560,61.91,0.73,3.088,139.5599984,2019/12/5
04无排行无提醒,皖AT0608,50.29,0.73,3.088,113.3657296,2019/12/5
04无排行无提醒,皖AT0540,53.47,0.73,3.088,120.5342128,2019/12/5
04无排行无提醒,皖AT0565,56.17,0.73,3.088,126.6206608,2019/12/5
04无排行无提醒,皖AT0623,44,0.73,3.088,99.18656,2019/12/5
04无排行无提醒,皖AT0658,56.87,0.73,3.088,128.1986288,2019/12/5
04无排行无提醒,皖AT0661,37.45,0.73,3.088,84.421288,2019/12/5
04无排行无提醒,皖AT0666,42.13,0.73,3.088,94.9711312,2019/12/5
04无排行无提醒,皖AT0616,36.43,0.73,3.088,82.1219632,2019/12/5
04无排行无提醒,粤BP439V,2.94,0.73,3.088,6.6274656,2019/12/5
04无排行无提醒,粤PR5795,1.45,0.73,3.088,3.268648,2019/12/5
04无排行无提醒,皖AT0556,0,0.73,3.088,0,2019/12/5
04无排行无提醒,粤STB959,0,0.73,3.088,0,2019/12/5
04无排行无提醒,粤B0Y92H,0,0.73,3.088,0,2019/12/5
04无排行无提醒,粤B3RC91,0,0.73,3.088,0,2019/12/5
04无排行无提醒,粤S09158,0,0.73,3.088,0,2019/12/5
04无排行无提醒,粤B83CT2,0,0.73,3.088,0,2019/12/5
04无排行无提醒,粤B4C0S6,0,0.73,3.088,0,2019/12/5
04无排行无提醒,皖AT0560,63.9,0.73,3.088,144.045936,2019/12/6
04无排行无提醒,皖AT0658,64.76,0.73,3.088,145.9845824,2019/12/6
04无排行无提醒,皖AT0623,43.98,0.73,3.088,99.1414752,2019/12/6
04无排行无提醒,皖AT0661,38.34,0.73,3.088,86.4275616,2019/12/6
04无排行无提醒,皖AT0540,40.63,0.73,3.088,91.5897712,2019/12/6
04无排行无提醒,皖AT0616,37.32,0.73,3.088,84.1282368,2019/12/6
04无排行无提醒,皖AT0666,31.61,0.73,3.088,71.2565264,2019/12/6
04无排行无提醒,皖AT0608,22.46,0.73,3.088,50.6302304,2019/12/6
04无排行无提醒,皖AT0565,17.33,0.73,3.088,39.0659792,2019/12/6
04无排行无提醒,粤BP439V,6.29,0.73,3.088,14.1791696,2019/12/6
04无排行无提醒,粤STB959,0,0.73,3.088,0,2019/12/6
04无排行无提醒,粤B0Y92H,0,0.73,3.088,0,2019/12/6
04无排行无提醒,粤PR5795,1.74,0.73,3.088,3.9223776,2019/12/6
04无排行无提醒,粤B83CT2,0,0.73,3.088,0,2019/12/6
04无排行无提醒,粤B3RC91,0,0.73,3.088,0,2019/12/6
04无排行无提醒,皖AT0556,0,0.73,3.088,0,2019/12/6
04无排行无提醒,粤B4C0S6,0,0.73,3.088,0,2019/12/6
04无排行无提醒,粤S09158,0,0.73,3.088,0,2019/12/6
04无排行无提醒,皖AT0658,70.25,0.73,3.088,158.36036,2019/12/7
04无排行无提醒,皖AT0560,67.68,0.73,3.088,152.5669632,2019/12/7
04无排行无提醒,皖AT0540,59.08,0.73,3.088,133.1804992,2019/12/7
04无排行无提醒,皖AT0608,43.79,0.73,3.088,98.7131696,2019/12/7
04无排行无提醒,皖AT0661,36.18,0.73,3.088,81.5584032,2019/12/7
04无排行无提醒,皖AT0616,40.52,0.73,3.088,91.3418048,2019/12/7
04无排行无提醒,皖AT0623,33.21,0.73,3.088,74.8633104,2019/12/7
04无排行无提醒,皖AT0666,32.08,0.73,3.088,72.3160192,2019/12/7
04无排行无提醒,皖AT0565,32.3,0.73,3.088,72.811952,2019/12/7
04无排行无提醒,粤BP439V,8.16,0.73,3.088,18.3945984,2019/12/7
04无排行无提醒,粤B0Y92H,8.17,0.73,3.088,18.4171408,2019/12/7
04无排行无提醒,粤STB959,0,0.73,3.088,0,2019/12/7
04无排行无提醒,粤B4C0S6,0,0.73,3.088,0,2019/12/7
04无排行无提醒,粤PR5795,0,0.73,3.088,0,2019/12/7
04无排行无提醒,粤S09158,0,0.73,3.088,0,2019/12/7
04无排行无提醒,粤B3RC91,0,0.73,3.088,0,2019/12/7
