部门,车牌号,油耗,,,碳排放（KG）,日期
04无排行无提醒,皖AT0623,49.41,0.73,3.088,111.3819984,2020/8/1
04无排行无提醒,皖AT0540,54.52,0.73,3.088,122.9011648,2020/8/1
04无排行无提醒,皖AT0608,47.49,0.73,3.088,107.0538576,2020/8/1
04无排行无提醒,皖AT0565,42.73,0.73,3.088,96.3236752,2020/8/1
04无排行无提醒,皖AT0658,33.62,0.73,3.088,75.7875488,2020/8/1
04无排行无提醒,皖AT0616,0,0.73,3.088,0,2020/8/1
04无排行无提醒,皖AT0661,0,0.73,3.088,0,2020/8/1
04无排行无提醒,皖AT0666,0,0.73,3.088,0,2020/8/1
04无排行无提醒,皖AT0556,0,0.73,3.088,0,2020/8/1
04无排行无提醒,皖AT0560,0,0.73,3.088,0,2020/8/1
04无排行无提醒,粤B3RC91,0,0.73,3.088,0,2020/8/1
04无排行无提醒,粤B4C0S6,0,0.73,3.088,0,2020/8/1
04无排行无提醒,粤STB959,0,0.73,3.088,0,2020/8/1
04无排行无提醒,粤S09158,0,0.73,3.088,0,2020/8/1
04无排行无提醒,粤B83CT2,0,0.73,3.088,0,2020/8/1
04无排行无提醒,粤B0Y92H,0,0.73,3.088,0,2020/8/1
04无排行无提醒,粤BP439V,0,0.73,3.088,0,2020/8/1
04无排行无提醒,粤PR5795,0,0.73,3.088,0,2020/8/1
04无排行无提醒,皖AT0540,67.08,0.73,3.088,151.2144192,2020/8/2
04无排行无提醒,皖AT0565,73.41,0.73,3.088,165.4837584,2020/8/2
04无排行无提醒,皖AT0623,46.73,0.73,3.088,105.3406352,2020/8/2
04无排行无提醒,皖AT0658,40.73,0.73,3.088,91.8151952,2020/8/2
04无排行无提醒,皖AT0608,37.27,0.73,3.088,84.0155248,2020/8/2
04无排行无提醒,皖AT0560,0,0.73,3.088,0,2020/8/2
04无排行无提醒,皖AT0616,0,0.73,3.088,0,2020/8/2
04无排行无提醒,皖AT0556,0,0.73,3.088,0,2020/8/2
04无排行无提醒,皖AT0666,0,0.73,3.088,0,2020/8/2
04无排行无提醒,皖AT0661,0,0.73,3.088,0,2020/8/2
04无排行无提醒,粤B3RC91,0,0.73,3.088,0,2020/8/2
04无排行无提醒,粤B4C0S6,0,0.73,3.088,0,2020/8/2
04无排行无提醒,粤STB959,0,0.73,3.088,0,2020/8/2
04无排行无提醒,粤S09158,0,0.73,3.088,0,2020/8/2
04无排行无提醒,粤B83CT2,0,0.73,3.088,0,2020/8/2
04无排行无提醒,粤B0Y92H,0,0.73,3.088,0,2020/8/2
04无排行无提醒,粤BP439V,0,0.73,3.088,0,2020/8/2
04无排行无提醒,粤PR5795,0,0.73,3.088,0,2020/8/2
04无排行无提醒,皖AT0565,75.8,0.73,3.088,170.871392,2020/8/3
04无排行无提醒,皖AT0540,60.97,0.73,3.088,137.4410128,2020/8/3
04无排行无提醒,皖AT0608,43.02,0.73,3.088,96.9774048,2020/8/3
04无排行无提醒,皖AT0623,43.04,0.73,3.088,97.0224896,2020/8/3
04无排行无提醒,皖AT0658,38.74,0.73,3.088,87.3292576,2020/8/3
04无排行无提醒,皖AT0560,0,0.73,3.088,0,2020/8/3
04无排行无提醒,皖AT0616,0,0.73,3.088,0,2020/8/3
04无排行无提醒,皖AT0556,0,0.73,3.088,0,2020/8/3
04无排行无提醒,皖AT0666,0,0.73,3.088,0,2020/8/3
04无排行无提醒,皖AT0661,0,0.73,3.088,0,2020/8/3
04无排行无提醒,粤B3RC91,0,0.73,3.088,0,2020/8/3
04无排行无提醒,粤B4C0S6,0,0.73,3.088,0,2020/8/3
04无排行无提醒,粤STB959,0,0.73,3.088,0,2020/8/3
04无排行无提醒,粤S09158,0,0.73,3.088,0,2020/8/3
04无排行无提醒,粤B83CT2,0,0.73,3.088,0,2020/8/3
04无排行无提醒,粤B0Y92H,0,0.73,3.088,0,2020/8/3
04无排行无提醒,粤BP439V,0,0.73,3.088,0,2020/8/3
04无排行无提醒,粤PR5795,0,0.73,3.088,0,2020/8/3
04无排行无提醒,皖AT0565,77.19,0.73,3.088,174.0047856,2020/8/4
04无排行无提醒,皖AT0623,51.2,0.73,3.088,115.417088,2020/8/4
04无排行无提醒,皖AT0608,47.38,0.73,3.088,106.8058912,2020/8/4
04无排行无提醒,皖AT0540,44.25,0.73,3.088,99.75012,2020/8/4
04无排行无提醒,皖AT0658,36.44,0.73,3.088,82.1445056,2020/8/4
04无排行无提醒,皖AT0560,0,0.73,3.088,0,2020/8/4
04无排行无提醒,皖AT0666,0,0.73,3.088,0,2020/8/4
04无排行无提醒,皖AT0616,0,0.73,3.088,0,2020/8/4
04无排行无提醒,皖AT0556,0,0.73,3.088,0,2020/8/4
04无排行无提醒,皖AT0661,0,0.73,3.088,0,2020/8/4
04无排行无提醒,粤B3RC91,0,0.73,3.088,0,2020/8/4
04无排行无提醒,粤B4C0S6,0,0.73,3.088,0,2020/8/4
04无排行无提醒,粤STB959,0,0.73,3.088,0,2020/8/4
04无排行无提醒,粤S09158,0,0.73,3.088,0,2020/8/4
04无排行无提醒,粤B83CT2,0,0.73,3.088,0,2020/8/4
04无排行无提醒,粤B0Y92H,0,0.73,3.088,0,2020/8/4
04无排行无提醒,粤BP439V,0,0.73,3.088,0,2020/8/4
04无排行无提醒,粤PR5795,0,0.73,3.088,0,2020/8/4
04无排行无提醒,皖AT0608,77.69,0.73,3.088,175.1319056,2020/8/5
04无排行无提醒,皖AT0540,56.24,0.73,3.088,126.7784576,2020/8/5
04无排行无提醒,皖AT0565,55.32,0.73,3.088,124.7045568,2020/8/5
04无排行无提醒,皖AT0623,48.36,0.73,3.088,109.0150464,2020/8/5
04无排行无提醒,皖AT0658,40.49,0.73,3.088,91.2741776,2020/8/5
04无排行无提醒,皖AT0560,0,0.73,3.088,0,2020/8/5
04无排行无提醒,皖AT0666,0,0.73,3.088,0,2020/8/5
04无排行无提醒,皖AT0616,0,0.73,3.088,0,2020/8/5
04无排行无提醒,皖AT0556,0,0.73,3.088,0,2020/8/5
04无排行无提醒,皖AT0661,0,0.73,3.088,0,2020/8/5
04无排行无提醒,粤B3RC91,0,0.73,3.088,0,2020/8/5
04无排行无提醒,粤B4C0S6,0,0.73,3.088,0,2020/8/5
04无排行无提醒,粤STB959,0,0.73,3.088,0,2020/8/5
04无排行无提醒,粤S09158,0,0.73,3.088,0,2020/8/5
04无排行无提醒,粤B83CT2,0,0.73,3.088,0,2020/8/5
04无排行无提醒,粤B0Y92H,0,0.73,3.088,0,2020/8/5
04无排行无提醒,粤BP439V,0,0.73,3.088,0,2020/8/5
04无排行无提醒,粤PR5795,0,0.73,3.088,0,2020/8/5
04无排行无提醒,皖AT0608,81.49,0.73,3.088,183.6980176,2020/8/6
04无排行无提醒,皖AT0540,67.4,0.73,3.088,151.935776,2020/8/6
04无排行无提醒,皖AT0565,62.89,0.73,3.088,141.7691536,2020/8/6
04无排行无提醒,皖AT0623,47.19,0.73,3.088,106.3775856,2020/8/6
04无排行无提醒,皖AT0658,20.98,0.73,3.088,47.2939552,2020/8/6
04无排行无提醒,皖AT0560,0,0.73,3.088,0,2020/8/6
04无排行无提醒,皖AT0661,0,0.73,3.088,0,2020/8/6
04无排行无提醒,皖AT0666,0,0.73,3.088,0,2020/8/6
04无排行无提醒,皖AT0616,0,0.73,3.088,0,2020/8/6
04无排行无提醒,皖AT0556,0,0.73,3.088,0,2020/8/6
04无排行无提醒,粤B3RC91,0,0.73,3.088,0,2020/8/6
04无排行无提醒,粤B4C0S6,0,0.73,3.088,0,2020/8/6
04无排行无提醒,粤STB959,0,0.73,3.088,0,2020/8/6
04无排行无提醒,粤S09158,0,0.73,3.088,0,2020/8/6
04无排行无提醒,粤B83CT2,0,0.73,3.088,0,2020/8/6
04无排行无提醒,粤B0Y92H,0,0.73,3.088,0,2020/8/6
04无排行无提醒,粤BP439V,0,0.73,3.088,0,2020/8/6
04无排行无提醒,粤PR5795,0,0.73,3.088,0,2020/8/6
04无排行无提醒,皖AT0565,58.71,0.73,3.088,132.3464304,2020/8/7
04无排行无提醒,皖AT0540,49.26,0.73,3.088,111.0438624,2020/8/7
04无排行无提醒,皖AT0623,43.81,0.73,3.088,98.7582544,2020/8/7
04无排行无提醒,皖AT0658,30.14,0.73,3.088,67.9427936,2020/8/7
04无排行无提醒,皖AT0608,29.75,0.73,3.088,67.06364,2020/8/7
04无排行无提醒,皖AT0560,0,0.73,3.088,0,2020/8/7
04无排行无提醒,皖AT0661,0,0.73,3.088,0,2020/8/7
