部门,车牌号,油耗,,,碳排放（KG）,日期
04无排行无提醒,皖AT0565,77.07,0.73,3.088,173.7342768,2020/5/1
04无排行无提醒,皖AT0540,44.65,0.73,3.088,100.651816,2020/5/1
04无排行无提醒,皖AT0658,47.44,0.73,3.088,106.9411456,2020/5/1
04无排行无提醒,皖AT0623,29.86,0.73,3.088,67.3116064,2020/5/1
04无排行无提醒,皖AT0666,47.01,0.73,3.088,105.9718224,2020/5/1
04无排行无提醒,皖AT0608,24.65,0.73,3.088,55.567016,2020/5/1
04无排行无提醒,粤BP439V,4.74,0.73,3.088,10.6850976,2020/5/1
04无排行无提醒,粤PR5795,9.66,0.73,3.088,21.7759584,2020/5/1
04无排行无提醒,皖AT0616,0,0.73,3.088,0,2020/5/1
04无排行无提醒,皖AT0556,0,0.73,3.088,0,2020/5/1
04无排行无提醒,粤B4C0S6,0,0.73,3.088,0,2020/5/1
04无排行无提醒,粤STB959,0,0.73,3.088,0,2020/5/1
04无排行无提醒,粤B83CT2,0,0.73,3.088,0,2020/5/1
04无排行无提醒,粤B0Y92H,0,0.73,3.088,0,2020/5/1
04无排行无提醒,粤S09158,0,0.73,3.088,0,2020/5/1
04无排行无提醒,皖AT0661,0,0.73,3.088,0,2020/5/1
04无排行无提醒,粤B3RC91,0,0.73,3.088,0,2020/5/1
04无排行无提醒,皖AT0560,0,0.73,3.088,0,2020/5/1
04无排行无提醒,皖AT0565,50.21,0.73,3.088,113.1853904,2020/5/2
04无排行无提醒,皖AT0608,43.78,0.73,3.088,98.6906272,2020/5/2
04无排行无提醒,皖AT0666,51.6,0.73,3.088,116.318784,2020/5/2
04无排行无提醒,皖AT0658,38.85,0.73,3.088,87.577224,2020/5/2
04无排行无提醒,皖AT0623,30.66,0.73,3.088,69.1149984,2020/5/2
04无排行无提醒,皖AT0540,7.77,0.73,3.088,17.5154448,2020/5/2
04无排行无提醒,粤BP439V,5.91,0.73,3.088,13.3225584,2020/5/2
04无排行无提醒,粤PR5795,2.94,0.73,3.088,6.6274656,2020/5/2
04无排行无提醒,粤B4C0S6,0,0.73,3.088,0,2020/5/2
04无排行无提醒,皖AT0616,0,0.73,3.088,0,2020/5/2
04无排行无提醒,粤STB959,0,0.73,3.088,0,2020/5/2
04无排行无提醒,皖AT0556,0,0.73,3.088,0,2020/5/2
04无排行无提醒,粤B83CT2,0,0.73,3.088,0,2020/5/2
