部门,车牌号,油耗,,,碳排放,日期
03无排行有提醒,皖AT0591,75.77,0.73,3.088,170.8037648,2019/12/1
03无排行有提醒,皖AT0589,65.48,0.73,3.088,147.6076352,2019/12/1
03无排行有提醒,皖AT0632,77.34,0.73,3.088,174.3429216,2019/12/1
03无排行有提醒,皖AT0539,65.16,0.73,3.088,146.8862784,2019/12/1
03无排行有提醒,皖AT0549,55.29,0.73,3.088,124.6369296,2019/12/1
03无排行有提醒,皖AT0633,39.04,0.73,3.088,88.0055296,2019/12/1
03无排行有提醒,皖AT0579,37.84,0.73,3.088,85.3004416,2019/12/1
03无排行有提醒,皖AT0596,39,0.73,3.088,87.91536,2019/12/1
03无排行有提醒,皖AT0631,31.69,0.73,3.088,71.4368656,2019/12/1
03无排行有提醒,皖AT0621,20.9,0.73,3.088,47.113616,2019/12/1
03无排行有提醒,粤STC809,14.22,0.73,3.088,32.0552928,2019/12/1
03无排行有提醒,皖AT0563,0,0.73,3.088,0,2019/12/1
03无排行有提醒,粤TEST01,0,0.73,3.088,0,2019/12/1
03无排行有提醒,粤BY1047,0,0.73,3.088,0,2019/12/1
03无排行有提醒,1.22E+16,0,0.73,3.088,0,2019/12/1
03无排行有提醒,粤B892VK,0,0.73,3.088,0,2019/12/1
03无排行有提醒,粤B2X562,0,0.73,3.088,0,2019/12/1
03无排行有提醒,渝D865V3,0,0.73,3.088,0,2019/12/1
03无排行有提醒,粤B3AU48,0,0.73,3.088,0,2019/12/1
03无排行有提醒,粤BS207S,0,0.73,3.088,0,2019/12/1
03无排行有提醒,粤B533CJ,0,0.73,3.088,0,2019/12/1
03无排行有提醒,皖AT0633,61.52,0.73,3.088,138.6808448,2019/12/2
03无排行有提醒,皖AT0632,69.18,0.73,3.088,155.9483232,2019/12/2
03无排行有提醒,皖AT0549,58.47,0.73,3.088,131.8054128,2019/12/2
03无排行有提醒,皖AT0589,46.42,0.73,3.088,104.6418208,2019/12/2
03无排行有提醒,皖AT0631,48.82,0.73,3.088,110.0519968,2019/12/2
03无排行有提醒,皖AT0579,46.98,0.73,3.088,105.9041952,2019/12/2
03无排行有提醒,皖AT0621,38.85,0.73,3.088,87.577224,2019/12/2
03无排行有提醒,皖AT0591,44.02,0.73,3.088,99.2316448,2019/12/2
03无排行有提醒,皖AT0539,37.54,0.73,3.088,84.6241696,2019/12/2
03无排行有提醒,皖AT0596,43.93,0.73,3.088,99.0287632,2019/12/2
03无排行有提醒,粤B2X562,1.72,0.73,3.088,3.8772928,2019/12/2
03无排行有提醒,粤STC809,13.09,0.73,3.088,29.5080016,2019/12/2
03无排行有提醒,粤B3AU48,0,0.73,3.088,0,2019/12/2
03无排行有提醒,1.22E+16,0,0.73,3.088,0,2019/12/2
03无排行有提醒,粤TEST01,0,0.73,3.088,0,2019/12/2
03无排行有提醒,粤B533CJ,0,0.73,3.088,0,2019/12/2
03无排行有提醒,粤B892VK,0,0.73,3.088,0,2019/12/2
03无排行有提醒,渝D865V3,0,0.73,3.088,0,2019/12/2
03无排行有提醒,粤BY1047,0,0.73,3.088,0,2019/12/2
03无排行有提醒,皖AT0563,0,0.73,3.088,0,2019/12/2
03无排行有提醒,粤BS207S,0,0.73,3.088,0,2019/12/2
03无排行有提醒,皖AT0632,74.07,0.73,3.088,166.9715568,2019/12/3
03无排行有提醒,皖AT0633,56.98,0.73,3.088,128.4465952,2019/12/3
03无排行有提醒,皖AT0579,51.23,0.73,3.088,115.4847152,2019/12/3
03无排行有提醒,皖AT0621,45.66,0.73,3.088,102.9285984,2019/12/3
03无排行有提醒,皖AT0589,41.99,0.73,3.088,94.6555376,2019/12/3
03无排行有提醒,皖AT0591,45.67,0.73,3.088,102.9511408,2019/12/3
03无排行有提醒,皖AT0631,37.42,0.73,3.088,84.3536608,2019/12/3
03无排行有提醒,皖AT0596,43.76,0.73,3.088,98.6455424,2019/12/3
03无排行有提醒,皖AT0549,30.43,0.73,3.088,68.5965232,2019/12/3
03无排行有提醒,皖AT0539,21.28,0.73,3.088,47.9702272,2019/12/3
03无排行有提醒,粤B2X562,2.66,0.73,3.088,5.9962784,2019/12/3
03无排行有提醒,粤STC809,14.44,0.73,3.088,32.5512256,2019/12/3
03无排行有提醒,皖AT0563,0,0.73,3.088,0,2019/12/3
03无排行有提醒,粤TEST01,0,0.73,3.088,0,2019/12/3
03无排行有提醒,1.22E+16,0,0.73,3.088,0,2019/12/3
03无排行有提醒,粤B892VK,0,0.73,3.088,0,2019/12/3
03无排行有提醒,粤BY1047,0,0.73,3.088,0,2019/12/3
03无排行有提醒,粤BS207S,0,0.73,3.088,0,2019/12/3
03无排行有提醒,渝D865V3,0,0.73,3.088,0,2019/12/3
03无排行有提醒,粤B3AU48,0,0.73,3.088,0,2019/12/3
03无排行有提醒,粤B533CJ,0,0.73,3.088,0,2019/12/3
03无排行有提醒,皖AT0621,67.51,0.73,3.088,152.1837424,2019/12/4
03无排行有提醒,皖AT0589,59.22,0.73,3.088,133.4960928,2019/12/4
03无排行有提醒,皖AT0632,69.63,0.73,3.088,156.9627312,2019/12/4
03无排行有提醒,皖AT0633,53.03,0.73,3.088,119.5423472,2019/12/4
03无排行有提醒,皖AT0591,57.51,0.73,3.088,129.6413424,2019/12/4
03无排行有提醒,皖AT0579,45.97,0.73,3.088,103.6274128,2019/12/4
03无排行有提醒,皖AT0631,37.27,0.73,3.088,84.0155248,2019/12/4
03无排行有提醒,皖AT0549,40.68,0.73,3.088,91.7024832,2019/12/4
03无排行有提醒,皖AT0596,35.07,0.73,3.088,79.0561968,2019/12/4
03无排行有提醒,皖AT0539,17.76,0.73,3.088,40.0353024,2019/12/4
03无排行有提醒,粤B2X562,7.11,0.73,3.088,16.0276464,2019/12/4
03无排行有提醒,皖AT0563,8.23,0.73,3.088,18.5523952,2019/12/4
03无排行有提醒,粤STC809,38.27,0.73,3.088,86.2697648,2019/12/4
03无排行有提醒,粤BY1047,0,0.73,3.088,0,2019/12/4
03无排行有提醒,粤B892VK,0,0.73,3.088,0,2019/12/4
03无排行有提醒,1.22E+16,0,0.73,3.088,0,2019/12/4
03无排行有提醒,粤TEST01,0,0.73,3.088,0,2019/12/4
03无排行有提醒,粤B3AU48,0,0.73,3.088,0,2019/12/4
03无排行有提醒,渝D865V3,0,0.73,3.088,0,2019/12/4
03无排行有提醒,粤B533CJ,0,0.73,3.088,0,2019/12/4
03无排行有提醒,粤BS207S,0,0.73,3.088,0,2019/12/4
03无排行有提醒,皖AT0549,71.61,0.73,3.088,161.4261264,2019/12/5
03无排行有提醒,皖AT0621,57.11,0.73,3.088,128.7396464,2019/12/5
03无排行有提醒,皖AT0591,63.09,0.73,3.088,142.2200016,2019/12/5
03无排行有提醒,皖AT0632,69.88,0.73,3.088,157.5262912,2019/12/5
03无排行有提醒,皖AT0563,47.94,0.73,3.088,108.0682656,2019/12/5
03无排行有提醒,皖AT0579,47,0.73,3.088,105.94928,2019/12/5
03无排行有提醒,皖AT0589,44.74,0.73,3.088,100.8546976,2019/12/5
03无排行有提醒,皖AT0633,39.91,0.73,3.088,89.9667184,2019/12/5
03无排行有提醒,皖AT0596,38.06,0.73,3.088,85.7963744,2019/12/5
03无排行有提醒,皖AT0539,32.85,0.73,3.088,74.051784,2019/12/5
03无排行有提醒,皖AT0631,36.82,0.73,3.088,83.0011168,2019/12/5
03无排行有提醒,粤B2X562,4.02,0.73,3.088,9.0620448,2019/12/5
03无排行有提醒,粤STC809,15.2,0.73,3.088,34.264448,2019/12/5
