部门,车牌号,油耗,,,碳排放,日期
03无排行有提醒,皖AT0591,87.78,0.73,3.088,197.8771872,2020/10/1
03无排行有提醒,皖AT0621,57.32,0.73,3.088,129.2130368,2020/10/1
03无排行有提醒,皖AT0632,56.03,0.73,3.088,126.3050672,2020/10/1
03无排行有提醒,皖AT0596,22.9,0.73,3.088,51.622096,2020/10/1
03无排行有提醒,皖AT0631,19.9,0.73,3.088,44.859376,2020/10/1
03无排行有提醒,皖AT0563,0.11,0.73,3.088,0.2479664,2020/10/1
03无排行有提醒,皖AT0579,0,0.73,3.088,0,2020/10/1
03无排行有提醒,皖AT0549,0,0.73,3.088,0,2020/10/1
03无排行有提醒,渝D865V3,0,0.73,3.088,0,2020/10/1
03无排行有提醒,皖AT0589,0,0.73,3.088,0,2020/10/1
03无排行有提醒,皖AT0539,0,0.73,3.088,0,2020/10/1
03无排行有提醒,皖AT0633,0,0.73,3.088,0,2020/10/1
03无排行有提醒,粤B533CJ,0,0.73,3.088,0,2020/10/1
03无排行有提醒,粤B3AU48,0,0.73,3.088,0,2020/10/1
03无排行有提醒,粤TEST01,0,0.73,3.088,0,2020/10/1
03无排行有提醒,粤B2X562,0,0.73,3.088,0,2020/10/1
03无排行有提醒,粤BS207S,0,0.73,3.088,0,2020/10/1
03无排行有提醒,粤B892VK,0,0.73,3.088,0,2020/10/1
03无排行有提醒,粤STC809,0,0.73,3.088,0,2020/10/1
03无排行有提醒,粤BY1047,0,0.73,3.088,0,2020/10/1
03无排行有提醒,皖AT0591,55.51,0.73,3.088,125.1328624,2020/10/2
03无排行有提醒,皖AT0631,32.67,0.73,3.088,73.6460208,2020/10/2
03无排行有提醒,皖AT0632,35.22,0.73,3.088,79.3943328,2020/10/2
03无排行有提醒,皖AT0596,23.35,0.73,3.088,52.636504,2020/10/2
03无排行有提醒,皖AT0563,10.12,0.73,3.088,22.8129088,2020/10/2
03无排行有提醒,皖AT0621,4.94,0.73,3.088,11.1359456,2020/10/2
03无排行有提醒,渝D865V3,0,0.73,3.088,0,2020/10/2
03无排行有提醒,皖AT0549,0,0.73,3.088,0,2020/10/2
03无排行有提醒,皖AT0579,0,0.73,3.088,0,2020/10/2
03无排行有提醒,皖AT0589,0,0.73,3.088,0,2020/10/2
03无排行有提醒,皖AT0539,0,0.73,3.088,0,2020/10/2
03无排行有提醒,皖AT0633,0,0.73,3.088,0,2020/10/2
03无排行有提醒,粤B533CJ,0,0.73,3.088,0,2020/10/2
03无排行有提醒,粤B3AU48,0,0.73,3.088,0,2020/10/2
03无排行有提醒,粤TEST01,0,0.73,3.088,0,2020/10/2
03无排行有提醒,粤B2X562,0,0.73,3.088,0,2020/10/2
03无排行有提醒,粤BS207S,0,0.73,3.088,0,2020/10/2
03无排行有提醒,粤B892VK,0,0.73,3.088,0,2020/10/2
03无排行有提醒,粤STC809,0,0.73,3.088,0,2020/10/2
03无排行有提醒,粤BY1047,0,0.73,3.088,0,2020/10/2
03无排行有提醒,皖AT0591,64.76,0.73,3.088,145.9845824,2020/10/3
03无排行有提醒,皖AT0632,48.44,0.73,3.088,109.1953856,2020/10/3
03无排行有提醒,皖AT0596,36.35,0.73,3.088,81.941624,2020/10/3
03无排行有提醒,皖AT0631,26.6,0.73,3.088,59.962784,2020/10/3
03无排行有提醒,皖AT0563,10.06,0.73,3.088,22.6776544,2020/10/3
03无排行有提醒,渝D865V3,0,0.73,3.088,0,2020/10/3
03无排行有提醒,皖AT0549,0,0.73,3.088,0,2020/10/3
03无排行有提醒,皖AT0579,0,0.73,3.088,0,2020/10/3
03无排行有提醒,皖AT0621,0,0.73,3.088,0,2020/10/3
03无排行有提醒,皖AT0589,0,0.73,3.088,0,2020/10/3
03无排行有提醒,皖AT0539,0,0.73,3.088,0,2020/10/3
03无排行有提醒,皖AT0633,0,0.73,3.088,0,2020/10/3
03无排行有提醒,粤B533CJ,0,0.73,3.088,0,2020/10/3
03无排行有提醒,粤B3AU48,0,0.73,3.088,0,2020/10/3
03无排行有提醒,粤TEST01,0,0.73,3.088,0,2020/10/3
03无排行有提醒,粤B2X562,0,0.73,3.088,0,2020/10/3
03无排行有提醒,粤BS207S,0,0.73,3.088,0,2020/10/3
03无排行有提醒,粤B892VK,0,0.73,3.088,0,2020/10/3
03无排行有提醒,粤STC809,0,0.73,3.088,0,2020/10/3
03无排行有提醒,粤BY1047,0,0.73,3.088,0,2020/10/3
03无排行有提醒,皖AT0591,49.19,0.73,3.088,110.8860656,2020/10/4
03无排行有提醒,皖AT0632,55.13,0.73,3.088,124.2762512,2020/10/4
03无排行有提醒,皖AT0596,39.32,0.73,3.088,88.6367168,2020/10/4
03无排行有提醒,皖AT0631,24.11,0.73,3.088,54.3497264,2020/10/4
03无排行有提醒,皖AT0563,8.44,0.73,3.088,19.0257856,2020/10/4
03无排行有提醒,渝D865V3,0,0.73,3.088,0,2020/10/4
03无排行有提醒,皖AT0549,0,0.73,3.088,0,2020/10/4
03无排行有提醒,皖AT0579,0,0.73,3.088,0,2020/10/4
03无排行有提醒,皖AT0621,0,0.73,3.088,0,2020/10/4
03无排行有提醒,皖AT0589,0,0.73,3.088,0,2020/10/4
03无排行有提醒,皖AT0539,0,0.73,3.088,0,2020/10/4
03无排行有提醒,皖AT0633,0,0.73,3.088,0,2020/10/4
03无排行有提醒,粤B533CJ,0,0.73,3.088,0,2020/10/4
03无排行有提醒,粤B3AU48,0,0.73,3.088,0,2020/10/4
03无排行有提醒,粤TEST01,0,0.73,3.088,0,2020/10/4
03无排行有提醒,粤B2X562,0,0.73,3.088,0,2020/10/4
03无排行有提醒,粤BS207S,0,0.73,3.088,0,2020/10/4
03无排行有提醒,粤B892VK,0,0.73,3.088,0,2020/10/4
03无排行有提醒,粤STC809,0,0.73,3.088,0,2020/10/4
03无排行有提醒,粤BY1047,0,0.73,3.088,0,2020/10/4
03无排行有提醒,皖AT0591,55.22,0.73,3.088,124.4791328,2020/10/5
03无排行有提醒,皖AT0596,47.21,0.73,3.088,106.4226704,2020/10/5
03无排行有提醒,皖AT0632,49.57,0.73,3.088,111.7426768,2020/10/5
03无排行有提醒,皖AT0631,37.43,0.73,3.088,84.3762032,2020/10/5
03无排行有提醒,皖AT0563,33.13,0.73,3.088,74.6829712,2020/10/5
03无排行有提醒,皖AT0579,0,0.73,3.088,0,2020/10/5
03无排行有提醒,渝D865V3,0,0.73,3.088,0,2020/10/5
03无排行有提醒,皖AT0549,0,0.73,3.088,0,2020/10/5
03无排行有提醒,皖AT0621,0,0.73,3.088,0,2020/10/5
03无排行有提醒,皖AT0589,0,0.73,3.088,0,2020/10/5
03无排行有提醒,皖AT0539,0,0.73,3.088,0,2020/10/5
03无排行有提醒,皖AT0633,0,0.73,3.088,0,2020/10/5
03无排行有提醒,粤B533CJ,0,0.73,3.088,0,2020/10/5
03无排行有提醒,粤B3AU48,0,0.73,3.088,0,2020/10/5
03无排行有提醒,粤TEST01,0,0.73,3.088,0,2020/10/5
03无排行有提醒,粤B2X562,0,0.73,3.088,0,2020/10/5
03无排行有提醒,粤BS207S,0,0.73,3.088,0,2020/10/5
03无排行有提醒,粤B892VK,0,0.73,3.088,0,2020/10/5
03无排行有提醒,粤STC809,0,0.73,3.088,0,2020/10/5
03无排行有提醒,粤BY1047,0,0.73,3.088,0,2020/10/5
03无排行有提醒,皖AT0591,50.06,0.73,3.088,112.8472544,2020/10/6
03无排行有提醒,皖AT0596,41.29,0.73,3.088,93.0775696,2020/10/6
03无排行有提醒,皖AT0631,33.94,0.73,3.088,76.5089056,2020/10/6
03无排行有提醒,皖AT0632,30.36,0.73,3.088,68.4387264,2020/10/6
03无排行有提醒,皖AT0563,8.24,0.73,3.088,18.5749376,2020/10/6
03无排行有提醒,皖AT0621,6.65,0.73,3.088,14.990696,2020/10/6
03无排行有提醒,皖AT0579,0,0.73,3.088,0,2020/10/6
03无排行有提醒,皖AT0549,0,0.73,3.088,0,2020/10/6
03无排行有提醒,渝D865V3,0,0.73,3.088,0,2020/10/6
03无排行有提醒,皖AT0589,0,0.73,3.088,0,2020/10/6
03无排行有提醒,皖AT0539,0,0.73,3.088,0,2020/10/6
03无排行有提醒,皖AT0633,0,0.73,3.088,0,2020/10/6
03无排行有提醒,粤B533CJ,0,0.73,3.088,0,2020/10/6
03无排行有提醒,粤B3AU48,0,0.73,3.088,0,2020/10/6
03无排行有提醒,粤TEST01,0,0.73,3.088,0,2020/10/6
03无排行有提醒,粤B2X562,0,0.73,3.088,0,2020/10/6
03无排行有提醒,粤BS207S,0,0.73,3.088,0,2020/10/6
03无排行有提醒,粤B892VK,0,0.73,3.088,0,2020/10/6
