部门,车牌号,油耗,,,碳排放,日期
03无排行有提醒,皖AT0549,79.64,0.73,3.088,179.5276736,2020/1/1
03无排行有提醒,皖AT0633,60.89,0.73,3.088,137.2606736,2020/1/1
03无排行有提醒,皖AT0589,53.52,0.73,3.088,120.6469248,2020/1/1
03无排行有提醒,皖AT0591,53.52,0.73,3.088,120.6469248,2020/1/1
03无排行有提醒,皖AT0621,47.18,0.73,3.088,106.3550432,2020/1/1
03无排行有提醒,皖AT0579,45.9,0.73,3.088,103.469616,2020/1/1
03无排行有提醒,皖AT0596,43.75,0.73,3.088,98.623,2020/1/1
03无排行有提醒,皖AT0631,27.03,0.73,3.088,60.9321072,2020/1/1
03无排行有提醒,皖AT0563,24.81,0.73,3.088,55.9276944,2020/1/1
03无排行有提醒,粤BS207S,4.74,0.73,3.088,10.6850976,2020/1/1
03无排行有提醒,粤STC809,41.82,0.73,3.088,94.2723168,2020/1/1
03无排行有提醒,皖AT0632,0,0.73,3.088,0,2020/1/1
03无排行有提醒,皖AT0539,0,0.73,3.088,0,2020/1/1
03无排行有提醒,渝D865V3,0,0.73,3.088,0,2020/1/1
03无排行有提醒,粤B2X562,0,0.73,3.088,0,2020/1/1
03无排行有提醒,粤B533CJ,0,0.73,3.088,0,2020/1/1
03无排行有提醒,粤B3AU48,0,0.73,3.088,0,2020/1/1
03无排行有提醒,1.22E+16,0,0.73,3.088,0,2020/1/1
03无排行有提醒,粤TEST01,0,0.73,3.088,0,2020/1/1
03无排行有提醒,粤B892VK,0,0.73,3.088,0,2020/1/1
03无排行有提醒,粤BY1047,0,0.73,3.088,0,2020/1/1
03无排行有提醒,皖AT0591,62.83,0.73,3.088,141.6338992,2020/1/2
03无排行有提醒,皖AT0563,54.02,0.73,3.088,121.7740448,2020/1/2
03无排行有提醒,皖AT0633,54.13,0.73,3.088,122.0220112,2020/1/2
03无排行有提醒,皖AT0549,49.29,0.73,3.088,111.1114896,2020/1/2
03无排行有提醒,皖AT0579,47,0.73,3.088,105.94928,2020/1/2
03无排行有提醒,皖AT0589,40.53,0.73,3.088,91.3643472,2020/1/2
03无排行有提醒,皖AT0596,42.68,0.73,3.088,96.2109632,2020/1/2
03无排行有提醒,皖AT0631,35.69,0.73,3.088,80.4538256,2020/1/2
03无排行有提醒,皖AT0621,25.78,0.73,3.088,58.1143072,2020/1/2
03无排行有提醒,粤STC809,30.85,0.73,3.088,69.543304,2020/1/2
03无排行有提醒,粤BS207S,0.06,0.73,3.088,0.1352544,2020/1/2
03无排行有提醒,皖AT0539,0,0.73,3.088,0,2020/1/2
03无排行有提醒,皖AT0632,0,0.73,3.088,0,2020/1/2
03无排行有提醒,渝D865V3,0,0.73,3.088,0,2020/1/2
03无排行有提醒,粤B533CJ,0,0.73,3.088,0,2020/1/2
03无排行有提醒,粤B3AU48,0,0.73,3.088,0,2020/1/2
03无排行有提醒,1.22E+16,0,0.73,3.088,0,2020/1/2
03无排行有提醒,粤B2X562,0,0.73,3.088,0,2020/1/2
03无排行有提醒,粤B892VK,0,0.73,3.088,0,2020/1/2
03无排行有提醒,粤BY1047,0,0.73,3.088,0,2020/1/2
03无排行有提醒,粤TEST01,0,0.73,3.088,0,2020/1/2
03无排行有提醒,皖AT0549,72.61,0.73,3.088,163.6803664,2020/1/3
03无排行有提醒,皖AT0621,69.71,0.73,3.088,157.1430704,2020/1/3
03无排行有提醒,皖AT0589,56.51,0.73,3.088,127.3871024,2020/1/3
03无排行有提醒,皖AT0591,57.46,0.73,3.088,129.5286304,2020/1/3
03无排行有提醒,皖AT0579,45.7,0.73,3.088,103.018768,2020/1/3
03无排行有提醒,皖AT0631,42.19,0.73,3.088,95.1063856,2020/1/3
03无排行有提醒,皖AT0633,43.41,0.73,3.088,97.8565584,2020/1/3
03无排行有提醒,皖AT0596,32.13,0.73,3.088,72.4287312,2020/1/3
03无排行有提醒,皖AT0563,31.07,0.73,3.088,70.0392368,2020/1/3
03无排行有提醒,粤STC809,13.29,0.73,3.088,29.9588496,2020/1/3
03无排行有提醒,皖AT0632,0,0.73,3.088,0,2020/1/3
03无排行有提醒,皖AT0539,0,0.73,3.088,0,2020/1/3
03无排行有提醒,渝D865V3,0,0.73,3.088,0,2020/1/3
03无排行有提醒,粤B533CJ,0,0.73,3.088,0,2020/1/3
03无排行有提醒,粤B3AU48,0,0.73,3.088,0,2020/1/3
03无排行有提醒,1.22E+16,0,0.73,3.088,0,2020/1/3
03无排行有提醒,粤B2X562,0,0.73,3.088,0,2020/1/3
03无排行有提醒,粤BS207S,0,0.73,3.088,0,2020/1/3
03无排行有提醒,粤B892VK,0,0.73,3.088,0,2020/1/3
03无排行有提醒,粤BY1047,0,0.73,3.088,0,2020/1/3
03无排行有提醒,粤TEST01,0,0.73,3.088,0,2020/1/3
03无排行有提醒,皖AT0621,59.6,0.73,3.088,134.352704,2020/1/4
03无排行有提醒,皖AT0591,58.99,0.73,3.088,132.9776176,2020/1/4
03无排行有提醒,皖AT0579,56.61,0.73,3.088,127.6125264,2020/1/4
03无排行有提醒,皖AT0563,53.73,0.73,3.088,121.1203152,2020/1/4
03无排行有提醒,皖AT0633,46.67,0.73,3.088,105.2053808,2020/1/4
03无排行有提醒,皖AT0596,40.85,0.73,3.088,92.085704,2020/1/4
03无排行有提醒,皖AT0589,30.79,0.73,3.088,69.4080496,2020/1/4
03无排行有提醒,皖AT0631,29.49,0.73,3.088,66.4775376,2020/1/4
03无排行有提醒,皖AT0549,20.48,0.73,3.088,46.1668352,2020/1/4
03无排行有提醒,粤STC809,22.85,0.73,3.088,51.509384,2020/1/4
03无排行有提醒,粤BS207S,1.23,0.73,3.088,2.7727152,2020/1/4
03无排行有提醒,皖AT0632,0,0.73,3.088,0,2020/1/4
03无排行有提醒,皖AT0539,0,0.73,3.088,0,2020/1/4
03无排行有提醒,渝D865V3,0,0.73,3.088,0,2020/1/4
03无排行有提醒,粤B533CJ,0,0.73,3.088,0,2020/1/4
03无排行有提醒,粤B3AU48,0,0.73,3.088,0,2020/1/4
03无排行有提醒,1.22E+16,0,0.73,3.088,0,2020/1/4
03无排行有提醒,粤B2X562,0,0.73,3.088,0,2020/1/4
03无排行有提醒,粤B892VK,0,0.73,3.088,0,2020/1/4
03无排行有提醒,粤BY1047,0,0.73,3.088,0,2020/1/4
03无排行有提醒,粤TEST01,0,0.73,3.088,0,2020/1/4
03无排行有提醒,皖AT0549,70.82,0.73,3.088,159.6452768,2020/1/5
03无排行有提醒,皖AT0591,58.94,0.73,3.088,132.8649056,2020/1/5
03无排行有提醒,皖AT0589,51.85,0.73,3.088,116.882344,2020/1/5
03无排行有提醒,皖AT0596,40.72,0.73,3.088,91.7926528,2020/1/5
03无排行有提醒,皖AT0563,35.29,0.73,3.088,79.5521296,2020/1/5
03无排行有提醒,皖AT0633,36.64,0.73,3.088,82.5953536,2020/1/5
03无排行有提醒,皖AT0631,26.98,0.73,3.088,60.8193952,2020/1/5
03无排行有提醒,皖AT0621,20.58,0.73,3.088,46.3922592,2020/1/5
03无排行有提醒,皖AT0579,21.28,0.73,3.088,47.9702272,2020/1/5
03无排行有提醒,粤STC809,19.71,0.73,3.088,44.4310704,2020/1/5
03无排行有提醒,皖AT0539,0,0.73,3.088,0,2020/1/5
03无排行有提醒,皖AT0632,0,0.73,3.088,0,2020/1/5
03无排行有提醒,渝D865V3,0,0.73,3.088,0,2020/1/5
