部门,车牌号,油耗,,,碳排放,日期
03无排行有提醒,皖AT0621,78.26,0.73,3.088,176.4168224,2020/9/1
03无排行有提醒,皖AT0591,63.15,0.73,3.088,142.355256,2020/9/1
03无排行有提醒,皖AT0631,47.55,0.73,3.088,107.189112,2020/9/1
03无排行有提醒,皖AT0596,43.9,0.73,3.088,98.961136,2020/9/1
03无排行有提醒,皖AT0563,37.32,0.73,3.088,84.1282368,2020/9/1
03无排行有提醒,皖AT0632,41.35,0.73,3.088,93.212824,2020/9/1
03无排行有提醒,皖AT0549,0,0.73,3.088,0,2020/9/1
03无排行有提醒,渝D865V3,0,0.73,3.088,0,2020/9/1
03无排行有提醒,皖AT0589,0,0.73,3.088,0,2020/9/1
03无排行有提醒,皖AT0539,0,0.73,3.088,0,2020/9/1
03无排行有提醒,皖AT0579,0,0.73,3.088,0,2020/9/1
03无排行有提醒,皖AT0633,0,0.73,3.088,0,2020/9/1
03无排行有提醒,粤B2X562,0,0.73,3.088,0,2020/9/1
03无排行有提醒,粤B533CJ,0,0.73,3.088,0,2020/9/1
03无排行有提醒,粤B3AU48,0,0.73,3.088,0,2020/9/1
03无排行有提醒,粤BS207S,0,0.73,3.088,0,2020/9/1
03无排行有提醒,粤B892VK,0,0.73,3.088,0,2020/9/1
03无排行有提醒,粤STC809,0,0.73,3.088,0,2020/9/1
03无排行有提醒,粤BY1047,0,0.73,3.088,0,2020/9/1
03无排行有提醒,粤TEST01,0,0.73,3.088,0,2020/9/1
03无排行有提醒,皖AT0621,49.71,0.73,3.088,112.0582704,2020/9/2
03无排行有提醒,皖AT0596,45.73,0.73,3.088,103.0863952,2020/9/2
03无排行有提醒,皖AT0591,42.91,0.73,3.088,96.7294384,2020/9/2
03无排行有提醒,皖AT0563,36.93,0.73,3.088,83.2490832,2020/9/2
03无排行有提醒,皖AT0631,38.96,0.73,3.088,87.8251904,2020/9/2
03无排行有提醒,皖AT0632,30.94,0.73,3.088,69.7461856,2020/9/2
03无排行有提醒,渝D865V3,0,0.73,3.088,0,2020/9/2
03无排行有提醒,皖AT0549,0,0.73,3.088,0,2020/9/2
03无排行有提醒,皖AT0589,0,0.73,3.088,0,2020/9/2
03无排行有提醒,皖AT0539,0,0.73,3.088,0,2020/9/2
03无排行有提醒,皖AT0579,0,0.73,3.088,0,2020/9/2
03无排行有提醒,皖AT0633,0,0.73,3.088,0,2020/9/2
03无排行有提醒,粤B2X562,0,0.73,3.088,0,2020/9/2
03无排行有提醒,粤B533CJ,0,0.73,3.088,0,2020/9/2
03无排行有提醒,粤B3AU48,0,0.73,3.088,0,2020/9/2
03无排行有提醒,粤BS207S,0,0.73,3.088,0,2020/9/2
03无排行有提醒,粤B892VK,0,0.73,3.088,0,2020/9/2
03无排行有提醒,粤STC809,0,0.73,3.088,0,2020/9/2
03无排行有提醒,粤BY1047,0,0.73,3.088,0,2020/9/2
03无排行有提醒,粤TEST01,0,0.73,3.088,0,2020/9/2
03无排行有提醒,皖AT0591,64.01,0.73,3.088,144.2939024,2020/9/3
03无排行有提醒,皖AT0596,41.83,0.73,3.088,94.2948592,2020/9/3
03无排行有提醒,皖AT0621,38.7,0.73,3.088,87.239088,2020/9/3
03无排行有提醒,皖AT0632,46.12,0.73,3.088,103.9655488,2020/9/3
03无排行有提醒,皖AT0631,16.53,0.73,3.088,37.2625872,2020/9/3
03无排行有提醒,皖AT0563,15.72,0.73,3.088,35.4366528,2020/9/3
03无排行有提醒,渝D865V3,0,0.73,3.088,0,2020/9/3
03无排行有提醒,皖AT0549,0,0.73,3.088,0,2020/9/3
03无排行有提醒,皖AT0589,0,0.73,3.088,0,2020/9/3
03无排行有提醒,皖AT0539,0,0.73,3.088,0,2020/9/3
03无排行有提醒,皖AT0579,0,0.73,3.088,0,2020/9/3
03无排行有提醒,皖AT0633,0,0.73,3.088,0,2020/9/3
03无排行有提醒,粤B2X562,0,0.73,3.088,0,2020/9/3
03无排行有提醒,粤B533CJ,0,0.73,3.088,0,2020/9/3
03无排行有提醒,粤B3AU48,0,0.73,3.088,0,2020/9/3
03无排行有提醒,粤BS207S,0,0.73,3.088,0,2020/9/3
03无排行有提醒,粤B892VK,0,0.73,3.088,0,2020/9/3
03无排行有提醒,粤STC809,0,0.73,3.088,0,2020/9/3
03无排行有提醒,粤BY1047,0,0.73,3.088,0,2020/9/3
03无排行有提醒,粤TEST01,0,0.73,3.088,0,2020/9/3
03无排行有提醒,皖AT0621,75.02,0.73,3.088,169.1130848,2020/9/4
03无排行有提醒,皖AT0591,57.18,0.73,3.088,128.8974432,2020/9/4
03无排行有提醒,皖AT0631,42.28,0.73,3.088,95.3092672,2020/9/4
03无排行有提醒,皖AT0563,33.31,0.73,3.088,75.0887344,2020/9/4
03无排行有提醒,皖AT0596,40.52,0.73,3.088,91.3418048,2020/9/4
03无排行有提醒,皖AT0632,39.17,0.73,3.088,88.2985808,2020/9/4
03无排行有提醒,渝D865V3,0,0.73,3.088,0,2020/9/4
03无排行有提醒,皖AT0549,0,0.73,3.088,0,2020/9/4
03无排行有提醒,皖AT0589,0,0.73,3.088,0,2020/9/4
03无排行有提醒,皖AT0539,0,0.73,3.088,0,2020/9/4
03无排行有提醒,皖AT0579,0,0.73,3.088,0,2020/9/4
03无排行有提醒,皖AT0633,0,0.73,3.088,0,2020/9/4
03无排行有提醒,粤B2X562,0,0.73,3.088,0,2020/9/4
03无排行有提醒,粤B533CJ,0,0.73,3.088,0,2020/9/4
03无排行有提醒,粤B3AU48,0,0.73,3.088,0,2020/9/4
03无排行有提醒,粤BS207S,0,0.73,3.088,0,2020/9/4
03无排行有提醒,粤B892VK,0,0.73,3.088,0,2020/9/4
03无排行有提醒,粤STC809,0,0.73,3.088,0,2020/9/4
03无排行有提醒,粤BY1047,0,0.73,3.088,0,2020/9/4
03无排行有提醒,粤TEST01,0,0.73,3.088,0,2020/9/4
03无排行有提醒,皖AT0591,62.27,0.73,3.088,140.3715248,2020/9/5
03无排行有提醒,皖AT0621,62.83,0.73,3.088,141.6338992,2020/9/5
03无排行有提醒,皖AT0596,48.05,0.73,3.088,108.316232,2020/9/5
03无排行有提醒,皖AT0631,43.47,0.73,3.088,97.9918128,2020/9/5
03无排行有提醒,皖AT0632,36.03,0.73,3.088,81.2202672,2020/9/5
03无排行有提醒,皖AT0563,17.82,0.73,3.088,40.1705568,2020/9/5
03无排行有提醒,皖AT0549,0,0.73,3.088,0,2020/9/5
03无排行有提醒,渝D865V3,0,0.73,3.088,0,2020/9/5
03无排行有提醒,皖AT0589,0,0.73,3.088,0,2020/9/5
03无排行有提醒,皖AT0539,0,0.73,3.088,0,2020/9/5
03无排行有提醒,皖AT0579,0,0.73,3.088,0,2020/9/5
03无排行有提醒,皖AT0633,0,0.73,3.088,0,2020/9/5
03无排行有提醒,粤B2X562,0,0.73,3.088,0,2020/9/5
03无排行有提醒,粤B533CJ,0,0.73,3.088,0,2020/9/5
03无排行有提醒,粤B3AU48,0,0.73,3.088,0,2020/9/5
03无排行有提醒,粤BS207S,0,0.73,3.088,0,2020/9/5
03无排行有提醒,粤B892VK,0,0.73,3.088,0,2020/9/5
03无排行有提醒,粤STC809,0,0.73,3.088,0,2020/9/5
03无排行有提醒,粤BY1047,0,0.73,3.088,0,2020/9/5
03无排行有提醒,粤TEST01,0,0.73,3.088,0,2020/9/5
03无排行有提醒,皖AT0591,62.93,0.73,3.088,141.8593232,2020/9/6
03无排行有提醒,皖AT0621,40.93,0.73,3.088,92.2660432,2020/9/6
03无排行有提醒,皖AT0632,43.91,0.73,3.088,98.9836784,2020/9/6
03无排行有提醒,皖AT0596,42.3,0.73,3.088,95.354352,2020/9/6
03无排行有提醒,皖AT0631,35.92,0.73,3.088,80.9723008,2020/9/6
03无排行有提醒,皖AT0563,11.19,0.73,3.088,25.2249456,2020/9/6
03无排行有提醒,渝D865V3,0,0.73,3.088,0,2020/9/6
03无排行有提醒,皖AT0549,0,0.73,3.088,0,2020/9/6
03无排行有提醒,皖AT0589,0,0.73,3.088,0,2020/9/6
03无排行有提醒,皖AT0539,0,0.73,3.088,0,2020/9/6
03无排行有提醒,皖AT0579,0,0.73,3.088,0,2020/9/6
03无排行有提醒,皖AT0633,0,0.73,3.088,0,2020/9/6
03无排行有提醒,粤B2X562,0,0.73,3.088,0,2020/9/6
03无排行有提醒,粤B533CJ,0,0.73,3.088,0,2020/9/6
