部门,车牌号,油耗,,,碳排放,日期
03无排行有提醒,皖AT0549,45.66,0.73,3.088,102.9285984,2020/3/1
03无排行有提醒,皖AT0579,12.72,0.73,3.088,28.6739328,2020/3/1
03无排行有提醒,皖AT0591,13.82,0.73,3.088,31.1535968,2020/3/1
03无排行有提醒,皖AT0589,6.33,0.73,3.088,14.2693392,2020/3/1
03无排行有提醒,皖AT0596,2.78,0.73,3.088,6.2667872,2020/3/1
03无排行有提醒,渝D865V3,0,0.73,3.088,0,2020/3/1
03无排行有提醒,皖AT0632,0,0.73,3.088,0,2020/3/1
03无排行有提醒,皖AT0631,0,0.73,3.088,0,2020/3/1
03无排行有提醒,皖AT0539,0,0.73,3.088,0,2020/3/1
03无排行有提醒,皖AT0621,0,0.73,3.088,0,2020/3/1
03无排行有提醒,皖AT0563,0,0.73,3.088,0,2020/3/1
03无排行有提醒,粤B2X562,0,0.73,3.088,0,2020/3/1
03无排行有提醒,粤B533CJ,0,0.73,3.088,0,2020/3/1
03无排行有提醒,粤B3AU48,0,0.73,3.088,0,2020/3/1
03无排行有提醒,1.22E+16,0,0.73,3.088,0,2020/3/1
03无排行有提醒,粤TEST01,0,0.73,3.088,0,2020/3/1
03无排行有提醒,皖AT0633,0,0.73,3.088,0,2020/3/1
03无排行有提醒,粤BS207S,0,0.73,3.088,0,2020/3/1
03无排行有提醒,粤B892VK,0,0.73,3.088,0,2020/3/1
03无排行有提醒,粤STC809,0,0.73,3.088,0,2020/3/1
03无排行有提醒,粤BY1047,0,0.73,3.088,0,2020/3/1
03无排行有提醒,皖AT0591,46.39,0.73,3.088,104.5741936,2020/3/2
03无排行有提醒,皖AT0549,36.19,0.73,3.088,81.5809456,2020/3/2
03无排行有提醒,皖AT0596,25.8,0.73,3.088,58.159392,2020/3/2
03无排行有提醒,皖AT0589,21.14,0.73,3.088,47.6546336,2020/3/2
03无排行有提醒,皖AT0579,19.96,0.73,3.088,44.9946304,2020/3/2
03无排行有提醒,皖AT0631,11.05,0.73,3.088,24.909352,2020/3/2
03无排行有提醒,渝D865V3,0,0.73,3.088,0,2020/3/2
03无排行有提醒,皖AT0632,0,0.73,3.088,0,2020/3/2
03无排行有提醒,皖AT0539,0,0.73,3.088,0,2020/3/2
03无排行有提醒,皖AT0621,0,0.73,3.088,0,2020/3/2
03无排行有提醒,皖AT0563,0,0.73,3.088,0,2020/3/2
03无排行有提醒,粤B2X562,0,0.73,3.088,0,2020/3/2
03无排行有提醒,粤B533CJ,0,0.73,3.088,0,2020/3/2
03无排行有提醒,粤B3AU48,0,0.73,3.088,0,2020/3/2
03无排行有提醒,1.22E+16,0,0.73,3.088,0,2020/3/2
03无排行有提醒,粤TEST01,0,0.73,3.088,0,2020/3/2
03无排行有提醒,皖AT0633,0,0.73,3.088,0,2020/3/2
03无排行有提醒,粤BS207S,0,0.73,3.088,0,2020/3/2
03无排行有提醒,粤B892VK,0,0.73,3.088,0,2020/3/2
03无排行有提醒,粤STC809,0,0.73,3.088,0,2020/3/2
03无排行有提醒,粤BY1047,0,0.73,3.088,0,2020/3/2
03无排行有提醒,皖AT0549,39.42,0.73,3.088,88.8621408,2020/3/3
