部门,车牌号,油耗,,,碳排放,日期
03无排行有提醒,粤B2X562,5.03,0.73,3.088,11.3388272,2019/11/1
03无排行有提醒,粤B892VK,2.19,0.73,3.088,4.9367856,2019/11/1
03无排行有提醒,粤STC809,10.6,0.73,3.088,23.894944,2019/11/1
03无排行有提醒,渝D865V3,0,0.73,3.088,0,2019/11/1
03无排行有提醒,粤TEST01,0,0.73,3.088,0,2019/11/1
03无排行有提醒,粤BY1047,0,0.73,3.088,0,2019/11/1
03无排行有提醒,粤B3AU48,0,0.73,3.088,0,2019/11/1
03无排行有提醒,粤B533CJ,0,0.73,3.088,0,2019/11/1
03无排行有提醒,粤BS207S,0,0.73,3.088,0,2019/11/1
03无排行有提醒,粤BS207S,4.69,0.73,3.088,10.5723856,2019/11/2
03无排行有提醒,粤B2X562,4.39,0.73,3.088,9.8961136,2019/11/2
03无排行有提醒,粤B892VK,0.73,0.73,3.088,1.6455952,2019/11/2
03无排行有提醒,粤STC809,10.18,0.73,3.088,22.9481632,2019/11/2
03无排行有提醒,粤B3AU48,0,0.73,3.088,0,2019/11/2
03无排行有提醒,粤TEST01,0,0.73,3.088,0,2019/11/2
03无排行有提醒,渝D865V3,0,0.73,3.088,0,2019/11/2
03无排行有提醒,粤BY1047,0,0.73,3.088,0,2019/11/2
03无排行有提醒,粤B533CJ,0,0.73,3.088,0,2019/11/2
03无排行有提醒,粤B2X562,6.13,0.73,3.088,13.8184912,2019/11/3
03无排行有提醒,粤STC809,10.66,0.73,3.088,24.0301984,2019/11/3
03无排行有提醒,粤BS207S,0.21,0.73,3.088,0.4733904,2019/11/3
03无排行有提醒,渝D865V3,0,0.73,3.088,0,2019/11/3
03无排行有提醒,粤TEST01,0,0.73,3.088,0,2019/11/3
03无排行有提醒,粤B892VK,0,0.73,3.088,0,2019/11/3
03无排行有提醒,粤BY1047,0,0.73,3.088,0,2019/11/3
03无排行有提醒,粤B3AU48,0,0.73,3.088,0,2019/11/3
03无排行有提醒,粤B533CJ,0,0.73,3.088,0,2019/11/3
03无排行有提醒,粤STC809,8.3,0.73,3.088,18.710192,2019/11/4
03无排行有提醒,粤B2X562,0.16,0.73,3.088,0.3606784,2019/11/4
03无排行有提醒,粤BY1047,0,0.73,3.088,0,2019/11/4
03无排行有提醒,粤B892VK,0,0.73,3.088,0,2019/11/4
03无排行有提醒,粤TEST01,0,0.73,3.088,0,2019/11/4
03无排行有提醒,渝D865V3,0,0.73,3.088,0,2019/11/4
03无排行有提醒,粤B3AU48,0,0.73,3.088,0,2019/11/4
03无排行有提醒,粤B533CJ,0,0.73,3.088,0,2019/11/4
03无排行有提醒,粤BS207S,0,0.73,3.088,0,2019/11/4
03无排行有提醒,粤B2X562,2.97,0.73,3.088,6.6950928,2019/11/5
03无排行有提醒,粤STC809,7.3,0.73,3.088,16.455952,2019/11/5
03无排行有提醒,粤TEST01,0,0.73,3.088,0,2019/11/5
03无排行有提醒,渝D865V3,0,0.73,3.088,0,2019/11/5
03无排行有提醒,粤B892VK,0,0.73,3.088,0,2019/11/5
03无排行有提醒,粤BY1047,0,0.73,3.088,0,2019/11/5
03无排行有提醒,粤B3AU48,0,0.73,3.088,0,2019/11/5
03无排行有提醒,粤B533CJ,0,0.73,3.088,0,2019/11/5
03无排行有提醒,粤BS207S,0,0.73,3.088,0,2019/11/5
03无排行有提醒,粤B2X562,4.18,0.73,3.088,9.4227232,2019/11/6
03无排行有提醒,粤STC809,8.96,0.73,3.088,20.1979904,2019/11/6
03无排行有提醒,粤TEST01,0,0.73,3.088,0,2019/11/6
03无排行有提醒,渝D865V3,0,0.73,3.088,0,2019/11/6
03无排行有提醒,粤B892VK,0,0.73,3.088,0,2019/11/6
03无排行有提醒,粤BY1047,0,0.73,3.088,0,2019/11/6
03无排行有提醒,粤B3AU48,0,0.73,3.088,0,2019/11/6
03无排行有提醒,粤B533CJ,0,0.73,3.088,0,2019/11/6
03无排行有提醒,粤BS207S,0,0.73,3.088,0,2019/11/6
03无排行有提醒,粤B2X562,6.08,0.73,3.088,13.7057792,2019/11/7
03无排行有提醒,粤STC809,6.02,0.73,3.088,13.5705248,2019/11/7
03无排行有提醒,粤B892VK,0,0.73,3.088,0,2019/11/7
03无排行有提醒,粤BS207S,0,0.73,3.088,0,2019/11/7
03无排行有提醒,粤TEST01,0,0.73,3.088,0,2019/11/7
03无排行有提醒,渝D865V3,0,0.73,3.088,0,2019/11/7
03无排行有提醒,粤B533CJ,0,0.73,3.088,0,2019/11/7
03无排行有提醒,粤B3AU48,0,0.73,3.088,0,2019/11/7
03无排行有提醒,粤BY1047,0,0.73,3.088,0,2019/11/7
03无排行有提醒,粤STC809,9.58,0.73,3.088,21.5956192,2019/11/8
03无排行有提醒,粤B2X562,0.56,0.73,3.088,1.2623744,2019/11/8
03无排行有提醒,粤B892VK,0,0.73,3.088,0,2019/11/8
03无排行有提醒,渝D865V3,0,0.73,3.088,0,2019/11/8
03无排行有提醒,粤BS207S,0,0.73,3.088,0,2019/11/8
03无排行有提醒,粤TEST01,0,0.73,3.088,0,2019/11/8
03无排行有提醒,粤B3AU48,0,0.73,3.088,0,2019/11/8
03无排行有提醒,粤B533CJ,0,0.73,3.088,0,2019/11/8
03无排行有提醒,粤BY1047,0,0.73,3.088,0,2019/11/8
03无排行有提醒,粤B2X562,1.67,0.73,3.088,3.7645808,2019/11/9
03无排行有提醒,粤STC809,5.79,0.73,3.088,13.0520496,2019/11/9
03无排行有提醒,渝D865V3,0,0.73,3.088,0,2019/11/9
03无排行有提醒,粤B892VK,0,0.73,3.088,0,2019/11/9
03无排行有提醒,粤BS207S,0,0.73,3.088,0,2019/11/9
03无排行有提醒,粤TEST01,0,0.73,3.088,0,2019/11/9
03无排行有提醒,粤B3AU48,0,0.73,3.088,0,2019/11/9
03无排行有提醒,粤B533CJ,0,0.73,3.088,0,2019/11/9
03无排行有提醒,粤BY1047,0,0.73,3.088,0,2019/11/9
03无排行有提醒,粤B2X562,0.88,0.73,3.088,1.9837312,2019/11/10
03无排行有提醒,粤STC809,3.06,0.73,3.088,6.8979744,2019/11/10
03无排行有提醒,渝D865V3,0,0.73,3.088,0,2019/11/10
03无排行有提醒,粤B892VK,0,0.73,3.088,0,2019/11/10
03无排行有提醒,粤BS207S,0,0.73,3.088,0,2019/11/10
03无排行有提醒,粤BY1047,0,0.73,3.088,0,2019/11/10
03无排行有提醒,粤TEST01,0,0.73,3.088,0,2019/11/10
03无排行有提醒,粤B3AU48,0,0.73,3.088,0,2019/11/10
03无排行有提醒,粤B533CJ,0,0.73,3.088,0,2019/11/10
03无排行有提醒,粤B2X562,4.99,0.73,3.088,11.2486576,2019/11/11
03无排行有提醒,粤STC809,9.76,0.73,3.088,22.0013824,2019/11/11
03无排行有提醒,粤BS207S,0,0.73,3.088,0,2019/11/11
03无排行有提醒,粤TEST01,0,0.73,3.088,0,2019/11/11
03无排行有提醒,渝D865V3,0,0.73,3.088,0,2019/11/11
03无排行有提醒,粤B892VK,0,0.73,3.088,0,2019/11/11
03无排行有提醒,粤B533CJ,0,0.73,3.088,0,2019/11/11
03无排行有提醒,粤B3AU48,0,0.73,3.088,0,2019/11/11
03无排行有提醒,粤BY1047,0,0.73,3.088,0,2019/11/11
03无排行有提醒,粤STC809,20.09,0.73,3.088,45.2876816,2019/11/12
03无排行有提醒,粤B2X562,1.78,0.73,3.088,4.0125472,2019/11/12
03无排行有提醒,粤BS207S,0.04,0.73,3.088,0.0901696,2019/11/12
03无排行有提醒,粤B892VK,0,0.73,3.088,0,2019/11/12
03无排行有提醒,粤TEST01,0,0.73,3.088,0,2019/11/12
03无排行有提醒,渝D865V3,0,0.73,3.088,0,2019/11/12
03无排行有提醒,粤B3AU48,0,0.73,3.088,0,2019/11/12
03无排行有提醒,粤B533CJ,0,0.73,3.088,0,2019/11/12
03无排行有提醒,粤BY1047,0,0.73,3.088,0,2019/11/12
03无排行有提醒,粤STC809,17.02,0.73,3.088,38.3671648,2019/11/13
03无排行有提醒,粤B2X562,2.03,0.73,3.088,4.5761072,2019/11/13
03无排行有提醒,渝D865V3,0,0.73,3.088,0,2019/11/13
03无排行有提醒,粤B892VK,0,0.73,3.088,0,2019/11/13
03无排行有提醒,粤BS207S,0,0.73,3.088,0,2019/11/13
03无排行有提醒,粤TEST01,0,0.73,3.088,0,2019/11/13
03无排行有提醒,粤B3AU48,0,0.73,3.088,0,2019/11/13
03无排行有提醒,粤B533CJ,0,0.73,3.088,0,2019/11/13
03无排行有提醒,粤BY1047,0,0.73,3.088,0,2019/11/13
03无排行有提醒,粤BS207S,5.31,0.73,3.088,11.9700144,2019/11/14
03无排行有提醒,粤STC809,19.33,0.73,3.088,43.5744592,2019/11/14
03无排行有提醒,粤TEST01,0,0.73,3.088,0,2019/11/14
03无排行有提醒,渝D865V3,0,0.73,3.088,0,2019/11/14
03无排行有提醒,粤B892VK,0,0.73,3.088,0,2019/11/14
03无排行有提醒,粤B3AU48,0,0.73,3.088,0,2019/11/14
03无排行有提醒,粤B533CJ,0,0.73,3.088,0,2019/11/14
03无排行有提醒,粤B2X562,0,0.73,3.088,0,2019/11/14
03无排行有提醒,粤BY1047,0,0.73,3.088,0,2019/11/14
03无排行有提醒,粤BS207S,4.08,0.73,3.088,9.1972992,2019/11/15
03无排行有提醒,粤STC809,18.75,0.73,3.088,42.267,2019/11/15
03无排行有提醒,粤B2X562,1.37,0.73,3.088,3.0883088,2019/11/15
03无排行有提醒,粤TEST01,0,0.73,3.088,0,2019/11/15
03无排行有提醒,渝D865V3,0,0.73,3.088,0,2019/11/15
03无排行有提醒,粤B892VK,0,0.73,3.088,0,2019/11/15
03无排行有提醒,粤B3AU48,0,0.73,3.088,0,2019/11/15
03无排行有提醒,粤B533CJ,0,0.73,3.088,0,2019/11/15
03无排行有提醒,粤BY1047,0,0.73,3.088,0,2019/11/15
03无排行有提醒,粤B2X562,4.02,0.73,3.088,9.0620448,2019/11/16
03无排行有提醒,粤BS207S,3.09,0.73,3.088,6.9656016,2019/11/16
03无排行有提醒,粤STC809,27.2,0.73,3.088,61.315328,2019/11/16
03无排行有提醒,渝D865V3,0,0.73,3.088,0,2019/11/16
03无排行有提醒,粤B892VK,0,0.73,3.088,0,2019/11/16
03无排行有提醒,粤TEST01,0,0.73,3.088,0,2019/11/16
03无排行有提醒,粤B533CJ,0,0.73,3.088,0,2019/11/16
03无排行有提醒,粤B3AU48,0,0.73,3.088,0,2019/11/16
03无排行有提醒,粤BY1047,0,0.73,3.088,0,2019/11/16
03无排行有提醒,粤STC809,25,0.73,3.088,56.356,2019/11/17
03无排行有提醒,粤BS207S,1.55,0.73,3.088,3.494072,2019/11/17
