部门,车牌号,油耗,,,碳排放,日期
03无排行有提醒,皖AT0596,48.48,0.73,3.088,109.2855552,2020/8/1
03无排行有提醒,皖AT0591,49.89,0.73,3.088,112.4640336,2020/8/1
03无排行有提醒,皖AT0631,44.38,0.73,3.088,100.0431712,2020/8/1
03无排行有提醒,皖AT0632,41.26,0.73,3.088,93.0099424,2020/8/1
03无排行有提醒,皖AT0621,39.73,0.73,3.088,89.5609552,2020/8/1
03无排行有提醒,粤STC809,19.89,0.73,3.088,44.8368336,2020/8/1
03无排行有提醒,渝D865V3,0,0.73,3.088,0,2020/8/1
03无排行有提醒,皖AT0579,0,0.73,3.088,0,2020/8/1
03无排行有提醒,皖AT0589,0,0.73,3.088,0,2020/8/1
03无排行有提醒,皖AT0539,0,0.73,3.088,0,2020/8/1
03无排行有提醒,皖AT0563,0,0.73,3.088,0,2020/8/1
03无排行有提醒,皖AT0549,0,0.73,3.088,0,2020/8/1
03无排行有提醒,粤B2X562,0,0.73,3.088,0,2020/8/1
03无排行有提醒,粤B533CJ,0,0.73,3.088,0,2020/8/1
03无排行有提醒,粤B3AU48,0,0.73,3.088,0,2020/8/1
03无排行有提醒,皖AT0633,0,0.73,3.088,0,2020/8/1
03无排行有提醒,粤BS207S,0,0.73,3.088,0,2020/8/1
03无排行有提醒,粤B892VK,0,0.73,3.088,0,2020/8/1
03无排行有提醒,粤BY1047,0,0.73,3.088,0,2020/8/1
03无排行有提醒,粤TEST01,0,0.73,3.088,0,2020/8/1
03无排行有提醒,皖AT0591,61.93,0.73,3.088,139.6050832,2020/8/2
03无排行有提醒,皖AT0596,55.49,0.73,3.088,125.0877776,2020/8/2
03无排行有提醒,皖AT0621,42.32,0.73,3.088,95.3994368,2020/8/2
03无排行有提醒,皖AT0632,38.66,0.73,3.088,87.1489184,2020/8/2
03无排行有提醒,皖AT0631,19.53,0.73,3.088,44.0253072,2020/8/2
03无排行有提醒,皖AT0563,13.51,0.73,3.088,30.4547824,2020/8/2
03无排行有提醒,皖AT0589,0,0.73,3.088,0,2020/8/2
03无排行有提醒,渝D865V3,0,0.73,3.088,0,2020/8/2
03无排行有提醒,皖AT0549,0,0.73,3.088,0,2020/8/2
03无排行有提醒,皖AT0539,0,0.73,3.088,0,2020/8/2
03无排行有提醒,皖AT0579,0,0.73,3.088,0,2020/8/2
03无排行有提醒,皖AT0633,0,0.73,3.088,0,2020/8/2
03无排行有提醒,粤B2X562,0,0.73,3.088,0,2020/8/2
03无排行有提醒,粤B533CJ,0,0.73,3.088,0,2020/8/2
03无排行有提醒,粤B3AU48,0,0.73,3.088,0,2020/8/2
03无排行有提醒,粤TEST01,0,0.73,3.088,0,2020/8/2
03无排行有提醒,粤BS207S,0,0.73,3.088,0,2020/8/2
03无排行有提醒,粤B892VK,0,0.73,3.088,0,2020/8/2
03无排行有提醒,粤STC809,0,0.73,3.088,0,2020/8/2
03无排行有提醒,粤BY1047,0,0.73,3.088,0,2020/8/2
03无排行有提醒,皖AT0632,47.47,0.73,3.088,107.0087728,2020/8/3
03无排行有提醒,皖AT0591,49.9,0.73,3.088,112.486576,2020/8/3
03无排行有提醒,皖AT0596,51.4,0.73,3.088,115.867936,2020/8/3
03无排行有提醒,皖AT0621,44.78,0.73,3.088,100.9448672,2020/8/3
03无排行有提醒,皖AT0631,41.46,0.73,3.088,93.4607904,2020/8/3
03无排行有提醒,皖AT0563,16.07,0.73,3.088,36.2256368,2020/8/3
03无排行有提醒,渝D865V3,0,0.73,3.088,0,2020/8/3
03无排行有提醒,皖AT0579,0,0.73,3.088,0,2020/8/3
03无排行有提醒,皖AT0549,0,0.73,3.088,0,2020/8/3
03无排行有提醒,皖AT0589,0,0.73,3.088,0,2020/8/3
03无排行有提醒,皖AT0539,0,0.73,3.088,0,2020/8/3
03无排行有提醒,皖AT0633,0,0.73,3.088,0,2020/8/3
03无排行有提醒,粤B2X562,0,0.73,3.088,0,2020/8/3
03无排行有提醒,粤B533CJ,0,0.73,3.088,0,2020/8/3
03无排行有提醒,粤B3AU48,0,0.73,3.088,0,2020/8/3
03无排行有提醒,粤BS207S,0,0.73,3.088,0,2020/8/3
03无排行有提醒,粤B892VK,0,0.73,3.088,0,2020/8/3
03无排行有提醒,粤STC809,0,0.73,3.088,0,2020/8/3
03无排行有提醒,粤BY1047,0,0.73,3.088,0,2020/8/3
03无排行有提醒,粤TEST01,0,0.73,3.088,0,2020/8/3
03无排行有提醒,皖AT0591,70.28,0.73,3.088,158.4279872,2020/8/4
03无排行有提醒,皖AT0621,52.87,0.73,3.088,119.1816688,2020/8/4
03无排行有提醒,皖AT0563,46.85,0.73,3.088,105.611144,2020/8/4
03无排行有提醒,皖AT0631,38.74,0.73,3.088,87.3292576,2020/8/4
03无排行有提醒,皖AT0596,34.45,0.73,3.088,77.658568,2020/8/4
03无排行有提醒,皖AT0632,43.12,0.73,3.088,97.2028288,2020/8/4
03无排行有提醒,渝D865V3,0,0.73,3.088,0,2020/8/4
03无排行有提醒,皖AT0579,0,0.73,3.088,0,2020/8/4
03无排行有提醒,皖AT0549,0,0.73,3.088,0,2020/8/4
03无排行有提醒,皖AT0589,0,0.73,3.088,0,2020/8/4
03无排行有提醒,皖AT0539,0,0.73,3.088,0,2020/8/4
03无排行有提醒,皖AT0633,0,0.73,3.088,0,2020/8/4
03无排行有提醒,粤B2X562,0,0.73,3.088,0,2020/8/4
03无排行有提醒,粤B533CJ,0,0.73,3.088,0,2020/8/4
03无排行有提醒,粤B3AU48,0,0.73,3.088,0,2020/8/4
03无排行有提醒,粤BS207S,0,0.73,3.088,0,2020/8/4
03无排行有提醒,粤B892VK,0,0.73,3.088,0,2020/8/4
03无排行有提醒,粤STC809,0,0.73,3.088,0,2020/8/4
03无排行有提醒,粤BY1047,0,0.73,3.088,0,2020/8/4
03无排行有提醒,粤TEST01,0,0.73,3.088,0,2020/8/4
03无排行有提醒,皖AT0591,64.28,0.73,3.088,144.9025472,2020/8/5
03无排行有提醒,皖AT0621,58.39,0.73,3.088,131.6250736,2020/8/5
03无排行有提醒,皖AT0632,48.4,0.73,3.088,109.105216,2020/8/5
03无排行有提醒,皖AT0596,49.31,0.73,3.088,111.1565744,2020/8/5
03无排行有提醒,皖AT0631,42.11,0.73,3.088,94.9260464,2020/8/5
03无排行有提醒,渝D865V3,0,0.73,3.088,0,2020/8/5
03无排行有提醒,皖AT0579,0,0.73,3.088,0,2020/8/5
03无排行有提醒,皖AT0549,0,0.73,3.088,0,2020/8/5
03无排行有提醒,皖AT0589,0,0.73,3.088,0,2020/8/5
03无排行有提醒,皖AT0563,0,0.73,3.088,0,2020/8/5
03无排行有提醒,皖AT0539,0,0.73,3.088,0,2020/8/5
03无排行有提醒,皖AT0633,0,0.73,3.088,0,2020/8/5
03无排行有提醒,粤B2X562,0,0.73,3.088,0,2020/8/5
03无排行有提醒,粤B533CJ,0,0.73,3.088,0,2020/8/5
03无排行有提醒,粤B3AU48,0,0.73,3.088,0,2020/8/5
03无排行有提醒,粤BS207S,0,0.73,3.088,0,2020/8/5
03无排行有提醒,粤B892VK,0,0.73,3.088,0,2020/8/5
03无排行有提醒,粤STC809,0,0.73,3.088,0,2020/8/5
03无排行有提醒,粤BY1047,0,0.73,3.088,0,2020/8/5
03无排行有提醒,粤TEST01,0,0.73,3.088,0,2020/8/5
03无排行有提醒,皖AT0591,73.41,0.73,3.088,165.4837584,2020/8/6
03无排行有提醒,皖AT0563,51.14,0.73,3.088,115.2818336,2020/8/6
03无排行有提醒,皖AT0596,44.78,0.73,3.088,100.9448672,2020/8/6
03无排行有提醒,皖AT0621,42.4,0.73,3.088,95.579776,2020/8/6
03无排行有提醒,皖AT0631,36.38,0.73,3.088,82.0092512,2020/8/6
03无排行有提醒,皖AT0632,39.74,0.73,3.088,89.5834976,2020/8/6
03无排行有提醒,渝D865V3,0,0.73,3.088,0,2020/8/6
03无排行有提醒,皖AT0579,0,0.73,3.088,0,2020/8/6
03无排行有提醒,皖AT0589,0,0.73,3.088,0,2020/8/6
03无排行有提醒,皖AT0539,0,0.73,3.088,0,2020/8/6
03无排行有提醒,皖AT0549,0,0.73,3.088,0,2020/8/6
03无排行有提醒,粤B2X562,0,0.73,3.088,0,2020/8/6
03无排行有提醒,粤B533CJ,0,0.73,3.088,0,2020/8/6
03无排行有提醒,粤B3AU48,0,0.73,3.088,0,2020/8/6
03无排行有提醒,皖AT0633,0,0.73,3.088,0,2020/8/6
03无排行有提醒,粤BS207S,0,0.73,3.088,0,2020/8/6
03无排行有提醒,粤B892VK,0,0.73,3.088,0,2020/8/6
03无排行有提醒,粤STC809,0,0.73,3.088,0,2020/8/6
03无排行有提醒,粤BY1047,0,0.73,3.088,0,2020/8/6
03无排行有提醒,粤TEST01,0,0.73,3.088,0,2020/8/6
03无排行有提醒,皖AT0591,62.9,0.73,3.088,141.791696,2020/8/7
03无排行有提醒,皖AT0621,58.68,0.73,3.088,132.2788032,2020/8/7
03无排行有提醒,皖AT0632,58.29,0.73,3.088,131.3996496,2020/8/7
03无排行有提醒,皖AT0563,40.52,0.73,3.088,91.3418048,2020/8/7
03无排行有提醒,皖AT0596,41.52,0.73,3.088,93.5960448,2020/8/7
03无排行有提醒,皖AT0631,38.26,0.73,3.088,86.2472224,2020/8/7
03无排行有提醒,渝D865V3,0,0.73,3.088,0,2020/8/7
