部门,车牌号,油耗,,,碳排放,日期
03无排行有提醒,渝D865V3,6.77,0.73,3.088,15.2612048,2019/9/1
03无排行有提醒,粤STC809,6.58,0.73,3.088,14.8328992,2019/9/1
03无排行有提醒,粤B2X562,0.96,0.73,3.088,2.1640704,2019/9/1
03无排行有提醒,粤TEST01,0,0.73,3.088,0,2019/9/1
03无排行有提醒,粤BY1047,0,0.73,3.088,0,2019/9/1
03无排行有提醒,粤B3AU48,0,0.73,3.088,0,2019/9/1
03无排行有提醒,粤B533CJ,0,0.73,3.088,0,2019/9/1
03无排行有提醒,渝D865V3,3.83,0.73,3.088,8.6337392,2019/9/2
03无排行有提醒,粤B3AU48,3.11,0.73,3.088,7.0106864,2019/9/2
03无排行有提醒,粤STC809,4.97,0.73,3.088,11.2035728,2019/9/2
03无排行有提醒,粤B2X562,0.97,0.73,3.088,2.1866128,2019/9/2
03无排行有提醒,粤TEST01,0,0.73,3.088,0,2019/9/2
03无排行有提醒,粤BY1047,0,0.73,3.088,0,2019/9/2
03无排行有提醒,粤B533CJ,0,0.73,3.088,0,2019/9/2
03无排行有提醒,渝D865V3,5.26,0.73,3.088,11.8573024,2019/9/3
03无排行有提醒,粤B2X562,2.78,0.73,3.088,6.2667872,2019/9/3
03无排行有提醒,粤B3AU48,1.7,0.73,3.088,3.832208,2019/9/3
03无排行有提醒,粤TEST01,0,0.73,3.088,0,2019/9/3
03无排行有提醒,粤STC809,0,0.73,3.088,0,2019/9/3
03无排行有提醒,粤BY1047,0,0.73,3.088,0,2019/9/3
03无排行有提醒,粤B533CJ,0,0.73,3.088,0,2019/9/3
03无排行有提醒,渝D865V3,5.83,0.73,3.088,13.1422192,2019/9/4
03无排行有提醒,粤B2X562,2.26,0.73,3.088,5.0945824,2019/9/4
03无排行有提醒,粤B3AU48,2.22,0.73,3.088,5.0044128,2019/9/4
03无排行有提醒,粤TEST01,0,0.73,3.088,0,2019/9/4
03无排行有提醒,粤STC809,0,0.73,3.088,0,2019/9/4
03无排行有提醒,粤BY1047,0,0.73,3.088,0,2019/9/4
03无排行有提醒,粤B533CJ,0,0.73,3.088,0,2019/9/4
03无排行有提醒,渝D865V3,4.16,0.73,3.088,9.3776384,2019/9/5
03无排行有提醒,粤B2X562,1.34,0.73,3.088,3.0206816,2019/9/5
03无排行有提醒,粤B3AU48,1.75,0.73,3.088,3.94492,2019/9/5
03无排行有提醒,粤STC809,0,0.73,3.088,0,2019/9/5
03无排行有提醒,粤TEST01,0,0.73,3.088,0,2019/9/5
03无排行有提醒,粤BY1047,0,0.73,3.088,0,2019/9/5
03无排行有提醒,粤B533CJ,0,0.73,3.088,0,2019/9/5
03无排行有提醒,渝D865V3,4.94,0.73,3.088,11.1359456,2019/9/6
03无排行有提醒,粤B3AU48,2.07,0.73,3.088,4.6662768,2019/9/6
03无排行有提醒,粤B2X562,0.61,0.73,3.088,1.3750864,2019/9/6
03无排行有提醒,粤BY1047,0,0.73,3.088,0,2019/9/6
03无排行有提醒,粤TEST01,0,0.73,3.088,0,2019/9/6
03无排行有提醒,粤STC809,0,0.73,3.088,0,2019/9/6
03无排行有提醒,粤B533CJ,0,0.73,3.088,0,2019/9/6
03无排行有提醒,渝D865V3,4.08,0.73,3.088,9.1972992,2019/9/7
03无排行有提醒,粤B2X562,2.74,0.73,3.088,6.1766176,2019/9/7
03无排行有提醒,粤B3AU48,1.04,0.73,3.088,2.3444096,2019/9/7
03无排行有提醒,粤STC809,0,0.73,3.088,0,2019/9/7
03无排行有提醒,粤BY1047,0,0.73,3.088,0,2019/9/7
03无排行有提醒,粤TEST01,0,0.73,3.088,0,2019/9/7
03无排行有提醒,粤B533CJ,0,0.73,3.088,0,2019/9/7
03无排行有提醒,渝D865V3,7.32,0.73,3.088,16.5010368,2019/9/8
03无排行有提醒,粤B2X562,1.19,0.73,3.088,2.6825456,2019/9/8
03无排行有提醒,粤TEST01,0,0.73,3.088,0,2019/9/8
03无排行有提醒,粤STC809,0,0.73,3.088,0,2019/9/8
03无排行有提醒,粤B3AU48,0,0.73,3.088,0,2019/9/8
03无排行有提醒,粤BY1047,0,0.73,3.088,0,2019/9/8
03无排行有提醒,粤B533CJ,0,0.73,3.088,0,2019/9/8
03无排行有提醒,渝D865V3,4.09,0.73,3.088,9.2198416,2019/9/9
03无排行有提醒,粤B2X562,2.72,0.73,3.088,6.1315328,2019/9/9
03无排行有提醒,粤B3AU48,0,0.73,3.088,0,2019/9/9
03无排行有提醒,粤TEST01,0,0.73,3.088,0,2019/9/9
03无排行有提醒,粤STC809,0,0.73,3.088,0,2019/9/9
03无排行有提醒,粤BY1047,0,0.73,3.088,0,2019/9/9
03无排行有提醒,粤B533CJ,0,0.73,3.088,0,2019/9/9
03无排行有提醒,渝D865V3,4.2,0.73,3.088,9.467808,2019/9/10
03无排行有提醒,粤B892VK,1.9,0.73,3.088,4.283056,2019/9/10
03无排行有提醒,粤B3AU48,0,0.73,3.088,0,2019/9/10
03无排行有提醒,粤B2X562,0.58,0.73,3.088,1.3074592,2019/9/10
03无排行有提醒,粤STC809,5.4,0.73,3.088,12.172896,2019/9/10
03无排行有提醒,粤TEST01,0,0.73,3.088,0,2019/9/10
03无排行有提醒,粤B533CJ,0,0.73,3.088,0,2019/9/10
03无排行有提醒,粤BY1047,0,0.73,3.088,0,2019/9/10
03无排行有提醒,粤B892VK,12.15,0.73,3.088,27.389016,2019/9/11
03无排行有提醒,渝D865V3,3.66,0.73,3.088,8.2505184,2019/9/11
03无排行有提醒,粤B2X562,1.56,0.73,3.088,3.5166144,2019/9/11
03无排行有提醒,粤B3AU48,0,0.73,3.088,0,2019/9/11
03无排行有提醒,粤STC809,2.88,0.73,3.088,6.4922112,2019/9/11
03无排行有提醒,粤TEST01,0,0.73,3.088,0,2019/9/11
03无排行有提醒,粤BY1047,0,0.73,3.088,0,2019/9/11
