部门,车牌号,行驶里程,总里程,油耗,行驶时长,平均速度（KM/H）,急加速,急减速,急转弯,疲劳驾驶（次数）,夜间驾驶时长（H）,日期,驾驶行为评分,插拔
02有排行无提醒,皖AT0541,359.64,47785.78,42.21,11.59,31.03,143,95,11,0,3.93,2020/4/1,71.03,未拔出
02有排行无提醒,皖AT0575,343.71,34517.57,38.19,13.4,25.65,30,117,5,1,1.95,2020/4/1,68.73,未拔出
02有排行无提醒,皖AT0601,319.81,29850.49,38.28,12.39,25.81,289,279,5,1,4.07,2020/4/1,60.76,未拔出
02有排行无提醒,皖AT0576,307.12,35438.65,44.13,13.9,22.09,180,325,2,1,3.79,2020/4/1,35.89,未拔出
02有排行无提醒,皖AT0580,299.17,39757.62,3.55,11.88,25.18,27,69,1,0,2.75,2020/4/1,80.7,未拔出
02有排行无提醒,皖AT0620,137.16,15897.46,16.01,3.73,36.77,4,48,0,0,0.89,2020/4/1,82.32,未拔出
02有排行无提醒,皖AT0657,136.62,43603.46,16.87,5.4,25.3,118,126,0,0,0,2020/4/1,57.26,未拔出
02有排行无提醒,粤B3Q03K,18.61,22976.05,2.73,1.62,11.49,8,3,1,0,0.41,2020/4/1,92.91,未拔出
02有排行无提醒,粤JCL629,11.18,11096.35,0.76,0.39,28.67,1,1,0,0,0,2020/4/1,96.29,未拔出
02有排行无提醒,皖AT0641,0,2739.94,0,0,0,0,0,0,0,0,2020/4/1,0,未拔出
02有排行无提醒,粤BN8G52,0,680.31,0,0,0,0,0,0,0,0,2020/4/1,0,未拔出
02有排行无提醒,皖AYY059,0,120.25,0,0,0,0,0,0,0,0,2020/4/1,100,未拔出
02有排行无提醒,1.2212E+16,0,4.13,0,0,0,0,0,0,0,0,2020/4/1,100,未拔出
02有排行无提醒,闽C88DN2,0,918.49,0,0,0,0,0,0,0,0,2020/4/1,100,未拔出
02有排行无提醒,皖AT0543,0,96.3,0,0,0,0,0,0,0,0,2020/4/1,100,未拔出
02有排行无提醒,粤B9XN26,0,11250.41,0,0,0,0,0,0,0,0,2020/4/1,100,未拔出
02有排行无提醒,粤SL3H57,0,131.91,0,0,0,0,0,0,0,0,2020/4/1,100,未拔出
02有排行无提醒,粤B7U0H5,0,852.94,0,0,0,0,0,0,0,0,2020/4/1,100,未拔出
02有排行无提醒,皖AT0613,0,20772.74,0,0,0,0,0,0,0,0,2020/4/1,100,未拔出
02有排行无提醒,粤BL05M1,0,3941.86,0,0,0,0,0,0,0,0,2020/4/1,100,未拔出
02有排行无提醒,皖AT0541,528.76,48331.11,60.8,17.1,30.92,184,125,4,3,8.83,2020/4/2,50.34,未拔出
02有排行无提醒,皖AT0575,497.9,35015.47,60.34,19.27,25.84,111,276,5,3,11.05,2020/4/2,20.91,未拔出
02有排行无提醒,皖AT0657,380.56,43984.02,47.31,13.85,27.48,343,363,13,2,5.12,2020/4/2,6.4,未拔出
02有排行无提醒,皖AT0601,297.68,30148.17,34.36,11.11,26.79,312,268,6,0,6.92,2020/4/2,49.55,未拔出
02有排行无提醒,皖AT0580,206.3,39963.92,0.31,8.5,24.27,32,56,0,0,0.78,2020/4/2,85.99,未拔出
02有排行无提醒,皖AT0620,202.36,16099.82,25.9,6.5,31.13,25,82,1,1,1.52,2020/4/2,42.13,未拔出
02有排行无提醒,皖AT0576,179.95,35618.6,25.62,8.15,22.08,78,207,0,1,0,2020/4/2,60.8,未拔出
02有排行无提醒,粤B9XN26,55.35,11305.76,6.01,2.66,20.81,18,35,1,0,0,2020/4/2,92.39,未拔出
02有排行无提醒,粤B3Q03K,16.05,22992.1,1.97,0.94,17.07,12,1,0,0,0,2020/4/2,93.45,未拔出
02有排行无提醒,粤JCL629,11.18,11107.53,0.81,0.47,23.79,0,0,0,0,0,2020/4/2,97.73,未拔出
02有排行无提醒,粤BL05M1,3.42,3945.28,0.6,0.28,12.21,1,6,2,0,0.11,2020/4/2,94.12,未拔出
02有排行无提醒,皖AT0641,0,2739.94,0,0,0,0,0,0,0,0,2020/4/2,0,未拔出
02有排行无提醒,皖AYY059,0,120.25,0,0,0,0,0,0,0,0,2020/4/2,100,未拔出
02有排行无提醒,1.2212E+16,0,4.13,0,0,0,0,0,0,0,0,2020/4/2,100,未拔出
02有排行无提醒,闽C88DN2,0,918.49,0,0,0,0,0,0,0,0,2020/4/2,100,未拔出
02有排行无提醒,粤B7U0H5,0,852.94,0,0,0,0,0,0,0,0,2020/4/2,100,未拔出
02有排行无提醒,粤BN8G52,0,680.31,0,0,0,0,0,0,0,0,2020/4/2,0,未拔出
02有排行无提醒,粤SL3H57,0,131.91,0,0,0,0,0,0,0,0,2020/4/2,100,未拔出
02有排行无提醒,皖AT0613,0,20772.74,0,0,0,0,0,0,0,0,2020/4/2,100,未拔出
02有排行无提醒,皖AT0543,0,96.3,0,0,0,0,0,0,0,0,2020/4/2,100,未拔出
02有排行无提醒,皖AT0575,561.75,35577.22,67.06,20.93,26.84,95,333,2,4,12.7,2020/4/3,25.03,未拔出
02有排行无提醒,皖AT0541,490.72,48821.83,58.81,17.69,27.74,261,124,9,1,7.49,2020/4/3,47.47,未拔出
02有排行无提醒,皖AT0657,316.5,44300.52,38.81,11.14,28.41,215,317,4,1,11.91,2020/4/3,28.69,未拔出
02有排行无提醒,皖AT0601,304.47,30452.64,34.68,9.99,30.48,241,187,5,0,2.59,2020/4/3,46.79,未拔出
02有排行无提醒,皖AT0576,274.95,35893.55,38.49,12.32,22.32,123,244,4,0,5.53,2020/4/3,48.43,未拔出
02有排行无提醒,皖AT0580,274.1,40238.02,8.43,11.2,24.47,29,65,0,0,2.05,2020/4/3,82.31,未拔出
02有排行无提醒,皖AT0620,144.27,16244.09,18.67,5.18,27.85,19,57,2,0,0.39,2020/4/3,78.7,未拔出
02有排行无提醒,粤B9XN26,103.54,11409.3,10.47,3.24,31.96,67,77,5,0,0,2020/4/3,82.33,未拔出
02有排行无提醒,粤JCL629,18.37,11125.9,1.37,0.86,21.36,2,4,1,0,0,2020/4/3,95.44,未拔出
02有排行无提醒,粤B3Q03K,16.77,23008.87,2.34,1.12,14.97,6,1,1,0,0,2020/4/3,92.89,未拔出
02有排行无提醒,皖AT0543,0,96.3,0,0,0,0,0,0,0,0,2020/4/3,100,未拔出
02有排行无提醒,皖AYY059,0,120.25,0,0,0,0,0,0,0,0,2020/4/3,100,未拔出
02有排行无提醒,1.2212E+16,0,4.13,0,0,0,0,0,0,0,0,2020/4/3,100,未拔出
02有排行无提醒,闽C88DN2,0,918.49,0,0,0,0,0,0,0,0,2020/4/3,100,未拔出
02有排行无提醒,皖AT0641,0,2739.94,0,0,0,0,0,0,0,0,2020/4/3,0,未拔出
02有排行无提醒,粤BL05M1,0,3945.28,0,0,0,0,0,0,0,0,2020/4/3,100,未拔出
02有排行无提醒,粤B7U0H5,0,852.94,0,0,0,0,0,0,0,0,2020/4/3,100,未拔出
02有排行无提醒,粤SL3H57,0,131.91,0,0,0,0,0,0,0,0,2020/4/3,100,未拔出
02有排行无提醒,粤BN8G52,0,680.31,0,0,0,0,0,0,0,0,2020/4/3,0,未拔出
02有排行无提醒,皖AT0613,0,20772.74,0,0,0,0,0,0,0,0,2020/4/3,100,未拔出
02有排行无提醒,皖AT0576,425.25,36318.8,52.77,15.34,27.72,258,325,1,1,5.07,2020/4/4,51.6,未拔出
02有排行无提醒,皖AT0575,384.4,35961.62,40.83,13.45,28.58,38,155,2,2,1.82,2020/4/4,58.68,未拔出
02有排行无提醒,皖AT0541,341.61,49163.44,37.51,11.26,30.34,72,82,6,0,3.77,2020/4/4,71.78,未拔出
02有排行无提醒,皖AT0601,248.61,30701.25,28.46,7.98,31.15,206,168,4,0,6.88,2020/4/4,44.4,未拔出
02有排行无提醒,皖AT0580,228.05,40466.07,3.22,4.53,50.34,5,16,0,0,0,2020/4/4,87.39,未拔出
02有排行无提醒,皖AT0657,197.35,44497.87,24.38,7.5,26.31,130,174,9,0,5.23,2020/4/4,51.96,未拔出
02有排行无提醒,皖AT0620,48.89,16292.98,5.31,1.18,41.43,2,9,0,0,0.95,2020/4/4,76.61,未拔出
02有排行无提醒,粤B3Q03K,31.52,23040.39,3.78,1.72,18.33,15,1,1,0,0.09,2020/4/4,93.91,未拔出
02有排行无提醒,皖AT0641,0,2739.94,0,0,0,0,0,0,0,0,2020/4/4,0,未拔出
02有排行无提醒,粤JCL629,0,11125.9,0,0,0,0,0,0,0,0,2020/4/4,100,未拔出
02有排行无提醒,皖AYY059,0,120.25,0,0,0,0,0,0,0,0,2020/4/4,100,未拔出
02有排行无提醒,1.2212E+16,0,4.13,0,0,0,0,0,0,0,0,2020/4/4,100,未拔出
02有排行无提醒,闽C88DN2,0,918.49,0,0,0,0,0,0,0,0,2020/4/4,100,未拔出
02有排行无提醒,粤BN8G52,0,680.31,0,0,0,0,0,0,0,0,2020/4/4,0,未拔出
02有排行无提醒,粤SL3H57,0,131.91,0,0,0,0,0,0,0,0,2020/4/4,100,未拔出
02有排行无提醒,粤BL05M1,0,3945.28,0,0,0,0,0,0,0,0,2020/4/4,100,未拔出
02有排行无提醒,粤B7U0H5,0,852.94,0,0,0,0,0,0,0,0,2020/4/4,100,未拔出
02有排行无提醒,皖AT0543,0,96.3,0,0,0,0,0,0,0,0,2020/4/4,100,未拔出
02有排行无提醒,粤B9XN26,0,11409.3,0,0,0,0,0,0,0,0,2020/4/4,100,未拔出
02有排行无提醒,皖AT0613,0,20772.74,0,0,0,0,0,0,0,0,2020/4/4,100,未拔出
02有排行无提醒,皖AT0580,459.42,40925.49,24.44,11.84,38.8,27,80,1,0,2.36,2020/4/5,80.49,未拔出
02有排行无提醒,皖AT0657,382.68,44880.55,44.97,13.33,28.71,289,396,12,1,3.67,2020/4/5,51.03,未拔出
02有排行无提醒,皖AT0575,318.66,36280.28,40.85,10.53,30.26,73,261,3,1,0,2020/4/5,36.05,未拔出
02有排行无提醒,皖AT0576,314.42,36633.22,38.04,9.9,31.76,86,198,0,1,8.83,2020/4/5,31.23,未拔出
02有排行无提醒,皖AT0541,303.72,49467.16,32.92,10.56,28.76,62,37,1,0,0.83,2020/4/5,76.85,未拔出
02有排行无提醒,皖AT0601,170.46,30871.71,18.38,5.94,28.7,88,87,1,0,0.45,2020/4/5,72.5,未拔出
02有排行无提醒,皖AT0620,134.83,16427.81,15.77,3.85,35.02,12,40,0,0,1.42,2020/4/5,83.75,未拔出
02有排行无提醒,粤B3Q03K,3.31,23043.7,0.63,0.4,8.28,2,1,0,0,0,2020/4/5,97.47,未拔出
02有排行无提醒,皖AT0613,0,20772.74,0,0,0,0,0,0,0,0,2020/4/5,100,未拔出
02有排行无提醒,皖AT0641,0,2739.94,0,0,0,0,0,0,0,0,2020/4/5,0,未拔出
02有排行无提醒,粤JCL629,0,11125.9,0,0,0,0,0,0,0,0,2020/4/5,100,未拔出
02有排行无提醒,1.2212E+16,0,4.13,0,0,0,0,0,0,0,0,2020/4/5,100,未拔出
02有排行无提醒,皖AYY059,0,120.25,0,0,0,0,0,0,0,0,2020/4/5,100,未拔出
02有排行无提醒,粤B9XN26,0,11409.3,0,0,0,0,0,0,0,0,2020/4/5,100,未拔出
02有排行无提醒,皖AT0543,0,96.3,0,0,0,0,0,0,0,0,2020/4/5,100,未拔出
02有排行无提醒,闽C88DN2,0,918.49,0,0,0,0,0,0,0,0,2020/4/5,100,未拔出
02有排行无提醒,粤SL3H57,0,131.91,0,0,0,0,0,0,0,0,2020/4/5,100,未拔出
02有排行无提醒,粤BL05M1,0,3945.28,0,0,0,0,0,0,0,0,2020/4/5,100,未拔出
02有排行无提醒,粤B7U0H5,0,852.94,0,0,0,0,0,0,0,0,2020/4/5,100,未拔出
02有排行无提醒,粤BN8G52,0,680.31,0,0,0,0,0,0,0,0,2020/4/5,0,未拔出
02有排行无提醒,皖AT0576,387.41,37020.63,50.46,15.13,25.61,231,347,3,1,6.51,2020/4/6,43.59,未拔出
02有排行无提醒,皖AT0575,386.49,36666.77,44.71,14.42,26.8,45,171,6,3,2.38,2020/4/6,55.08,未拔出
02有排行无提醒,皖AT0541,376.41,49843.57,39.35,12.2,30.85,71,80,7,2,0.64,2020/4/6,50.55,未拔出
02有排行无提醒,皖AT0657,357.87,45238.42,37.21,10.86,32.95,181,279,3,0,2.92,2020/4/6,59.45,未拔出
02有排行无提醒,皖AT0580,228.68,41154.17,3.37,9.28,24.64,18,121,0,0,2.35,2020/4/6,77.77,未拔出
02有排行无提醒,皖AT0620,218.25,16646.06,25.82,6.04,36.13,25,111,4,0,0.75,2020/4/6,75.68,未拔出
02有排行无提醒,皖AT0601,209.06,31080.77,25.42,9.97,20.97,219,162,3,0,6.49,2020/4/6,44.87,未拔出
02有排行无提醒,粤B3Q03K,18.52,23062.22,2.44,1.21,15.31,10,1,0,0,0,2020/4/6,94.52,未拔出
02有排行无提醒,粤JCL629,11.23,11137.13,0.81,0.45,24.96,2,3,1,0,0,2020/4/6,94.6,未拔出
02有排行无提醒,皖AT0613,0,20772.74,0,0,0,0,0,0,0,0,2020/4/6,100,未拔出
02有排行无提醒,皖AT0641,0,2739.94,0,0,0,0,0,0,0,0,2020/4/6,0,未拔出
02有排行无提醒,粤B9XN26,0,11409.3,0,0,0,0,0,0,0,0,2020/4/6,100,未拔出
02有排行无提醒,1.2212E+16,0,4.13,0,0,0,0,0,0,0,0,2020/4/6,100,未拔出
02有排行无提醒,皖AYY059,0,120.25,0,0,0,0,0,0,0,0,2020/4/6,100,未拔出
02有排行无提醒,皖AT0543,0,96.3,0,0,0,0,0,0,0,0,2020/4/6,100,未拔出
02有排行无提醒,闽C88DN2,0,918.49,0,0,0,0,0,0,0,0,2020/4/6,100,未拔出
02有排行无提醒,粤SL3H57,0,131.91,0,0,0,0,0,0,0,0,2020/4/6,100,未拔出
02有排行无提醒,粤BL05M1,0,3945.28,0,0,0,0,0,0,0,0,2020/4/6,100,未拔出
02有排行无提醒,粤B7U0H5,0,852.94,0,0,0,0,0,0,0,0,2020/4/6,100,未拔出
02有排行无提醒,粤BN8G52,0,680.31,0,0,0,0,0,0,0,0,2020/4/6,0,未拔出
02有排行无提醒,皖AT0657,566.11,45804.53,60.76,14.43,39.23,205,327,4,2,6.44,2020/4/7,37.61,未拔出
02有排行无提醒,皖AT0575,511.93,37347.69,60.97,19.72,25.96,86,256,3,2,12.21,2020/4/7,23.7,未拔出
02有排行无提醒,皖AT0541,340.88,50184.45,39.49,12.89,26.45,109,73,9,1,1.17,2020/4/7,65.53,未拔出
02有排行无提醒,皖AT0576,298.78,37319.41,37.15,12.07,24.75,139,210,1,1,6.86,2020/4/7,43.89,未拔出
02有排行无提醒,皖AT0620,278.31,16924.37,35.95,9.67,28.78,48,129,2,0,3.15,2020/4/7,59.46,未拔出
02有排行无提醒,皖AT0580,269.3,41423.47,11.14,9.48,28.41,22,121,1,0,0,2020/4/7,75.62,未拔出
02有排行无提醒,皖AT0601,179.46,31260.23,22.05,9.02,19.9,201,179,5,0,0.75,2020/4/7,59.23,未拔出
02有排行无提醒,粤B9XN26,108.09,11517.39,11.78,4.27,25.31,22,49,2,0,0,2020/4/7,90.23,未拔出
02有排行无提醒,粤B3Q03K,26.82,23089.04,3.59,2.06,13.02,11,3,2,0,0.33,2020/4/7,94.18,未拔出
02有排行无提醒,粤JCL629,11.25,11148.38,0.83,0.49,22.96,3,1,0,0,0,2020/4/7,94.89,未拔出
02有排行无提醒,皖AT0613,0,20772.74,0,0,0,0,0,0,0,0,2020/4/7,100,未拔出
02有排行无提醒,皖AT0641,0,2739.94,0,0,0,0,0,0,0,0,2020/4/7,0,未拔出
02有排行无提醒,1.2212E+16,0,4.13,0,0,0,0,0,0,0,0,2020/4/7,100,未拔出
02有排行无提醒,皖AYY059,0,120.25,0,0,0,0,0,0,0,0,2020/4/7,100,未拔出
02有排行无提醒,皖AT0543,0,96.3,0,0,0,0,0,0,0,0,2020/4/7,100,未拔出
02有排行无提醒,闽C88DN2,0,918.49,0,0,0,0,0,0,0,0,2020/4/7,100,未拔出
02有排行无提醒,粤SL3H57,0,131.91,0,0,0,0,0,0,0,0,2020/4/7,100,未拔出
02有排行无提醒,粤BL05M1,0,3945.28,0,0,0,0,0,0,0,0,2020/4/7,100,未拔出
02有排行无提醒,粤B7U0H5,0,852.94,0,0,0,0,0,0,0,0,2020/4/7,100,未拔出
02有排行无提醒,粤BN8G52,0,680.31,0,0,0,0,0,0,0,0,2020/4/7,0,未拔出
02有排行无提醒,皖AT0575,446.65,37794.34,52.08,16.67,26.79,57,213,5,1,5.74,2020/4/8,51.49,未拔出
02有排行无提醒,皖AT0580,336.24,41759.71,3.38,13.72,24.51,19,106,2,0,3.85,2020/4/8,81.54,未拔出
02有排行无提醒,皖AT0657,298.28,46102.81,37.61,12.48,23.9,259,324,13,1,4.79,2020/4/8,39.51,未拔出
02有排行无提醒,皖AT0620,288.33,17212.7,38.69,11.73,24.58,7,21,1,2,1.19,2020/4/8,80.49,未拔出
02有排行无提醒,皖AT0541,281.44,50465.89,31.24,11.03,25.52,61,84,6,0,1.15,2020/4/8,73.67,未拔出
02有排行无提醒,皖AT0601,234.78,31495.01,26.95,9.69,24.23,228,192,10,0,2.07,2020/4/8,63.35,未拔出
02有排行无提醒,皖AT0576,221.17,37540.58,29.76,9.71,22.78,107,195,4,1,1.6,2020/4/8,55.55,未拔出
02有排行无提醒,粤B9XN26,47.31,11564.7,6.3,2.91,16.26,24,27,0,0,0,2020/4/8,93.43,未拔出
02有排行无提醒,粤B3Q03K,15.97,23105.01,2.03,0.96,16.64,13,0,0,0,0,2020/4/8,92.82,未拔出
02有排行无提醒,粤JCL629,11.31,11159.69,0.87,0.51,22.18,1,4,0,0,0,2020/4/8,94.62,未拔出
02有排行无提醒,皖AT0641,0,2739.94,0,0,0,0,0,0,0,0,2020/4/8,0,未拔出
02有排行无提醒,皖AT0613,0,20772.74,0,0,0,0,0,0,0,0,2020/4/8,100,未拔出
02有排行无提醒,1.2212E+16,0,4.13,0,0,0,0,0,0,0,0,2020/4/8,100,未拔出
02有排行无提醒,皖AYY059,0,120.25,0,0,0,0,0,0,0,0,2020/4/8,100,未拔出
02有排行无提醒,皖AT0543,0,96.3,0,0,0,0,0,0,0,0,2020/4/8,100,未拔出
02有排行无提醒,闽C88DN2,0,918.49,0,0,0,0,0,0,0,0,2020/4/8,100,未拔出
02有排行无提醒,粤SL3H57,0,131.91,0,0,0,0,0,0,0,0,2020/4/8,100,未拔出
02有排行无提醒,粤BL05M1,0,3945.28,0,0,0,0,0,0,0,0,2020/4/8,100,未拔出
02有排行无提醒,粤B7U0H5,0,852.94,0,0,0,0,0,0,0,0,2020/4/8,100,未拔出
02有排行无提醒,粤BN8G52,0,680.31,0,0,0,0,0,0,0,0,2020/4/8,0,未拔出
02有排行无提醒,皖AT0575,549.37,38343.71,66.49,20.93,26.25,110,322,2,2,11.97,2020/4/9,34.44,未拔出
02有排行无提醒,皖AT0580,542.08,42301.79,11.38,17.57,30.85,24,150,2,0,7.4,2020/4/9,79.54,未拔出
02有排行无提醒,皖AT0541,335.35,50801.24,39.18,13.08,25.64,100,134,2,0,6.38,2020/4/9,62.06,未拔出
02有排行无提醒,皖AT0657,331.33,46434.14,40.13,13.07,25.35,220,316,10,1,4.33,2020/4/9,45.76,未拔出
02有排行无提醒,皖AT0576,315.86,37856.44,42.54,12.98,24.33,210,270,2,1,5.4,2020/4/9,19.45,未拔出
02有排行无提醒,皖AT0601,255.43,31750.44,30.11,11.4,22.41,261,220,3,0,4.15,2020/4/9,61.27,未拔出
02有排行无提醒,皖AT0620,141.76,17354.46,18.91,5.85,24.23,0,0,0,1,5.31,2020/4/9,58.77,未拔出
02有排行无提醒,粤B9XN26,45.16,11609.86,5.9,2.31,19.55,9,23,2,0,0,2020/4/9,91.68,未拔出
02有排行无提醒,粤BL05M1,36.07,3981.35,3.39,1.12,32.21,5,10,1,0,0.69,2020/4/9,80.25,未拔出
02有排行无提醒,粤B3Q03K,15.42,23120.43,1.97,0.92,16.76,10,0,1,0,0.04,2020/4/9,93.77,未拔出
02有排行无提醒,粤JCL629,11.61,11171.3,0.85,0.54,21.5,0,3,0,0,0,2020/4/9,95.03,未拔出
02有排行无提醒,皖AT0641,0,2739.94,0,0,0,0,0,0,0,0,2020/4/9,0,未拔出
02有排行无提醒,皖AT0613,0,20772.74,0,0,0,0,0,0,0,0,2020/4/9,100,未拔出
02有排行无提醒,1.2212E+16,0,4.13,0,0,0,0,0,0,0,0,2020/4/9,100,未拔出
02有排行无提醒,皖AYY059,0,120.25,0,0,0,0,0,0,0,0,2020/4/9,100,未拔出
02有排行无提醒,皖AT0543,0,96.3,0,0,0,0,0,0,0,0,2020/4/9,100,未拔出
02有排行无提醒,闽C88DN2,0,918.49,0,0,0,0,0,0,0,0,2020/4/9,100,未拔出
02有排行无提醒,粤SL3H57,0,131.91,0,0,0,0,0,0,0,0,2020/4/9,100,未拔出
02有排行无提醒,粤B7U0H5,0,852.94,0,0,0,0,0,0,0,0,2020/4/9,100,未拔出
02有排行无提醒,粤BN8G52,0,680.31,0,0,0,0,0,0,0,0,2020/4/9,0,未拔出
02有排行无提醒,皖AT0580,477.92,42779.71,18.9,18.1,26.4,35,144,2,0,8.03,2020/4/10,79.51,未拔出
02有排行无提醒,皖AT0575,442.62,38786.33,54.6,18.36,24.11,82,253,2,3,7.11,2020/4/10,46.25,未拔出
02有排行无提醒,皖AT0541,382.99,51184.23,48.53,17.22,22.24,110,146,7,2,9.02,2020/4/10,46.29,未拔出
02有排行无提醒,皖AT0601,270.79,32021.23,31.31,11.04,24.53,229,207,6,1,4.96,2020/4/10,37.69,未拔出
02有排行无提醒,皖AT0657,259.59,46693.73,31.16,10.1,25.7,200,230,10,0,2.13,2020/4/10,53.7,未拔出
02有排行无提醒,皖AT0620,177.79,17532.25,24.11,7.05,25.22,0,0,0,1,0.92,2020/4/10,85.53,未拔出
02有排行无提醒,皖AT0576,159.14,38015.58,21.73,6.88,23.13,79,127,1,0,7.93,2020/4/10,28.47,未拔出
02有排行无提醒,粤B9XN26,71.78,11681.64,8.31,3.36,21.36,29,55,2,0,0,2020/4/10,90.06,未拔出
02有排行无提醒,粤BL05M1,34.49,4015.84,3.38,1.07,32.23,2,10,0,0,1.07,2020/4/10,72.9,未拔出
02有排行无提醒,粤B3Q03K,16.92,23137.35,2.07,0.99,17.09,10,3,0,0,0.48,2020/4/10,92.77,未拔出
02有排行无提醒,粤JCL629,11.28,11182.58,0.82,0.45,25.07,1,3,0,0,0,2020/4/10,94.97,未拔出
02有排行无提醒,皖AT0641,0,2739.94,0,0,0,0,0,0,0,0,2020/4/10,0,未拔出
