部门,车牌号,日期,驾驶行为评分,排名
02有排行无提醒,粤B7U0H5,2020/1/2,100,1
04无排行无提醒,粤B0Y92H,2020/1/2,100,1
03无排行有提醒,粤B892VK,2020/1/2,100,1
04无排行无提醒,粤B83CT2,2020/1/2,100,1
02有排行无提醒,皖AT0543,2020/1/2,100,1
02有排行无提醒,粤SL3H57,2020/1/2,100,1
04无排行无提醒,粤B3RC91,2020/1/2,100,1
03无排行有提醒,粤B533CJ,2020/1/2,100,1
02有排行无提醒,闽C88DN2,2020/1/2,100,1
04无排行无提醒,粤B4C0S6,2020/1/2,100,1
01有排行有提醒,粤LBY602,2020/1/2,100,1
01有排行有提醒,皖AT0642,2020/1/2,100,1
03无排行有提醒,粤B3AU48,2020/1/2,100,1
02有排行无提醒,粤JCL629,2020/1/2,100,1
02有排行无提醒,皖AYY059,2020/1/2,100,1
03无排行有提醒,粤B2X562,2020/1/2,100,1
01有排行有提醒,粤S45B27,2020/1/2,100,1
01有排行有提醒,皖AT0626,2020/1/2,100,1
02有排行无提醒,粤BL05M1,2020/1/2,99.91,2
03无排行有提醒,粤BS207S,2020/1/2,99.83,3
01有排行有提醒,粤L39ES3,2020/1/2,97.86,4
02有排行无提醒,粤B3Q03K,2020/1/2,95.6,5
01有排行有提醒,粤B3R80W,2020/1/2,93.43,6
04无排行无提醒,粤BP439V,2020/1/2,90.14,7
04无排行无提醒,粤STB959,2020/1/2,87.86,8
02有排行无提醒,粤B9XN26,2020/1/2,86.73,9
01有排行有提醒,粤BT2220,2020/1/2,86.32,10
03无排行有提醒,皖AT0589,2020/1/2,68.83,11
01有排行有提醒,皖AT0650,2020/1/2,66.33,12
02有排行无提醒,皖AT0580,2020/1/2,64.98,13
03无排行有提醒,皖AT0579,2020/1/2,61.15,14
01有排行有提醒,皖AT0568,2020/1/2,60.85,15
02有排行无提醒,皖AT0620,2020/1/2,59,16
03无排行有提醒,皖AT0563,2020/1/2,58.88,17
04无排行无提醒,皖AT0608,2020/1/2,56.22,18
01有排行有提醒,皖AT0619,2020/1/2,54.47,19
04无排行无提醒,皖AT0661,2020/1/2,54.47,20
03无排行有提醒,粤STC809,2020/1/2,53.96,21
03无排行有提醒,皖AT0596,2020/1/2,53.21,22
04无排行无提醒,皖AT0658,2020/1/2,51.55,23
04无排行无提醒,皖AT0540,2020/1/2,50.81,24
03无排行有提醒,皖AT0633,2020/1/2,50.43,25
01有排行有提醒,皖AT0665,2020/1/2,50.18,26
01有排行有提醒,皖AT0628,2020/1/2,43.44,27
01有排行有提醒,皖AT0553,2020/1/2,42.65,28
01有排行有提醒,皖AT0547,2020/1/2,41.6,29
02有排行无提醒,皖AT0613,2020/1/2,41.45,30
02有排行无提醒,皖AT0541,2020/1/2,38.61,31
04无排行无提醒,皖AT0560,2020/1/2,36.49,32
01有排行有提醒,皖AT0600,2020/1/2,36.44,33
03无排行有提醒,皖AT0631,2020/1/2,33.86,34
02有排行无提醒,皖AT0601,2020/1/2,33.45,35
03无排行有提醒,皖AT0621,2020/1/2,32.97,36
04无排行无提醒,皖AT0666,2020/1/2,31.35,37
03无排行有提醒,皖AT0549,2020/1/2,31.02,38
04无排行无提醒,皖AT0565,2020/1/2,29.2,39
01有排行有提醒,皖AT0599,2020/1/2,27.71,40
03无排行有提醒,皖AT0591,2020/1/2,24.88,41
02有排行无提醒,皖AT0657,2020/1/2,22.08,42
04无排行无提醒,皖AT0623,2020/1/2,21.49,43
02有排行无提醒,皖AT0575,2020/1/2,18.1,44
02有排行无提醒,皖AT0576,2020/1/2,18.01,45
03无排行有提醒,粤TEST01,2020/1/2,0,46
01有排行有提醒,皖AT0609,2020/1/2,0,46
04无排行无提醒,皖AT0556,2020/1/2,0,46
02有排行无提醒,粤BN8G52,2020/1/2,0,46
01有排行有提醒,粤B048RX,2020/1/2,0,46
02有排行无提醒,皖AT0641,2020/1/2,0,46
02有排行无提醒,皖AT0543,2020/1/3,100,1
01有排行有提醒,粤BH218W,2020/1/3,100,1
04无排行无提醒,粤S09158,2020/1/3,100,1
04无排行无提醒,皖AT0616,2020/1/3,100,1
03无排行有提醒,粤BY1047,2020/1/3,100,1
04无排行无提醒,粤PR5795,2020/1/3,100,1
01有排行有提醒,粤B2K335,2020/1/3,100,1
03无排行有提醒,皖AT0632,2020/1/3,100,1
03无排行有提醒,渝D865V3,2020/1/3,100,1
02有排行无提醒,粤B7U0H5,2020/1/3,100,1
03无排行有提醒,粤B892VK,2020/1/3,100,1
04无排行无提醒,粤B83CT2,2020/1/3,100,1
02有排行无提醒,粤SL3H57,2020/1/3,100,1
03无排行有提醒,皖AT0539,2020/1/3,100,1
04无排行无提醒,粤B3RC91,2020/1/3,100,1
03无排行有提醒,粤B533CJ,2020/1/3,100,1
01有排行有提醒,粤S45B27,2020/1/3,100,1
01有排行有提醒,皖AT0642,2020/1/3,100,1
02有排行无提醒,皖AYY059,2020/1/3,100,1
01有排行有提醒,皖AT0626,2020/1/3,100,1
03无排行有提醒,粤B2X562,2020/1/3,100,1
04无排行无提醒,粤STB959,2020/1/3,100,1
02有排行无提醒,闽C88DN2,2020/1/3,100,1
04无排行无提醒,粤B4C0S6,2020/1/3,100,1
03无排行有提醒,粤B3AU48,2020/1/3,100,1
01有排行有提醒,粤LBY602,2020/1/3,100,1
01有排行有提醒,粤L39ES3,2020/1/3,99.91,2
02有排行无提醒,粤B3Q03K,2020/1/3,96.18,3
03无排行有提醒,粤STC809,2020/1/3,96.06,4
04无排行无提醒,粤B0Y92H,2020/1/3,93.69,5
02有排行无提醒,粤B9XN26,2020/1/3,92.23,6
02有排行无提醒,粤BL05M1,2020/1/3,91.77,7
01有排行有提醒,粤B3R80W,2020/1/3,90.69,8
04无排行无提醒,粤BP439V,2020/1/3,87.41,9
01有排行有提醒,粤BT2220,2020/1/3,86.72,10
01有排行有提醒,皖AT0650,2020/1/3,85.49,11
02有排行无提醒,皖AT0620,2020/1/3,80.39,12
04无排行无提醒,皖AT0658,2020/1/3,78.66,13
02有排行无提醒,粤JCL629,2020/1/3,71.05,14
04无排行无提醒,皖AT0540,2020/1/3,66.74,15
01有排行有提醒,皖AT0568,2020/1/3,64.49,16
02有排行无提醒,皖AT0580,2020/1/3,63.29,17
02有排行无提醒,皖AT0613,2020/1/3,61.35,18
01有排行有提醒,皖AT0599,2020/1/3,59.24,19
04无排行无提醒,皖AT0661,2020/1/3,58.52,20
03无排行有提醒,皖AT0579,2020/1/3,58.36,21
03无排行有提醒,皖AT0596,2020/1/3,55.15,22
03无排行有提醒,皖AT0549,2020/1/3,51.14,23
03无排行有提醒,皖AT0563,2020/1/3,49.2,24
01有排行有提醒,皖AT0547,2020/1/3,48.14,25
01有排行有提醒,皖AT0553,2020/1/3,48.1,26
02有排行无提醒,皖AT0601,2020/1/3,47.6,27
04无排行无提醒,皖AT0565,2020/1/3,46.89,28
03无排行有提醒,皖AT0633,2020/1/3,42.24,29
02有排行无提醒,皖AT0541,2020/1/3,42.11,30
01有排行有提醒,皖AT0619,2020/1/3,39.23,31
04无排行无提醒,皖AT0608,2020/1/3,38.19,32
02有排行无提醒,皖AT0576,2020/1/3,35.73,33
01有排行有提醒,皖AT0628,2020/1/3,32.13,34
03无排行有提醒,皖AT0631,2020/1/3,31.36,35
01有排行有提醒,皖AT0600,2020/1/3,31.29,36
04无排行无提醒,皖AT0560,2020/1/3,31.25,37
04无排行无提醒,皖AT0666,2020/1/3,30.85,38
03无排行有提醒,皖AT0621,2020/1/3,28.99,39
03无排行有提醒,皖AT0591,2020/1/3,28.91,40
03无排行有提醒,皖AT0589,2020/1/3,28.39,41
02有排行无提醒,皖AT0657,2020/1/3,25.07,42
04无排行无提醒,皖AT0623,2020/1/3,24.38,43
01有排行有提醒,皖AT0665,2020/1/3,20.43,44
02有排行无提醒,皖AT0575,2020/1/3,19.68,45
01有排行有提醒,皖AT0609,2020/1/3,0,46
03无排行有提醒,粤TEST01,2020/1/3,0,46
01有排行有提醒,粤B048RX,2020/1/3,0,46
02有排行无提醒,粤BN8G52,2020/1/3,0,46
03无排行有提醒,粤BS207S,2020/1/3,0,46
04无排行无提醒,皖AT0556,2020/1/3,0,46
02有排行无提醒,皖AT0641,2020/1/3,0,46
04无排行无提醒,皖AT0616,2020/1/4,100,1
01有排行有提醒,粤BH218W,2020/1/4,100,1
04无排行无提醒,粤S09158,2020/1/4,100,1
03无排行有提醒,粤BY1047,2020/1/4,100,1
04无排行无提醒,粤PR5795,2020/1/4,100,1
01有排行有提醒,粤B2K335,2020/1/4,100,1
03无排行有提醒,渝D865V3,2020/1/4,100,1
02有排行无提醒,粤B7U0H5,2020/1/4,100,1
04无排行无提醒,粤B0Y92H,2020/1/4,100,1
03无排行有提醒,粤B892VK,2020/1/4,100,1
04无排行无提醒,粤B83CT2,2020/1/4,100,1
02有排行无提醒,粤SL3H57,2020/1/4,100,1
02有排行无提醒,皖AT0543,2020/1/4,100,1
03无排行有提醒,皖AT0632,2020/1/4,100,1
03无排行有提醒,皖AT0539,2020/1/4,100,1
04无排行无提醒,粤B3RC91,2020/1/4,100,1
03无排行有提醒,粤B533CJ,2020/1/4,100,1
01有排行有提醒,皖AT0626,2020/1/4,100,1
01有排行有提醒,粤S45B27,2020/1/4,100,1
02有排行无提醒,闽C88DN2,2020/1/4,100,1
02有排行无提醒,皖AYY059,2020/1/4,100,1
03无排行有提醒,粤B2X562,2020/1/4,100,1
04无排行无提醒,粤B4C0S6,2020/1/4,100,1
01有排行有提醒,粤LBY602,2020/1/4,100,1
03无排行有提醒,粤B3AU48,2020/1/4,100,1
04无排行无提醒,粤STB959,2020/1/4,99.91,2
03无排行有提醒,粤BS207S,2020/1/4,98.1,3
02有排行无提醒,粤BL05M1,2020/1/4,96.45,4
02有排行无提醒,粤B3Q03K,2020/1/4,96.02,5
03无排行有提醒,粤STC809,2020/1/4,94.95,6
01有排行有提醒,粤B3R80W,2020/1/4,94.78,7
01有排行有提醒,皖AT0642,2020/1/4,93.36,8
01有排行有提醒,粤L39ES3,2020/1/4,91.34,9
02有排行无提醒,粤JCL629,2020/1/4,91.23,10
01有排行有提醒,粤BT2220,2020/1/4,90.32,11
04无排行无提醒,粤BP439V,2020/1/4,85.71,12
03无排行有提醒,皖AT0589,2020/1/4,81.1,13
02有排行无提醒,皖AT0580,2020/1/4,72.82,14
04无排行无提醒,皖AT0661,2020/1/4,69.67,15
02有排行无提醒,皖AT0620,2020/1/4,67.61,16
02有排行无提醒,粤B9XN26,2020/1/4,65.84,17
01有排行有提醒,皖AT0553,2020/1/4,57.84,18
03无排行有提醒,皖AT0596,2020/1/4,57.36,19
02有排行无提醒,皖AT0613,2020/1/4,51.76,20
01有排行有提醒,皖AT0650,2020/1/4,50.17,21
04无排行无提醒,皖AT0666,2020/1/4,48.41,22
03无排行有提醒,皖AT0633,2020/1/4,46.12,23
04无排行无提醒,皖AT0608,2020/1/4,44.94,24
01有排行有提醒,皖AT0547,2020/1/4,42.95,25
02有排行无提醒,皖AT0541,2020/1/4,42.61,26
04无排行无提醒,皖AT0565,2020/1/4,41.13,27
03无排行有提醒,皖AT0579,2020/1/4,40.61,28
01有排行有提醒,皖AT0599,2020/1/4,38.96,29
03无排行有提醒,皖AT0591,2020/1/4,38.03,30
02有排行无提醒,皖AT0601,2020/1/4,37.94,31
03无排行有提醒,皖AT0621,2020/1/4,37.88,32
03无排行有提醒,皖AT0631,2020/1/4,34.88,33
04无排行无提醒,皖AT0560,2020/1/4,34.65,34
04无排行无提醒,皖AT0658,2020/1/4,34.41,35
02有排行无提醒,皖AT0576,2020/1/4,33.93,36
01有排行有提醒,皖AT0600,2020/1/4,31.55,37
03无排行有提醒,皖AT0563,2020/1/4,31.12,38
04无排行无提醒,皖AT0540,2020/1/4,30.94,39
01有排行有提醒,皖AT0628,2020/1/4,29.31,40
01有排行有提醒,皖AT0619,2020/1/4,25.87,41
03无排行有提醒,皖AT0549,2020/1/4,25.74,42
02有排行无提醒,皖AT0657,2020/1/4,24.23,43
04无排行无提醒,皖AT0623,2020/1/4,18.64,44
02有排行无提醒,皖AT0575,2020/1/4,17.53,45
01有排行有提醒,皖AT0665,2020/1/4,12.43,46
01有排行有提醒,皖AT0568,2020/1/4,1.24,47
03无排行有提醒,粤TEST01,2020/1/4,0,48
01有排行有提醒,皖AT0609,2020/1/4,0,48
04无排行无提醒,皖AT0556,2020/1/4,0,48
01有排行有提醒,粤B048RX,2020/1/4,0,48
02有排行无提醒,粤BN8G52,2020/1/4,0,48
02有排行无提醒,皖AT0641,2020/1/4,0,48
03无排行有提醒,粤B2X562,2020/1/5,100,1
04无排行无提醒,粤B3RC91,2020/1/5,100,1
01有排行有提醒,粤BH218W,2020/1/5,100,1
04无排行无提醒,粤B83CT2,2020/1/5,100,1
04无排行无提醒,粤S09158,2020/1/5,100,1
04无排行无提醒,皖AT0616,2020/1/5,100,1
03无排行有提醒,粤BY1047,2020/1/5,100,1
04无排行无提醒,粤PR5795,2020/1/5,100,1
01有排行有提醒,粤B2K335,2020/1/5,100,1
03无排行有提醒,皖AT0539,2020/1/5,100,1
03无排行有提醒,渝D865V3,2020/1/5,100,1
02有排行无提醒,粤B7U0H5,2020/1/5,100,1
04无排行无提醒,粤B0Y92H,2020/1/5,100,1
03无排行有提醒,粤B892VK,2020/1/5,100,1
03无排行有提醒,粤B533CJ,2020/1/5,100,1
01有排行有提醒,粤S45B27,2020/1/5,100,1
02有排行无提醒,粤SL3H57,2020/1/5,100,1
02有排行无提醒,皖AYY059,2020/1/5,100,1
01有排行有提醒,皖AT0626,2020/1/5,100,1
02有排行无提醒,皖AT0543,2020/1/5,100,1
04无排行无提醒,粤STB959,2020/1/5,100,1
02有排行无提醒,闽C88DN2,2020/1/5,100,1
04无排行无提醒,粤B4C0S6,2020/1/5,100,1
01有排行有提醒,粤LBY602,2020/1/5,100,1
03无排行有提醒,皖AT0632,2020/1/5,100,1
03无排行有提醒,粤B3AU48,2020/1/5,100,1
02有排行无提醒,粤BL05M1,2020/1/5,96.12,2
03无排行有提醒,粤STC809,2020/1/5,95.08,3
01有排行有提醒,皖AT0642,2020/1/5,93.62,4
01有排行有提醒,粤L39ES3,2020/1/5,90.84,5
01有排行有提醒,粤BT2220,2020/1/5,90.77,6
01有排行有提醒,粤B3R80W,2020/1/5,89.97,7
04无排行无提醒,粤BP439V,2020/1/5,88.6,8
02有排行无提醒,粤B9XN26,2020/1/5,88.56,9
02有排行无提醒,粤B3Q03K,2020/1/5,77.4,10
02有排行无提醒,皖AT0580,2020/1/5,72.58,11
01有排行有提醒,皖AT0568,2020/1/5,72.24,12
04无排行无提醒,皖AT0658,2020/1/5,69.88,13
02有排行无提醒,皖AT0541,2020/1/5,68.01,14
03无排行有提醒,皖AT0589,2020/1/5,66.15,15
03无排行有提醒,皖AT0563,2020/1/5,61.58,16
01有排行有提醒,皖AT0650,2020/1/5,61.38,17
03无排行有提醒,皖AT0633,2020/1/5,60.98,18
02有排行无提醒,皖AT0576,2020/1/5,59.82,19
01有排行有提醒,皖AT0619,2020/1/5,56.84,20
02有排行无提醒,皖AT0613,2020/1/5,56.34,21
02有排行无提醒,粤JCL629,2020/1/5,54.65,22
03无排行有提醒,皖AT0596,2020/1/5,53.45,23
03无排行有提醒,皖AT0621,2020/1/5,51.6,24
04无排行无提醒,皖AT0661,2020/1/5,49.34,25
04无排行无提醒,皖AT0560,2020/1/5,48.85,26
01有排行有提醒,皖AT0553,2020/1/5,46.14,27
02有排行无提醒,皖AT0657,2020/1/5,45.58,28
02有排行无提醒,皖AT0620,2020/1/5,45.56,29
01有排行有提醒,皖AT0599,2020/1/5,45.54,30
01有排行有提醒,皖AT0628,2020/1/5,44.47,31
04无排行无提醒,皖AT0608,2020/1/5,43.86,32
04无排行无提醒,皖AT0540,2020/1/5,42.55,33
02有排行无提醒,皖AT0601,2020/1/5,41.79,34
03无排行有提醒,皖AT0631,2020/1/5,33.48,35
04无排行无提醒,皖AT0666,2020/1/5,29.5,36
01有排行有提醒,皖AT0600,2020/1/5,28.45,37
03无排行有提醒,皖AT0591,2020/1/5,28.3,38
04无排行无提醒,皖AT0623,2020/1/5,26.7,39
03无排行有提醒,皖AT0549,2020/1/5,26.52,40
04无排行无提醒,皖AT0565,2020/1/5,24.42,41
03无排行有提醒,皖AT0579,2020/1/5,22.42,42
02有排行无提醒,皖AT0575,2020/1/5,17.55,43
01有排行有提醒,皖AT0665,2020/1/5,14.03,44
03无排行有提醒,粤TEST01,2020/1/5,0,45
01有排行有提醒,皖AT0609,2020/1/5,0,45
02有排行无提醒,皖AT0641,2020/1/5,0,45
01有排行有提醒,粤B048RX,2020/1/5,0,45
04无排行无提醒,皖AT0556,2020/1/5,0,45
02有排行无提醒,粤BN8G52,2020/1/5,0,45
03无排行有提醒,粤BS207S,2020/1/5,0,45
01有排行有提醒,皖AT0547,2020/1/5,0,45
03无排行有提醒,粤B2X562,2020/1/6,100,1
01有排行有提醒,粤BH218W,2020/1/6,100,1
02有排行无提醒,皖AT0543,2020/1/6,100,1
04无排行无提醒,粤S09158,2020/1/6,100,1
04无排行无提醒,皖AT0616,2020/1/6,100,1
03无排行有提醒,粤BY1047,2020/1/6,100,1
04无排行无提醒,粤PR5795,2020/1/6,100,1
01有排行有提醒,粤B2K335,2020/1/6,100,1
03无排行有提醒,皖AT0539,2020/1/6,100,1
03无排行有提醒,渝D865V3,2020/1/6,100,1
02有排行无提醒,粤B7U0H5,2020/1/6,100,1
04无排行无提醒,粤B0Y92H,2020/1/6,100,1
03无排行有提醒,粤B892VK,2020/1/6,100,1
04无排行无提醒,粤B83CT2,2020/1/6,100,1
02有排行无提醒,粤SL3H57,2020/1/6,100,1
04无排行无提醒,粤B3RC91,2020/1/6,100,1
03无排行有提醒,粤B533CJ,2020/1/6,100,1
03无排行有提醒,皖AT0632,2020/1/6,100,1
02有排行无提醒,闽C88DN2,2020/1/6,100,1
04无排行无提醒,粤B4C0S6,2020/1/6,100,1
02有排行无提醒,皖AYY059,2020/1/6,100,1
01有排行有提醒,粤LBY602,2020/1/6,100,1
03无排行有提醒,粤B3AU48,2020/1/6,100,1
02有排行无提醒,粤JCL629,2020/1/6,100,1
01有排行有提醒,皖AT0642,2020/1/6,100,1
01有排行有提醒,粤S45B27,2020/1/6,100,1
01有排行有提醒,皖AT0626,2020/1/6,100,1
02有排行无提醒,粤B3Q03K,2020/1/6,94.13,2
03无排行有提醒,粤STC809,2020/1/6,93.87,3
02有排行无提醒,粤BL05M1,2020/1/6,91.84,4
01有排行有提醒,粤B3R80W,2020/1/6,89.33,5
02有排行无提醒,粤B9XN26,2020/1/6,89.3,6
01有排行有提醒,粤L39ES3,2020/1/6,87.03,7
04无排行无提醒,粤BP439V,2020/1/6,86.81,8
01有排行有提醒,粤BT2220,2020/1/6,81.23,9
04无排行无提醒,皖AT0661,2020/1/6,70.93,10
03无排行有提醒,皖AT0589,2020/1/6,70.61,11
01有排行有提醒,皖AT0568,2020/1/6,69.75,12
02有排行无提醒,皖AT0601,2020/1/6,65.2,13
01有排行有提醒,皖AT0599,2020/1/6,62.83,14
02有排行无提醒,皖AT0576,2020/1/6,61.53,15
01有排行有提醒,皖AT0650,2020/1/6,57.18,16
04无排行无提醒,皖AT0540,2020/1/6,55.66,17
04无排行无提醒,皖AT0658,2020/1/6,55.44,18
04无排行无提醒,皖AT0608,2020/1/6,50.71,19
01有排行有提醒,皖AT0553,2020/1/6,50.5,20
04无排行无提醒,皖AT0666,2020/1/6,48.81,21
03无排行有提醒,皖AT0621,2020/1/6,47.17,22
04无排行无提醒,皖AT0560,2020/1/6,46.85,23
03无排行有提醒,皖AT0596,2020/1/6,46.72,24
02有排行无提醒,皖AT0620,2020/1/6,44.91,25
02有排行无提醒,皖AT0613,2020/1/6,44.18,26
01有排行有提醒,皖AT0600,2020/1/6,43.87,27
03无排行有提醒,皖AT0591,2020/1/6,41.66,28
03无排行有提醒,皖AT0579,2020/1/6,41.27,29
03无排行有提醒,皖AT0633,2020/1/6,38.78,30
01有排行有提醒,皖AT0628,2020/1/6,37.15,31
02有排行无提醒,皖AT0541,2020/1/6,36.55,32
02有排行无提醒,皖AT0580,2020/1/6,34.92,33
01有排行有提醒,皖AT0619,2020/1/6,33.75,34
03无排行有提醒,皖AT0631,2020/1/6,30.66,35
01有排行有提醒,皖AT0547,2020/1/6,28.43,36
02有排行无提醒,皖AT0657,2020/1/6,22.46,37
04无排行无提醒,皖AT0565,2020/1/6,18.19,38
03无排行有提醒,皖AT0549,2020/1/6,17.8,39
04无排行无提醒,皖AT0623,2020/1/6,15.58,40
03无排行有提醒,皖AT0563,2020/1/6,9.55,41
01有排行有提醒,皖AT0665,2020/1/6,7.56,42
02有排行无提醒,皖AT0575,2020/1/6,2.35,43
04无排行无提醒,皖AT0556,2020/1/6,0,44
01有排行有提醒,粤B048RX,2020/1/6,0,44
03无排行有提醒,粤TEST01,2020/1/6,0,44
02有排行无提醒,粤BN8G52,2020/1/6,0,44
03无排行有提醒,粤BS207S,2020/1/6,0,44
04无排行无提醒,粤STB959,2020/1/6,0,44
01有排行有提醒,皖AT0609,2020/1/6,0,44
02有排行无提醒,皖AT0641,2020/1/6,0,44
03无排行有提醒,皖AT0539,2020/1/7,100,1
04无排行无提醒,粤S09158,2020/1/7,100,1
03无排行有提醒,皖AT0632,2020/1/7,100,1
03无排行有提醒,粤BY1047,2020/1/7,100,1
04无排行无提醒,粤PR5795,2020/1/7,100,1
01有排行有提醒,粤B2K335,2020/1/7,100,1
04无排行无提醒,皖AT0616,2020/1/7,100,1
04无排行无提醒,粤BP439V,2020/1/7,100,1
03无排行有提醒,渝D865V3,2020/1/7,100,1
02有排行无提醒,粤B7U0H5,2020/1/7,100,1
04无排行无提醒,粤B0Y92H,2020/1/7,100,1
03无排行有提醒,粤B892VK,2020/1/7,100,1
04无排行无提醒,粤B83CT2,2020/1/7,100,1
02有排行无提醒,皖AT0543,2020/1/7,100,1
02有排行无提醒,粤SL3H57,2020/1/7,100,1
01有排行有提醒,粤BH218W,2020/1/7,100,1
04无排行无提醒,粤B3RC91,2020/1/7,100,1
03无排行有提醒,粤B533CJ,2020/1/7,100,1
01有排行有提醒,皖AT0626,2020/1/7,100,1
02有排行无提醒,闽C88DN2,2020/1/7,100,1
04无排行无提醒,粤B4C0S6,2020/1/7,100,1
01有排行有提醒,粤LBY602,2020/1/7,100,1
03无排行有提醒,粤B3AU48,2020/1/7,100,1
02有排行无提醒,粤JCL629,2020/1/7,100,1
01有排行有提醒,粤S45B27,2020/1/7,100,1
02有排行无提醒,皖AYY059,2020/1/7,100,1
03无排行有提醒,粤B2X562,2020/1/7,100,1
02有排行无提醒,粤B3Q03K,2020/1/7,93.62,2
01有排行有提醒,粤B3R80W,2020/1/7,92.8,3
01有排行有提醒,粤L39ES3,2020/1/7,90.65,4
01有排行有提醒,皖AT0642,2020/1/7,88.3,5
