部门,车牌号,日期,驾驶行为评分
02有排行无提醒,粤BL05M1,2020/8/16,0
02有排行无提醒,皖AT0641,2020/8/16,0
04无排行无提醒,皖AT0608,2020/8/16,-8.56
02有排行无提醒,皖AT0580,2020/8/17,100
02有排行无提醒,皖AT0543,2020/8/17,100
03无排行有提醒,皖AT0633,2020/8/17,100
02有排行无提醒,皖AT0576,2020/8/17,100
02有排行无提醒,粤SL3H57,2020/8/17,100
03无排行有提醒,粤BS207S,2020/8/17,100
04无排行无提醒,粤B83CT2,2020/8/17,100
03无排行有提醒,粤B892VK,2020/8/17,100
04无排行无提醒,粤B0Y92H,2020/8/17,100
02有排行无提醒,粤B7U0H5,2020/8/17,100
03无排行有提醒,渝D865V3,2020/8/17,100
01有排行有提醒,粤L39ES3,2020/8/17,100
03无排行有提醒,皖AT0549,2020/8/17,100
04无排行无提醒,皖AT0560,2020/8/17,100
01有排行有提醒,皖AT0619,2020/8/17,100
04无排行无提醒,皖AT0666,2020/8/17,100
02有排行无提醒,皖AT0575,2020/8/17,100
03无排行有提醒,皖AT0589,2020/8/17,100
02有排行无提醒,皖AT0657,2020/8/17,100
01有排行有提醒,皖AT0547,2020/8/17,100
04无排行无提醒,皖AT0616,2020/8/17,100
03无排行有提醒,皖AT0539,2020/8/17,100
01有排行有提醒,皖AT0600,2020/8/17,100
04无排行无提醒,皖AT0661,2020/8/17,100
03无排行有提醒,皖AT0579,2020/8/17,100
04无排行无提醒,粤BP439V,2020/8/17,100
03无排行有提醒,粤STC809,2020/8/17,100
04无排行无提醒,粤B3RC91,2020/8/17,100
03无排行有提醒,粤B533CJ,2020/8/17,100
02有排行无提醒,粤B3Q03K,2020/8/17,100
01有排行有提醒,粤S45B27,2020/8/17,100
02有排行无提醒,粤JCL629,2020/8/17,100
03无排行有提醒,粤B3AU48,2020/8/17,100
04无排行无提醒,粤STB959,2020/8/17,100
01有排行有提醒,皖AT0626,2020/8/17,100
02有排行无提醒,闽C88DN2,2020/8/17,100
04无排行无提醒,粤B4C0S6,2020/8/17,100
01有排行有提醒,粤BH218W,2020/8/17,100
01有排行有提醒,粤B2K335,2020/8/17,100
04无排行无提醒,粤PR5795,2020/8/17,100
03无排行有提醒,粤BY1047,2020/8/17,100
01有排行有提醒,粤B3R80W,2020/8/17,100
03无排行有提醒,粤B2X562,2020/8/17,100
04无排行无提醒,粤S09158,2020/8/17,100
02有排行无提醒,粤B9XN26,2020/8/17,100
02有排行无提醒,皖AYY059,2020/8/17,100
01有排行有提醒,粤LBY602,2020/8/17,100
02有排行无提醒,粤BL05M1,2020/8/17,95.27
01有排行有提醒,皖AT0642,2020/8/17,87.1
01有排行有提醒,粤BT2220,2020/8/17,85.04
02有排行无提醒,皖AT0620,2020/8/17,78.92
03无排行有提醒,皖AT0596,2020/8/17,55.99
04无排行无提醒,皖AT0565,2020/8/17,54.28
03无排行有提醒,皖AT0632,2020/8/17,53.04
01有排行有提醒,皖AT0599,2020/8/17,48.4
03无排行有提醒,皖AT0563,2020/8/17,46.76
03无排行有提醒,皖AT0631,2020/8/17,45.47
03无排行有提醒,皖AT0621,2020/8/17,44.93
02有排行无提醒,皖AT0613,2020/8/17,40.83
03无排行有提醒,皖AT0591,2020/8/17,40.27
02有排行无提醒,皖AT0601,2020/8/17,38.26
04无排行无提醒,皖AT0540,2020/8/17,37.37
04无排行无提醒,皖AT0658,2020/8/17,35.41
02有排行无提醒,皖AT0541,2020/8/17,35.17
01有排行有提醒,皖AT0650,2020/8/17,34.51
01有排行有提醒,皖AT0568,2020/8/17,33.02
01有排行有提醒,皖AT0665,2020/8/17,32.45
01有排行有提醒,皖AT0553,2020/8/17,29.02
01有排行有提醒,皖AT0628,2020/8/17,28.08
04无排行无提醒,皖AT0623,2020/8/17,24.06
04无排行无提醒,皖AT0608,2020/8/17,22.43
01有排行有提醒,皖AT0609,2020/8/17,0
01有排行有提醒,粤B048RX,2020/8/17,0
02有排行无提醒,粤BN8G52,2020/8/17,0
03无排行有提醒,粤TEST01,2020/8/17,0
04无排行无提醒,皖AT0556,2020/8/17,0
02有排行无提醒,皖AT0641,2020/8/17,0
02有排行无提醒,皖AT0580,2020/8/18,100
03无排行有提醒,皖AT0549,2020/8/18,100
02有排行无提醒,皖AT0543,2020/8/18,100
03无排行有提醒,皖AT0633,2020/8/18,100
02有排行无提醒,皖AT0576,2020/8/18,100
02有排行无提醒,粤SL3H57,2020/8/18,100
03无排行有提醒,粤BS207S,2020/8/18,100
04无排行无提醒,粤B83CT2,2020/8/18,100
03无排行有提醒,粤B892VK,2020/8/18,100
04无排行无提醒,粤B0Y92H,2020/8/18,100
02有排行无提醒,粤B7U0H5,2020/8/18,100
03无排行有提醒,渝D865V3,2020/8/18,100
01有排行有提醒,粤L39ES3,2020/8/18,100
04无排行无提醒,皖AT0560,2020/8/18,100
01有排行有提醒,皖AT0628,2020/8/18,100
01有排行有提醒,皖AT0642,2020/8/18,100
01有排行有提醒,皖AT0619,2020/8/18,100
04无排行无提醒,皖AT0666,2020/8/18,100
02有排行无提醒,皖AT0575,2020/8/18,100
03无排行有提醒,皖AT0589,2020/8/18,100
02有排行无提醒,皖AT0657,2020/8/18,100
01有排行有提醒,皖AT0547,2020/8/18,100
04无排行无提醒,皖AT0616,2020/8/18,100
03无排行有提醒,皖AT0539,2020/8/18,100
01有排行有提醒,皖AT0600,2020/8/18,100
04无排行无提醒,皖AT0661,2020/8/18,100
03无排行有提醒,皖AT0579,2020/8/18,100
04无排行无提醒,粤BP439V,2020/8/18,100
01有排行有提醒,粤BH218W,2020/8/18,100
01有排行有提醒,粤S45B27,2020/8/18,100
02有排行无提醒,粤JCL629,2020/8/18,100
02有排行无提醒,粤B3Q03K,2020/8/18,100
03无排行有提醒,粤B3AU48,2020/8/18,100
01有排行有提醒,粤LBY602,2020/8/18,100
04无排行无提醒,粤B4C0S6,2020/8/18,100
02有排行无提醒,闽C88DN2,2020/8/18,100
02有排行无提醒,皖AYY059,2020/8/18,100
04无排行无提醒,粤STB959,2020/8/18,100
01有排行有提醒,皖AT0626,2020/8/18,100
03无排行有提醒,粤B533CJ,2020/8/18,100
04无排行无提醒,粤B3RC91,2020/8/18,100
04无排行无提醒,粤S09158,2020/8/18,100
03无排行有提醒,粤STC809,2020/8/18,100
03无排行有提醒,粤BY1047,2020/8/18,100
01有排行有提醒,粤B3R80W,2020/8/18,100
04无排行无提醒,粤PR5795,2020/8/18,100
01有排行有提醒,粤B2K335,2020/8/18,100
03无排行有提醒,粤B2X562,2020/8/18,100
02有排行无提醒,粤B9XN26,2020/8/18,100
02有排行无提醒,粤BL05M1,2020/8/18,89.89
01有排行有提醒,粤BT2220,2020/8/18,86.08
02有排行无提醒,皖AT0620,2020/8/18,82.21
02有排行无提醒,皖AT0541,2020/8/18,71.08
04无排行无提醒,皖AT0658,2020/8/18,60.84
03无排行有提醒,皖AT0596,2020/8/18,53.74
03无排行有提醒,皖AT0591,2020/8/18,51.8
03无排行有提醒,皖AT0631,2020/8/18,48.59
03无排行有提醒,皖AT0563,2020/8/18,46.69
03无排行有提醒,皖AT0621,2020/8/18,45.4
03无排行有提醒,皖AT0632,2020/8/18,44.52
01有排行有提醒,皖AT0665,2020/8/18,42.83
01有排行有提醒,皖AT0553,2020/8/18,37.87
04无排行无提醒,皖AT0565,2020/8/18,32.44
01有排行有提醒,皖AT0599,2020/8/18,31.04
02有排行无提醒,皖AT0601,2020/8/18,28.78
02有排行无提醒,皖AT0613,2020/8/18,20.07
04无排行无提醒,皖AT0540,2020/8/18,16.09
01有排行有提醒,皖AT0568,2020/8/18,15.38
01有排行有提醒,皖AT0650,2020/8/18,10.17
