部门,车牌号,日期,驾驶行为评分,排名
01有排行有提醒,粤B048RX,2020/9/1,0,26
02有排行无提醒,皖AT0641,2020/9/1,0,26
02有排行无提醒,皖AT0580,2020/9/2,100,1
03无排行有提醒,皖AT0633,2020/9/2,100,1
02有排行无提醒,皖AT0576,2020/9/2,100,1
02有排行无提醒,粤SL3H57,2020/9/2,100,1
03无排行有提醒,粤BS207S,2020/9/2,100,1
04无排行无提醒,粤B83CT2,2020/9/2,100,1
02有排行无提醒,粤BL05M1,2020/9/2,100,1
03无排行有提醒,粤B892VK,2020/9/2,100,1
04无排行无提醒,粤B0Y92H,2020/9/2,100,1
02有排行无提醒,粤B7U0H5,2020/9/2,100,1
03无排行有提醒,渝D865V3,2020/9/2,100,1
01有排行有提醒,粤L39ES3,2020/9/2,100,1
02有排行无提醒,皖AT0543,2020/9/2,100,1
03无排行有提醒,皖AT0549,2020/9/2,100,1
04无排行无提醒,皖AT0560,2020/9/2,100,1
01有排行有提醒,皖AT0619,2020/9/2,100,1
04无排行无提醒,皖AT0666,2020/9/2,100,1
02有排行无提醒,皖AT0575,2020/9/2,100,1
03无排行有提醒,皖AT0589,2020/9/2,100,1
02有排行无提醒,皖AT0657,2020/9/2,100,1
01有排行有提醒,皖AT0547,2020/9/2,100,1
04无排行无提醒,皖AT0616,2020/9/2,100,1
03无排行有提醒,皖AT0539,2020/9/2,100,1
01有排行有提醒,皖AT0600,2020/9/2,100,1
04无排行无提醒,皖AT0661,2020/9/2,100,1
03无排行有提醒,皖AT0579,2020/9/2,100,1
04无排行无提醒,粤BP439V,2020/9/2,100,1
04无排行无提醒,粤B3RC91,2020/9/2,100,1
01有排行有提醒,粤S45B27,2020/9/2,100,1
02有排行无提醒,粤JCL629,2020/9/2,100,1
03无排行有提醒,粤B3AU48,2020/9/2,100,1
01有排行有提醒,皖AT0626,2020/9/2,100,1
01有排行有提醒,粤LBY602,2020/9/2,100,1
04无排行无提醒,粤B4C0S6,2020/9/2,100,1
02有排行无提醒,闽C88DN2,2020/9/2,100,1
04无排行无提醒,粤STB959,2020/9/2,100,1
02有排行无提醒,皖AYY059,2020/9/2,100,1
02有排行无提醒,粤B3Q03K,2020/9/2,100,1
03无排行有提醒,粤B533CJ,2020/9/2,100,1
04无排行无提醒,粤S09158,2020/9/2,100,1
03无排行有提醒,粤BY1047,2020/9/2,100,1
02有排行无提醒,粤B9XN26,2020/9/2,100,1
04无排行无提醒,粤PR5795,2020/9/2,100,1
01有排行有提醒,粤B2K335,2020/9/2,100,1
01有排行有提醒,粤BH218W,2020/9/2,100,1
03无排行有提醒,粤B2X562,2020/9/2,100,1
03无排行有提醒,粤STC809,2020/9/2,100,1
01有排行有提醒,粤B3R80W,2020/9/2,100,1
01有排行有提醒,粤BT2220,2020/9/2,87,2
02有排行无提醒,皖AT0620,2020/9/2,80.48,3
01有排行有提醒,皖AT0642,2020/9/2,77.27,4
01有排行有提醒,皖AT0568,2020/9/2,69.79,5
04无排行无提醒,皖AT0658,2020/9/2,66.37,6
04无排行无提醒,皖AT0540,2020/9/2,61.24,7
04无排行无提醒,皖AT0623,2020/9/2,61.22,8
03无排行有提醒,皖AT0632,2020/9/2,61.07,9
02有排行无提醒,皖AT0541,2020/9/2,59.75,10
01有排行有提醒,皖AT0665,2020/9/2,57.18,11
03无排行有提醒,皖AT0596,2020/9/2,56.3,12
03无排行有提醒,皖AT0591,2020/9/2,55.84,13
02有排行无提醒,皖AT0601,2020/9/2,47.03,14
03无排行有提醒,皖AT0621,2020/9/2,46.92,15
03无排行有提醒,皖AT0563,2020/9/2,46.35,16
01有排行有提醒,皖AT0628,2020/9/2,45.79,17
04无排行无提醒,皖AT0565,2020/9/2,39.92,18
02有排行无提醒,皖AT0613,2020/9/2,38.78,19
03无排行有提醒,皖AT0631,2020/9/2,35.67,20
01有排行有提醒,皖AT0650,2020/9/2,35.59,21
01有排行有提醒,皖AT0553,2020/9/2,33.01,22
04无排行无提醒,皖AT0608,2020/9/2,29.16,23
01有排行有提醒,皖AT0599,2020/9/2,24.44,24
01有排行有提醒,粤B048RX,2020/9/2,0,25
02有排行无提醒,粤BN8G52,2020/9/2,0,25
03无排行有提醒,粤TEST01,2020/9/2,0,25
01有排行有提醒,皖AT0609,2020/9/2,0,25
04无排行无提醒,皖AT0556,2020/9/2,0,25
02有排行无提醒,皖AT0641,2020/9/2,0,25
02有排行无提醒,皖AT0580,2020/9/3,100,1
02有排行无提醒,皖AT0543,2020/9/3,100,1
03无排行有提醒,皖AT0633,2020/9/3,100,1
02有排行无提醒,皖AT0576,2020/9/3,100,1
02有排行无提醒,粤SL3H57,2020/9/3,100,1
03无排行有提醒,粤BS207S,2020/9/3,100,1
04无排行无提醒,粤B83CT2,2020/9/3,100,1
03无排行有提醒,粤B892VK,2020/9/3,100,1
04无排行无提醒,粤B0Y92H,2020/9/3,100,1
02有排行无提醒,粤B7U0H5,2020/9/3,100,1
03无排行有提醒,渝D865V3,2020/9/3,100,1
01有排行有提醒,粤L39ES3,2020/9/3,100,1
03无排行有提醒,皖AT0549,2020/9/3,100,1
04无排行无提醒,皖AT0560,2020/9/3,100,1
01有排行有提醒,皖AT0619,2020/9/3,100,1
04无排行无提醒,皖AT0666,2020/9/3,100,1
02有排行无提醒,皖AT0575,2020/9/3,100,1
03无排行有提醒,皖AT0589,2020/9/3,100,1
02有排行无提醒,皖AT0657,2020/9/3,100,1
01有排行有提醒,皖AT0547,2020/9/3,100,1
04无排行无提醒,皖AT0616,2020/9/3,100,1
03无排行有提醒,皖AT0539,2020/9/3,100,1
01有排行有提醒,皖AT0600,2020/9/3,100,1
04无排行无提醒,皖AT0661,2020/9/3,100,1
03无排行有提醒,皖AT0579,2020/9/3,100,1
04无排行无提醒,粤BP439V,2020/9/3,100,1
03无排行有提醒,粤STC809,2020/9/3,100,1
04无排行无提醒,粤B3RC91,2020/9/3,100,1
03无排行有提醒,粤B533CJ,2020/9/3,100,1
01有排行有提醒,粤S45B27,2020/9/3,100,1
02有排行无提醒,粤JCL629,2020/9/3,100,1
03无排行有提醒,粤B3AU48,2020/9/3,100,1
02有排行无提醒,粤B3Q03K,2020/9/3,100,1
04无排行无提醒,粤STB959,2020/9/3,100,1
01有排行有提醒,皖AT0626,2020/9/3,100,1
01有排行有提醒,粤LBY602,2020/9/3,100,1
04无排行无提醒,粤B4C0S6,2020/9/3,100,1
02有排行无提醒,皖AYY059,2020/9/3,100,1
01有排行有提醒,粤B2K335,2020/9/3,100,1
04无排行无提醒,粤PR5795,2020/9/3,100,1
03无排行有提醒,粤BY1047,2020/9/3,100,1
01有排行有提醒,粤B3R80W,2020/9/3,100,1
03无排行有提醒,粤B2X562,2020/9/3,100,1
04无排行无提醒,粤S09158,2020/9/3,100,1
02有排行无提醒,粤B9XN26,2020/9/3,100,1
01有排行有提醒,粤BH218W,2020/9/3,100,1
02有排行无提醒,闽C88DN2,2020/9/3,100,1
02有排行无提醒,粤BL05M1,2020/9/3,91.08,2
02有排行无提醒,皖AT0620,2020/9/3,88.53,3
01有排行有提醒,粤BT2220,2020/9/3,87.8,4
01有排行有提醒,皖AT0642,2020/9/3,80.34,5
01有排行有提醒,皖AT0568,2020/9/3,63.22,6
02有排行无提醒,皖AT0541,2020/9/3,59.37,7
01有排行有提醒,皖AT0650,2020/9/3,57.73,8
02有排行无提醒,皖AT0601,2020/9/3,55.72,9
03无排行有提醒,皖AT0563,2020/9/3,55,10
03无排行有提醒,皖AT0631,2020/9/3,54.88,11
04无排行无提醒,皖AT0565,2020/9/3,53.8,12
01有排行有提醒,皖AT0553,2020/9/3,51.54,13
01有排行有提醒,皖AT0665,2020/9/3,51.04,14
04无排行无提醒,皖AT0658,2020/9/3,51,15
03无排行有提醒,皖AT0621,2020/9/3,48.64,16
04无排行无提醒,皖AT0540,2020/9/3,42.91,17
03无排行有提醒,皖AT0596,2020/9/3,41.66,18
02有排行无提醒,皖AT0613,2020/9/3,38.85,19
01有排行有提醒,皖AT0628,2020/9/3,37.81,20
03无排行有提醒,皖AT0632,2020/9/3,30.83,21
03无排行有提醒,皖AT0591,2020/9/3,24.21,22
04无排行无提醒,皖AT0623,2020/9/3,23.82,23
01有排行有提醒,皖AT0599,2020/9/3,9.2,24
01有排行有提醒,皖AT0609,2020/9/3,0,25
01有排行有提醒,粤B048RX,2020/9/3,0,25
02有排行无提醒,粤BN8G52,2020/9/3,0,25
04无排行无提醒,皖AT0556,2020/9/3,0,25
02有排行无提醒,皖AT0641,2020/9/3,0,25
03无排行有提醒,粤TEST01,2020/9/3,0,25
04无排行无提醒,皖AT0608,2020/9/3,0,25
02有排行无提醒,皖AT0580,2020/9/4,100,1
03无排行有提醒,皖AT0633,2020/9/4,100,1
02有排行无提醒,皖AT0576,2020/9/4,100,1
02有排行无提醒,粤SL3H57,2020/9/4,100,1
03无排行有提醒,粤BS207S,2020/9/4,100,1
04无排行无提醒,粤B83CT2,2020/9/4,100,1
02有排行无提醒,粤BL05M1,2020/9/4,100,1
03无排行有提醒,粤B892VK,2020/9/4,100,1
04无排行无提醒,粤B0Y92H,2020/9/4,100,1
02有排行无提醒,粤B7U0H5,2020/9/4,100,1
03无排行有提醒,渝D865V3,2020/9/4,100,1
01有排行有提醒,粤L39ES3,2020/9/4,100,1
02有排行无提醒,皖AT0543,2020/9/4,100,1
03无排行有提醒,皖AT0549,2020/9/4,100,1
04无排行无提醒,皖AT0560,2020/9/4,100,1
01有排行有提醒,皖AT0619,2020/9/4,100,1
04无排行无提醒,皖AT0666,2020/9/4,100,1
02有排行无提醒,皖AT0575,2020/9/4,100,1
03无排行有提醒,皖AT0589,2020/9/4,100,1
02有排行无提醒,皖AT0657,2020/9/4,100,1
01有排行有提醒,皖AT0547,2020/9/4,100,1
04无排行无提醒,皖AT0616,2020/9/4,100,1
03无排行有提醒,皖AT0539,2020/9/4,100,1
01有排行有提醒,皖AT0600,2020/9/4,100,1
04无排行无提醒,皖AT0661,2020/9/4,100,1
03无排行有提醒,皖AT0579,2020/9/4,100,1
04无排行无提醒,粤BP439V,2020/9/4,100,1
04无排行无提醒,粤B3RC91,2020/9/4,100,1
02有排行无提醒,粤JCL629,2020/9/4,100,1
03无排行有提醒,粤B3AU48,2020/9/4,100,1
02有排行无提醒,皖AYY059,2020/9/4,100,1
01有排行有提醒,皖AT0626,2020/9/4,100,1
01有排行有提醒,粤LBY602,2020/9/4,100,1
04无排行无提醒,粤B4C0S6,2020/9/4,100,1
02有排行无提醒,闽C88DN2,2020/9/4,100,1
04无排行无提醒,粤STB959,2020/9/4,100,1
02有排行无提醒,粤B3Q03K,2020/9/4,100,1
01有排行有提醒,粤S45B27,2020/9/4,100,1
03无排行有提醒,粤B533CJ,2020/9/4,100,1
01有排行有提醒,粤B2K335,2020/9/4,100,1
04无排行无提醒,粤PR5795,2020/9/4,100,1
03无排行有提醒,粤BY1047,2020/9/4,100,1
01有排行有提醒,粤B3R80W,2020/9/4,100,1
03无排行有提醒,粤STC809,2020/9/4,100,1
04无排行无提醒,粤S09158,2020/9/4,100,1
02有排行无提醒,粤B9XN26,2020/9/4,100,1
01有排行有提醒,粤BH218W,2020/9/4,100,1
03无排行有提醒,粤B2X562,2020/9/4,100,1
01有排行有提醒,皖AT0642,2020/9/4,92.64,2
01有排行有提醒,粤BT2220,2020/9/4,86.75,3
04无排行无提醒,皖AT0658,2020/9/4,76.47,4
02有排行无提醒,皖AT0620,2020/9/4,72.28,5
03无排行有提醒,皖AT0632,2020/9/4,68,6
03无排行有提醒,皖AT0563,2020/9/4,58.59,7
03无排行有提醒,皖AT0596,2020/9/4,57.94,8
02有排行无提醒,皖AT0601,2020/9/4,55.12,9
01有排行有提醒,皖AT0628,2020/9/4,54.22,10
02有排行无提醒,皖AT0541,2020/9/4,51.92,11
03无排行有提醒,皖AT0621,2020/9/4,45.33,12
01有排行有提醒,皖AT0665,2020/9/4,41.12,13
03无排行有提醒,皖AT0591,2020/9/4,37.56,14
01有排行有提醒,皖AT0568,2020/9/4,37.34,15
01有排行有提醒,皖AT0650,2020/9/4,36.2,16
02有排行无提醒,皖AT0613,2020/9/4,30.48,17
03无排行有提醒,皖AT0631,2020/9/4,28.43,18
04无排行无提醒,皖AT0623,2020/9/4,27.74,19
01有排行有提醒,皖AT0553,2020/9/4,24.59,20
04无排行无提醒,皖AT0540,2020/9/4,23.49,21
04无排行无提醒,皖AT0608,2020/9/4,21.71,22
01有排行有提醒,皖AT0599,2020/9/4,13.52,23
04无排行无提醒,皖AT0565,2020/9/4,8.31,24
01有排行有提醒,皖AT0609,2020/9/4,0,25
01有排行有提醒,粤B048RX,2020/9/4,0,25
02有排行无提醒,粤BN8G52,2020/9/4,0,25
03无排行有提醒,粤TEST01,2020/9/4,0,25
04无排行无提醒,皖AT0556,2020/9/4,0,25
02有排行无提醒,皖AT0641,2020/9/4,0,25
02有排行无提醒,皖AT0580,2020/9/5,100,1
02有排行无提醒,皖AT0543,2020/9/5,100,1
03无排行有提醒,皖AT0633,2020/9/5,100,1
02有排行无提醒,皖AT0576,2020/9/5,100,1
02有排行无提醒,粤SL3H57,2020/9/5,100,1
03无排行有提醒,粤BS207S,2020/9/5,100,1
04无排行无提醒,粤B83CT2,2020/9/5,100,1
02有排行无提醒,粤BL05M1,2020/9/5,100,1
03无排行有提醒,粤B892VK,2020/9/5,100,1
04无排行无提醒,粤B0Y92H,2020/9/5,100,1
02有排行无提醒,粤B7U0H5,2020/9/5,100,1
03无排行有提醒,渝D865V3,2020/9/5,100,1
01有排行有提醒,粤L39ES3,2020/9/5,100,1
03无排行有提醒,皖AT0549,2020/9/5,100,1
04无排行无提醒,皖AT0560,2020/9/5,100,1
01有排行有提醒,皖AT0619,2020/9/5,100,1
04无排行无提醒,皖AT0666,2020/9/5,100,1
02有排行无提醒,皖AT0575,2020/9/5,100,1
03无排行有提醒,皖AT0589,2020/9/5,100,1
02有排行无提醒,皖AT0657,2020/9/5,100,1
01有排行有提醒,皖AT0547,2020/9/5,100,1
04无排行无提醒,皖AT0616,2020/9/5,100,1
03无排行有提醒,皖AT0539,2020/9/5,100,1
01有排行有提醒,皖AT0600,2020/9/5,100,1
04无排行无提醒,皖AT0661,2020/9/5,100,1
03无排行有提醒,皖AT0579,2020/9/5,100,1
02有排行无提醒,皖AT0620,2020/9/5,100,1
04无排行无提醒,粤BP439V,2020/9/5,100,1
04无排行无提醒,粤B3RC91,2020/9/5,100,1
03无排行有提醒,粤B533CJ,2020/9/5,100,1
01有排行有提醒,粤S45B27,2020/9/5,100,1
02有排行无提醒,粤JCL629,2020/9/5,100,1
02有排行无提醒,粤B3Q03K,2020/9/5,100,1
02有排行无提醒,皖AYY059,2020/9/5,100,1
01有排行有提醒,皖AT0626,2020/9/5,100,1
03无排行有提醒,粤B3AU48,2020/9/5,100,1
01有排行有提醒,粤LBY602,2020/9/5,100,1
04无排行无提醒,粤B4C0S6,2020/9/5,100,1
02有排行无提醒,闽C88DN2,2020/9/5,100,1
03无排行有提醒,粤B2X562,2020/9/5,100,1
01有排行有提醒,粤BH218W,2020/9/5,100,1
03无排行有提醒,粤STC809,2020/9/5,100,1
01有排行有提醒,粤B2K335,2020/9/5,100,1
04无排行无提醒,粤PR5795,2020/9/5,100,1
03无排行有提醒,粤BY1047,2020/9/5,100,1
04无排行无提醒,粤STB959,2020/9/5,100,1
01有排行有提醒,粤B3R80W,2020/9/5,100,1
04无排行无提醒,粤S09158,2020/9/5,100,1
02有排行无提醒,粤B9XN26,2020/9/5,100,1
01有排行有提醒,粤BT2220,2020/9/5,93.25,2
01有排行有提醒,皖AT0642,2020/9/5,91.7,3
01有排行有提醒,皖AT0650,2020/9/5,66.68,4
01有排行有提醒,皖AT0568,2020/9/5,65.79,5
04无排行无提醒,皖AT0540,2020/9/5,58.34,6
03无排行有提醒,皖AT0596,2020/9/5,54.84,7
04无排行无提醒,皖AT0565,2020/9/5,54.7,8
01有排行有提醒,皖AT0599,2020/9/5,51.13,9
01有排行有提醒,皖AT0553,2020/9/5,48.72,10
04无排行无提醒,皖AT0623,2020/9/5,43.67,11
04无排行无提醒,皖AT0658,2020/9/5,42.83,12
02有排行无提醒,皖AT0541,2020/9/5,41.93,13
03无排行有提醒,皖AT0621,2020/9/5,41.65,14
02有排行无提醒,皖AT0601,2020/9/5,39.26,15
03无排行有提醒,皖AT0632,2020/9/5,38.21,16
03无排行有提醒,皖AT0563,2020/9/5,32.6,17
01有排行有提醒,皖AT0628,2020/9/5,31.06,18
01有排行有提醒,皖AT0665,2020/9/5,29.54,19
03无排行有提醒,皖AT0631,2020/9/5,21.53,20
04无排行无提醒,皖AT0608,2020/9/5,21.23,21
02有排行无提醒,皖AT0613,2020/9/5,16.77,22
03无排行有提醒,皖AT0591,2020/9/5,15.78,23
02有排行无提醒,粤BN8G52,2020/9/5,0,24
01有排行有提醒,皖AT0609,2020/9/5,0,24
03无排行有提醒,粤TEST01,2020/9/5,0,24
01有排行有提醒,粤B048RX,2020/9/5,0,24
04无排行无提醒,皖AT0556,2020/9/5,0,24
02有排行无提醒,皖AT0641,2020/9/5,0,24
02有排行无提醒,皖AT0580,2020/9/6,100,1
02有排行无提醒,皖AT0543,2020/9/6,100,1
03无排行有提醒,皖AT0633,2020/9/6,100,1
02有排行无提醒,皖AT0576,2020/9/6,100,1
02有排行无提醒,粤SL3H57,2020/9/6,100,1
03无排行有提醒,粤BS207S,2020/9/6,100,1
04无排行无提醒,粤B83CT2,2020/9/6,100,1
03无排行有提醒,粤B892VK,2020/9/6,100,1
04无排行无提醒,粤B0Y92H,2020/9/6,100,1
02有排行无提醒,粤B7U0H5,2020/9/6,100,1
03无排行有提醒,渝D865V3,2020/9/6,100,1
01有排行有提醒,粤L39ES3,2020/9/6,100,1
03无排行有提醒,皖AT0549,2020/9/6,100,1
04无排行无提醒,皖AT0560,2020/9/6,100,1
01有排行有提醒,皖AT0619,2020/9/6,100,1
04无排行无提醒,皖AT0666,2020/9/6,100,1
02有排行无提醒,皖AT0575,2020/9/6,100,1
03无排行有提醒,皖AT0589,2020/9/6,100,1
02有排行无提醒,皖AT0657,2020/9/6,100,1
01有排行有提醒,皖AT0547,2020/9/6,100,1
04无排行无提醒,皖AT0616,2020/9/6,100,1
03无排行有提醒,皖AT0539,2020/9/6,100,1
01有排行有提醒,皖AT0600,2020/9/6,100,1
04无排行无提醒,皖AT0661,2020/9/6,100,1
03无排行有提醒,皖AT0579,2020/9/6,100,1
04无排行无提醒,粤BP439V,2020/9/6,100,1
03无排行有提醒,粤STC809,2020/9/6,100,1
04无排行无提醒,粤B3RC91,2020/9/6,100,1
03无排行有提醒,粤B533CJ,2020/9/6,100,1
01有排行有提醒,粤S45B27,2020/9/6,100,1
02有排行无提醒,粤JCL629,2020/9/6,100,1
03无排行有提醒,粤B3AU48,2020/9/6,100,1
02有排行无提醒,粤B3Q03K,2020/9/6,100,1
04无排行无提醒,粤STB959,2020/9/6,100,1
01有排行有提醒,皖AT0626,2020/9/6,100,1
02有排行无提醒,闽C88DN2,2020/9/6,100,1
01有排行有提醒,粤LBY602,2020/9/6,100,1
02有排行无提醒,皖AYY059,2020/9/6,100,1
01有排行有提醒,粤B2K335,2020/9/6,100,1
04无排行无提醒,粤PR5795,2020/9/6,100,1
03无排行有提醒,粤BY1047,2020/9/6,100,1
01有排行有提醒,粤B3R80W,2020/9/6,100,1
03无排行有提醒,粤B2X562,2020/9/6,100,1
04无排行无提醒,粤S09158,2020/9/6,100,1
02有排行无提醒,粤B9XN26,2020/9/6,100,1
01有排行有提醒,粤BH218W,2020/9/6,100,1
04无排行无提醒,粤B4C0S6,2020/9/6,100,1
02有排行无提醒,粤BL05M1,2020/9/6,93.34,2
01有排行有提醒,粤BT2220,2020/9/6,91.81,3
01有排行有提醒,皖AT0642,2020/9/6,90.9,4
03无排行有提醒,皖AT0563,2020/9/6,86.3,5
02有排行无提醒,皖AT0620,2020/9/6,76.71,6
01有排行有提醒,皖AT0650,2020/9/6,66.75,7
01有排行有提醒,皖AT0568,2020/9/6,60.78,8
04无排行无提醒,皖AT0608,2020/9/6,60.67,9
04无排行无提醒,皖AT0658,2020/9/6,58.4,10
02有排行无提醒,皖AT0613,2020/9/6,55.52,11
03无排行有提醒,皖AT0632,2020/9/6,52.93,12
03无排行有提醒,皖AT0621,2020/9/6,51.85,13
02有排行无提醒,皖AT0541,2020/9/6,49.36,14
01有排行有提醒,皖AT0628,2020/9/6,47.33,15
01有排行有提醒,皖AT0665,2020/9/6,44.02,16
04无排行无提醒,皖AT0540,2020/9/6,40.49,17
03无排行有提醒,皖AT0596,2020/9/6,37.35,18
03无排行有提醒,皖AT0631,2020/9/6,35.83,19
02有排行无提醒,皖AT0601,2020/9/6,33.46,20
03无排行有提醒,皖AT0591,2020/9/6,26.27,21
01有排行有提醒,皖AT0599,2020/9/6,25.91,22
01有排行有提醒,皖AT0553,2020/9/6,21.79,23
04无排行无提醒,皖AT0623,2020/9/6,1.07,24
01有排行有提醒,粤B048RX,2020/9/6,0,25
01有排行有提醒,皖AT0609,2020/9/6,0,25
04无排行无提醒,皖AT0556,2020/9/6,0,25
02有排行无提醒,粤BN8G52,2020/9/6,0,25
03无排行有提醒,粤TEST01,2020/9/6,0,25
02有排行无提醒,皖AT0641,2020/9/6,0,25
04无排行无提醒,皖AT0565,2020/9/6,0,25
02有排行无提醒,皖AT0580,2020/9/7,100,1
02有排行无提醒,皖AT0543,2020/9/7,100,1
03无排行有提醒,皖AT0633,2020/9/7,100,1
02有排行无提醒,皖AT0576,2020/9/7,100,1
02有排行无提醒,粤SL3H57,2020/9/7,100,1
03无排行有提醒,粤BS207S,2020/9/7,100,1
04无排行无提醒,粤B83CT2,2020/9/7,100,1
03无排行有提醒,粤B892VK,2020/9/7,100,1
04无排行无提醒,粤B0Y92H,2020/9/7,100,1
02有排行无提醒,粤B7U0H5,2020/9/7,100,1
03无排行有提醒,渝D865V3,2020/9/7,100,1
01有排行有提醒,粤L39ES3,2020/9/7,100,1
03无排行有提醒,皖AT0549,2020/9/7,100,1
04无排行无提醒,皖AT0560,2020/9/7,100,1
01有排行有提醒,皖AT0619,2020/9/7,100,1
04无排行无提醒,皖AT0666,2020/9/7,100,1
02有排行无提醒,皖AT0575,2020/9/7,100,1
03无排行有提醒,皖AT0589,2020/9/7,100,1
02有排行无提醒,皖AT0657,2020/9/7,100,1
01有排行有提醒,皖AT0547,2020/9/7,100,1
04无排行无提醒,皖AT0616,2020/9/7,100,1
03无排行有提醒,皖AT0539,2020/9/7,100,1
01有排行有提醒,皖AT0600,2020/9/7,100,1
04无排行无提醒,皖AT0661,2020/9/7,100,1
03无排行有提醒,皖AT0579,2020/9/7,100,1
04无排行无提醒,粤BP439V,2020/9/7,100,1
03无排行有提醒,粤STC809,2020/9/7,100,1
04无排行无提醒,粤B3RC91,2020/9/7,100,1
03无排行有提醒,粤B533CJ,2020/9/7,100,1
02有排行无提醒,粤B3Q03K,2020/9/7,100,1
01有排行有提醒,粤S45B27,2020/9/7,100,1
02有排行无提醒,粤JCL629,2020/9/7,100,1
03无排行有提醒,粤B3AU48,2020/9/7,100,1
04无排行无提醒,粤STB959,2020/9/7,100,1
01有排行有提醒,皖AT0626,2020/9/7,100,1
02有排行无提醒,闽C88DN2,2020/9/7,100,1
04无排行无提醒,粤B4C0S6,2020/9/7,100,1
01有排行有提醒,粤BH218W,2020/9/7,100,1
01有排行有提醒,粤B2K335,2020/9/7,100,1
04无排行无提醒,粤PR5795,2020/9/7,100,1
