部门,车牌号,日期,驾驶行为评分,排名
03无排行有提醒,皖AT0621,2020/6/1,36.42,27
01有排行有提醒,皖AT0599,2020/6/1,35.68,28
01有排行有提醒,皖AT0553,2020/6/1,29.84,29
03无排行有提醒,皖AT0549,2020/6/1,23.95,30
01有排行有提醒,皖AT0628,2020/6/1,22.49,31
04无排行无提醒,皖AT0540,2020/6/1,22.02,32
04无排行无提醒,皖AT0623,2020/6/1,15.24,33
03无排行有提醒,粤TEST01,2020/6/1,0,34
01有排行有提醒,皖AT0609,2020/6/1,0,34
04无排行无提醒,皖AT0556,2020/6/1,0,34
01有排行有提醒,粤B048RX,2020/6/1,0,34
04无排行无提醒,粤PR5795,2020/6/1,0,34
02有排行无提醒,粤BN8G52,2020/6/1,0,34
02有排行无提醒,皖AT0641,2020/6/1,0,34
04无排行无提醒,皖AT0608,2020/6/1,0,34
03无排行有提醒,皖AT0539,2020/6/2,100,1
02有排行无提醒,粤SL3H57,2020/6/2,100,1
03无排行有提醒,粤BS207S,2020/6/2,100,1
04无排行无提醒,粤B83CT2,2020/6/2,100,1
02有排行无提醒,粤BL05M1,2020/6/2,100,1
04无排行无提醒,粤B0Y92H,2020/6/2,100,1
02有排行无提醒,粤B7U0H5,2020/6/2,100,1
03无排行有提醒,渝D865V3,2020/6/2,100,1
01有排行有提醒,皖AT0619,2020/6/2,100,1
01有排行有提醒,粤B2K335,2020/6/2,100,1
04无排行无提醒,皖AT0666,2020/6/2,100,1
02有排行无提醒,皖AT0575,2020/6/2,100,1
01有排行有提醒,皖AT0600,2020/6/2,100,1
04无排行无提醒,皖AT0661,2020/6/2,100,1
03无排行有提醒,皖AT0563,2020/6/2,100,1
04无排行无提醒,皖AT0616,2020/6/2,100,1
01有排行有提醒,皖AT0547,2020/6/2,100,1
03无排行有提醒,皖AT0589,2020/6/2,100,1
04无排行无提醒,皖AT0560,2020/6/2,100,1
02有排行无提醒,皖AT0543,2020/6/2,100,1
03无排行有提醒,皖AT0633,2020/6/2,100,1
03无排行有提醒,粤BY1047,2020/6/2,100,1
03无排行有提醒,粤B2X562,2020/6/2,100,1
02有排行无提醒,粤JCL629,2020/6/2,100,1
03无排行有提醒,粤B3AU48,2020/6/2,100,1
01有排行有提醒,粤LBY602,2020/6/2,100,1
04无排行无提醒,粤B4C0S6,2020/6/2,100,1
02有排行无提醒,闽C88DN2,2020/6/2,100,1
04无排行无提醒,粤STB959,2020/6/2,100,1
01有排行有提醒,皖AT0626,2020/6/2,100,1
02有排行无提醒,皖AYY059,2020/6/2,100,1
02有排行无提醒,皖AT0580,2020/6/2,100,1
01有排行有提醒,粤S45B27,2020/6/2,100,1
03无排行有提醒,粤B533CJ,2020/6/2,100,1
03无排行有提醒,粤B892VK,2020/6/2,100,1
04无排行无提醒,粤B3RC91,2020/6/2,100,1
01有排行有提醒,粤BH218W,2020/6/2,100,1
04无排行无提醒,粤S09158,2020/6/2,100,1
02有排行无提醒,粤B3Q03K,2020/6/2,94.88,2
02有排行无提醒,粤B9XN26,2020/6/2,93.7,3
01有排行有提醒,皖AT0642,2020/6/2,92.68,4
03无排行有提醒,粤STC809,2020/6/2,91.16,5
04无排行无提醒,粤BP439V,2020/6/2,90.54,6
01有排行有提醒,粤B3R80W,2020/6/2,90.23,7
01有排行有提醒,粤BT2220,2020/6/2,88.55,8
02有排行无提醒,皖AT0620,2020/6/2,83.67,9
04无排行无提醒,皖AT0658,2020/6/2,73.83,10
03无排行有提醒,皖AT0596,2020/6/2,73.82,11
02有排行无提醒,皖AT0541,2020/6/2,69.77,12
03无排行有提醒,皖AT0632,2020/6/2,68.76,13
04无排行无提醒,皖AT0565,2020/6/2,66.32,14
01有排行有提醒,皖AT0599,2020/6/2,63.98,15
02有排行无提醒,皖AT0601,2020/6/2,61.86,16
01有排行有提醒,皖AT0568,2020/6/2,61.41,17
01有排行有提醒,皖AT0650,2020/6/2,60.47,18
02有排行无提醒,皖AT0613,2020/6/2,55.46,19
03无排行有提醒,皖AT0631,2020/6/2,52.74,20
01有排行有提醒,皖AT0628,2020/6/2,50.4,21
01有排行有提醒,皖AT0553,2020/6/2,47.61,22
03无排行有提醒,皖AT0579,2020/6/2,45.56,23
02有排行无提醒,皖AT0657,2020/6/2,43.1,24
03无排行有提醒,皖AT0591,2020/6/2,42.93,25
04无排行无提醒,皖AT0540,2020/6/2,42.87,26
01有排行有提醒,皖AT0665,2020/6/2,42.05,27
03无排行有提醒,皖AT0621,2020/6/2,39.51,28
04无排行无提醒,皖AT0623,2020/6/2,37.61,29
02有排行无提醒,皖AT0576,2020/6/2,31.09,30
03无排行有提醒,皖AT0549,2020/6/2,28.38,31
04无排行无提醒,皖AT0608,2020/6/2,21.75,32
01有排行有提醒,皖AT0609,2020/6/2,0,33
03无排行有提醒,粤TEST01,2020/6/2,0,33
04无排行无提醒,皖AT0556,2020/6/2,0,33
01有排行有提醒,粤B048RX,2020/6/2,0,33
04无排行无提醒,粤PR5795,2020/6/2,0,33
02有排行无提醒,粤BN8G52,2020/6/2,0,33
01有排行有提醒,粤L39ES3,2020/6/2,0,33
02有排行无提醒,皖AT0641,2020/6/2,0,33
04无排行无提醒,皖AT0661,2020/6/3,100,1
04无排行无提醒,粤B83CT2,2020/6/3,100,1
02有排行无提醒,粤BL05M1,2020/6/3,100,1
03无排行有提醒,粤B892VK,2020/6/3,100,1
02有排行无提醒,粤B7U0H5,2020/6/3,100,1
03无排行有提醒,渝D865V3,2020/6/3,100,1
01有排行有提醒,粤L39ES3,2020/6/3,100,1
01有排行有提醒,皖AT0619,2020/6/3,100,1
04无排行无提醒,粤B0Y92H,2020/6/3,100,1
01有排行有提醒,粤B2K335,2020/6/3,100,1
03无排行有提醒,粤BS207S,2020/6/3,100,1
02有排行无提醒,粤SL3H57,2020/6/3,100,1
04无排行无提醒,皖AT0666,2020/6/3,100,1
01有排行有提醒,皖AT0600,2020/6/3,100,1
03无排行有提醒,皖AT0539,2020/6/3,100,1
04无排行无提醒,皖AT0616,2020/6/3,100,1
04无排行无提醒,皖AT0560,2020/6/3,100,1
01有排行有提醒,皖AT0547,2020/6/3,100,1
02有排行无提醒,皖AT0543,2020/6/3,100,1
03无排行有提醒,皖AT0589,2020/6/3,100,1
03无排行有提醒,皖AT0633,2020/6/3,100,1
02有排行无提醒,皖AT0575,2020/6/3,100,1
03无排行有提醒,粤BY1047,2020/6/3,100,1
03无排行有提醒,粤B2X562,2020/6/3,100,1
03无排行有提醒,粤B3AU48,2020/6/3,100,1
01有排行有提醒,粤LBY602,2020/6/3,100,1
04无排行无提醒,粤B4C0S6,2020/6/3,100,1
02有排行无提醒,闽C88DN2,2020/6/3,100,1
04无排行无提醒,粤STB959,2020/6/3,100,1
01有排行有提醒,皖AT0626,2020/6/3,100,1
02有排行无提醒,皖AYY059,2020/6/3,100,1
02有排行无提醒,皖AT0580,2020/6/3,100,1
02有排行无提醒,粤JCL629,2020/6/3,100,1
01有排行有提醒,粤S45B27,2020/6/3,100,1
03无排行有提醒,粤B533CJ,2020/6/3,100,1
04无排行无提醒,粤B3RC91,2020/6/3,100,1
01有排行有提醒,粤BH218W,2020/6/3,100,1
04无排行无提醒,粤S09158,2020/6/3,100,1
04无排行无提醒,粤PR5795,2020/6/3,97.69,2
02有排行无提醒,粤B3Q03K,2020/6/3,95.13,3
01有排行有提醒,粤B3R80W,2020/6/3,92.55,4
01有排行有提醒,皖AT0642,2020/6/3,91.64,5
03无排行有提醒,粤STC809,2020/6/3,89.41,6
02有排行无提醒,粤B9XN26,2020/6/3,88.97,7
04无排行无提醒,粤BP439V,2020/6/3,83.42,8
01有排行有提醒,粤BT2220,2020/6/3,82.81,9
02有排行无提醒,皖AT0613,2020/6/3,75.28,10
02有排行无提醒,皖AT0541,2020/6/3,68.1,11
03无排行有提醒,皖AT0563,2020/6/3,63.79,12
02有排行无提醒,皖AT0601,2020/6/3,63.61,13
01有排行有提醒,皖AT0568,2020/6/3,61.57,14
04无排行无提醒,皖AT0658,2020/6/3,60.37,15
02有排行无提醒,皖AT0620,2020/6/3,58.22,16
04无排行无提醒,皖AT0565,2020/6/3,57.75,17
01有排行有提醒,皖AT0650,2020/6/3,56.79,18
03无排行有提醒,皖AT0596,2020/6/3,55.36,19
01有排行有提醒,皖AT0599,2020/6/3,55.3,20
03无排行有提醒,皖AT0631,2020/6/3,51.93,21
01有排行有提醒,皖AT0665,2020/6/3,49.9,22
03无排行有提醒,皖AT0579,2020/6/3,48.34,23
02有排行无提醒,皖AT0576,2020/6/3,44.61,24
03无排行有提醒,皖AT0632,2020/6/3,42.7,25
04无排行无提醒,皖AT0540,2020/6/3,41.03,26
04无排行无提醒,皖AT0608,2020/6/3,40.88,27
01有排行有提醒,皖AT0553,2020/6/3,39.6,28
04无排行无提醒,皖AT0623,2020/6/3,38.75,29
03无排行有提醒,皖AT0591,2020/6/3,38.4,30
02有排行无提醒,皖AT0657,2020/6/3,36.4,31
03无排行有提醒,皖AT0621,2020/6/3,36.35,32
01有排行有提醒,皖AT0628,2020/6/3,23.62,33
03无排行有提醒,皖AT0549,2020/6/3,1.66,34
02有排行无提醒,粤BN8G52,2020/6/3,0,35
01有排行有提醒,粤B048RX,2020/6/3,0,35
04无排行无提醒,皖AT0556,2020/6/3,0,35
01有排行有提醒,皖AT0609,2020/6/3,0,35
03无排行有提醒,粤TEST01,2020/6/3,0,35
02有排行无提醒,皖AT0641,2020/6/3,0,35
04无排行无提醒,皖AT0661,2020/6/4,100,1
02有排行无提醒,粤BL05M1,2020/6/4,100,1
03无排行有提醒,粤B892VK,2020/6/4,100,1
04无排行无提醒,粤B0Y92H,2020/6/4,100,1
02有排行无提醒,粤B7U0H5,2020/6/4,100,1
01有排行有提醒,粤L39ES3,2020/6/4,100,1
04无排行无提醒,粤BP439V,2020/6/4,100,1
02有排行无提醒,皖AT0575,2020/6/4,100,1
01有排行有提醒,粤B2K335,2020/6/4,100,1
04无排行无提醒,皖AT0666,2020/6/4,100,1
04无排行无提醒,粤B83CT2,2020/6/4,100,1
03无排行有提醒,粤BS207S,2020/6/4,100,1
01有排行有提醒,皖AT0600,2020/6/4,100,1
04无排行无提醒,皖AT0560,2020/6/4,100,1
03无排行有提醒,皖AT0539,2020/6/4,100,1
02有排行无提醒,皖AT0543,2020/6/4,100,1
04无排行无提醒,皖AT0616,2020/6/4,100,1
03无排行有提醒,皖AT0633,2020/6/4,100,1
01有排行有提醒,皖AT0547,2020/6/4,100,1
03无排行有提醒,皖AT0589,2020/6/4,100,1
02有排行无提醒,粤SL3H57,2020/6/4,100,1
03无排行有提醒,粤BY1047,2020/6/4,100,1
03无排行有提醒,粤B2X562,2020/6/4,100,1
01有排行有提醒,粤LBY602,2020/6/4,100,1
04无排行无提醒,粤B4C0S6,2020/6/4,100,1
02有排行无提醒,闽C88DN2,2020/6/4,100,1
04无排行无提醒,粤STB959,2020/6/4,100,1
01有排行有提醒,皖AT0626,2020/6/4,100,1
02有排行无提醒,皖AYY059,2020/6/4,100,1
02有排行无提醒,皖AT0580,2020/6/4,100,1
03无排行有提醒,粤B3AU48,2020/6/4,100,1
03无排行有提醒,渝D865V3,2020/6/4,100,1
01有排行有提醒,粤S45B27,2020/6/4,100,1
03无排行有提醒,粤B533CJ,2020/6/4,100,1
01有排行有提醒,皖AT0619,2020/6/4,100,1
04无排行无提醒,粤B3RC91,2020/6/4,100,1
01有排行有提醒,粤BH218W,2020/6/4,100,1
04无排行无提醒,粤S09158,2020/6/4,100,1
02有排行无提醒,粤B3Q03K,2020/6/4,94.67,2
03无排行有提醒,粤STC809,2020/6/4,93.73,3
02有排行无提醒,粤JCL629,2020/6/4,93.24,4
01有排行有提醒,皖AT0642,2020/6/4,92.13,5
02有排行无提醒,粤B9XN26,2020/6/4,91.49,6
01有排行有提醒,粤B3R80W,2020/6/4,91.36,7
01有排行有提醒,粤BT2220,2020/6/4,83.54,8
02有排行无提醒,皖AT0613,2020/6/4,76.42,9
02有排行无提醒,皖AT0576,2020/6/4,70.59,10
02有排行无提醒,皖AT0541,2020/6/4,67.49,11
02有排行无提醒,皖AT0657,2020/6/4,62.63,12
03无排行有提醒,皖AT0596,2020/6/4,61.32,13
03无排行有提醒,皖AT0579,2020/6/4,58.61,14
03无排行有提醒,皖AT0563,2020/6/4,57.83,15
02有排行无提醒,皖AT0601,2020/6/4,55.98,16
02有排行无提醒,皖AT0620,2020/6/4,55.3,17
04无排行无提醒,皖AT0565,2020/6/4,55.07,18
01有排行有提醒,皖AT0628,2020/6/4,54.76,19
01有排行有提醒,皖AT0553,2020/6/4,53.04,20
01有排行有提醒,皖AT0599,2020/6/4,52.94,21
04无排行无提醒,皖AT0658,2020/6/4,49.72,22
01有排行有提醒,皖AT0568,2020/6/4,48.99,23
01有排行有提醒,皖AT0650,2020/6/4,46.18,24
03无排行有提醒,皖AT0632,2020/6/4,40.58,25
03无排行有提醒,皖AT0591,2020/6/4,40.53,26
03无排行有提醒,皖AT0631,2020/6/4,36.79,27
04无排行无提醒,皖AT0608,2020/6/4,35.28,28
01有排行有提醒,皖AT0665,2020/6/4,32.19,29
04无排行无提醒,皖AT0540,2020/6/4,31.41,30
04无排行无提醒,皖AT0623,2020/6/4,15.69,31
03无排行有提醒,皖AT0621,2020/6/4,11.91,32
03无排行有提醒,皖AT0549,2020/6/4,8.22,33
03无排行有提醒,粤TEST01,2020/6/4,0,34
01有排行有提醒,皖AT0609,2020/6/4,0,34
04无排行无提醒,皖AT0556,2020/6/4,0,34
04无排行无提醒,粤PR5795,2020/6/4,0,34
02有排行无提醒,粤BN8G52,2020/6/4,0,34
01有排行有提醒,粤B048RX,2020/6/4,0,34
02有排行无提醒,皖AT0641,2020/6/4,0,34
04无排行无提醒,皖AT0616,2020/6/5,100,1
04无排行无提醒,粤B83CT2,2020/6/5,100,1
02有排行无提醒,粤BL05M1,2020/6/5,100,1
03无排行有提醒,粤B892VK,2020/6/5,100,1
04无排行无提醒,粤B0Y92H,2020/6/5,100,1
02有排行无提醒,粤B7U0H5,2020/6/5,100,1
03无排行有提醒,渝D865V3,2020/6/5,100,1
01有排行有提醒,粤L39ES3,2020/6/5,100,1
01有排行有提醒,皖AT0619,2020/6/5,100,1
01有排行有提醒,粤B2K335,2020/6/5,100,1
03无排行有提醒,粤BS207S,2020/6/5,100,1
02有排行无提醒,粤SL3H57,2020/6/5,100,1
03无排行有提醒,皖AT0633,2020/6/5,100,1
03无排行有提醒,皖AT0539,2020/6/5,100,1
03无排行有提醒,皖AT0589,2020/6/5,100,1
01有排行有提醒,皖AT0600,2020/6/5,100,1
04无排行无提醒,皖AT0661,2020/6/5,100,1
02有排行无提醒,皖AT0575,2020/6/5,100,1
01有排行有提醒,皖AT0547,2020/6/5,100,1
04无排行无提醒,皖AT0560,2020/6/5,100,1
04无排行无提醒,皖AT0666,2020/6/5,100,1
02有排行无提醒,皖AT0543,2020/6/5,100,1
03无排行有提醒,粤BY1047,2020/6/5,100,1
01有排行有提醒,粤LBY602,2020/6/5,100,1
04无排行无提醒,粤B4C0S6,2020/6/5,100,1
02有排行无提醒,闽C88DN2,2020/6/5,100,1
04无排行无提醒,粤STB959,2020/6/5,100,1
01有排行有提醒,粤S45B27,2020/6/5,100,1
01有排行有提醒,皖AT0626,2020/6/5,100,1
02有排行无提醒,皖AT0580,2020/6/5,100,1
02有排行无提醒,皖AYY059,2020/6/5,100,1
03无排行有提醒,粤B3AU48,2020/6/5,100,1
03无排行有提醒,粤B533CJ,2020/6/5,100,1
04无排行无提醒,粤B3RC91,2020/6/5,100,1
03无排行有提醒,粤B2X562,2020/6/5,100,1
04无排行无提醒,粤S09158,2020/6/5,100,1
01有排行有提醒,粤BH218W,2020/6/5,100,1
02有排行无提醒,粤JCL629,2020/6/5,95.85,2
02有排行无提醒,粤B3Q03K,2020/6/5,95.41,3
02有排行无提醒,粤B9XN26,2020/6/5,94.14,4
04无排行无提醒,粤BP439V,2020/6/5,89.4,5
01有排行有提醒,粤B3R80W,2020/6/5,89.3,6
01有排行有提醒,皖AT0642,2020/6/5,88.39,7
03无排行有提醒,粤STC809,2020/6/5,86.73,8
01有排行有提醒,粤BT2220,2020/6/5,81.93,9
01有排行有提醒,皖AT0650,2020/6/5,80.57,10
03无排行有提醒,皖AT0563,2020/6/5,70.56,11
02有排行无提醒,皖AT0613,2020/6/5,69.34,12
03无排行有提醒,皖AT0632,2020/6/5,59.42,13
03无排行有提醒,皖AT0596,2020/6/5,58.19,14
01有排行有提醒,皖AT0599,2020/6/5,56.77,15
04无排行无提醒,皖AT0658,2020/6/5,55.43,16
01有排行有提醒,皖AT0665,2020/6/5,49.23,17
02有排行无提醒,皖AT0541,2020/6/5,45.63,18
03无排行有提醒,皖AT0621,2020/6/5,44.77,19
01有排行有提醒,皖AT0553,2020/6/5,43.19,20
02有排行无提醒,皖AT0620,2020/6/5,40.81,21
03无排行有提醒,皖AT0631,2020/6/5,39.35,22
02有排行无提醒,皖AT0657,2020/6/5,39.02,23
02有排行无提醒,皖AT0601,2020/6/5,37.43,24
03无排行有提醒,皖AT0579,2020/6/5,36.8,25
04无排行无提醒,皖AT0565,2020/6/5,36.51,26
01有排行有提醒,皖AT0568,2020/6/5,34.4,27
01有排行有提醒,皖AT0628,2020/6/5,33.84,28
03无排行有提醒,皖AT0591,2020/6/5,28.61,29
03无排行有提醒,皖AT0549,2020/6/5,27.23,30
04无排行无提醒,皖AT0623,2020/6/5,26.46,31
04无排行无提醒,皖AT0608,2020/6/5,23.19,32
04无排行无提醒,皖AT0540,2020/6/5,16.55,33
02有排行无提醒,皖AT0576,2020/6/5,11.69,34
03无排行有提醒,粤TEST01,2020/6/5,0,35
01有排行有提醒,皖AT0609,2020/6/5,0,35
01有排行有提醒,粤B048RX,2020/6/5,0,35
04无排行无提醒,粤PR5795,2020/6/5,0,35
04无排行无提醒,皖AT0556,2020/6/5,0,35
02有排行无提醒,粤BN8G52,2020/6/5,0,35
02有排行无提醒,皖AT0641,2020/6/5,0,35
01有排行有提醒,皖AT0600,2020/6/6,100,1
03无排行有提醒,粤BS207S,2020/6/6,100,1
04无排行无提醒,粤B83CT2,2020/6/6,100,1
02有排行无提醒,粤BL05M1,2020/6/6,100,1
03无排行有提醒,粤B892VK,2020/6/6,100,1
02有排行无提醒,粤B7U0H5,2020/6/6,100,1
03无排行有提醒,渝D865V3,2020/6/6,100,1
01有排行有提醒,皖AT0619,2020/6/6,100,1
04无排行无提醒,粤B0Y92H,2020/6/6,100,1
01有排行有提醒,粤B2K335,2020/6/6,100,1
02有排行无提醒,粤SL3H57,2020/6/6,100,1
04无排行无提醒,皖AT0666,2020/6/6,100,1
02有排行无提醒,皖AT0575,2020/6/6,100,1
04无排行无提醒,皖AT0661,2020/6/6,100,1
03无排行有提醒,皖AT0539,2020/6/6,100,1
03无排行有提醒,皖AT0563,2020/6/6,100,1
04无排行无提醒,皖AT0616,2020/6/6,100,1
01有排行有提醒,皖AT0547,2020/6/6,100,1
03无排行有提醒,皖AT0589,2020/6/6,100,1
04无排行无提醒,皖AT0560,2020/6/6,100,1
02有排行无提醒,皖AT0543,2020/6/6,100,1
03无排行有提醒,皖AT0633,2020/6/6,100,1
03无排行有提醒,粤BY1047,2020/6/6,100,1
03无排行有提醒,粤B2X562,2020/6/6,100,1
03无排行有提醒,粤B3AU48,2020/6/6,100,1
01有排行有提醒,粤LBY602,2020/6/6,100,1
04无排行无提醒,粤B4C0S6,2020/6/6,100,1
02有排行无提醒,闽C88DN2,2020/6/6,100,1
04无排行无提醒,粤STB959,2020/6/6,100,1
01有排行有提醒,皖AT0626,2020/6/6,100,1
02有排行无提醒,皖AYY059,2020/6/6,100,1
02有排行无提醒,皖AT0580,2020/6/6,100,1
01有排行有提醒,粤S45B27,2020/6/6,100,1
03无排行有提醒,粤B533CJ,2020/6/6,100,1
04无排行无提醒,粤B3RC91,2020/6/6,100,1
01有排行有提醒,粤BH218W,2020/6/6,100,1
04无排行无提醒,粤S09158,2020/6/6,100,1
04无排行无提醒,粤PR5795,2020/6/6,96.78,2
03无排行有提醒,粤STC809,2020/6/6,96.34,3
02有排行无提醒,粤JCL629,2020/6/6,93.08,4
02有排行无提醒,粤B3Q03K,2020/6/6,92.67,5
01有排行有提醒,皖AT0642,2020/6/6,90.77,6
01有排行有提醒,粤B3R80W,2020/6/6,90.18,7
04无排行无提醒,粤BP439V,2020/6/6,88.16,8
01有排行有提醒,粤BT2220,2020/6/6,88.08,9
02有排行无提醒,粤B9XN26,2020/6/6,83.63,10
04无排行无提醒,皖AT0565,2020/6/6,78.86,11
04无排行无提醒,皖AT0658,2020/6/6,75.22,12
01有排行有提醒,皖AT0665,2020/6/6,70.61,13
03无排行有提醒,皖AT0579,2020/6/6,69.77,14
02有排行无提醒,皖AT0541,2020/6/6,65.33,15
01有排行有提醒,皖AT0568,2020/6/6,65.33,16
03无排行有提醒,皖AT0596,2020/6/6,64.93,17
01有排行有提醒,皖AT0650,2020/6/6,63.38,18
04无排行无提醒,皖AT0608,2020/6/6,61.89,19
02有排行无提醒,皖AT0601,2020/6/6,58.25,20
02有排行无提醒,皖AT0613,2020/6/6,58.16,21
01有排行有提醒,皖AT0599,2020/6/6,55.91,22
02有排行无提醒,皖AT0576,2020/6/6,55.82,23
03无排行有提醒,皖AT0631,2020/6/6,53.73,24
03无排行有提醒,皖AT0632,2020/6/6,45.8,25
03无排行有提醒,皖AT0591,2020/6/6,45.41,26
04无排行无提醒,皖AT0623,2020/6/6,45.02,27
01有排行有提醒,皖AT0628,2020/6/6,44.63,28
03无排行有提醒,皖AT0621,2020/6/6,41.82,29
01有排行有提醒,皖AT0553,2020/6/6,38.93,30
04无排行无提醒,皖AT0540,2020/6/6,34.14,31
02有排行无提醒,皖AT0657,2020/6/6,32.39,32
03无排行有提醒,皖AT0549,2020/6/6,29.05,33
02有排行无提醒,皖AT0620,2020/6/6,4.78,34
03无排行有提醒,粤TEST01,2020/6/6,0,35
01有排行有提醒,皖AT0609,2020/6/6,0,35
01有排行有提醒,粤B048RX,2020/6/6,0,35
02有排行无提醒,粤BN8G52,2020/6/6,0,35
04无排行无提醒,皖AT0556,2020/6/6,0,35
01有排行有提醒,粤L39ES3,2020/6/6,0,35
02有排行无提醒,皖AT0641,2020/6/6,0,35
04无排行无提醒,皖AT0661,2020/6/7,100,1
04无排行无提醒,粤B83CT2,2020/6/7,100,1
02有排行无提醒,粤BL05M1,2020/6/7,100,1
03无排行有提醒,粤B892VK,2020/6/7,100,1
04无排行无提醒,粤B0Y92H,2020/6/7,100,1
02有排行无提醒,粤B7U0H5,2020/6/7,100,1
03无排行有提醒,渝D865V3,2020/6/7,100,1
01有排行有提醒,粤L39ES3,2020/6/7,100,1
04无排行无提醒,粤BP439V,2020/6/7,100,1
01有排行有提醒,粤B2K335,2020/6/7,100,1
03无排行有提醒,粤BS207S,2020/6/7,100,1
02有排行无提醒,粤SL3H57,2020/6/7,100,1
04无排行无提醒,皖AT0666,2020/6/7,100,1
01有排行有提醒,皖AT0600,2020/6/7,100,1
03无排行有提醒,皖AT0539,2020/6/7,100,1
04无排行无提醒,皖AT0616,2020/6/7,100,1
01有排行有提醒,皖AT0547,2020/6/7,100,1
04无排行无提醒,皖AT0560,2020/6/7,100,1
02有排行无提醒,皖AT0543,2020/6/7,100,1
03无排行有提醒,皖AT0589,2020/6/7,100,1
03无排行有提醒,皖AT0633,2020/6/7,100,1
02有排行无提醒,皖AT0575,2020/6/7,100,1
04无排行无提醒,粤PR5795,2020/6/7,100,1
03无排行有提醒,粤BY1047,2020/6/7,100,1
03无排行有提醒,粤B2X562,2020/6/7,100,1
01有排行有提醒,粤LBY602,2020/6/7,100,1
04无排行无提醒,粤B4C0S6,2020/6/7,100,1
02有排行无提醒,闽C88DN2,2020/6/7,100,1
04无排行无提醒,粤STB959,2020/6/7,100,1
01有排行有提醒,皖AT0626,2020/6/7,100,1
02有排行无提醒,皖AYY059,2020/6/7,100,1
02有排行无提醒,皖AT0580,2020/6/7,100,1
03无排行有提醒,粤B3AU48,2020/6/7,100,1
02有排行无提醒,粤JCL629,2020/6/7,100,1
01有排行有提醒,粤S45B27,2020/6/7,100,1
03无排行有提醒,粤B533CJ,2020/6/7,100,1
04无排行无提醒,粤B3RC91,2020/6/7,100,1
01有排行有提醒,粤BH218W,2020/6/7,100,1
01有排行有提醒,皖AT0619,2020/6/7,100,1
02有排行无提醒,粤B9XN26,2020/6/7,100,1
04无排行无提醒,粤S09158,2020/6/7,100,1
03无排行有提醒,粤STC809,2020/6/7,98.15,2
02有排行无提醒,粤B3Q03K,2020/6/7,97.64,3
01有排行有提醒,粤B3R80W,2020/6/7,92.91,4
