部门,车牌号,日期,驾驶行为评分,排名
04无排行无提醒,皖AT0556,2020/7/1,0,32
01有排行有提醒,粤B048RX,2020/7/1,0,32
04无排行无提醒,粤PR5795,2020/7/1,0,32
02有排行无提醒,皖AT0641,2020/7/1,0,32
02有排行无提醒,皖AT0580,2020/7/2,100,1
03无排行有提醒,皖AT0633,2020/7/2,100,1
02有排行无提醒,皖AT0576,2020/7/2,100,1
02有排行无提醒,粤SL3H57,2020/7/2,100,1
03无排行有提醒,粤BS207S,2020/7/2,100,1
04无排行无提醒,粤B83CT2,2020/7/2,100,1
03无排行有提醒,粤B892VK,2020/7/2,100,1
04无排行无提醒,粤B0Y92H,2020/7/2,100,1
02有排行无提醒,粤B7U0H5,2020/7/2,100,1
03无排行有提醒,渝D865V3,2020/7/2,100,1
01有排行有提醒,粤L39ES3,2020/7/2,100,1
02有排行无提醒,皖AT0543,2020/7/2,100,1
03无排行有提醒,皖AT0549,2020/7/2,100,1
04无排行无提醒,皖AT0560,2020/7/2,100,1
01有排行有提醒,皖AT0619,2020/7/2,100,1
04无排行无提醒,皖AT0666,2020/7/2,100,1
02有排行无提醒,皖AT0575,2020/7/2,100,1
03无排行有提醒,皖AT0589,2020/7/2,100,1
01有排行有提醒,皖AT0547,2020/7/2,100,1
04无排行无提醒,皖AT0616,2020/7/2,100,1
03无排行有提醒,皖AT0539,2020/7/2,100,1
01有排行有提醒,皖AT0600,2020/7/2,100,1
04无排行无提醒,皖AT0661,2020/7/2,100,1
03无排行有提醒,皖AT0579,2020/7/2,100,1
01有排行有提醒,粤B2K335,2020/7/2,100,1
04无排行无提醒,粤B3RC91,2020/7/2,100,1
03无排行有提醒,粤B533CJ,2020/7/2,100,1
01有排行有提醒,粤S45B27,2020/7/2,100,1
03无排行有提醒,粤B3AU48,2020/7/2,100,1
01有排行有提醒,粤LBY602,2020/7/2,100,1
02有排行无提醒,粤B3Q03K,2020/7/2,100,1
01有排行有提醒,皖AT0626,2020/7/2,100,1
02有排行无提醒,闽C88DN2,2020/7/2,100,1
02有排行无提醒,皖AYY059,2020/7/2,100,1
01有排行有提醒,粤BH218W,2020/7/2,100,1
04无排行无提醒,粤B4C0S6,2020/7/2,100,1
04无排行无提醒,粤S09158,2020/7/2,100,1
04无排行无提醒,粤STB959,2020/7/2,100,1
03无排行有提醒,粤BY1047,2020/7/2,100,1
03无排行有提醒,粤B2X562,2020/7/2,100,1
02有排行无提醒,粤BL05M1,2020/7/2,99.07,2
03无排行有提醒,粤STC809,2020/7/2,93.93,3
02有排行无提醒,粤JCL629,2020/7/2,92.78,4
02有排行无提醒,粤B9XN26,2020/7/2,92.24,5
01有排行有提醒,粤B3R80W,2020/7/2,91.73,6
04无排行无提醒,粤BP439V,2020/7/2,86.5,7
01有排行有提醒,粤BT2220,2020/7/2,84.55,8
01有排行有提醒,皖AT0642,2020/7/2,83.91,9
02有排行无提醒,皖AT0657,2020/7/2,78.18,10
03无排行有提醒,皖AT0563,2020/7/2,72.59,11
02有排行无提醒,皖AT0601,2020/7/2,64.87,12
04无排行无提醒,皖AT0540,2020/7/2,64.56,13
03无排行有提醒,皖AT0596,2020/7/2,63.24,14
02有排行无提醒,皖AT0613,2020/7/2,61.49,15
01有排行有提醒,皖AT0650,2020/7/2,59.77,16
04无排行无提醒,皖AT0565,2020/7/2,58.12,17
02有排行无提醒,皖AT0620,2020/7/2,57.47,18
01有排行有提醒,皖AT0553,2020/7/2,55.54,19
03无排行有提醒,皖AT0621,2020/7/2,55.25,20
01有排行有提醒,皖AT0599,2020/7/2,52.21,21
03无排行有提醒,皖AT0591,2020/7/2,51.86,22
01有排行有提醒,皖AT0568,2020/7/2,48.76,23
02有排行无提醒,皖AT0541,2020/7/2,41.42,24
04无排行无提醒,皖AT0658,2020/7/2,38.8,25
04无排行无提醒,皖AT0623,2020/7/2,37.01,26
03无排行有提醒,皖AT0631,2020/7/2,36.9,27
01有排行有提醒,皖AT0628,2020/7/2,36.45,28
01有排行有提醒,皖AT0665,2020/7/2,30.65,29
04无排行无提醒,皖AT0608,2020/7/2,30.29,30
03无排行有提醒,皖AT0632,2020/7/2,27.84,31
01有排行有提醒,粤B048RX,2020/7/2,0,32
03无排行有提醒,粤TEST01,2020/7/2,0,32
04无排行无提醒,粤PR5795,2020/7/2,0,32
04无排行无提醒,皖AT0556,2020/7/2,0,32
01有排行有提醒,皖AT0609,2020/7/2,0,32
02有排行无提醒,粤BN8G52,2020/7/2,0,32
02有排行无提醒,皖AT0641,2020/7/2,0,32
02有排行无提醒,皖AT0580,2020/7/3,100,1
03无排行有提醒,皖AT0633,2020/7/3,100,1
02有排行无提醒,皖AT0576,2020/7/3,100,1
02有排行无提醒,粤SL3H57,2020/7/3,100,1
03无排行有提醒,粤BS207S,2020/7/3,100,1
04无排行无提醒,粤B83CT2,2020/7/3,100,1
03无排行有提醒,粤B892VK,2020/7/3,100,1
04无排行无提醒,粤B0Y92H,2020/7/3,100,1
02有排行无提醒,粤B7U0H5,2020/7/3,100,1
03无排行有提醒,渝D865V3,2020/7/3,100,1
01有排行有提醒,粤L39ES3,2020/7/3,100,1
02有排行无提醒,皖AT0543,2020/7/3,100,1
03无排行有提醒,皖AT0549,2020/7/3,100,1
04无排行无提醒,皖AT0560,2020/7/3,100,1
01有排行有提醒,皖AT0619,2020/7/3,100,1
04无排行无提醒,皖AT0666,2020/7/3,100,1
02有排行无提醒,皖AT0575,2020/7/3,100,1
03无排行有提醒,皖AT0589,2020/7/3,100,1
01有排行有提醒,皖AT0547,2020/7/3,100,1
04无排行无提醒,皖AT0616,2020/7/3,100,1
03无排行有提醒,皖AT0539,2020/7/3,100,1
01有排行有提醒,皖AT0600,2020/7/3,100,1
04无排行无提醒,皖AT0661,2020/7/3,100,1
03无排行有提醒,皖AT0579,2020/7/3,100,1
01有排行有提醒,粤B2K335,2020/7/3,100,1
04无排行无提醒,粤B3RC91,2020/7/3,100,1
02有排行无提醒,粤JCL629,2020/7/3,100,1
01有排行有提醒,粤LBY602,2020/7/3,100,1
01有排行有提醒,粤S45B27,2020/7/3,100,1
03无排行有提醒,粤B533CJ,2020/7/3,100,1
01有排行有提醒,皖AT0626,2020/7/3,100,1
04无排行无提醒,粤B4C0S6,2020/7/3,100,1
01有排行有提醒,粤BH218W,2020/7/3,100,1
02有排行无提醒,闽C88DN2,2020/7/3,100,1
03无排行有提醒,粤B3AU48,2020/7/3,100,1
02有排行无提醒,粤B3Q03K,2020/7/3,100,1
04无排行无提醒,粤S09158,2020/7/3,100,1
04无排行无提醒,粤STB959,2020/7/3,100,1
03无排行有提醒,粤BY1047,2020/7/3,100,1
02有排行无提醒,皖AYY059,2020/7/3,100,1
03无排行有提醒,粤B2X562,2020/7/3,100,1
04无排行无提醒,粤PR5795,2020/7/3,96.84,2
03无排行有提醒,粤STC809,2020/7/3,95.89,3
04无排行无提醒,粤BP439V,2020/7/3,92.51,4
02有排行无提醒,粤B9XN26,2020/7/3,91.95,5
01有排行有提醒,粤B3R80W,2020/7/3,90.84,6
02有排行无提醒,粤BL05M1,2020/7/3,88.86,7
01有排行有提醒,皖AT0642,2020/7/3,84.58,8
01有排行有提醒,皖AT0553,2020/7/3,75.56,9
01有排行有提醒,皖AT0568,2020/7/3,75.49,10
01有排行有提醒,粤BT2220,2020/7/3,75.28,11
03无排行有提醒,皖AT0563,2020/7/3,69.11,12
03无排行有提醒,皖AT0596,2020/7/3,64.75,13
03无排行有提醒,皖AT0621,2020/7/3,60.92,14
02有排行无提醒,皖AT0541,2020/7/3,58.66,15
01有排行有提醒,皖AT0665,2020/7/3,55.48,16
03无排行有提醒,皖AT0631,2020/7/3,54.64,17
02有排行无提醒,皖AT0613,2020/7/3,48.99,18
03无排行有提醒,皖AT0591,2020/7/3,47.25,19
02有排行无提醒,皖AT0620,2020/7/3,45.5,20
02有排行无提醒,皖AT0601,2020/7/3,44.84,21
01有排行有提醒,皖AT0599,2020/7/3,44.59,22
04无排行无提醒,皖AT0565,2020/7/3,42.44,23
04无排行无提醒,皖AT0658,2020/7/3,37.92,24
04无排行无提醒,皖AT0623,2020/7/3,36.33,25
01有排行有提醒,皖AT0650,2020/7/3,35.65,26
03无排行有提醒,皖AT0632,2020/7/3,34.58,27
04无排行无提醒,皖AT0608,2020/7/3,27.4,28
04无排行无提醒,皖AT0540,2020/7/3,25.27,29
01有排行有提醒,皖AT0628,2020/7/3,23.22,30
02有排行无提醒,皖AT0657,2020/7/3,23,31
01有排行有提醒,皖AT0609,2020/7/3,0,32
01有排行有提醒,粤B048RX,2020/7/3,0,32
04无排行无提醒,皖AT0556,2020/7/3,0,32
02有排行无提醒,粤BN8G52,2020/7/3,0,32
03无排行有提醒,粤TEST01,2020/7/3,0,32
02有排行无提醒,皖AT0641,2020/7/3,0,32
02有排行无提醒,皖AT0580,2020/7/4,100,1
02有排行无提醒,皖AT0543,2020/7/4,100,1
03无排行有提醒,皖AT0633,2020/7/4,100,1
02有排行无提醒,皖AT0576,2020/7/4,100,1
01有排行有提醒,皖AT0553,2020/7/4,100,1
02有排行无提醒,粤SL3H57,2020/7/4,100,1
03无排行有提醒,粤BS207S,2020/7/4,100,1
04无排行无提醒,粤B83CT2,2020/7/4,100,1
03无排行有提醒,粤B892VK,2020/7/4,100,1
04无排行无提醒,粤B0Y92H,2020/7/4,100,1
02有排行无提醒,粤B7U0H5,2020/7/4,100,1
03无排行有提醒,皖AT0549,2020/7/4,100,1
04无排行无提醒,皖AT0560,2020/7/4,100,1
03无排行有提醒,皖AT0579,2020/7/4,100,1
01有排行有提醒,皖AT0642,2020/7/4,100,1
01有排行有提醒,皖AT0619,2020/7/4,100,1
04无排行无提醒,皖AT0666,2020/7/4,100,1
02有排行无提醒,皖AT0575,2020/7/4,100,1
03无排行有提醒,皖AT0589,2020/7/4,100,1
01有排行有提醒,皖AT0547,2020/7/4,100,1
04无排行无提醒,皖AT0616,2020/7/4,100,1
03无排行有提醒,皖AT0539,2020/7/4,100,1
01有排行有提醒,皖AT0600,2020/7/4,100,1
04无排行无提醒,皖AT0661,2020/7/4,100,1
03无排行有提醒,渝D865V3,2020/7/4,100,1
01有排行有提醒,粤B2K335,2020/7/4,100,1
01有排行有提醒,粤BH218W,2020/7/4,100,1
02有排行无提醒,粤JCL629,2020/7/4,100,1
01有排行有提醒,粤S45B27,2020/7/4,100,1
02有排行无提醒,粤B3Q03K,2020/7/4,100,1
03无排行有提醒,粤B533CJ,2020/7/4,100,1
04无排行无提醒,粤B3RC91,2020/7/4,100,1
01有排行有提醒,粤LBY602,2020/7/4,100,1
04无排行无提醒,粤B4C0S6,2020/7/4,100,1
04无排行无提醒,粤S09158,2020/7/4,100,1
04无排行无提醒,粤STB959,2020/7/4,100,1
03无排行有提醒,粤B2X562,2020/7/4,100,1
02有排行无提醒,皖AYY059,2020/7/4,100,1
03无排行有提醒,粤BY1047,2020/7/4,100,1
02有排行无提醒,闽C88DN2,2020/7/4,100,1
01有排行有提醒,皖AT0626,2020/7/4,100,1
03无排行有提醒,粤B3AU48,2020/7/4,100,1
03无排行有提醒,粤STC809,2020/7/4,99.29,2
01有排行有提醒,粤BT2220,2020/7/4,94.28,3
01有排行有提醒,粤B3R80W,2020/7/4,91.88,4
02有排行无提醒,粤BL05M1,2020/7/4,90.01,5
04无排行无提醒,粤BP439V,2020/7/4,89.41,6
04无排行无提醒,皖AT0658,2020/7/4,79.67,7
03无排行有提醒,皖AT0563,2020/7/4,79.25,8
01有排行有提醒,皖AT0650,2020/7/4,76.92,9
03无排行有提醒,皖AT0621,2020/7/4,74.64,10
02有排行无提醒,皖AT0541,2020/7/4,71.91,11
02有排行无提醒,粤B9XN26,2020/7/4,70.87,12
02有排行无提醒,皖AT0657,2020/7/4,67.06,13
03无排行有提醒,皖AT0596,2020/7/4,66.92,14
01有排行有提醒,皖AT0568,2020/7/4,60.58,15
03无排行有提醒,皖AT0632,2020/7/4,58.21,16
01有排行有提醒,皖AT0599,2020/7/4,57.85,17
03无排行有提醒,皖AT0631,2020/7/4,52.68,18
04无排行无提醒,皖AT0565,2020/7/4,51.62,19
02有排行无提醒,皖AT0601,2020/7/4,49.11,20
03无排行有提醒,皖AT0591,2020/7/4,47.08,21
02有排行无提醒,皖AT0613,2020/7/4,44.32,22
04无排行无提醒,皖AT0540,2020/7/4,43.6,23
01有排行有提醒,皖AT0665,2020/7/4,38.91,24
02有排行无提醒,皖AT0620,2020/7/4,38.29,25
01有排行有提醒,皖AT0628,2020/7/4,36.63,26
04无排行无提醒,皖AT0623,2020/7/4,33.52,27
04无排行无提醒,皖AT0608,2020/7/4,9.98,28
01有排行有提醒,粤L39ES3,2020/7/4,0,29
02有排行无提醒,粤BN8G52,2020/7/4,0,29
01有排行有提醒,皖AT0609,2020/7/4,0,29
04无排行无提醒,皖AT0556,2020/7/4,0,29
01有排行有提醒,粤B048RX,2020/7/4,0,29
03无排行有提醒,粤TEST01,2020/7/4,0,29
04无排行无提醒,粤PR5795,2020/7/4,0,29
02有排行无提醒,皖AT0641,2020/7/4,0,29
02有排行无提醒,皖AT0580,2020/7/5,100,1
02有排行无提醒,皖AT0543,2020/7/5,100,1
03无排行有提醒,皖AT0633,2020/7/5,100,1
02有排行无提醒,皖AT0576,2020/7/5,100,1
02有排行无提醒,粤SL3H57,2020/7/5,100,1
03无排行有提醒,粤BS207S,2020/7/5,100,1
04无排行无提醒,粤B83CT2,2020/7/5,100,1
03无排行有提醒,粤B892VK,2020/7/5,100,1
04无排行无提醒,粤B0Y92H,2020/7/5,100,1
02有排行无提醒,粤B7U0H5,2020/7/5,100,1
03无排行有提醒,渝D865V3,2020/7/5,100,1
03无排行有提醒,皖AT0549,2020/7/5,100,1
04无排行无提醒,皖AT0560,2020/7/5,100,1
03无排行有提醒,皖AT0579,2020/7/5,100,1
01有排行有提醒,皖AT0642,2020/7/5,100,1
01有排行有提醒,皖AT0619,2020/7/5,100,1
04无排行无提醒,皖AT0666,2020/7/5,100,1
02有排行无提醒,皖AT0575,2020/7/5,100,1
03无排行有提醒,皖AT0589,2020/7/5,100,1
01有排行有提醒,皖AT0547,2020/7/5,100,1
04无排行无提醒,皖AT0616,2020/7/5,100,1
03无排行有提醒,皖AT0539,2020/7/5,100,1
01有排行有提醒,皖AT0600,2020/7/5,100,1
04无排行无提醒,皖AT0661,2020/7/5,100,1
01有排行有提醒,粤B2K335,2020/7/5,100,1
01有排行有提醒,粤BH218W,2020/7/5,100,1
01有排行有提醒,皖AT0626,2020/7/5,100,1
04无排行无提醒,粤STB959,2020/7/5,100,1
04无排行无提醒,粤B3RC91,2020/7/5,100,1
03无排行有提醒,粤B533CJ,2020/7/5,100,1
01有排行有提醒,粤S45B27,2020/7/5,100,1
02有排行无提醒,粤JCL629,2020/7/5,100,1
03无排行有提醒,粤B3AU48,2020/7/5,100,1
04无排行无提醒,粤B4C0S6,2020/7/5,100,1
02有排行无提醒,粤B3Q03K,2020/7/5,100,1
03无排行有提醒,粤B2X562,2020/7/5,100,1
02有排行无提醒,粤B9XN26,2020/7/5,100,1
01有排行有提醒,粤BT2220,2020/7/5,100,1
02有排行无提醒,皖AYY059,2020/7/5,100,1
03无排行有提醒,粤BY1047,2020/7/5,100,1
02有排行无提醒,闽C88DN2,2020/7/5,100,1
04无排行无提醒,粤S09158,2020/7/5,100,1
01有排行有提醒,粤LBY602,2020/7/5,100,1
01有排行有提醒,粤L39ES3,2020/7/5,97.7,2
02有排行无提醒,粤BL05M1,2020/7/5,96.21,3
04无排行无提醒,粤PR5795,2020/7/5,93.88,4
04无排行无提醒,粤BP439V,2020/7/5,90.94,5
01有排行有提醒,粤B3R80W,2020/7/5,90.67,6
03无排行有提醒,粤STC809,2020/7/5,89.56,7
03无排行有提醒,皖AT0563,2020/7/5,88.52,8
02有排行无提醒,皖AT0620,2020/7/5,75.27,9
01有排行有提醒,皖AT0568,2020/7/5,70.8,10
01有排行有提醒,皖AT0553,2020/7/5,69.58,11
02有排行无提醒,皖AT0541,2020/7/5,69.07,12
01有排行有提醒,皖AT0650,2020/7/5,65.65,13
04无排行无提醒,皖AT0658,2020/7/5,63.49,14
01有排行有提醒,皖AT0599,2020/7/5,63.44,15
03无排行有提醒,皖AT0621,2020/7/5,59.64,16
04无排行无提醒,皖AT0565,2020/7/5,59.56,17
03无排行有提醒,皖AT0596,2020/7/5,54.21,18
03无排行有提醒,皖AT0631,2020/7/5,53.12,19
02有排行无提醒,皖AT0601,2020/7/5,52.78,20
03无排行有提醒,皖AT0632,2020/7/5,49.71,21
02有排行无提醒,皖AT0613,2020/7/5,36.5,22
01有排行有提醒,皖AT0665,2020/7/5,35.88,23
01有排行有提醒,皖AT0628,2020/7/5,35.68,24
02有排行无提醒,皖AT0657,2020/7/5,33.56,25
04无排行无提醒,皖AT0540,2020/7/5,30.59,26
03无排行有提醒,皖AT0591,2020/7/5,29.73,27
04无排行无提醒,皖AT0623,2020/7/5,23.79,28
04无排行无提醒,皖AT0608,2020/7/5,16.31,29
01有排行有提醒,皖AT0609,2020/7/5,0,30
04无排行无提醒,皖AT0556,2020/7/5,0,30
03无排行有提醒,粤TEST01,2020/7/5,0,30
01有排行有提醒,粤B048RX,2020/7/5,0,30
02有排行无提醒,粤BN8G52,2020/7/5,0,30
02有排行无提醒,皖AT0641,2020/7/5,0,30
02有排行无提醒,皖AT0580,2020/7/6,100,1
03无排行有提醒,皖AT0633,2020/7/6,100,1
02有排行无提醒,皖AT0576,2020/7/6,100,1
02有排行无提醒,粤SL3H57,2020/7/6,100,1
03无排行有提醒,粤BS207S,2020/7/6,100,1
04无排行无提醒,粤B83CT2,2020/7/6,100,1
02有排行无提醒,粤BL05M1,2020/7/6,100,1
03无排行有提醒,粤B892VK,2020/7/6,100,1
04无排行无提醒,粤B0Y92H,2020/7/6,100,1
02有排行无提醒,粤B7U0H5,2020/7/6,100,1
03无排行有提醒,渝D865V3,2020/7/6,100,1
01有排行有提醒,粤L39ES3,2020/7/6,100,1
02有排行无提醒,皖AT0543,2020/7/6,100,1
03无排行有提醒,皖AT0549,2020/7/6,100,1
04无排行无提醒,皖AT0560,2020/7/6,100,1
01有排行有提醒,皖AT0642,2020/7/6,100,1
01有排行有提醒,皖AT0619,2020/7/6,100,1
04无排行无提醒,皖AT0666,2020/7/6,100,1
02有排行无提醒,皖AT0575,2020/7/6,100,1
03无排行有提醒,皖AT0589,2020/7/6,100,1
01有排行有提醒,皖AT0547,2020/7/6,100,1
04无排行无提醒,皖AT0616,2020/7/6,100,1
03无排行有提醒,皖AT0539,2020/7/6,100,1
01有排行有提醒,皖AT0600,2020/7/6,100,1
04无排行无提醒,皖AT0661,2020/7/6,100,1
03无排行有提醒,皖AT0579,2020/7/6,100,1
04无排行无提醒,粤BP439V,2020/7/6,100,1
04无排行无提醒,粤B3RC91,2020/7/6,100,1
03无排行有提醒,粤B533CJ,2020/7/6,100,1
01有排行有提醒,粤S45B27,2020/7/6,100,1
03无排行有提醒,粤B3AU48,2020/7/6,100,1
04无排行无提醒,粤B4C0S6,2020/7/6,100,1
01有排行有提醒,皖AT0626,2020/7/6,100,1
02有排行无提醒,粤B3Q03K,2020/7/6,100,1
01有排行有提醒,粤LBY602,2020/7/6,100,1
04无排行无提醒,粤STB959,2020/7/6,100,1
02有排行无提醒,闽C88DN2,2020/7/6,100,1
02有排行无提醒,皖AYY059,2020/7/6,100,1
01有排行有提醒,粤B2K335,2020/7/6,100,1
04无排行无提醒,粤PR5795,2020/7/6,100,1
03无排行有提醒,粤BY1047,2020/7/6,100,1
01有排行有提醒,粤BT2220,2020/7/6,100,1
04无排行无提醒,粤S09158,2020/7/6,100,1
03无排行有提醒,粤B2X562,2020/7/6,100,1
01有排行有提醒,粤BH218W,2020/7/6,100,1
01有排行有提醒,皖AT0628,2020/7/6,97.42,2
02有排行无提醒,粤JCL629,2020/7/6,92.72,3
03无排行有提醒,粤STC809,2020/7/6,91.51,4
02有排行无提醒,粤B9XN26,2020/7/6,87.5,5
01有排行有提醒,粤B3R80W,2020/7/6,81.32,6
01有排行有提醒,皖AT0599,2020/7/6,70.17,7
01有排行有提醒,皖AT0650,2020/7/6,69.94,8
02有排行无提醒,皖AT0601,2020/7/6,62.79,9
04无排行无提醒,皖AT0540,2020/7/6,60.29,10
02有排行无提醒,皖AT0620,2020/7/6,60.19,11
03无排行有提醒,皖AT0596,2020/7/6,57.37,12
03无排行有提醒,皖AT0621,2020/7/6,55.85,13
02有排行无提醒,皖AT0541,2020/7/6,50.89,14
01有排行有提醒,皖AT0568,2020/7/6,49.41,15
04无排行无提醒,皖AT0658,2020/7/6,48.26,16
03无排行有提醒,皖AT0632,2020/7/6,46.5,17
04无排行无提醒,皖AT0565,2020/7/6,44.66,18
02有排行无提醒,皖AT0657,2020/7/6,44.37,19
01有排行有提醒,皖AT0553,2020/7/6,44,20
03无排行有提醒,皖AT0563,2020/7/6,42.16,21
03无排行有提醒,皖AT0591,2020/7/6,42.11,22
04无排行无提醒,皖AT0608,2020/7/6,40.19,23
04无排行无提醒,皖AT0623,2020/7/6,39.82,24
03无排行有提醒,皖AT0631,2020/7/6,39.4,25
01有排行有提醒,皖AT0665,2020/7/6,32.94,26
02有排行无提醒,皖AT0613,2020/7/6,31.98,27
02有排行无提醒,皖AT0641,2020/7/6,0,28
01有排行有提醒,皖AT0609,2020/7/6,0,28
03无排行有提醒,粤TEST01,2020/7/6,0,28
04无排行无提醒,皖AT0556,2020/7/6,0,28
01有排行有提醒,粤B048RX,2020/7/6,0,28
02有排行无提醒,粤BN8G52,2020/7/6,0,28
02有排行无提醒,皖AT0580,2020/7/7,100,1
02有排行无提醒,皖AT0543,2020/7/7,100,1
03无排行有提醒,皖AT0633,2020/7/7,100,1
02有排行无提醒,皖AT0576,2020/7/7,100,1
02有排行无提醒,粤SL3H57,2020/7/7,100,1
03无排行有提醒,粤BS207S,2020/7/7,100,1
04无排行无提醒,粤B83CT2,2020/7/7,100,1
03无排行有提醒,粤B892VK,2020/7/7,100,1
04无排行无提醒,粤B0Y92H,2020/7/7,100,1
02有排行无提醒,粤B7U0H5,2020/7/7,100,1
03无排行有提醒,渝D865V3,2020/7/7,100,1
03无排行有提醒,皖AT0549,2020/7/7,100,1
04无排行无提醒,皖AT0560,2020/7/7,100,1
03无排行有提醒,皖AT0579,2020/7/7,100,1
01有排行有提醒,皖AT0642,2020/7/7,100,1
01有排行有提醒,皖AT0619,2020/7/7,100,1
04无排行无提醒,皖AT0666,2020/7/7,100,1
02有排行无提醒,皖AT0575,2020/7/7,100,1
03无排行有提醒,皖AT0589,2020/7/7,100,1
01有排行有提醒,皖AT0547,2020/7/7,100,1
04无排行无提醒,皖AT0616,2020/7/7,100,1
03无排行有提醒,皖AT0539,2020/7/7,100,1
01有排行有提醒,皖AT0600,2020/7/7,100,1
04无排行无提醒,皖AT0661,2020/7/7,100,1
01有排行有提醒,粤L39ES3,2020/7/7,100,1
01有排行有提醒,粤B2K335,2020/7/7,100,1
01有排行有提醒,粤BH218W,2020/7/7,100,1
04无排行无提醒,粤B4C0S6,2020/7/7,100,1
04无排行无提醒,粤B3RC91,2020/7/7,100,1
03无排行有提醒,粤B533CJ,2020/7/7,100,1
01有排行有提醒,粤LBY602,2020/7/7,100,1
01有排行有提醒,粤S45B27,2020/7/7,100,1
02有排行无提醒,皖AYY059,2020/7/7,100,1
03无排行有提醒,粤B3AU48,2020/7/7,100,1
03无排行有提醒,粤B2X562,2020/7/7,100,1
04无排行无提醒,粤STB959,2020/7/7,100,1
01有排行有提醒,粤BT2220,2020/7/7,100,1
04无排行无提醒,粤PR5795,2020/7/7,100,1
