部门,车牌号,日期,驾驶行为评分,排名
04无排行无提醒,粤B4C0S6,2020/3/2,100,1
02有排行无提醒,闽C88DN2,2020/3/2,100,1
01有排行有提醒,粤BT2220,2020/3/2,100,1
04无排行无提醒,粤STB959,2020/3/2,100,1
02有排行无提醒,皖AYY059,2020/3/2,100,1
01有排行有提醒,皖AT0626,2020/3/2,100,1
01有排行有提醒,粤S45B27,2020/3/2,100,1
03无排行有提醒,粤B533CJ,2020/3/2,100,1
04无排行无提醒,粤S09158,2020/3/2,100,1
02有排行无提醒,粤B9XN26,2020/3/2,100,1
03无排行有提醒,粤B2X562,2020/3/2,100,1
01有排行有提醒,粤BH218W,2020/3/2,100,1
04无排行无提醒,粤B3RC91,2020/3/2,100,1
02有排行无提醒,粤JCL629,2020/3/2,94.62,2
01有排行有提醒,皖AT0642,2020/3/2,93.72,3
02有排行无提醒,粤B3Q03K,2020/3/2,93.67,4
03无排行有提醒,皖AT0579,2020/3/2,91.74,5
01有排行有提醒,粤B3R80W,2020/3/2,91.71,6
04无排行无提醒,皖AT0658,2020/3/2,89.79,7
04无排行无提醒,皖AT0540,2020/3/2,89.21,8
04无排行无提醒,皖AT0565,2020/3/2,86.94,9
02有排行无提醒,皖AT0580,2020/3/2,85.89,10
02有排行无提醒,皖AT0620,2020/3/2,85.41,11
01有排行有提醒,皖AT0568,2020/3/2,82.57,12
01有排行有提醒,皖AT0650,2020/3/2,79.37,13
04无排行无提醒,皖AT0661,2020/3/2,78.78,14
01有排行有提醒,皖AT0599,2020/3/2,73.95,15
04无排行无提醒,皖AT0666,2020/3/2,73.17,16
03无排行有提醒,皖AT0589,2020/3/2,70.27,17
04无排行无提醒,皖AT0623,2020/3/2,69.22,18
03无排行有提醒,皖AT0631,2020/3/2,67.11,19
03无排行有提醒,皖AT0596,2020/3/2,66.06,20
02有排行无提醒,皖AT0541,2020/3/2,66.03,21
03无排行有提醒,皖AT0591,2020/3/2,63.49,22
02有排行无提醒,皖AT0575,2020/3/2,63.1,23
01有排行有提醒,皖AT0665,2020/3/2,62.19,24
02有排行无提醒,皖AT0601,2020/3/2,60.01,25
04无排行无提醒,粤BP439V,2020/3/2,59.8,26
01有排行有提醒,皖AT0628,2020/3/2,55.51,27
04无排行无提醒,皖AT0608,2020/3/2,49.68,28
02有排行无提醒,皖AT0657,2020/3/2,48.77,29
01有排行有提醒,皖AT0619,2020/3/2,47.52,30
03无排行有提醒,皖AT0549,2020/3/2,46.82,31
02有排行无提醒,皖AT0613,2020/3/2,0,32
03无排行有提醒,粤TEST01,2020/3/2,0,32
04无排行无提醒,皖AT0556,2020/3/2,0,32
02有排行无提醒,粤BN8G52,2020/3/2,0,32
01有排行有提醒,皖AT0609,2020/3/2,0,32
01有排行有提醒,粤B048RX,2020/3/2,0,32
02有排行无提醒,皖AT0641,2020/3/2,0,32
01有排行有提醒,粤BT2220,2020/3/3,100,1
03无排行有提醒,皖AT0539,2020/3/3,100,1
01有排行有提醒,皖AT0600,2020/3/3,100,1
03无排行有提醒,粤BY1047,2020/3/3,100,1
04无排行无提醒,粤PR5795,2020/3/3,100,1
01有排行有提醒,粤B2K335,2020/3/3,100,1
03无排行有提醒,粤STC809,2020/3/3,100,1
04无排行无提醒,皖AT0560,2020/3/3,100,1
02有排行无提醒,皖AT0543,2020/3/3,100,1
01有排行有提醒,粤L39ES3,2020/3/3,100,1
03无排行有提醒,渝D865V3,2020/3/3,100,1
02有排行无提醒,粤B7U0H5,2020/3/3,100,1
04无排行无提醒,粤B0Y92H,2020/3/3,100,1
03无排行有提醒,粤B892VK,2020/3/3,100,1
02有排行无提醒,粤BL05M1,2020/3/3,100,1
04无排行无提醒,粤B83CT2,2020/3/3,100,1
03无排行有提醒,粤BS207S,2020/3/3,100,1
02有排行无提醒,粤SL3H57,2020/3/3,100,1
04无排行无提醒,粤S09158,2020/3/3,100,1
03无排行有提醒,皖AT0563,2020/3/3,100,1
03无排行有提醒,粤B2X562,2020/3/3,100,1
03无排行有提醒,皖AT0631,2020/3/3,100,1
02有排行无提醒,皖AYY059,2020/3/3,100,1
03无排行有提醒,皖AT0632,2020/3/3,100,1
01有排行有提醒,皖AT0626,2020/3/3,100,1
01有排行有提醒,皖AT0547,2020/3/3,100,1
04无排行无提醒,粤STB959,2020/3/3,100,1
02有排行无提醒,闽C88DN2,2020/3/3,100,1
04无排行无提醒,粤B4C0S6,2020/3/3,100,1
01有排行有提醒,粤LBY602,2020/3/3,100,1
03无排行有提醒,粤B3AU48,2020/3/3,100,1
04无排行无提醒,皖AT0616,2020/3/3,100,1
01有排行有提醒,粤S45B27,2020/3/3,100,1
03无排行有提醒,粤B533CJ,2020/3/3,100,1
04无排行无提醒,粤B3RC91,2020/3/3,100,1
01有排行有提醒,粤BH218W,2020/3/3,100,1
03无排行有提醒,皖AT0633,2020/3/3,100,1
02有排行无提醒,皖AT0576,2020/3/3,99.72,2
01有排行有提醒,皖AT0553,2020/3/3,96.96,3
01有排行有提醒,皖AT0642,2020/3/3,95.84,4
02有排行无提醒,粤B3Q03K,2020/3/3,94.78,5
02有排行无提醒,粤JCL629,2020/3/3,94.76,6
02有排行无提醒,皖AT0580,2020/3/3,93.08,7
02有排行无提醒,粤B9XN26,2020/3/3,91.25,8
01有排行有提醒,粤B3R80W,2020/3/3,87.27,9
02有排行无提醒,皖AT0620,2020/3/3,84.98,10
03无排行有提醒,皖AT0589,2020/3/3,83.37,11
04无排行无提醒,皖AT0661,2020/3/3,83.12,12
04无排行无提醒,皖AT0658,2020/3/3,83.11,13
02有排行无提醒,皖AT0613,2020/3/3,82.62,14
04无排行无提醒,皖AT0540,2020/3/3,81.58,15
01有排行有提醒,皖AT0568,2020/3/3,80.5,16
03无排行有提醒,皖AT0579,2020/3/3,79.56,17
01有排行有提醒,皖AT0665,2020/3/3,75.71,18
04无排行无提醒,皖AT0623,2020/3/3,75.61,19
01有排行有提醒,皖AT0650,2020/3/3,72.73,20
02有排行无提醒,皖AT0541,2020/3/3,71.46,21
01有排行有提醒,皖AT0628,2020/3/3,71.18,22
04无排行无提醒,皖AT0608,2020/3/3,71.09,23
01有排行有提醒,皖AT0599,2020/3/3,69.8,24
03无排行有提醒,皖AT0596,2020/3/3,69.18,25
02有排行无提醒,皖AT0575,2020/3/3,69.09,26
04无排行无提醒,皖AT0565,2020/3/3,65.38,27
04无排行无提醒,粤BP439V,2020/3/3,63.65,28
03无排行有提醒,皖AT0621,2020/3/3,62.92,29
02有排行无提醒,皖AT0601,2020/3/3,61.4,30
04无排行无提醒,皖AT0666,2020/3/3,61.22,31
03无排行有提醒,皖AT0591,2020/3/3,55.97,32
01有排行有提醒,皖AT0619,2020/3/3,52.2,33
02有排行无提醒,皖AT0657,2020/3/3,45.15,34
03无排行有提醒,皖AT0549,2020/3/3,43.74,35
03无排行有提醒,粤TEST01,2020/3/3,0,36
04无排行无提醒,皖AT0556,2020/3/3,0,36
01有排行有提醒,粤B048RX,2020/3/3,0,36
01有排行有提醒,皖AT0609,2020/3/3,0,36
02有排行无提醒,粤BN8G52,2020/3/3,0,36
02有排行无提醒,皖AT0641,2020/3/3,0,36
03无排行有提醒,皖AT0632,2020/3/4,100,1
02有排行无提醒,粤SL3H57,2020/3/4,100,1
03无排行有提醒,粤BS207S,2020/3/4,100,1
04无排行无提醒,粤B83CT2,2020/3/4,100,1
02有排行无提醒,粤BL05M1,2020/3/4,100,1
03无排行有提醒,粤B892VK,2020/3/4,100,1
04无排行无提醒,粤B0Y92H,2020/3/4,100,1
02有排行无提醒,粤B7U0H5,2020/3/4,100,1
03无排行有提醒,渝D865V3,2020/3/4,100,1
03无排行有提醒,粤STC809,2020/3/4,100,1
01有排行有提醒,粤B2K335,2020/3/4,100,1
01有排行有提醒,皖AT0553,2020/3/4,100,1
02有排行无提醒,皖AT0576,2020/3/4,100,1
01有排行有提醒,皖AT0547,2020/3/4,100,1
04无排行无提醒,皖AT0616,2020/3/4,100,1
03无排行有提醒,皖AT0539,2020/3/4,100,1
01有排行有提醒,皖AT0600,2020/3/4,100,1
02有排行无提醒,皖AT0620,2020/3/4,100,1
02有排行无提醒,皖AT0613,2020/3/4,100,1
01有排行有提醒,皖AT0628,2020/3/4,100,1
04无排行无提醒,皖AT0560,2020/3/4,100,1
02有排行无提醒,皖AT0543,2020/3/4,100,1
03无排行有提醒,皖AT0633,2020/3/4,100,1
04无排行无提醒,粤PR5795,2020/3/4,100,1
03无排行有提醒,粤BY1047,2020/3/4,100,1
03无排行有提醒,粤B533CJ,2020/3/4,100,1
01有排行有提醒,粤S45B27,2020/3/4,100,1
03无排行有提醒,粤B3AU48,2020/3/4,100,1
01有排行有提醒,粤LBY602,2020/3/4,100,1
04无排行无提醒,粤B4C0S6,2020/3/4,100,1
02有排行无提醒,闽C88DN2,2020/3/4,100,1
04无排行无提醒,粤STB959,2020/3/4,100,1
04无排行无提醒,粤B3RC91,2020/3/4,100,1
01有排行有提醒,粤BH218W,2020/3/4,100,1
01有排行有提醒,粤BT2220,2020/3/4,100,1
02有排行无提醒,皖AYY059,2020/3/4,100,1
04无排行无提醒,粤S09158,2020/3/4,100,1
02有排行无提醒,粤B9XN26,2020/3/4,100,1
03无排行有提醒,粤B2X562,2020/3/4,100,1
01有排行有提醒,皖AT0626,2020/3/4,100,1
01有排行有提醒,粤L39ES3,2020/3/4,99.87,2
02有排行无提醒,粤JCL629,2020/3/4,97.74,3
01有排行有提醒,皖AT0642,2020/3/4,92.81,4
02有排行无提醒,粤B3Q03K,2020/3/4,92.62,5
03无排行有提醒,皖AT0563,2020/3/4,89.03,6
01有排行有提醒,粤B3R80W,2020/3/4,87.75,7
04无排行无提醒,皖AT0565,2020/3/4,87.15,8
03无排行有提醒,皖AT0579,2020/3/4,86.33,9
01有排行有提醒,皖AT0568,2020/3/4,83.96,10
04无排行无提醒,皖AT0661,2020/3/4,81.81,11
03无排行有提醒,皖AT0621,2020/3/4,78.1,12
01有排行有提醒,皖AT0665,2020/3/4,77.65,13
03无排行有提醒,皖AT0589,2020/3/4,76.17,14
01有排行有提醒,皖AT0599,2020/3/4,74.56,15
04无排行无提醒,粤BP439V,2020/3/4,70.4,16
04无排行无提醒,皖AT0608,2020/3/4,68.66,17
03无排行有提醒,皖AT0631,2020/3/4,67.3,18
04无排行无提醒,皖AT0658,2020/3/4,65.03,19
02有排行无提醒,皖AT0541,2020/3/4,63.89,20
02有排行无提醒,皖AT0580,2020/3/4,63.39,21
03无排行有提醒,皖AT0591,2020/3/4,61.86,22
03无排行有提醒,皖AT0596,2020/3/4,61.17,23
03无排行有提醒,皖AT0549,2020/3/4,61.13,24
02有排行无提醒,皖AT0601,2020/3/4,60.47,25
01有排行有提醒,皖AT0650,2020/3/4,59.94,26
04无排行无提醒,皖AT0666,2020/3/4,58.78,27
02有排行无提醒,皖AT0575,2020/3/4,58.19,28
01有排行有提醒,皖AT0619,2020/3/4,56.38,29
04无排行无提醒,皖AT0623,2020/3/4,51.21,30
02有排行无提醒,皖AT0657,2020/3/4,41.1,31
04无排行无提醒,皖AT0540,2020/3/4,23.96,32
01有排行有提醒,皖AT0609,2020/3/4,0,33
02有排行无提醒,粤BN8G52,2020/3/4,0,33
04无排行无提醒,皖AT0556,2020/3/4,0,33
01有排行有提醒,粤B048RX,2020/3/4,0,33
03无排行有提醒,粤TEST01,2020/3/4,0,33
02有排行无提醒,皖AT0641,2020/3/4,0,33
03无排行有提醒,皖AT0631,2020/3/5,100,1
02有排行无提醒,粤SL3H57,2020/3/5,100,1
03无排行有提醒,粤BS207S,2020/3/5,100,1
04无排行无提醒,粤B83CT2,2020/3/5,100,1
02有排行无提醒,粤BL05M1,2020/3/5,100,1
03无排行有提醒,粤B892VK,2020/3/5,100,1
04无排行无提醒,粤B0Y92H,2020/3/5,100,1
02有排行无提醒,粤B7U0H5,2020/3/5,100,1
03无排行有提醒,渝D865V3,2020/3/5,100,1
01有排行有提醒,粤L39ES3,2020/3/5,100,1
03无排行有提醒,粤STC809,2020/3/5,100,1
02有排行无提醒,皖AT0576,2020/3/5,100,1
03无排行有提醒,皖AT0633,2020/3/5,100,1
03无排行有提醒,皖AT0621,2020/3/5,100,1
03无排行有提醒,皖AT0632,2020/3/5,100,1
01有排行有提醒,皖AT0547,2020/3/5,100,1
04无排行无提醒,皖AT0616,2020/3/5,100,1
03无排行有提醒,皖AT0563,2020/3/5,100,1
03无排行有提醒,皖AT0539,2020/3/5,100,1
01有排行有提醒,皖AT0600,2020/3/5,100,1
02有排行无提醒,皖AT0613,2020/3/5,100,1
04无排行无提醒,皖AT0560,2020/3/5,100,1
02有排行无提醒,皖AT0543,2020/3/5,100,1
01有排行有提醒,粤B2K335,2020/3/5,100,1
04无排行无提醒,粤PR5795,2020/3/5,100,1
03无排行有提醒,粤BY1047,2020/3/5,100,1
04无排行无提醒,粤B4C0S6,2020/3/5,100,1
04无排行无提醒,粤STB959,2020/3/5,100,1
01有排行有提醒,粤LBY602,2020/3/5,100,1
03无排行有提醒,粤B3AU48,2020/3/5,100,1
01有排行有提醒,粤S45B27,2020/3/5,100,1
03无排行有提醒,粤B533CJ,2020/3/5,100,1
04无排行无提醒,粤B3RC91,2020/3/5,100,1
01有排行有提醒,粤BH218W,2020/3/5,100,1
03无排行有提醒,粤B2X562,2020/3/5,100,1
01有排行有提醒,粤BT2220,2020/3/5,100,1
02有排行无提醒,皖AYY059,2020/3/5,100,1
01有排行有提醒,皖AT0626,2020/3/5,100,1
04无排行无提醒,粤S09158,2020/3/5,100,1
02有排行无提醒,闽C88DN2,2020/3/5,100,1
02有排行无提醒,皖AT0620,2020/3/5,99.06,2
02有排行无提醒,粤JCL629,2020/3/5,96.11,3
02有排行无提醒,粤B3Q03K,2020/3/5,94.21,4
01有排行有提醒,粤B3R80W,2020/3/5,88.39,5
02有排行无提醒,皖AT0580,2020/3/5,86.67,6
01有排行有提醒,皖AT0650,2020/3/5,83.78,7
01有排行有提醒,皖AT0568,2020/3/5,83.67,8
03无排行有提醒,皖AT0589,2020/3/5,83.54,9
01有排行有提醒,皖AT0553,2020/3/5,83,10
01有排行有提醒,皖AT0642,2020/3/5,78.18,11
04无排行无提醒,皖AT0565,2020/3/5,78.08,12
04无排行无提醒,皖AT0661,2020/3/5,77.6,13
01有排行有提醒,皖AT0665,2020/3/5,77.35,14
01有排行有提醒,皖AT0619,2020/3/5,76.97,15
04无排行无提醒,皖AT0540,2020/3/5,75.95,16
04无排行无提醒,皖AT0608,2020/3/5,72.49,17
02有排行无提醒,皖AT0575,2020/3/5,69.78,18
04无排行无提醒,粤BP439V,2020/3/5,69.46,19
04无排行无提醒,皖AT0666,2020/3/5,69.34,20
02有排行无提醒,粤B9XN26,2020/3/5,69.14,21
04无排行无提醒,皖AT0658,2020/3/5,66.87,22
01有排行有提醒,皖AT0599,2020/3/5,66.2,23
03无排行有提醒,皖AT0579,2020/3/5,60.73,24
03无排行有提醒,皖AT0596,2020/3/5,58.79,25
04无排行无提醒,皖AT0623,2020/3/5,53.65,26
02有排行无提醒,皖AT0657,2020/3/5,50.78,27
02有排行无提醒,皖AT0601,2020/3/5,49.16,28
02有排行无提醒,皖AT0541,2020/3/5,47.89,29
03无排行有提醒,皖AT0591,2020/3/5,46.5,30
03无排行有提醒,皖AT0549,2020/3/5,40.62,31
01有排行有提醒,皖AT0628,2020/3/5,25.66,32
03无排行有提醒,粤TEST01,2020/3/5,0,33
02有排行无提醒,粤BN8G52,2020/3/5,0,33
04无排行无提醒,皖AT0556,2020/3/5,0,33
01有排行有提醒,粤B048RX,2020/3/5,0,33
01有排行有提醒,皖AT0609,2020/3/5,0,33
02有排行无提醒,皖AT0641,2020/3/5,0,33
04无排行无提醒,皖AT0565,2020/3/6,100,1
03无排行有提醒,粤BS207S,2020/3/6,100,1
04无排行无提醒,粤B83CT2,2020/3/6,100,1
02有排行无提醒,粤BL05M1,2020/3/6,100,1
03无排行有提醒,粤B892VK,2020/3/6,100,1
04无排行无提醒,粤B0Y92H,2020/3/6,100,1
02有排行无提醒,粤B7U0H5,2020/3/6,100,1
03无排行有提醒,渝D865V3,2020/3/6,100,1
01有排行有提醒,粤L39ES3,2020/3/6,100,1
03无排行有提醒,粤STC809,2020/3/6,100,1
01有排行有提醒,粤B2K335,2020/3/6,100,1
02有排行无提醒,粤SL3H57,2020/3/6,100,1
02有排行无提醒,皖AT0576,2020/3/6,100,1
01有排行有提醒,皖AT0619,2020/3/6,100,1
03无排行有提醒,皖AT0621,2020/3/6,100,1
03无排行有提醒,皖AT0632,2020/3/6,100,1
01有排行有提醒,皖AT0547,2020/3/6,100,1
04无排行无提醒,皖AT0616,2020/3/6,100,1
03无排行有提醒,皖AT0539,2020/3/6,100,1
01有排行有提醒,皖AT0600,2020/3/6,100,1
04无排行无提醒,皖AT0560,2020/3/6,100,1
02有排行无提醒,皖AT0543,2020/3/6,100,1
03无排行有提醒,皖AT0633,2020/3/6,100,1
04无排行无提醒,粤PR5795,2020/3/6,100,1
03无排行有提醒,粤BY1047,2020/3/6,100,1
03无排行有提醒,粤B3AU48,2020/3/6,100,1
01有排行有提醒,粤LBY602,2020/3/6,100,1
04无排行无提醒,粤B4C0S6,2020/3/6,100,1
02有排行无提醒,闽C88DN2,2020/3/6,100,1
02有排行无提醒,皖AYY059,2020/3/6,100,1
04无排行无提醒,粤STB959,2020/3/6,100,1
01有排行有提醒,皖AT0626,2020/3/6,100,1
01有排行有提醒,粤S45B27,2020/3/6,100,1
03无排行有提醒,粤B533CJ,2020/3/6,100,1
04无排行无提醒,粤B3RC91,2020/3/6,100,1
01有排行有提醒,粤BT2220,2020/3/6,100,1
04无排行无提醒,粤S09158,2020/3/6,100,1
03无排行有提醒,粤B2X562,2020/3/6,100,1
01有排行有提醒,粤BH218W,2020/3/6,100,1
03无排行有提醒,皖AT0563,2020/3/6,99.54,2
01有排行有提醒,皖AT0642,2020/3/6,96.53,3
02有排行无提醒,粤JCL629,2020/3/6,95.11,4
02有排行无提醒,粤B3Q03K,2020/3/6,94.55,5
02有排行无提醒,皖AT0613,2020/3/6,92.84,6
01有排行有提醒,皖AT0650,2020/3/6,89.88,7
04无排行无提醒,皖AT0540,2020/3/6,89.82,8
01有排行有提醒,粤B3R80W,2020/3/6,88.22,9
01有排行有提醒,皖AT0553,2020/3/6,87.22,10
03无排行有提醒,皖AT0579,2020/3/6,84.37,11
03无排行有提醒,皖AT0589,2020/3/6,82.58,12
02有排行无提醒,皖AT0575,2020/3/6,82.45,13
04无排行无提醒,皖AT0658,2020/3/6,81.86,14
02有排行无提醒,皖AT0580,2020/3/6,81.31,15
01有排行有提醒,皖AT0599,2020/3/6,80.32,16
02有排行无提醒,粤B9XN26,2020/3/6,79.2,17
04无排行无提醒,皖AT0608,2020/3/6,78.83,18
01有排行有提醒,皖AT0568,2020/3/6,77.4,19
01有排行有提醒,皖AT0665,2020/3/6,77.13,20
04无排行无提醒,皖AT0661,2020/3/6,73.83,21
03无排行有提醒,皖AT0596,2020/3/6,68.73,22
04无排行无提醒,粤BP439V,2020/3/6,67.57,23
03无排行有提醒,皖AT0631,2020/3/6,66.88,24
04无排行无提醒,皖AT0666,2020/3/6,63.61,25
02有排行无提醒,皖AT0601,2020/3/6,63.26,26
04无排行无提醒,皖AT0623,2020/3/6,61.82,27
03无排行有提醒,皖AT0591,2020/3/6,61.01,28
02有排行无提醒,皖AT0657,2020/3/6,54.32,29
03无排行有提醒,皖AT0549,2020/3/6,50.42,30
01有排行有提醒,皖AT0628,2020/3/6,43.47,31
02有排行无提醒,皖AT0541,2020/3/6,26.68,32
02有排行无提醒,皖AT0620,2020/3/6,22.13,33
03无排行有提醒,粤TEST01,2020/3/6,0,34
04无排行无提醒,皖AT0556,2020/3/6,0,34
02有排行无提醒,粤BN8G52,2020/3/6,0,34
01有排行有提醒,皖AT0609,2020/3/6,0,34
01有排行有提醒,粤B048RX,2020/3/6,0,34
02有排行无提醒,皖AT0641,2020/3/6,0,34
03无排行有提醒,皖AT0632,2020/3/7,100,1
04无排行无提醒,粤B83CT2,2020/3/7,100,1
03无排行有提醒,粤B892VK,2020/3/7,100,1
04无排行无提醒,粤B0Y92H,2020/3/7,100,1
02有排行无提醒,粤B7U0H5,2020/3/7,100,1
03无排行有提醒,渝D865V3,2020/3/7,100,1
03无排行有提醒,粤STC809,2020/3/7,100,1
01有排行有提醒,粤B2K335,2020/3/7,100,1
04无排行无提醒,粤PR5795,2020/3/7,100,1
03无排行有提醒,粤BS207S,2020/3/7,100,1
02有排行无提醒,粤SL3H57,2020/3/7,100,1
02有排行无提醒,皖AT0576,2020/3/7,100,1
01有排行有提醒,皖AT0547,2020/3/7,100,1
04无排行无提醒,皖AT0616,2020/3/7,100,1
03无排行有提醒,皖AT0563,2020/3/7,100,1
03无排行有提醒,皖AT0539,2020/3/7,100,1
01有排行有提醒,皖AT0600,2020/3/7,100,1
04无排行无提醒,皖AT0560,2020/3/7,100,1
02有排行无提醒,皖AT0543,2020/3/7,100,1
03无排行有提醒,皖AT0633,2020/3/7,100,1
03无排行有提醒,粤BY1047,2020/3/7,100,1
03无排行有提醒,粤B3AU48,2020/3/7,100,1
01有排行有提醒,粤LBY602,2020/3/7,100,1
04无排行无提醒,粤B4C0S6,2020/3/7,100,1
01有排行有提醒,粤BT2220,2020/3/7,100,1
02有排行无提醒,闽C88DN2,2020/3/7,100,1
04无排行无提醒,粤STB959,2020/3/7,100,1
02有排行无提醒,皖AYY059,2020/3/7,100,1
01有排行有提醒,皖AT0626,2020/3/7,100,1
02有排行无提醒,粤JCL629,2020/3/7,100,1
01有排行有提醒,粤S45B27,2020/3/7,100,1
03无排行有提醒,粤B533CJ,2020/3/7,100,1
04无排行无提醒,粤S09158,2020/3/7,100,1
04无排行无提醒,粤B3RC91,2020/3/7,100,1
03无排行有提醒,粤B2X562,2020/3/7,100,1
01有排行有提醒,粤BH218W,2020/3/7,100,1
04无排行无提醒,皖AT0565,2020/3/7,98.02,2
