部门,车牌号,行驶里程,总里程,油耗,行驶时长,平均速度（KM/H）,急加速,急减速,急转弯,疲劳驾驶（次数）,夜间驾驶时长（H）,日期,驾驶行为评分,插拔
04无排行无提醒,皖AT0608,303.56,60471.79,39.53,14.22,21.35,363,461,104,1,15.32,2020/7/1,32.71,未拔出
04无排行无提醒,皖AT0623,288.29,61527.08,37.69,12.29,23.46,194,145,5,1,3.86,2020/7/1,52.79,未拔出
04无排行无提醒,皖AT0540,270.18,72948.78,34.62,11.48,23.53,9,19,259,1,7.21,2020/7/1,35.6,未拔出
04无排行无提醒,皖AT0658,237.76,51635.63,29.73,10.3,23.08,158,128,1,0,0.11,2020/7/1,68.11,未拔出
04无排行无提醒,皖AT0565,195.08,53706.42,32,9.72,20.07,27,105,0,1,3.78,2020/7/1,43.36,未拔出
04无排行无提醒,粤BP439V,112.53,8251.72,14.52,5.15,21.85,74,95,1,0,1.14,2020/7/1,54.98,未拔出
04无排行无提醒,皖AT0661,0,30194.09,0,0,0,0,0,0,0,0,2020/7/1,100,未拔出
04无排行无提醒,皖AT0556,0,44.1,0,0,0,0,0,0,0,0,2020/7/1,0,未拔出
04无排行无提醒,皖AT0666,0,31777.59,0,0,0,0,0,0,0,0,2020/7/1,100,未拔出
04无排行无提醒,皖AT0616,0,2377.84,0,0,0,0,0,0,0,0,2020/7/1,100,未拔出
04无排行无提醒,皖AT0560,0,27390.95,0,0,0,0,0,0,0,0,2020/7/1,100,未拔出
04无排行无提醒,粤B3RC91,0,326,0,0,0,0,0,0,0,0,2020/7/1,100,未拔出
04无排行无提醒,粤B4C0S6,0,3066.51,0,0,0,0,0,0,0,0,2020/7/1,100,未拔出
04无排行无提醒,粤STB959,0,5434.9,0,0,0,0,0,0,0,0,2020/7/1,100,未拔出
04无排行无提醒,粤S09158,0,113.23,0,0,0,0,0,0,0,0,2020/7/1,100,未拔出
04无排行无提醒,粤B83CT2,0,28.11,0,0,0,0,0,0,0,0,2020/7/1,100,未拔出
04无排行无提醒,粤B0Y92H,0,5216.72,0,0,0,0,0,0,0,0,2020/7/1,100,未拔出
