部门,车牌号,行驶里程,总里程,油耗,行驶时长,平均速度（KM/H）,急加速,急减速,急转弯,疲劳驾驶（次数）,夜间驾驶时长（H）,日期,驾驶行为评分,插拔
04无排行无提醒,粤STB959,37.73,726.41,4.7,2.07,18.23,4,13,1,0,0,2019/10/1,94.12,未拔出
04无排行无提醒,粤BP439V,28.98,695.47,4.45,1.48,19.58,31,34,0,0,0,2019/10/1,79.05,未拔出
04无排行无提醒,粤B0Y92H,21.69,1236.32,5.55,1.48,14.66,9,26,0,0,0.24,2019/10/1,91.43,未拔出
04无排行无提醒,粤PR5795,0.06,1.3,7.27,4.39,0.01,0,0,0,0,2.31,2019/10/1,97.82,未拔出
04无排行无提醒,粤B83CT2,0,15.48,0,0,0,0,0,0,0,0,2019/10/1,100,未拔出
04无排行无提醒,粤B4C0S6,0,3066.51,0,0,0,0,0,0,0,0,2019/10/1,100,未拔出
04无排行无提醒,粤B3RC91,0,326,0,0,0,0,0,0,0,0,2019/10/1,100,未拔出
04无排行无提醒,粤S09158,0,113.23,0,0,0,0,0,0,0,0,2019/10/1,100,未拔出
04无排行无提醒,粤B0Y92H,99.14,1335.46,18.41,3.77,26.3,57,115,0,0,1.21,2019/10/2,74.09,未拔出
04无排行无提醒,粤BP439V,0,695.47,0,0,0,0,0,0,0,0,2019/10/2,100,未拔出
04无排行无提醒,粤B83CT2,0,15.48,0,0,0,0,0,0,0,0,2019/10/2,100,未拔出
04无排行无提醒,粤PR5795,0,1.3,1.83,1.13,0,0,0,0,0,0.71,2019/10/2,0,未拔出
04无排行无提醒,粤STB959,0,726.41,0,0,0,0,0,0,0,0,2019/10/2,100,未拔出
04无排行无提醒,粤B4C0S6,0,3066.51,0,0,0,0,0,0,0,0,2019/10/2,100,未拔出
04无排行无提醒,粤B3RC91,0,326,0,0,0,0,0,0,0,0,2019/10/2,100,未拔出
04无排行无提醒,粤S09158,0,113.23,0,0,0,0,0,0,0,0,2019/10/2,100,未拔出
04无排行无提醒,粤STB959,437.87,1164.28,33.57,6.92,63.28,4,39,0,2,6.06,2019/10/3,21.57,未拔出
04无排行无提醒,粤BP439V,58.88,754.35,6.55,1.97,29.89,72,74,0,0,0.66,2019/10/3,69.89,未拔出
04无排行无提醒,粤B0Y92H,11.93,1347.39,2.3,0.59,20.22,2,10,0,0,0,2019/10/3,93.18,未拔出
04无排行无提醒,粤PR5795,0.09,1.39,2.87,1.32,0.07,0,0,0,0,1.32,2019/10/3,90.11,未拔出
04无排行无提醒,粤B83CT2,0,15.48,0,0,0,0,0,0,0,0,2019/10/3,100,未拔出
04无排行无提醒,粤B4C0S6,0,3066.51,0,0,0,0,0,0,0,0,2019/10/3,100,未拔出
04无排行无提醒,粤B3RC91,0,326,0,0,0,0,0,0,0,0,2019/10/3,100,未拔出
04无排行无提醒,粤S09158,0,113.23,0,0,0,0,0,0,0,0,2019/10/3,100,未拔出
04无排行无提醒,粤STB959,11.42,1175.7,1.83,0.86,13.28,2,3,0,0,0.86,2019/10/4,89.97,未拔出
04无排行无提醒,粤B0Y92H,9.86,1357.25,3.9,0.89,11.08,5,7,0,0,0.13,2019/10/4,95.58,未拔出
04无排行无提醒,粤BP439V,0.02,754.37,0.06,0.02,1,0,0,0,0,0.02,2019/10/4,98.93,未拔出
04无排行无提醒,粤B83CT2,0,15.48,0,0,0,0,0,0,0,0,2019/10/4,100,未拔出
04无排行无提醒,粤B4C0S6,0,3066.51,0,0,0,0,0,0,0,0,2019/10/4,100,未拔出
