启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,14,27.45%,11秒-30秒,3,33.33%,,,,,,
3-5次,8,15.69%,31秒-1分,3,33.33%,,,,,,
6-9次,9,17.65%,1分-3分,1,11.11%,,,,,,
10-19次,7,13.73%,3分-10分,2,22.22%,,,,,,
20-49次,11,21.57%,,,,,,,,,
50-99次,2,3.92%,,,,,,,,,
2020/1/6,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,14,27.45%,4秒-10秒,2,25%,,,,,,
3-5次,8,15.69%,31秒-1分,4,50%,,,,,,
6-9次,9,17.65%,3分-10分,2,25%,,,,,,
10-19次,7,13.73%,,,,,,,,,
20-49次,11,21.57%,,,,,,,,,
50-99次,2,3.92%,,,,,,,,,
2020/1/7,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,14,27.45%,4秒-10秒,2,33.33%,,,,,,
3-5次,8,15.69%,1分-3分,3,50%,,,,,,
6-9次,9,17.65%,3分-10分,1,16.67%,,,,,,
10-19次,7,13.73%,,,,,,,,,
20-49次,11,21.57%,,,,,,,,,
50-99次,2,3.92%,,,,,,,,,
2020/1/8,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,14,27.45%,1秒-3秒,1,16.67%,,,,,,
3-5次,8,15.69%,4秒-10秒,1,16.67%,,,,,,
6-9次,9,17.65%,11秒-30秒,1,16.67%,,,,,,
10-19次,7,13.73%,31秒-1分,1,16.67%,,,,,,
20-49次,11,21.57%,1分-3分,2,33.33%,,,,,,
50-99次,2,3.92%,,,,,,,,,
2020/1/9,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,14,27.45%,4秒-10秒,1,20%,,,,,,
3-5次,8,15.69%,11秒-30秒,2,40%,,,,,,
6-9次,9,17.65%,31秒-1分,1,20%,,,,,,
10-19次,7,13.73%,3分-10分,1,20%,,,,,,
20-49次,11,21.57%,,,,,,,,,
50-99次,2,3.92%,,,,,,,,,
2020/1/10,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,14,27.45%,4秒-10秒,1,25%,,,,,,
3-5次,8,15.69%,11秒-30秒,1,25%,,,,,,
6-9次,9,17.65%,1分-3分,2,50%,,,,,,
10-19次,7,13.73%,,,,,,,,,
20-49次,11,21.57%,,,,,,,,,
50-99次,2,3.92%,,,,,,,,,
2020/1/11,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,14,27.45%,4秒-10秒,1,16.67%,,,,,,
3-5次,8,15.69%,11秒-30秒,3,50%,,,,,,
6-9次,9,17.65%,31秒-1分,1,16.67%,,,,,,
10-19次,7,13.73%,3分-10分,1,16.67%,,,,,,
20-49次,11,21.57%,,,,,,,,,
50-99次,2,3.92%,,,,,,,,,
2020/1/12,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,14,27.45%,1秒-3秒,1,14.29%,,,,,,
3-5次,8,15.69%,4秒-10秒,2,28.57%,,,,,,
6-9次,9,17.65%,11秒-30秒,1,14.29%,,,,,,
10-19次,7,13.73%,31秒-1分,1,14.29%,,,,,,
20-49次,11,21.57%,1分-3分,2,28.57%,,,,,,
50-99次,2,3.92%,,,,,,,,,
2020/1/13,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,14,27.45%,4秒-10秒,1,14.29%,,,,,,
3-5次,8,15.69%,11秒-30秒,3,42.86%,,,,,,
6-9次,9,17.65%,31秒-1分,1,14.29%,,,,,,
10-19次,7,13.73%,1分-3分,2,28.57%,,,,,,
20-49次,11,21.57%,,,,,,,,,
50-99次,2,3.92%,,,,,,,,,
2020/1/14,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,14,27.45%,11秒-30秒,4,50%,,,,,,
3-5次,8,15.69%,31秒-1分,1,12.50%,,,,,,
6-9次,9,17.65%,1分-3分,3,37.50%,,,,,,
10-19次,7,13.73%,,,,,,,,,
20-49次,11,21.57%,,,,,,,,,
50-99次,2,3.92%,,,,,,,,,
2020/1/15,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,14,27.45%,4秒-10秒,1,25%,,,,,,
3-5次,8,15.69%,11秒-30秒,2,50%,,,,,,
6-9次,9,17.65%,10分-30分,1,25%,,,,,,
10-19次,7,13.73%,,,,,,,,,
20-49次,11,21.57%,,,,,,,,,
50-99次,2,3.92%,,,,,,,,,
2020/1/16,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,14,27.45%,4秒-10秒,1,25%,,,,,,
3-5次,8,15.69%,11秒-30秒,1,25%,,,,,,
6-9次,9,17.65%,31秒-1分,2,50%,,,,,,
10-19次,7,13.73%,,,,,,,,,
20-49次,11,21.57%,,,,,,,,,
50-99次,2,3.92%,,,,,,,,,
2020/1/17,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,14,27.45%,11秒-30秒,1,50%,,,,,,
3-5次,8,15.69%,31秒-1分,1,50%,,,,,,
6-9次,9,17.65%,,,,,,,,,
10-19次,7,13.73%,,,,,,,,,
20-49次,11,21.57%,,,,,,,,,
50-99次,2,3.92%,,,,,,,,,
2020/1/18,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,14,27.45%,4秒-10秒,1,33.33%,,,,,,
3-5次,8,15.69%,1分-3分,2,66.67%,,,,,,
6-9次,9,17.65%,,,,,,,,,
10-19次,7,13.73%,,,,,,,,,
20-49次,11,21.57%,,,,,,,,,
50-99次,2,3.92%,,,,,,,,,
2020/1/19,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,14,27.45%,4秒-10秒,1,14.29%,,,,,,
3-5次,8,15.69%,11秒-30秒,1,14.29%,,,,,,
6-9次,9,17.65%,31秒-1分,3,42.86%,,,,,,
10-19次,7,13.73%,1分-3分,2,28.57%,,,,,,
20-49次,11,21.57%,,,,,,,,,
50-99次,2,3.92%,,,,,,,,,
2020/1/20,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,14,27.45%,4秒-10秒,1,25%,,,,,,
3-5次,8,15.69%,31秒-1分,1,25%,,,,,,
6-9次,9,17.65%,1分-3分,1,25%,,,,,,
10-19次,7,13.73%,3分-10分,1,25%,,,,,,
20-49次,11,21.57%,,,,,,,,,
50-99次,2,3.92%,,,,,,,,,
2020/1/21,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,14,27.45%,4秒-10秒,1,33.33%,,,,,,
3-5次,8,15.69%,11秒-30秒,1,33.33%,,,,,,
6-9次,9,17.65%,1分-3分,1,33.33%,,,,,,
10-19次,7,13.73%,,,,,,,,,
20-49次,11,21.57%,,,,,,,,,
50-99次,2,3.92%,,,,,,,,,
2020/1/22,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,14,27.45%,4秒-10秒,2,28.57%,,,,,,
3-5次,8,15.69%,11秒-30秒,1,14.29%,,,,,,
6-9次,9,17.65%,31秒-1分,3,42.86%,,,,,,
10-19次,7,13.73%,3分-10分,1,14.29%,,,,,,
20-49次,11,21.57%,,,,,,,,,
50-99次,2,3.92%,,,,,,,,,
2020/1/23,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,14,27.45%,4秒-10秒,2,50%,,,,,,
3-5次,8,15.69%,11秒-30秒,1,25%,,,,,,
6-9次,9,17.65%,1分-3分,1,25%,,,,,,
10-19次,7,13.73%,,,,,,,,,
20-49次,11,21.57%,,,,,,,,,
50-99次,2,3.92%,,,,,,,,,
2020/1/24,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,14,27.45%,11秒-30秒,2,66.67%,,,,,,
3-5次,8,15.69%,31秒-1分,1,33.33%,,,,,,
6-9次,9,17.65%,,,,,,,,,
10-19次,7,13.73%,,,,,,,,,
20-49次,11,21.57%,,,,,,,,,
50-99次,2,3.92%,,,,,,,,,
2020/1/25,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,14,27.45%,4秒-10秒,1,33.33%,,,,,,
3-5次,8,15.69%,11秒-30秒,1,33.33%,,,,,,
6-9次,9,17.65%,31秒-1分,1,33.33%,,,,,,
10-19次,7,13.73%,,,,,,,,,
20-49次,11,21.57%,,,,,,,,,
50-99次,2,3.92%,,,,,,,,,
2020/1/26,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,14,27.45%,11秒-30秒,1,100%,,,,,,
3-5次,8,15.69%,,,,,,,,,
6-9次,9,17.65%,,,,,,,,,
10-19次,7,13.73%,,,,,,,,,
20-49次,11,21.57%,,,,,,,,,
50-99次,2,3.92%,,,,,,,,,
2020/1/27,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,14,27.45%,4秒-10秒,1,50%,,,,,,
3-5次,8,15.69%,1分-3分,1,50%,,,,,,
6-9次,9,17.65%,,,,,,,,,
10-19次,7,13.73%,,,,,,,,,
20-49次,11,21.57%,,,,,,,,,
50-99次,2,3.92%,,,,,,,,,
2020/1/28,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,14,27.45%,11秒-30秒,3,75%,,,,,,
3-5次,8,15.69%,31秒-1分,1,25%,,,,,,
6-9次,9,17.65%,,,,,,,,,
10-19次,7,13.73%,,,,,,,,,
20-49次,11,21.57%,,,,,,,,,
50-99次,2,3.92%,,,,,,,,,
2020/1/29,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,14,27.45%,11秒-30秒,2,66.67%,,,,,,
3-5次,8,15.69%,31秒-1分,1,33.33%,,,,,,
6-9次,9,17.65%,,,,,,,,,
10-19次,7,13.73%,,,,,,,,,
20-49次,11,21.57%,,,,,,,,,
50-99次,2,3.92%,,,,,,,,,
2020/1/30,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,14,27.45%,4秒-10秒,1,33.33%,,,,,,
3-5次,8,15.69%,11秒-30秒,1,33.33%,,,,,,
6-9次,9,17.65%,1分-3分,1,33.33%,,,,,,
10-19次,7,13.73%,,,,,,,,,
20-49次,11,21.57%,,,,,,,,,
50-99次,2,3.92%,,,,,,,,,
2020/1/31,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,14,27.45%,4秒-10秒,2,100%,,,,,,
3-5次,8,15.69%,,,,,,,,,
6-9次,9,17.65%,,,,,,,,,
10-19次,7,13.73%,,,,,,,,,
20-49次,11,21.57%,,,,,,,,,
50-99次,2,3.92%,,,,,,,,,
,,,,,,,,,,,
2020/2/1,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,11,37.93%,11秒-30秒,1,100%,,,,,,
3-5次,5,17.24%,,,,,,,,,
6-9次,4,13.79%,,,,,,,,,
10-19次,6,20.69%,,,,,,,,,
20-49次,3,10.34%,,,,,,,,,
2020/2/2,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,11,37.93%,1秒-3秒,1,50%,,,,,,
3-5次,5,17.24%,4秒-10秒,1,50%,,,,,,
6-9次,4,13.79%,,,,,,,,,
10-19次,6,20.69%,,,,,,,,,
20-49次,3,10.34%,,,,,,,,,
2020/2/3,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,11,37.93%,1秒-3秒,1,50%,,,,,,
3-5次,5,17.24%,4秒-10秒,1,50%,,,,,,
6-9次,4,13.79%,,,,,,,,,
10-19次,6,20.69%,,,,,,,,,
20-49次,3,10.34%,,,,,,,,,
2020/2/4,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,11,37.93%,1秒-3秒,1,33.33%,,,,,,
3-5次,5,17.24%,11秒-30秒,1,33.33%,,,,,,
6-9次,4,13.79%,31秒-1分,1,33.33%,,,,,,
10-19次,6,20.69%,,,,,,,,,
20-49次,3,10.34%,,,,,,,,,
2020/2/5,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,11,37.93%,11秒-30秒,2,66.67%,,,,,,
3-5次,5,17.24%,1分-3分,1,33.33%,,,,,,
6-9次,4,13.79%,,,,,,,,,
10-19次,6,20.69%,,,,,,,,,
20-49次,3,10.34%,,,,,,,,,
2020/2/6,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,11,37.93%,11秒-30秒,2,100%,,,,,,
3-5次,5,17.24%,,,,,,,,,
6-9次,4,13.79%,,,,,,,,,
10-19次,6,20.69%,,,,,,,,,
20-49次,3,10.34%,,,,,,,,,
2020/2/7,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,11,37.93%,11秒-30秒,1,50%,,,,,,
3-5次,5,17.24%,1分-3分,1,50%,,,,,,
6-9次,4,13.79%,,,,,,,,,
10-19次,6,20.69%,,,,,,,,,
20-49次,3,10.34%,,,,,,,,,
2020/2/8,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,11,37.93%,4秒-10秒,1,100%,,,,,,
3-5次,5,17.24%,,,,,,,,,
6-9次,4,13.79%,,,,,,,,,
10-19次,6,20.69%,,,,,,,,,
20-49次,3,10.34%,,,,,,,,,
2020/2/9,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,11,37.93%,1分-3分,1,100%,,,,,,
3-5次,5,17.24%,,,,,,,,,
6-9次,4,13.79%,,,,,,,,,
10-19次,6,20.69%,,,,,,,,,
20-49次,3,10.34%,,,,,,,,,
2020/2/10,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,11,37.93%,4秒-10秒,1,25%,,,,,,
3-5次,5,17.24%,11秒-30秒,1,25%,,,,,,
6-9次,4,13.79%,1分-3分,1,25%,,,,,,
10-19次,6,20.69%,3分-10分,1,25%,,,,,,
20-49次,3,10.34%,,,,,,,,,
2020/2/11,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,11,37.93%,11秒-30秒,1,100%,,,,,,
3-5次,5,17.24%,,,,,,,,,
6-9次,4,13.79%,,,,,,,,,
10-19次,6,20.69%,,,,,,,,,
20-49次,3,10.34%,,,,,,,,,
2020/2/12,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,11,37.93%,11秒-30秒,1,50%,,,,,,
3-5次,5,17.24%,1分-3分,1,50%,,,,,,
6-9次,4,13.79%,,,,,,,,,
10-19次,6,20.69%,,,,,,,,,
20-49次,3,10.34%,,,,,,,,,
2020/2/13,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,11,37.93%,11秒-30秒,1,100%,,,,,,
3-5次,5,17.24%,,,,,,,,,
6-9次,4,13.79%,,,,,,,,,
10-19次,6,20.69%,,,,,,,,,
20-49次,3,10.34%,,,,,,,,,
2020/2/14,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,11,37.93%,1秒-3秒,1,100%,,,,,,
3-5次,5,17.24%,,,,,,,,,
6-9次,4,13.79%,,,,,,,,,
10-19次,6,20.69%,,,,,,,,,
20-49次,3,10.34%,,,,,,,,,
2020/2/15,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,11,37.93%,暂无数据,暂无数据,暂无数据,,,,,,
3-5次,5,17.24%,,,,,,,,,
6-9次,4,13.79%,,,,,,,,,
10-19次,6,20.69%,,,,,,,,,
20-49次,3,10.34%,,,,,,,,,
2020/2/16,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,11,37.93%,4秒-10秒,1,50%,,,,,,
3-5次,5,17.24%,11秒-30秒,1,50%,,,,,,
6-9次,4,13.79%,,,,,,,,,
10-19次,6,20.69%,,,,,,,,,
20-49次,3,10.34%,,,,,,,,,
2020/2/17,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,11,37.93%,11秒-30秒,1,50%,,,,,,
3-5次,5,17.24%,31秒-1分,1,50%,,,,,,
6-9次,4,13.79%,,,,,,,,,
10-19次,6,20.69%,,,,,,,,,
20-49次,3,10.34%,,,,,,,,,
2020/2/18,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,11,37.93%,4秒-10秒,1,50%,,,,,,
3-5次,5,17.24%,1分-3分,1,50%,,,,,,
6-9次,4,13.79%,,,,,,,,,
10-19次,6,20.69%,,,,,,,,,
20-49次,3,10.34%,,,,,,,,,
2020/2/19,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,11,37.93%,11秒-30秒,1,100%,,,,,,
3-5次,5,17.24%,,,,,,,,,
6-9次,4,13.79%,,,,,,,,,
10-19次,6,20.69%,,,,,,,,,
20-49次,3,10.34%,,,,,,,,,
2020/2/20,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,11,37.93%,11秒-30秒,1,100%,,,,,,
3-5次,5,17.24%,,,,,,,,,
6-9次,4,13.79%,,,,,,,,,
10-19次,6,20.69%,,,,,,,,,
20-49次,3,10.34%,,,,,,,,,
2020/2/21,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,11,37.93%,11秒-30秒,1,100%,,,,,,
3-5次,5,17.24%,,,,,,,,,
6-9次,4,13.79%,,,,,,,,,
10-19次,6,20.69%,,,,,,,,,
20-49次,3,10.34%,,,,,,,,,
2020/2/22,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,11,37.93%,11秒-30秒,1,50%,,,,,,
3-5次,5,17.24%,31秒-1分,1,50%,,,,,,
6-9次,4,13.79%,,,,,,,,,
10-19次,6,20.69%,,,,,,,,,
20-49次,3,10.34%,,,,,,,,,
2020/2/23,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,11,37.93%,31秒-1分,2,100%,,,,,,
3-5次,5,17.24%,,,,,,,,,
6-9次,4,13.79%,,,,,,,,,
10-19次,6,20.69%,,,,,,,,,
20-49次,3,10.34%,,,,,,,,,
2020/2/24,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,11,37.93%,1秒-3秒,1,50%,,,,,,
3-5次,5,17.24%,11秒-30秒,1,50%,,,,,,
6-9次,4,13.79%,,,,,,,,,
10-19次,6,20.69%,,,,,,,,,
20-49次,3,10.34%,,,,,,,,,
2020/2/25,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,11,37.93%,1秒-3秒,1,50%,,,,,,
3-5次,5,17.24%,11秒-30秒,1,50%,,,,,,
6-9次,4,13.79%,,,,,,,,,
10-19次,6,20.69%,,,,,,,,,
20-49次,3,10.34%,,,,,,,,,
2020/2/26,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,11,37.93%,1秒-3秒,1,50%,,,,,,
3-5次,5,17.24%,1分-3分,1,50%,,,,,,
6-9次,4,13.79%,,,,,,,,,
10-19次,6,20.69%,,,,,,,,,
20-49次,3,10.34%,,,,,,,,,
2020/2/27,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,11,37.93%,4秒-10秒,1,33.33%,,,,,,
3-5次,5,17.24%,11秒-30秒,1,33.33%,,,,,,
6-9次,4,13.79%,3分-10分,1,33.33%,,,,,,
10-19次,6,20.69%,,,,,,,,,
20-49次,3,10.34%,,,,,,,,,
2020/2/28,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,11,37.93%,4秒-10秒,1,50%,,,,,,
3-5次,5,17.24%,1分-3分,1,50%,,,,,,
6-9次,4,13.79%,,,,,,,,,
10-19次,6,20.69%,,,,,,,,,
20-49次,3,10.34%,,,,,,,,,
2020/2/29,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,11,37.93%,1秒-3秒,1,20%,,,,,,
3-5次,5,17.24%,11秒-30秒,1,20%,,,,,,
6-9次,4,13.79%,31秒-1分,1,20%,,,,,,
10-19次,6,20.69%,1分-3分,2,40%,,,,,,
20-49次,3,10.34%,,,,,,,,,
,,,,,,,,,,,
2020/3/1,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,12,66.67%,11秒-30秒,1,50%,,,,,,
3-5次,4,22.22%,1分-3分,1,50%,,,,,,
10-19次,1,5.56%,,,,,,,,,
20-49次,1,5.56%,,,,,,,,,
2020/3/2,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,12,66.67%,1分-3分,1,100%,,,,,,
3-5次,4,22.22%,,,,,,,,,
10-19次,1,5.56%,,,,,,,,,
20-49次,1,5.56%,,,,,,,,,
2020/3/3,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,12,66.67%,3分-10分,1,100%,,,,,,
3-5次,4,22.22%,,,,,,,,,
10-19次,1,5.56%,,,,,,,,,
20-49次,1,5.56%,,,,,,,,,
2020/3/4,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,12,66.67%,1秒-3秒,1,25%,,,,,,
3-5次,4,22.22%,11秒-30秒,1,25%,,,,,,
10-19次,1,5.56%,31秒-1分,1,25%,,,,,,
20-49次,1,5.56%,1分-3分,1,25%,,,,,,
2020/3/5,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,12,66.67%,11秒-30秒,1,50%,,,,,,
3-5次,4,22.22%,1分-3分,1,50%,,,,,,
10-19次,1,5.56%,,,,,,,,,
20-49次,1,5.56%,,,,,,,,,
2020/3/6,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,12,66.67%,1分-3分,1,100%,,,,,,
3-5次,4,22.22%,,,,,,,,,
10-19次,1,5.56%,,,,,,,,,
20-49次,1,5.56%,,,,,,,,,
2020/3/7,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,12,66.67%,1分-3分,1,100%,,,,,,
3-5次,4,22.22%,,,,,,,,,
10-19次,1,5.56%,,,,,,,,,
20-49次,1,5.56%,,,,,,,,,
2020/3/8,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,12,66.67%,4秒-10秒,1,50%,,,,,,
3-5次,4,22.22%,3分-10分,1,50%,,,,,,
10-19次,1,5.56%,,,,,,,,,
20-49次,1,5.56%,,,,,,,,,
2020/3/9,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,12,66.67%,1分-3分,1,100%,,,,,,
3-5次,4,22.22%,,,,,,,,,
10-19次,1,5.56%,,,,,,,,,
20-49次,1,5.56%,,,,,,,,,
2020/3/10,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,12,66.67%,1分-3分,1,100%,,,,,,
3-5次,4,22.22%,,,,,,,,,
10-19次,1,5.56%,,,,,,,,,
20-49次,1,5.56%,,,,,,,,,
2020/3/11,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,12,66.67%,11秒-30秒,1,100%,,,,,,
3-5次,4,22.22%,,,,,,,,,
10-19次,1,5.56%,,,,,,,,,
20-49次,1,5.56%,,,,,,,,,
2020/3/12,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,12,66.67%,11秒-30秒,1,50%,,,,,,
3-5次,4,22.22%,1分-3分,1,50%,,,,,,
10-19次,1,5.56%,,,,,,,,,
