部门,车牌号,油耗,,,碳排放,日期
02有排行无提醒,皖AT0576,57.57,0.73,3.088,129.7765968,1/1/2020
02有排行无提醒,皖AT0541,53.49,0.73,3.088,120.5792976,1/1/2020
02有排行无提醒,皖AT0580,6.6,0.73,3.088,14.877984,1/1/2020
02有排行无提醒,粤B3Q03K,22.13,0.73,3.088,49.8863312,1/1/2020
02有排行无提醒,皖AT0657,36.67,0.73,3.088,82.6629808,1/1/2020
02有排行无提醒,皖AT0601,25.73,0.73,3.088,58.0015952,1/1/2020
02有排行无提醒,皖AT0575,22.86,0.73,3.088,51.5319264,1/1/2020
02有排行无提醒,皖AT0613,24.07,0.73,3.088,54.2595568,1/1/2020
02有排行无提醒,皖AT0620,19.94,0.73,3.088,44.9495456,1/1/2020
02有排行无提醒,粤JCL629,2.4,0.73,3.088,5.410176,1/1/2020
02有排行无提醒,皖AT0641,0,0.73,3.088,0,1/1/2020
02有排行无提醒,皖AT0543,0,0.73,3.088,0,1/1/2020
02有排行无提醒,1.22E+16,0,0.73,3.088,0,1/1/2020
02有排行无提醒,皖AYY059,0,0.73,3.088,0,1/1/2020
02有排行无提醒,粤B9XN26,0,0.73,3.088,0,1/1/2020
02有排行无提醒,闽C88DN2,0,0.73,3.088,0,1/1/2020
02有排行无提醒,粤SL3H57,0,0.73,3.088,0,1/1/2020
02有排行无提醒,粤BL05M1,0,0.73,3.088,0,1/1/2020
02有排行无提醒,粤B7U0H5,0,0.73,3.088,0,1/1/2020
02有排行无提醒,粤BN8G52,0,0.73,3.088,0,1/1/2020
02有排行无提醒,皖AT0576,67.84,0.73,3.088,152.9276416,1/2/2020
02有排行无提醒,皖AT0575,59.03,0.73,3.088,133.0677872,1/2/2020
02有排行无提醒,皖AT0541,61.12,0.73,3.088,137.7791488,1/2/2020
02有排行无提醒,皖AT0580,8.31,0.73,3.088,18.7327344,1/2/2020
02有排行无提醒,皖AT0657,48.08,0.73,3.088,108.3838592,1/2/2020
02有排行无提醒,皖AT0601,30.67,0.73,3.088,69.1375408,1/2/2020
02有排行无提醒,皖AT0613,32.55,0.73,3.088,73.375512,1/2/2020
02有排行无提醒,皖AT0620,21.72,0.73,3.088,48.9620928,1/2/2020
02有排行无提醒,粤B9XN26,7.56,0.73,3.088,17.0420544,1/2/2020
02有排行无提醒,粤B3Q03K,2.39,0.73,3.088,5.3876336,1/2/2020
02有排行无提醒,粤BL05M1,0.02,0.73,3.088,0.0450848,1/2/2020
02有排行无提醒,皖AT0641,0,0.73,3.088,0,1/2/2020
