部门,车牌号,油耗,,,碳排放,日期
02有排行无提醒,皖AT0657,59.1,0.73,3.088,133.225584,8/1/2020
02有排行无提醒,皖AT0601,55.14,0.73,3.088,124.2987936,8/1/2020
02有排行无提醒,皖AT0620,51.02,0.73,3.088,115.0113248,8/1/2020
02有排行无提醒,皖AT0613,50.39,0.73,3.088,113.5911536,8/1/2020
02有排行无提醒,皖AT0541,42.19,0.73,3.088,95.1063856,8/1/2020
02有排行无提醒,粤BL05M1,2.12,0.73,3.088,4.7789888,8/1/2020
02有排行无提醒,闽C88DN2,0,0.73,3.088,0,8/1/2020
02有排行无提醒,皖AT0580,0,0.73,3.088,0,8/1/2020
02有排行无提醒,皖AT0641,0,0.73,3.088,0,8/1/2020
02有排行无提醒,皖AT0575,0,0.73,3.088,0,8/1/2020
02有排行无提醒,粤JCL629,0,0.73,3.088,0,8/1/2020
02有排行无提醒,粤B3Q03K,0,0.73,3.088,0,8/1/2020
02有排行无提醒,皖AYY059,0,0.73,3.088,0,8/1/2020
02有排行无提醒,粤B9XN26,0,0.73,3.088,0,8/1/2020
02有排行无提醒,皖AT0543,0,0.73,3.088,0,8/1/2020
02有排行无提醒,皖AT0576,0,0.73,3.088,0,8/1/2020
02有排行无提醒,粤SL3H57,0,0.73,3.088,0,8/1/2020
02有排行无提醒,粤B7U0H5,0,0.73,3.088,0,8/1/2020
02有排行无提醒,粤BN8G52,0,0.73,3.088,0,8/1/2020
02有排行无提醒,皖AT0657,59.17,0.73,3.088,133.3833808,8/2/2020
02有排行无提醒,皖AT0541,50.84,0.73,3.088,114.6055616,8/2/2020
02有排行无提醒,皖AT0613,42.13,0.73,3.088,94.9711312,8/2/2020
02有排行无提醒,皖AT0601,41.46,0.73,3.088,93.4607904,8/2/2020
02有排行无提醒,皖AT0620,32.17,0.73,3.088,72.5189008,8/2/2020
02有排行无提醒,皖AT0580,0,0.73,3.088,0,8/2/2020
02有排行无提醒,皖AT0543,0,0.73,3.088,0,8/2/2020
02有排行无提醒,皖AT0641,0,0.73,3.088,0,8/2/2020
02有排行无提醒,闽C88DN2,0,0.73,3.088,0,8/2/2020
02有排行无提醒,皖AT0575,0,0.73,3.088,0,8/2/2020
02有排行无提醒,粤JCL629,0,0.73,3.088,0,8/2/2020
02有排行无提醒,粤B3Q03K,0,0.73,3.088,0,8/2/2020
02有排行无提醒,皖AYY059,0,0.73,3.088,0,8/2/2020
02有排行无提醒,粤B9XN26,0,0.73,3.088,0,8/2/2020
02有排行无提醒,皖AT0576,0,0.73,3.088,0,8/2/2020
02有排行无提醒,粤SL3H57,0,0.73,3.088,0,8/2/2020
02有排行无提醒,粤BL05M1,0,0.73,3.088,0,8/2/2020
02有排行无提醒,粤B7U0H5,0,0.73,3.088,0,8/2/2020
02有排行无提醒,粤BN8G52,0,0.73,3.088,0,8/2/2020
02有排行无提醒,皖AT0657,62.97,0.73,3.088,141.9494928,8/3/2020
02有排行无提醒,皖AT0601,47.74,0.73,3.088,107.6174176,8/3/2020
02有排行无提醒,皖AT0541,45.64,0.73,3.088,102.8835136,8/3/2020
02有排行无提醒,皖AT0620,42.2,0.73,3.088,95.128928,8/3/2020
02有排行无提醒,皖AT0613,22.05,0.73,3.088,49.705992,8/3/2020
02有排行无提醒,皖AT0580,0,0.73,3.088,0,8/3/2020
02有排行无提醒,皖AT0641,0,0.73,3.088,0,8/3/2020
02有排行无提醒,皖AT0575,0,0.73,3.088,0,8/3/2020
02有排行无提醒,闽C88DN2,0,0.73,3.088,0,8/3/2020
02有排行无提醒,皖AT0543,0,0.73,3.088,0,8/3/2020
02有排行无提醒,粤B9XN26,0,0.73,3.088,0,8/3/2020
02有排行无提醒,粤JCL629,0,0.73,3.088,0,8/3/2020
02有排行无提醒,粤B3Q03K,0,0.73,3.088,0,8/3/2020
02有排行无提醒,皖AYY059,0,0.73,3.088,0,8/3/2020
02有排行无提醒,皖AT0576,0,0.73,3.088,0,8/3/2020
02有排行无提醒,粤SL3H57,0,0.73,3.088,0,8/3/2020
02有排行无提醒,粤BL05M1,0,0.73,3.088,0,8/3/2020
02有排行无提醒,粤B7U0H5,0,0.73,3.088,0,8/3/2020
02有排行无提醒,粤BN8G52,0,0.73,3.088,0,8/3/2020
02有排行无提醒,皖AT0620,51.71,0.73,3.088,116.5667504,8/4/2020
02有排行无提醒,皖AT0541,51.28,0.73,3.088,115.5974272,8/4/2020
02有排行无提醒,皖AT0657,41.01,0.73,3.088,92.4463824,8/4/2020
02有排行无提醒,皖AT0601,53.4,0.73,3.088,120.376416,8/4/2020
02有排行无提醒,皖AT0613,4.7,0.73,3.088,10.594928,8/4/2020
02有排行无提醒,皖AT0641,0,0.73,3.088,0,8/4/2020
02有排行无提醒,皖AT0580,0,0.73,3.088,0,8/4/2020
02有排行无提醒,闽C88DN2,0,0.73,3.088,0,8/4/2020
02有排行无提醒,皖AT0575,0,0.73,3.088,0,8/4/2020
02有排行无提醒,皖AT0543,0,0.73,3.088,0,8/4/2020
02有排行无提醒,粤B9XN26,0,0.73,3.088,0,8/4/2020
02有排行无提醒,粤JCL629,0,0.73,3.088,0,8/4/2020
02有排行无提醒,粤B3Q03K,0,0.73,3.088,0,8/4/2020
02有排行无提醒,皖AYY059,0,0.73,3.088,0,8/4/2020
02有排行无提醒,皖AT0576,0,0.73,3.088,0,8/4/2020
02有排行无提醒,粤SL3H57,0,0.73,3.088,0,8/4/2020
02有排行无提醒,粤BL05M1,0,0.73,3.088,0,8/4/2020
02有排行无提醒,粤B7U0H5,0,0.73,3.088,0,8/4/2020
02有排行无提醒,粤BN8G52,0,0.73,3.088,0,8/4/2020
02有排行无提醒,皖AT0657,58.41,0.73,3.088,131.6701584,8/5/2020
02有排行无提醒,皖AT0601,53.98,0.73,3.088,121.6838752,8/5/2020
02有排行无提醒,皖AT0541,49.4,0.73,3.088,111.359456,8/5/2020
02有排行无提醒,皖AT0613,39.12,0.73,3.088,88.1858688,8/5/2020
02有排行无提醒,皖AT0620,14.59,0.73,3.088,32.8893616,8/5/2020
02有排行无提醒,皖AT0641,0,0.73,3.088,0,8/5/2020
02有排行无提醒,皖AT0580,0,0.73,3.088,0,8/5/2020
02有排行无提醒,闽C88DN2,0,0.73,3.088,0,8/5/2020
02有排行无提醒,皖AT0575,0,0.73,3.088,0,8/5/2020
