部门,车牌号,油耗,,,碳排放,日期
02有排行无提醒,粤B3Q03K,22.58,0.73,3.088,50.9007392,10/1/2019
02有排行无提醒,粤B7U0H5,2.68,0.73,3.088,6.0413632,10/1/2019
02有排行无提醒,闽C88DN2,1.92,0.73,3.088,4.3281408,10/1/2019
02有排行无提醒,粤BN8G52,0,0.73,3.088,0,10/1/2019
02有排行无提醒,粤JCL629,0,0.73,3.088,0,10/1/2019
02有排行无提醒,粤B9XN26,0,0.73,3.088,0,10/1/2019
02有排行无提醒,粤B7U0H5,8.87,0.73,3.088,19.9951088,10/2/2019
02有排行无提醒,粤B3Q03K,1.81,0.73,3.088,4.0801744,10/2/2019
02有排行无提醒,闽C88DN2,2.3,0.73,3.088,5.184752,10/2/2019
02有排行无提醒,粤JCL629,0.02,0.73,3.088,0.0450848,10/2/2019
02有排行无提醒,粤BN8G52,0,0.73,3.088,0,10/2/2019
02有排行无提醒,粤B9XN26,0,0.73,3.088,0,10/2/2019
02有排行无提醒,粤JCL629,11.27,0.73,3.088,25.4052848,10/3/2019
02有排行无提醒,粤B3Q03K,2.9,0.73,3.088,6.537296,10/3/2019
02有排行无提醒,闽C88DN2,0.76,0.73,3.088,1.7132224,10/3/2019
02有排行无提醒,粤B7U0H5,0.48,0.73,3.088,1.0820352,10/3/2019
02有排行无提醒,粤BN8G52,0,0.73,3.088,0,10/3/2019
02有排行无提醒,粤B9XN26,0,0.73,3.088,0,10/3/2019
02有排行无提醒,粤JCL629,16.64,0.73,3.088,37.5105536,10/4/2019
02有排行无提醒,粤B9XN26,14.24,0.73,3.088,32.1003776,10/4/2019
02有排行无提醒,粤B3Q03K,0.75,0.73,3.088,1.69068,10/4/2019
02有排行无提醒,粤B7U0H5,0.57,0.73,3.088,1.2849168,10/4/2019
02有排行无提醒,粤BN8G52,0,0.73,3.088,0,10/4/2019
02有排行无提醒,闽C88DN2,0,0.73,3.088,0,10/4/2019
02有排行无提醒,粤B9XN26,9.4,0.73,3.088,21.189856,10/5/2019
02有排行无提醒,粤JCL629,1.69,0.73,3.088,3.8096656,10/5/2019
02有排行无提醒,粤B3Q03K,2.29,0.73,3.088,5.1622096,10/5/2019
02有排行无提醒,粤B7U0H5,0.28,0.73,3.088,0.6311872,10/5/2019
02有排行无提醒,粤BN8G52,0,0.73,3.088,0,10/5/2019
02有排行无提醒,闽C88DN2,0,0.73,3.088,0,10/5/2019
02有排行无提醒,粤B3Q03K,21.69,0.73,3.088,48.8944656,10/6/2019
02有排行无提醒,粤JCL629,3.91,0.73,3.088,8.8140784,10/6/2019
02有排行无提醒,粤B9XN26,5.89,0.73,3.088,13.2774736,10/6/2019
02有排行无提醒,粤B7U0H5,1.15,0.73,3.088,2.592376,10/6/2019
02有排行无提醒,粤BN8G52,0,0.73,3.088,0,10/6/2019
02有排行无提醒,闽C88DN2,0,0.73,3.088,0,10/6/2019
02有排行无提醒,粤JCL629,14.15,0.73,3.088,31.897496,10/7/2019
02有排行无提醒,粤B3Q03K,2.11,0.73,3.088,4.7564464,10/7/2019
02有排行无提醒,粤B7U0H5,0.81,0.73,3.088,1.8259344,10/7/2019
02有排行无提醒,粤BN8G52,0,0.73,3.088,0,10/7/2019
02有排行无提醒,闽C88DN2,0,0.73,3.088,0,10/7/2019
02有排行无提醒,粤B9XN26,0,0.73,3.088,0,10/7/2019
02有排行无提醒,粤B3Q03K,15.47,0.73,3.088,34.8730928,10/8/2019
02有排行无提醒,粤B9XN26,9.06,0.73,3.088,20.4234144,10/8/2019
02有排行无提醒,粤B7U0H5,0.15,0.73,3.088,0.338136,10/8/2019
02有排行无提醒,粤BN8G52,0,0.73,3.088,0,10/8/2019
02有排行无提醒,闽C88DN2,0,0.73,3.088,0,10/8/2019
02有排行无提醒,粤JCL629,0,0.73,3.088,0,10/8/2019
02有排行无提醒,粤B3Q03K,14.71,0.73,3.088,33.1598704,10/9/2019
02有排行无提醒,粤B9XN26,9.08,0.73,3.088,20.4684992,10/9/2019
02有排行无提醒,粤B7U0H5,1.09,0.73,3.088,2.4571216,10/9/2019
02有排行无提醒,粤BN8G52,0,0.73,3.088,0,10/9/2019
02有排行无提醒,粤JCL629,0,0.73,3.088,0,10/9/2019
02有排行无提醒,闽C88DN2,0,0.73,3.088,0,10/9/2019
02有排行无提醒,粤B3Q03K,13.56,0.73,3.088,30.5674944,10/10/2019
02有排行无提醒,粤B9XN26,7.3,0.73,3.088,16.455952,10/10/2019
02有排行无提醒,粤BN8G52,0,0.73,3.088,0,10/10/2019
02有排行无提醒,粤B7U0H5,0,0.73,3.088,0,10/10/2019
02有排行无提醒,闽C88DN2,0,0.73,3.088,0,10/10/2019
02有排行无提醒,粤JCL629,0,0.73,3.088,0,10/10/2019
02有排行无提醒,粤B3Q03K,15.92,0.73,3.088,35.8875008,10/11/2019
02有排行无提醒,粤B9XN26,7.92,0.73,3.088,17.8535808,10/11/2019
02有排行无提醒,粤BN8G52,0,0.73,3.088,0,10/11/2019
02有排行无提醒,粤B7U0H5,0,0.73,3.088,0,10/11/2019
02有排行无提醒,闽C88DN2,0,0.73,3.088,0,10/11/2019
02有排行无提醒,粤JCL629,0,0.73,3.088,0,10/11/2019
02有排行无提醒,粤B3Q03K,17.8,0.73,3.088,40.125472,10/12/2019
02有排行无提醒,粤JCL629,4.64,0.73,3.088,10.4596736,10/12/2019
