部门,车牌号,油耗,,,碳排放,日期
02有排行无提醒,皖AT0541,58.71,0.73,3.088,132.3464304,2/1/2020
02有排行无提醒,皖AT0580,11.53,0.73,3.088,25.9913872,2/1/2020
02有排行无提醒,粤BL05M1,1.43,0.73,3.088,3.2235632,2/1/2020
02有排行无提醒,皖AT0613,1.46,0.73,3.088,3.2911904,2/1/2020
02有排行无提醒,粤JCL629,0.54,0.73,3.088,1.2172896,2/1/2020
02有排行无提醒,皖AT0576,0.5,0.73,3.088,1.12712,2/1/2020
02有排行无提醒,皖AT0620,0,0.73,3.088,0,2/1/2020
02有排行无提醒,皖AT0601,0,0.73,3.088,0,2/1/2020
02有排行无提醒,皖AT0657,0.1,0.73,3.088,0.225424,2/1/2020
02有排行无提醒,皖AT0641,0,0.73,3.088,0,2/1/2020
02有排行无提醒,皖AT0575,0,0.73,3.088,0,2/1/2020
02有排行无提醒,皖AT0543,0,0.73,3.088,0,2/1/2020
02有排行无提醒,闽C88DN2,0,0.73,3.088,0,2/1/2020
02有排行无提醒,粤B3Q03K,0,0.73,3.088,0,2/1/2020
02有排行无提醒,1.22E+16,0,0.73,3.088,0,2/1/2020
02有排行无提醒,皖AYY059,0,0.73,3.088,0,2/1/2020
02有排行无提醒,粤B9XN26,0,0.73,3.088,0,2/1/2020
02有排行无提醒,粤SL3H57,0,0.73,3.088,0,2/1/2020
02有排行无提醒,粤B7U0H5,0,0.73,3.088,0,2/1/2020
02有排行无提醒,粤BN8G52,0,0.73,3.088,0,2/1/2020
02有排行无提醒,皖AT0580,25.73,0.73,3.088,58.0015952,2/2/2020
02有排行无提醒,皖AT0541,26.6,0.73,3.088,59.962784,2/2/2020
02有排行无提醒,皖AT0620,6,0.73,3.088,13.52544,2/2/2020
02有排行无提醒,皖AT0657,4.1,0.73,3.088,9.242384,2/2/2020
02有排行无提醒,粤JCL629,1.51,0.73,3.088,3.4039024,2/2/2020
02有排行无提醒,皖AT0601,0,0.73,3.088,0,2/2/2020
02有排行无提醒,皖AT0543,0,0.73,3.088,0,2/2/2020
02有排行无提醒,皖AT0613,0,0.73,3.088,0,2/2/2020
02有排行无提醒,皖AT0641,0,0.73,3.088,0,2/2/2020
02有排行无提醒,皖AT0575,0.09,0.73,3.088,0.2028816,2/2/2020
02有排行无提醒,皖AT0576,0,0.73,3.088,0,2/2/2020
02有排行无提醒,闽C88DN2,0,0.73,3.088,0,2/2/2020
02有排行无提醒,粤B3Q03K,0,0.73,3.088,0,2/2/2020
02有排行无提醒,1.22E+16,0,0.73,3.088,0,2/2/2020
02有排行无提醒,皖AYY059,0,0.73,3.088,0,2/2/2020
02有排行无提醒,粤B9XN26,0,0.73,3.088,0,2/2/2020
02有排行无提醒,粤SL3H57,0,0.73,3.088,0,2/2/2020
02有排行无提醒,粤BL05M1,0,0.73,3.088,0,2/2/2020
02有排行无提醒,粤B7U0H5,0,0.73,3.088,0,2/2/2020
02有排行无提醒,粤BN8G52,0,0.73,3.088,0,2/2/2020
02有排行无提醒,粤B3Q03K,21.41,0.73,3.088,48.2632784,2/3/2020
02有排行无提醒,皖AT0541,27.27,0.73,3.088,61.4731248,2/3/2020
02有排行无提醒,皖AT0580,2.68,0.73,3.088,6.0413632,2/3/2020
02有排行无提醒,粤BL05M1,3.82,0.73,3.088,8.6111968,2/3/2020
02有排行无提醒,皖AT0657,5,0.73,3.088,11.2712,2/3/2020
02有排行无提醒,皖AT0601,0.28,0.73,3.088,0.6311872,2/3/2020
02有排行无提醒,皖AT0613,0,0.73,3.088,0,2/3/2020
02有排行无提醒,皖AT0620,0,0.73,3.088,0,2/3/2020
02有排行无提醒,皖AT0641,0,0.73,3.088,0,2/3/2020
02有排行无提醒,皖AT0575,0,0.73,3.088,0,2/3/2020
02有排行无提醒,皖AT0543,0,0.73,3.088,0,2/3/2020
02有排行无提醒,粤JCL629,0,0.73,3.088,0,2/3/2020
02有排行无提醒,闽C88DN2,0,0.73,3.088,0,2/3/2020
02有排行无提醒,1.22E+16,0,0.73,3.088,0,2/3/2020
02有排行无提醒,皖AYY059,0,0.73,3.088,0,2/3/2020
02有排行无提醒,粤B9XN26,0,0.73,3.088,0,2/3/2020
02有排行无提醒,皖AT0576,0,0.73,3.088,0,2/3/2020
02有排行无提醒,粤SL3H57,0,0.73,3.088,0,2/3/2020
02有排行无提醒,粤B7U0H5,0,0.73,3.088,0,2/3/2020
02有排行无提醒,粤BN8G52,0,0.73,3.088,0,2/3/2020
02有排行无提醒,皖AT0580,16.43,0.73,3.088,37.0371632,2/4/2020
02有排行无提醒,皖AT0541,13.65,0.73,3.088,30.770376,2/4/2020
02有排行无提醒,皖AT0613,5.96,0.73,3.088,13.4352704,2/4/2020
02有排行无提醒,皖AT0575,2.29,0.73,3.088,5.1622096,2/4/2020
02有排行无提醒,粤BL05M1,0.94,0.73,3.088,2.1189856,2/4/2020
02有排行无提醒,粤JCL629,0.61,0.73,3.088,1.3750864,2/4/2020
02有排行无提醒,皖AT0576,0.24,0.73,3.088,0.5410176,2/4/2020
02有排行无提醒,皖AT0601,0,0.73,3.088,0,2/4/2020
02有排行无提醒,皖AT0620,0,0.73,3.088,0,2/4/2020
02有排行无提醒,皖AT0657,0,0.73,3.088,0,2/4/2020
02有排行无提醒,皖AT0641,0,0.73,3.088,0,2/4/2020
02有排行无提醒,皖AT0543,0,0.73,3.088,0,2/4/2020
02有排行无提醒,闽C88DN2,0,0.73,3.088,0,2/4/2020
02有排行无提醒,粤B3Q03K,0,0.73,3.088,0,2/4/2020
02有排行无提醒,1.22E+16,0,0.73,3.088,0,2/4/2020
02有排行无提醒,皖AYY059,0,0.73,3.088,0,2/4/2020
02有排行无提醒,粤B9XN26,0,0.73,3.088,0,2/4/2020
02有排行无提醒,粤SL3H57,0,0.73,3.088,0,2/4/2020
02有排行无提醒,粤B7U0H5,0,0.73,3.088,0,2/4/2020
02有排行无提醒,粤BN8G52,0,0.73,3.088,0,2/4/2020
02有排行无提醒,皖AT0657,43.45,0.73,3.088,97.946728,2/5/2020
02有排行无提醒,皖AT0541,20.45,0.73,3.088,46.099208,2/5/2020
02有排行无提醒,皖AT0613,7.99,0.73,3.088,18.0113776,2/5/2020
02有排行无提醒,皖AT0580,0,0.73,3.088,0,2/5/2020
02有排行无提醒,皖AT0601,0,0.73,3.088,0,2/5/2020
02有排行无提醒,皖AT0620,0,0.73,3.088,0,2/5/2020
02有排行无提醒,皖AT0543,0,0.73,3.088,0,2/5/2020
02有排行无提醒,皖AT0641,0,0.73,3.088,0,2/5/2020
02有排行无提醒,皖AT0575,0,0.73,3.088,0,2/5/2020
02有排行无提醒,皖AT0576,0,0.73,3.088,0,2/5/2020
02有排行无提醒,粤JCL629,0,0.73,3.088,0,2/5/2020
02有排行无提醒,闽C88DN2,0,0.73,3.088,0,2/5/2020
02有排行无提醒,粤B3Q03K,0,0.73,3.088,0,2/5/2020
02有排行无提醒,1.22E+16,0,0.73,3.088,0,2/5/2020
02有排行无提醒,皖AYY059,0,0.73,3.088,0,2/5/2020
02有排行无提醒,粤B9XN26,0,0.73,3.088,0,2/5/2020
02有排行无提醒,粤SL3H57,0,0.73,3.088,0,2/5/2020
02有排行无提醒,粤BL05M1,0,0.73,3.088,0,2/5/2020
02有排行无提醒,粤B7U0H5,0,0.73,3.088,0,2/5/2020
02有排行无提醒,粤BN8G52,0,0.73,3.088,0,2/5/2020
02有排行无提醒,皖AT0541,22.48,0.73,3.088,50.6753152,2/6/2020
02有排行无提醒,皖AT0657,2.01,0.73,3.088,4.5310224,2/6/2020
02有排行无提醒,皖AT0613,2.67,0.73,3.088,6.0188208,2/6/2020
02有排行无提醒,粤BL05M1,1.81,0.73,3.088,4.0801744,2/6/2020
02有排行无提醒,皖AT0601,0,0.73,3.088,0,2/6/2020
02有排行无提醒,皖AT0543,0,0.73,3.088,0,2/6/2020
02有排行无提醒,皖AT0620,0,0.73,3.088,0,2/6/2020
02有排行无提醒,皖AT0641,0,0.73,3.088,0,2/6/2020
02有排行无提醒,皖AT0575,0,0.73,3.088,0,2/6/2020
02有排行无提醒,皖AT0580,0,0.73,3.088,0,2/6/2020
02有排行无提醒,粤JCL629,0,0.73,3.088,0,2/6/2020
02有排行无提醒,闽C88DN2,0,0.73,3.088,0,2/6/2020
02有排行无提醒,粤B3Q03K,0.12,0.73,3.088,0.2705088,2/6/2020
02有排行无提醒,1.22E+16,0,0.73,3.088,0,2/6/2020
02有排行无提醒,皖AYY059,0,0.73,3.088,0,2/6/2020
02有排行无提醒,粤B9XN26,0,0.73,3.088,0,2/6/2020
02有排行无提醒,皖AT0576,0,0.73,3.088,0,2/6/2020
02有排行无提醒,粤SL3H57,0,0.73,3.088,0,2/6/2020
02有排行无提醒,粤B7U0H5,0,0.73,3.088,0,2/6/2020
02有排行无提醒,粤BN8G52,0,0.73,3.088,0,2/6/2020
02有排行无提醒,粤BL05M1,49.87,0.73,3.088,112.4189488,2/7/2020
02有排行无提醒,皖AT0541,24.74,0.73,3.088,55.7698976,2/7/2020
02有排行无提醒,皖AT0657,17.42,0.73,3.088,39.2688608,2/7/2020
02有排行无提醒,皖AT0580,0.33,0.73,3.088,0.7438992,2/7/2020
02有排行无提醒,皖AT0601,0,0.73,3.088,0,2/7/2020
02有排行无提醒,皖AT0613,0,0.73,3.088,0,2/7/2020
02有排行无提醒,皖AT0543,0,0.73,3.088,0,2/7/2020
02有排行无提醒,皖AT0620,0,0.73,3.088,0,2/7/2020
02有排行无提醒,皖AT0641,0,0.73,3.088,0,2/7/2020
