部门,车牌号,油耗,,,碳排放,日期
02有排行无提醒,皖AT0601,69.02,0.73,3.088,155.5876448,5/1/2020
02有排行无提醒,皖AT0541,59.77,0.73,3.088,134.7359248,5/1/2020
02有排行无提醒,皖AT0657,51.91,0.73,3.088,117.0175984,5/1/2020
02有排行无提醒,皖AT0576,24.78,0.73,3.088,55.8600672,5/1/2020
02有排行无提醒,皖AT0620,15.44,0.73,3.088,34.8054656,5/1/2020
02有排行无提醒,粤B9XN26,2.64,0.73,3.088,5.9511936,5/1/2020
02有排行无提醒,粤B3Q03K,1.2,0.73,3.088,2.705088,5/1/2020
02有排行无提醒,皖AYY059,0,0.73,3.088,0,5/1/2020
02有排行无提醒,粤JCL629,0,0.73,3.088,0,5/1/2020
02有排行无提醒,皖AT0641,0,0.73,3.088,0,5/1/2020
02有排行无提醒,皖AT0575,0,0.73,3.088,0,5/1/2020
02有排行无提醒,1.22E+16,0,0.73,3.088,0,5/1/2020
02有排行无提醒,闽C88DN2,0,0.73,3.088,0,5/1/2020
02有排行无提醒,皖AT0580,0,0.73,3.088,0,5/1/2020
02有排行无提醒,粤SL3H57,0,0.73,3.088,0,5/1/2020
02有排行无提醒,粤BL05M1,0,0.73,3.088,0,5/1/2020
02有排行无提醒,粤B7U0H5,0,0.73,3.088,0,5/1/2020
02有排行无提醒,粤BN8G52,0,0.73,3.088,0,5/1/2020
02有排行无提醒,皖AT0613,0,0.73,3.088,0,5/1/2020
02有排行无提醒,皖AT0543,0,0.73,3.088,0,5/1/2020
02有排行无提醒,皖AT0601,48.18,0.73,3.088,108.6092832,5/2/2020
02有排行无提醒,皖AT0541,54.16,0.73,3.088,122.0896384,5/2/2020
02有排行无提醒,皖AT0620,44.85,0.73,3.088,101.102664,5/2/2020
02有排行无提醒,皖AT0657,28.92,0.73,3.088,65.1926208,5/2/2020
02有排行无提醒,皖AT0576,15.43,0.73,3.088,34.7829232,5/2/2020
02有排行无提醒,粤B3Q03K,2.03,0.73,3.088,4.5761072,5/2/2020
02有排行无提醒,皖AT0575,0,0.73,3.088,0,5/2/2020
02有排行无提醒,粤JCL629,0,0.73,3.088,0,5/2/2020
02有排行无提醒,皖AT0641,0,0.73,3.088,0,5/2/2020
02有排行无提醒,皖AT0580,0,0.73,3.088,0,5/2/2020
02有排行无提醒,皖AYY059,0,0.73,3.088,0,5/2/2020
02有排行无提醒,粤B7U0H5,0,0.73,3.088,0,5/2/2020
02有排行无提醒,1.22E+16,0,0.73,3.088,0,5/2/2020
02有排行无提醒,闽C88DN2,0,0.73,3.088,0,5/2/2020
02有排行无提醒,粤SL3H57,0,0.73,3.088,0,5/2/2020
02有排行无提醒,粤BL05M1,0,0.73,3.088,0,5/2/2020
02有排行无提醒,粤BN8G52,0,0.73,3.088,0,5/2/2020
02有排行无提醒,皖AT0543,0,0.73,3.088,0,5/2/2020
02有排行无提醒,粤B9XN26,0,0.73,3.088,0,5/2/2020
02有排行无提醒,皖AT0613,0,0.73,3.088,0,5/2/2020
02有排行无提醒,皖AT0541,69.11,0.73,3.088,155.7905264,5/3/2020
02有排行无提醒,皖AT0601,34.42,0.73,3.088,77.5909408,5/3/2020
02有排行无提醒,粤BL05M1,13.63,0.73,3.088,30.7252912,5/3/2020
02有排行无提醒,皖AT0620,22.01,0.73,3.088,49.6158224,5/3/2020
02有排行无提醒,皖AT0657,11.53,0.73,3.088,25.9913872,5/3/2020
02有排行无提醒,粤B9XN26,11.69,0.73,3.088,26.3520656,5/3/2020
02有排行无提醒,皖AT0576,16.13,0.73,3.088,36.3608912,5/3/2020
02有排行无提醒,粤B3Q03K,2.2,0.73,3.088,4.959328,5/3/2020
02有排行无提醒,粤JCL629,0.2,0.73,3.088,0.450848,5/3/2020
02有排行无提醒,皖AT0575,0,0.73,3.088,0,5/3/2020
02有排行无提醒,皖AT0580,0,0.73,3.088,0,5/3/2020
02有排行无提醒,皖AYY059,0,0.73,3.088,0,5/3/2020
02有排行无提醒,1.22E+16,0,0.73,3.088,0,5/3/2020
02有排行无提醒,闽C88DN2,0,0.73,3.088,0,5/3/2020
02有排行无提醒,皖AT0641,0,0.73,3.088,0,5/3/2020
02有排行无提醒,粤SL3H57,0,0.73,3.088,0,5/3/2020
02有排行无提醒,粤B7U0H5,0,0.73,3.088,0,5/3/2020
02有排行无提醒,皖AT0543,0,0.73,3.088,0,5/3/2020
