部门,车牌号,油耗,,,碳排放,日期
02有排行无提醒,皖AT0601,39.03,0.73,3.088,87.9829872,9/1/2020
02有排行无提醒,皖AT0613,33.57,0.73,3.088,75.6748368,9/1/2020
02有排行无提醒,皖AT0541,33.73,0.73,3.088,76.0355152,9/1/2020
02有排行无提醒,皖AT0620,39.54,0.73,3.088,89.1326496,9/1/2020
02有排行无提醒,粤BL05M1,0.26,0.73,3.088,0.5861024,9/1/2020
02有排行无提醒,皖AT0641,0,0.73,3.088,0,9/1/2020
02有排行无提醒,皖AT0580,0,0.73,3.088,0,9/1/2020
02有排行无提醒,皖AT0657,0,0.73,3.088,0,9/1/2020
02有排行无提醒,皖AT0575,0,0.73,3.088,0,9/1/2020
02有排行无提醒,皖AT0543,0,0.73,3.088,0,9/1/2020
02有排行无提醒,粤JCL629,0,0.73,3.088,0,9/1/2020
02有排行无提醒,闽C88DN2,0,0.73,3.088,0,9/1/2020
02有排行无提醒,粤B3Q03K,0,0.73,3.088,0,9/1/2020
02有排行无提醒,皖AYY059,0,0.73,3.088,0,9/1/2020
02有排行无提醒,粤B9XN26,0,0.73,3.088,0,9/1/2020
02有排行无提醒,皖AT0576,0,0.73,3.088,0,9/1/2020
02有排行无提醒,粤SL3H57,0,0.73,3.088,0,9/1/2020
02有排行无提醒,粤B7U0H5,0,0.73,3.088,0,9/1/2020
02有排行无提醒,粤BN8G52,0,0.73,3.088,0,9/1/2020
02有排行无提醒,皖AT0601,42.55,0.73,3.088,95.917912,9/2/2020
02有排行无提醒,皖AT0613,33.79,0.73,3.088,76.1707696,9/2/2020
02有排行无提醒,皖AT0541,37.25,0.73,3.088,83.97044,9/2/2020
02有排行无提醒,皖AT0620,31.39,0.73,3.088,70.7605936,9/2/2020
02有排行无提醒,皖AT0580,0,0.73,3.088,0,9/2/2020
02有排行无提醒,皖AT0641,0,0.73,3.088,0,9/2/2020
02有排行无提醒,皖AT0543,0,0.73,3.088,0,9/2/2020
02有排行无提醒,皖AT0575,0,0.73,3.088,0,9/2/2020
02有排行无提醒,皖AT0657,0,0.73,3.088,0,9/2/2020
02有排行无提醒,粤JCL629,0,0.73,3.088,0,9/2/2020
02有排行无提醒,闽C88DN2,0,0.73,3.088,0,9/2/2020
02有排行无提醒,粤B3Q03K,0,0.73,3.088,0,9/2/2020
02有排行无提醒,皖AYY059,0,0.73,3.088,0,9/2/2020
02有排行无提醒,粤B9XN26,0,0.73,3.088,0,9/2/2020
02有排行无提醒,皖AT0576,0,0.73,3.088,0,9/2/2020
02有排行无提醒,粤SL3H57,0,0.73,3.088,0,9/2/2020
02有排行无提醒,粤BL05M1,0,0.73,3.088,0,9/2/2020
02有排行无提醒,粤B7U0H5,0,0.73,3.088,0,9/2/2020
02有排行无提醒,粤BN8G52,0,0.73,3.088,0,9/2/2020
02有排行无提醒,皖AT0541,40.63,0.73,3.088,91.5897712,9/3/2020
02有排行无提醒,皖AT0601,33.05,0.73,3.088,74.502632,9/3/2020
02有排行无提醒,皖AT0613,29.27,0.73,3.088,65.9816048,9/3/2020
02有排行无提醒,皖AT0620,7.57,0.73,3.088,17.0645968,9/3/2020
02有排行无提醒,粤BL05M1,0.56,0.73,3.088,1.2623744,9/3/2020
02有排行无提醒,皖AT0641,0,0.73,3.088,0,9/3/2020
02有排行无提醒,皖AT0580,0,0.73,3.088,0,9/3/2020
02有排行无提醒,皖AT0575,0,0.73,3.088,0,9/3/2020
02有排行无提醒,皖AT0657,0,0.73,3.088,0,9/3/2020
02有排行无提醒,皖AT0543,0,0.73,3.088,0,9/3/2020
02有排行无提醒,粤JCL629,0,0.73,3.088,0,9/3/2020
02有排行无提醒,闽C88DN2,0,0.73,3.088,0,9/3/2020
02有排行无提醒,粤B3Q03K,0,0.73,3.088,0,9/3/2020
02有排行无提醒,皖AYY059,0,0.73,3.088,0,9/3/2020
02有排行无提醒,粤B9XN26,0,0.73,3.088,0,9/3/2020
02有排行无提醒,皖AT0576,0,0.73,3.088,0,9/3/2020
02有排行无提醒,粤SL3H57,0,0.73,3.088,0,9/3/2020
02有排行无提醒,粤B7U0H5,0,0.73,3.088,0,9/3/2020
02有排行无提醒,粤BN8G52,0,0.73,3.088,0,9/3/2020
02有排行无提醒,皖AT0541,44.66,0.73,3.088,100.6743584,9/4/2020
02有排行无提醒,皖AT0601,43.56,0.73,3.088,98.1946944,9/4/2020
02有排行无提醒,皖AT0613,30.3,0.73,3.088,68.303472,9/4/2020
02有排行无提醒,皖AT0620,37.05,0.73,3.088,83.519592,9/4/2020
02有排行无提醒,皖AT0580,0,0.73,3.088,0,9/4/2020
02有排行无提醒,皖AT0641,0,0.73,3.088,0,9/4/2020
02有排行无提醒,皖AT0543,0,0.73,3.088,0,9/4/2020
02有排行无提醒,皖AT0575,0,0.73,3.088,0,9/4/2020
02有排行无提醒,皖AT0657,0,0.73,3.088,0,9/4/2020
02有排行无提醒,粤JCL629,0,0.73,3.088,0,9/4/2020
02有排行无提醒,闽C88DN2,0,0.73,3.088,0,9/4/2020
02有排行无提醒,粤B3Q03K,0,0.73,3.088,0,9/4/2020
02有排行无提醒,皖AYY059,0,0.73,3.088,0,9/4/2020
02有排行无提醒,粤B9XN26,0,0.73,3.088,0,9/4/2020
02有排行无提醒,皖AT0576,0,0.73,3.088,0,9/4/2020
02有排行无提醒,粤SL3H57,0,0.73,3.088,0,9/4/2020
02有排行无提醒,粤BL05M1,0,0.73,3.088,0,9/4/2020
02有排行无提醒,粤B7U0H5,0,0.73,3.088,0,9/4/2020
02有排行无提醒,粤BN8G52,0,0.73,3.088,0,9/4/2020
02有排行无提醒,皖AT0601,49.76,0.73,3.088,112.1709824,9/5/2020
02有排行无提醒,皖AT0613,37.93,0.73,3.088,85.5033232,9/5/2020
02有排行无提醒,皖AT0541,40.49,0.73,3.088,91.2741776,9/5/2020
02有排行无提醒,皖AT0641,0,0.73,3.088,0,9/5/2020
02有排行无提醒,皖AT0543,0,0.73,3.088,0,9/5/2020
02有排行无提醒,皖AT0580,0,0.73,3.088,0,9/5/2020
02有排行无提醒,皖AT0620,0,0.73,3.088,0,9/5/2020
02有排行无提醒,皖AT0575,0,0.73,3.088,0,9/5/2020
02有排行无提醒,皖AT0657,0,0.73,3.088,0,9/5/2020
02有排行无提醒,粤JCL629,0,0.73,3.088,0,9/5/2020
02有排行无提醒,闽C88DN2,0,0.73,3.088,0,9/5/2020
02有排行无提醒,粤B3Q03K,0,0.73,3.088,0,9/5/2020
02有排行无提醒,皖AYY059,0,0.73,3.088,0,9/5/2020
02有排行无提醒,粤B9XN26,0,0.73,3.088,0,9/5/2020
02有排行无提醒,皖AT0576,0,0.73,3.088,0,9/5/2020
02有排行无提醒,粤SL3H57,0,0.73,3.088,0,9/5/2020
02有排行无提醒,粤BL05M1,0,0.73,3.088,0,9/5/2020
02有排行无提醒,粤B7U0H5,0,0.73,3.088,0,9/5/2020
02有排行无提醒,粤BN8G52,0,0.73,3.088,0,9/5/2020
02有排行无提醒,皖AT0601,41.31,0.73,3.088,93.1226544,9/6/2020
02有排行无提醒,皖AT0541,36.42,0.73,3.088,82.0994208,9/6/2020
02有排行无提醒,皖AT0613,30.27,0.73,3.088,68.2358448,9/6/2020
02有排行无提醒,皖AT0620,12.6,0.73,3.088,28.403424,9/6/2020
02有排行无提醒,粤BL05M1,1.58,0.73,3.088,3.5616992,9/6/2020
02有排行无提醒,皖AT0580,0,0.73,3.088,0,9/6/2020
02有排行无提醒,皖AT0641,0,0.73,3.088,0,9/6/2020
02有排行无提醒,皖AT0575,0,0.73,3.088,0,9/6/2020
02有排行无提醒,皖AT0657,0,0.73,3.088,0,9/6/2020
02有排行无提醒,皖AT0543,0,0.73,3.088,0,9/6/2020
02有排行无提醒,粤JCL629,0,0.73,3.088,0,9/6/2020
02有排行无提醒,闽C88DN2,0,0.73,3.088,0,9/6/2020
02有排行无提醒,粤B3Q03K,0,0.73,3.088,0,9/6/2020
02有排行无提醒,皖AYY059,0,0.73,3.088,0,9/6/2020
02有排行无提醒,粤B9XN26,0,0.73,3.088,0,9/6/2020
02有排行无提醒,皖AT0576,0,0.73,3.088,0,9/6/2020
02有排行无提醒,粤SL3H57,0,0.73,3.088,0,9/6/2020
02有排行无提醒,粤B7U0H5,0,0.73,3.088,0,9/6/2020
02有排行无提醒,粤BN8G52,0,0.73,3.088,0,9/6/2020
02有排行无提醒,皖AT0613,41.07,0.73,3.088,92.5816368,9/7/2020
02有排行无提醒,皖AT0601,46.46,0.73,3.088,104.7319904,9/7/2020
02有排行无提醒,皖AT0541,32.01,0.73,3.088,72.1582224,9/7/2020
02有排行无提醒,皖AT0620,26.68,0.73,3.088,60.1431232,9/7/2020
02有排行无提醒,粤BL05M1,2.86,0.73,3.088,6.4471264,9/7/2020
02有排行无提醒,皖AT0641,0,0.73,3.088,0,9/7/2020
02有排行无提醒,皖AT0580,0,0.73,3.088,0,9/7/2020
02有排行无提醒,皖AT0575,0,0.73,3.088,0,9/7/2020
02有排行无提醒,皖AT0657,0,0.73,3.088,0,9/7/2020
02有排行无提醒,皖AT0543,0,0.73,3.088,0,9/7/2020
02有排行无提醒,粤JCL629,0,0.73,3.088,0,9/7/2020
02有排行无提醒,闽C88DN2,0,0.73,3.088,0,9/7/2020
02有排行无提醒,粤B3Q03K,0,0.73,3.088,0,9/7/2020
02有排行无提醒,皖AYY059,0,0.73,3.088,0,9/7/2020
02有排行无提醒,粤B9XN26,0,0.73,3.088,0,9/7/2020
02有排行无提醒,皖AT0576,0,0.73,3.088,0,9/7/2020
02有排行无提醒,粤SL3H57,0,0.73,3.088,0,9/7/2020
02有排行无提醒,粤B7U0H5,0,0.73,3.088,0,9/7/2020
02有排行无提醒,粤BN8G52,0,0.73,3.088,0,9/7/2020
02有排行无提醒,皖AT0541,43.99,0.73,3.088,99.1640176,9/8/2020
02有排行无提醒,皖AT0601,45.87,0.73,3.088,103.4019888,9/8/2020
02有排行无提醒,皖AT0620,36.88,0.73,3.088,83.1363712,9/8/2020
02有排行无提醒,皖AT0613,2.66,0.73,3.088,5.9962784,9/8/2020
02有排行无提醒,皖AT0641,0,0.73,3.088,0,9/8/2020
02有排行无提醒,皖AT0543,0,0.73,3.088,0,9/8/2020
02有排行无提醒,皖AT0580,0,0.73,3.088,0,9/8/2020
02有排行无提醒,皖AT0575,0,0.73,3.088,0,9/8/2020
02有排行无提醒,皖AT0657,0,0.73,3.088,0,9/8/2020
02有排行无提醒,粤JCL629,0,0.73,3.088,0,9/8/2020
02有排行无提醒,闽C88DN2,0,0.73,3.088,0,9/8/2020
02有排行无提醒,粤B3Q03K,0,0.73,3.088,0,9/8/2020
02有排行无提醒,皖AYY059,0,0.73,3.088,0,9/8/2020
02有排行无提醒,粤B9XN26,0,0.73,3.088,0,9/8/2020
02有排行无提醒,皖AT0576,0,0.73,3.088,0,9/8/2020
02有排行无提醒,粤SL3H57,0,0.73,3.088,0,9/8/2020
02有排行无提醒,粤BL05M1,0,0.73,3.088,0,9/8/2020
02有排行无提醒,粤B7U0H5,0,0.73,3.088,0,9/8/2020
02有排行无提醒,粤BN8G52,0,0.73,3.088,0,9/8/2020
02有排行无提醒,皖AT0541,45.86,0.73,3.088,103.3794464,9/9/2020
02有排行无提醒,皖AT0620,51.27,0.73,3.088,115.5748848,9/9/2020
02有排行无提醒,皖AT0601,41.58,0.73,3.088,93.7312992,9/9/2020
02有排行无提醒,皖AT0613,26.7,0.73,3.088,60.188208,9/9/2020
02有排行无提醒,粤BL05M1,1.05,0.73,3.088,2.366952,9/9/2020
02有排行无提醒,皖AT0641,0,0.73,3.088,0,9/9/2020
02有排行无提醒,皖AT0580,0,0.73,3.088,0,9/9/2020
02有排行无提醒,皖AT0575,0,0.73,3.088,0,9/9/2020
02有排行无提醒,皖AT0657,0,0.73,3.088,0,9/9/2020
02有排行无提醒,皖AT0543,0,0.73,3.088,0,9/9/2020
02有排行无提醒,粤JCL629,0,0.73,3.088,0,9/9/2020
02有排行无提醒,闽C88DN2,0,0.73,3.088,0,9/9/2020
02有排行无提醒,粤B3Q03K,0,0.73,3.088,0,9/9/2020
02有排行无提醒,皖AYY059,0,0.73,3.088,0,9/9/2020
02有排行无提醒,粤B9XN26,0,0.73,3.088,0,9/9/2020
02有排行无提醒,皖AT0576,0,0.73,3.088,0,9/9/2020
02有排行无提醒,粤SL3H57,0,0.73,3.088,0,9/9/2020
02有排行无提醒,粤B7U0H5,0,0.73,3.088,0,9/9/2020
02有排行无提醒,粤BN8G52,0,0.73,3.088,0,9/9/2020
02有排行无提醒,皖AT0541,44.6,0.73,3.088,100.539104,9/10/2020
02有排行无提醒,皖AT0601,36.67,0.73,3.088,82.6629808,9/10/2020
02有排行无提醒,皖AT0620,32.97,0.73,3.088,74.3222928,9/10/2020
02有排行无提醒,皖AT0613,28.22,0.73,3.088,63.6146528,9/10/2020
02有排行无提醒,粤BL05M1,2.91,0.73,3.088,6.5598384,9/10/2020
02有排行无提醒,皖AT0580,0,0.73,3.088,0,9/10/2020
02有排行无提醒,皖AT0641,0,0.73,3.088,0,9/10/2020
02有排行无提醒,皖AT0575,0,0.73,3.088,0,9/10/2020
02有排行无提醒,皖AT0657,0,0.73,3.088,0,9/10/2020
02有排行无提醒,皖AT0543,0,0.73,3.088,0,9/10/2020
02有排行无提醒,粤JCL629,0,0.73,3.088,0,9/10/2020
02有排行无提醒,闽C88DN2,0,0.73,3.088,0,9/10/2020
02有排行无提醒,粤B3Q03K,0,0.73,3.088,0,9/10/2020
02有排行无提醒,皖AYY059,0,0.73,3.088,0,9/10/2020
02有排行无提醒,粤B9XN26,0,0.73,3.088,0,9/10/2020
02有排行无提醒,皖AT0576,0,0.73,3.088,0,9/10/2020
02有排行无提醒,粤SL3H57,0,0.73,3.088,0,9/10/2020
02有排行无提醒,粤B7U0H5,0,0.73,3.088,0,9/10/2020
02有排行无提醒,粤BN8G52,0,0.73,3.088,0,9/10/2020
02有排行无提醒,皖AT0613,44.53,0.73,3.088,100.3813072,9/11/2020
02有排行无提醒,皖AT0541,38.89,0.73,3.088,87.6673936,9/11/2020
02有排行无提醒,皖AT0601,37.99,0.73,3.088,85.6385776,9/11/2020
02有排行无提醒,皖AT0620,28.63,0.73,3.088,64.5388912,9/11/2020
02有排行无提醒,皖AT0641,0,0.73,3.088,0,9/11/2020
02有排行无提醒,皖AT0580,0,0.73,3.088,0,9/11/2020
02有排行无提醒,皖AT0543,0,0.73,3.088,0,9/11/2020
02有排行无提醒,皖AT0575,0,0.73,3.088,0,9/11/2020
02有排行无提醒,皖AT0657,0,0.73,3.088,0,9/11/2020
02有排行无提醒,粤JCL629,0,0.73,3.088,0,9/11/2020
02有排行无提醒,闽C88DN2,0,0.73,3.088,0,9/11/2020
02有排行无提醒,粤B3Q03K,0,0.73,3.088,0,9/11/2020
