部门,车牌号,油耗,,,碳排放,日期
02有排行无提醒,皖AT0601,44.25,0.73,3.088,99.75012,6/1/2020
02有排行无提醒,皖AT0541,43.55,0.73,3.088,98.172152,6/1/2020
02有排行无提醒,皖AT0576,47.04,0.73,3.088,106.0394496,6/1/2020
02有排行无提醒,皖AT0657,36.35,0.73,3.088,81.941624,6/1/2020
02有排行无提醒,皖AT0620,46.23,0.73,3.088,104.2135152,6/1/2020
02有排行无提醒,粤B9XN26,14.72,0.73,3.088,33.1824128,6/1/2020
02有排行无提醒,粤JCL629,2.5,0.73,3.088,5.6356,6/1/2020
02有排行无提醒,粤B3Q03K,3.47,0.73,3.088,7.8222128,6/1/2020
02有排行无提醒,粤BL05M1,1.87,0.73,3.088,4.2154288,6/1/2020
02有排行无提醒,1.22E+16,0,0.73,3.088,0,6/1/2020
02有排行无提醒,皖AT0575,0,0.73,3.088,0,6/1/2020
02有排行无提醒,皖AT0641,0,0.73,3.088,0,6/1/2020
02有排行无提醒,皖AT0580,0,0.73,3.088,0,6/1/2020
02有排行无提醒,皖AYY059,0,0.73,3.088,0,6/1/2020
02有排行无提醒,皖AT0613,0,0.73,3.088,0,6/1/2020
02有排行无提醒,闽C88DN2,0,0.73,3.088,0,6/1/2020
02有排行无提醒,粤SL3H57,0,0.73,3.088,0,6/1/2020
02有排行无提醒,粤B7U0H5,0,0.73,3.088,0,6/1/2020
02有排行无提醒,皖AT0543,0,0.73,3.088,0,6/1/2020
02有排行无提醒,粤BN8G52,0,0.73,3.088,0,6/1/2020
02有排行无提醒,皖AT0657,42.31,0.73,3.088,95.3768944,6/2/2020
02有排行无提醒,皖AT0601,38.59,0.73,3.088,86.9911216,6/2/2020
02有排行无提醒,皖AT0541,39.95,0.73,3.088,90.056888,6/2/2020
02有排行无提醒,皖AT0576,43.86,0.73,3.088,98.8709664,6/2/2020
02有排行无提醒,皖AT0613,38.19,0.73,3.088,86.0894256,6/2/2020
02有排行无提醒,皖AT0620,25.64,0.73,3.088,57.7987136,6/2/2020
02有排行无提醒,粤B9XN26,7.73,0.73,3.088,17.4252752,6/2/2020
02有排行无提醒,粤B3Q03K,3.31,0.73,3.088,7.4615344,6/2/2020
02有排行无提醒,皖AT0641,0,0.73,3.088,0,6/2/2020
02有排行无提醒,皖AT0580,0,0.73,3.088,0,6/2/2020
02有排行无提醒,皖AYY059,0,0.73,3.088,0,6/2/2020
02有排行无提醒,1.22E+16,0,0.73,3.088,0,6/2/2020
02有排行无提醒,闽C88DN2,0,0.73,3.088,0,6/2/2020
02有排行无提醒,皖AT0575,0,0.73,3.088,0,6/2/2020
02有排行无提醒,粤B7U0H5,0,0.73,3.088,0,6/2/2020
02有排行无提醒,粤BN8G52,0,0.73,3.088,0,6/2/2020
02有排行无提醒,粤BL05M1,0,0.73,3.088,0,6/2/2020
02有排行无提醒,粤JCL629,0,0.73,3.088,0,6/2/2020
02有排行无提醒,皖AT0543,0,0.73,3.088,0,6/2/2020
02有排行无提醒,粤SL3H57,0,0.73,3.088,0,6/2/2020
02有排行无提醒,皖AT0657,46.61,0.73,3.088,105.0701264,6/3/2020
02有排行无提醒,皖AT0576,50.82,0.73,3.088,114.5604768,6/3/2020
02有排行无提醒,皖AT0620,39.6,0.73,3.088,89.267904,6/3/2020
02有排行无提醒,皖AT0613,36.69,0.73,3.088,82.7080656,6/3/2020
02有排行无提醒,皖AT0601,30.6,0.73,3.088,68.979744,6/3/2020
02有排行无提醒,皖AT0541,25.16,0.73,3.088,56.7166784,6/3/2020
02有排行无提醒,粤B9XN26,19.03,0.73,3.088,42.8981872,6/3/2020
02有排行无提醒,粤B3Q03K,2.82,0.73,3.088,6.3569568,6/3/2020
02有排行无提醒,皖AT0641,0,0.73,3.088,0,6/3/2020
02有排行无提醒,皖AT0575,0,0.73,3.088,0,6/3/2020
02有排行无提醒,1.22E+16,0,0.73,3.088,0,6/3/2020
02有排行无提醒,皖AYY059,0,0.73,3.088,0,6/3/2020
02有排行无提醒,皖AT0580,0,0.73,3.088,0,6/3/2020
02有排行无提醒,粤JCL629,0,0.73,3.088,0,6/3/2020
02有排行无提醒,闽C88DN2,0,0.73,3.088,0,6/3/2020
02有排行无提醒,粤BL05M1,0,0.73,3.088,0,6/3/2020
02有排行无提醒,粤B7U0H5,0,0.73,3.088,0,6/3/2020
02有排行无提醒,皖AT0543,0,0.73,3.088,0,6/3/2020
02有排行无提醒,粤SL3H57,0,0.73,3.088,0,6/3/2020
02有排行无提醒,粤BN8G52,0,0.73,3.088,0,6/3/2020
02有排行无提醒,皖AT0601,44.17,0.73,3.088,99.5697808,6/4/2020
02有排行无提醒,皖AT0541,41.65,0.73,3.088,93.889096,6/4/2020
02有排行无提醒,皖AT0657,34.27,0.73,3.088,77.2528048,6/4/2020
02有排行无提醒,皖AT0613,39.92,0.73,3.088,89.9892608,6/4/2020
02有排行无提醒,皖AT0620,39.37,0.73,3.088,88.7494288,6/4/2020
02有排行无提醒,皖AT0576,21.33,0.73,3.088,48.0829392,6/4/2020
02有排行无提醒,粤B9XN26,12.42,0.73,3.088,27.9976608,6/4/2020
02有排行无提醒,粤JCL629,3.16,0.73,3.088,7.1233984,6/4/2020
02有排行无提醒,粤B3Q03K,3.71,0.73,3.088,8.3632304,6/4/2020
02有排行无提醒,皖AT0575,0,0.73,3.088,0,6/4/2020
02有排行无提醒,皖AT0641,0,0.73,3.088,0,6/4/2020
02有排行无提醒,皖AT0580,0,0.73,3.088,0,6/4/2020
02有排行无提醒,皖AYY059,0,0.73,3.088,0,6/4/2020
02有排行无提醒,1.22E+16,0,0.73,3.088,0,6/4/2020
02有排行无提醒,闽C88DN2,0,0.73,3.088,0,6/4/2020
02有排行无提醒,粤BL05M1,0,0.73,3.088,0,6/4/2020
02有排行无提醒,粤B7U0H5,0,0.73,3.088,0,6/4/2020
02有排行无提醒,粤BN8G52,0,0.73,3.088,0,6/4/2020
02有排行无提醒,粤SL3H57,0,0.73,3.088,0,6/4/2020
02有排行无提醒,皖AT0543,0,0.73,3.088,0,6/4/2020
02有排行无提醒,皖AT0541,47.07,0.73,3.088,106.1070768,6/5/2020
02有排行无提醒,皖AT0657,42.47,0.73,3.088,95.7375728,6/5/2020
02有排行无提醒,皖AT0576,47.28,0.73,3.088,106.5804672,6/5/2020
02有排行无提醒,皖AT0620,49.66,0.73,3.088,111.9455584,6/5/2020
02有排行无提醒,皖AT0601,39.97,0.73,3.088,90.1019728,6/5/2020
02有排行无提醒,皖AT0613,42.09,0.73,3.088,94.8809616,6/5/2020
02有排行无提醒,粤B9XN26,7.36,0.73,3.088,16.5912064,6/5/2020
02有排行无提醒,粤B3Q03K,2.68,0.73,3.088,6.0413632,6/5/2020
02有排行无提醒,粤JCL629,0.88,0.73,3.088,1.9837312,6/5/2020
02有排行无提醒,皖AT0575,0,0.73,3.088,0,6/5/2020
02有排行无提醒,皖AT0641,0,0.73,3.088,0,6/5/2020
02有排行无提醒,皖AT0580,0,0.73,3.088,0,6/5/2020
02有排行无提醒,皖AYY059,0,0.73,3.088,0,6/5/2020
02有排行无提醒,1.22E+16,0,0.73,3.088,0,6/5/2020
02有排行无提醒,闽C88DN2,0,0.73,3.088,0,6/5/2020
