部门,车牌号,油耗,,,碳排放,日期
02有排行无提醒,粤B3Q03K,3.41,0.73,3.088,7.6869584,8/1/2019
02有排行无提醒,闽C88DN2,2.19,0.73,3.088,4.9367856,8/1/2019
02有排行无提醒,粤B3Q03K,17.08,0.73,3.088,38.5024192,8/2/2019
02有排行无提醒,闽C88DN2,1.64,0.73,3.088,3.6969536,8/2/2019
02有排行无提醒,闽C88DN2,2.47,0.73,3.088,5.5679728,8/3/2019
02有排行无提醒,粤B3Q03K,2.64,0.73,3.088,5.9511936,8/3/2019
02有排行无提醒,粤B3Q03K,15.18,0.73,3.088,34.2193632,8/4/2019
02有排行无提醒,闽C88DN2,1.32,0.73,3.088,2.9755968,8/4/2019
02有排行无提醒,粤B3Q03K,17.94,0.73,3.088,40.4410656,8/5/2019
02有排行无提醒,闽C88DN2,3.06,0.73,3.088,6.8979744,8/5/2019
02有排行无提醒,粤B3Q03K,17.43,0.73,3.088,39.2914032,8/6/2019
02有排行无提醒,闽C88DN2,4.68,0.73,3.088,10.5498432,8/6/2019
02有排行无提醒,粤B3Q03K,16.34,0.73,3.088,36.8342816,8/7/2019
02有排行无提醒,闽C88DN2,1.2,0.73,3.088,2.705088,8/7/2019
02有排行无提醒,粤B3Q03K,18.95,0.73,3.088,42.717848,8/8/2019
02有排行无提醒,闽C88DN2,1.88,0.73,3.088,4.2379712,8/8/2019
02有排行无提醒,粤JCL629,0,0.73,3.088,0,8/8/2019
02有排行无提醒,粤JCL629,12.1,0.73,3.088,27.276304,8/9/2019
02有排行无提醒,粤B3Q03K,11.45,0.73,3.088,25.811048,8/9/2019
02有排行无提醒,闽C88DN2,1.33,0.73,3.088,2.9981392,8/9/2019
02有排行无提醒,粤B3Q03K,9.58,0.73,3.088,21.5956192,8/10/2019
02有排行无提醒,粤JCL629,2.99,0.73,3.088,6.7401776,8/10/2019
02有排行无提醒,闽C88DN2,0.97,0.73,3.088,2.1866128,8/10/2019
02有排行无提醒,粤JCL629,13.22,0.73,3.088,29.8010528,8/11/2019
02有排行无提醒,闽C88DN2,2.39,0.73,3.088,5.3876336,8/11/2019
02有排行无提醒,粤B3Q03K,2.08,0.73,3.088,4.6888192,8/11/2019
02有排行无提醒,粤B3Q03K,12.33,0.73,3.088,27.7947792,8/12/2019
02有排行无提醒,粤JCL629,1.84,0.73,3.088,4.1478016,8/12/2019
02有排行无提醒,闽C88DN2,2.12,0.73,3.088,4.7789888,8/12/2019
02有排行无提醒,粤B3Q03K,16.83,0.73,3.088,37.9388592,8/13/2019
02有排行无提醒,闽C88DN2,0.94,0.73,3.088,2.1189856,8/13/2019
02有排行无提醒,粤JCL629,0,0.73,3.088,0,8/13/2019
02有排行无提醒,粤B3Q03K,16.58,0.73,3.088,37.3752992,8/14/2019
02有排行无提醒,闽C88DN2,0.07,0.73,3.088,0.1577968,8/14/2019
02有排行无提醒,粤JCL629,0,0.73,3.088,0,8/14/2019
02有排行无提醒,粤B3Q03K,11.1,0.73,3.088,25.022064,8/15/2019
02有排行无提醒,粤JCL629,2.31,0.73,3.088,5.2072944,8/15/2019
02有排行无提醒,闽C88DN2,1.8,0.73,3.088,4.057632,8/15/2019
02有排行无提醒,粤B3Q03K,16.53,0.73,3.088,37.2625872,8/16/2019
02有排行无提醒,粤JCL629,6.45,0.73,3.088,14.539848,8/16/2019
02有排行无提醒,闽C88DN2,1,0.73,3.088,2.25424,8/16/2019
02有排行无提醒,粤B3Q03K,3.24,0.73,3.088,7.3037376,8/17/2019
02有排行无提醒,闽C88DN2,1.27,0.73,3.088,2.8628848,8/17/2019
02有排行无提醒,粤JCL629,0.81,0.73,3.088,1.8259344,8/17/2019
02有排行无提醒,粤JCL629,7.61,0.73,3.088,17.1547664,8/18/2019
02有排行无提醒,粤B3Q03K,10.91,0.73,3.088,24.5937584,8/18/2019
02有排行无提醒,闽C88DN2,1.04,0.73,3.088,2.3444096,8/18/2019
02有排行无提醒,粤B3Q03K,20.84,0.73,3.088,46.9783616,8/19/2019
02有排行无提醒,闽C88DN2,1.08,0.73,3.088,2.4345792,8/19/2019
02有排行无提醒,粤JCL629,0,0.73,3.088,0,8/19/2019
02有排行无提醒,粤B3Q03K,21.22,0.73,3.088,47.8349728,8/20/2019
02有排行无提醒,粤B9XN26,7.63,0.73,3.088,17.1998512,8/20/2019
02有排行无提醒,闽C88DN2,1.25,0.73,3.088,2.8178,8/20/2019
02有排行无提醒,粤BN8G52,0.23,0.73,3.088,0.5184752,8/20/2019
02有排行无提醒,粤JCL629,0,0.73,3.088,0,8/20/2019
02有排行无提醒,粤B3Q03K,15.34,0.73,3.088,34.5800416,8/21/2019
02有排行无提醒,粤B9XN26,6.54,0.73,3.088,14.7427296,8/21/2019
02有排行无提醒,粤BN8G52,4.14,0.73,3.088,9.3325536,8/21/2019
02有排行无提醒,粤B7U0H5,2,0.73,3.088,4.50848,8/21/2019
02有排行无提醒,闽C88DN2,1.9,0.73,3.088,4.283056,8/21/2019
02有排行无提醒,粤JCL629,0,0.73,3.088,0,8/21/2019
02有排行无提醒,粤B3Q03K,22,0.73,3.088,49.59328,8/22/2019
02有排行无提醒,粤B9XN26,13.69,0.73,3.088,30.8605456,8/22/2019
02有排行无提醒,粤JCL629,2.09,0.73,3.088,4.7113616,8/22/2019
02有排行无提醒,闽C88DN2,0.93,0.73,3.088,2.0964432,8/22/2019
02有排行无提醒,粤BN8G52,0.9,0.73,3.088,2.028816,8/22/2019
02有排行无提醒,粤B7U0H5,0,0.73,3.088,0,8/22/2019
02有排行无提醒,粤JCL629,12.51,0.73,3.088,28.2005424,8/23/2019
02有排行无提醒,粤B3Q03K,10.81,0.73,3.088,24.3683344,8/23/2019
02有排行无提醒,粤B9XN26,6.42,0.73,3.088,14.4722208,8/23/2019
02有排行无提醒,闽C88DN2,1.96,0.73,3.088,4.4183104,8/23/2019
02有排行无提醒,粤BN8G52,1.24,0.73,3.088,2.7952576,8/23/2019
02有排行无提醒,粤B7U0H5,0,0.73,3.088,0,8/23/2019
02有排行无提醒,粤B3Q03K,19.8,0.73,3.088,44.633952,8/24/2019
02有排行无提醒,粤B9XN26,15.12,0.73,3.088,34.0841088,8/24/2019
02有排行无提醒,粤B7U0H5,5.84,0.73,3.088,13.1647616,8/24/2019
02有排行无提醒,粤JCL629,2.6,0.73,3.088,5.861024,8/24/2019
02有排行无提醒,闽C88DN2,0.4,0.73,3.088,0.901696,8/24/2019
02有排行无提醒,粤BN8G52,0.43,0.73,3.088,0.9693232,8/24/2019
02有排行无提醒,粤JCL629,15.37,0.73,3.088,34.6476688,8/25/2019
02有排行无提醒,闽C88DN2,2.61,0.73,3.088,5.8835664,8/25/2019
02有排行无提醒,粤B3Q03K,2.02,0.73,3.088,4.5535648,8/25/2019
02有排行无提醒,粤BN8G52,0.76,0.73,3.088,1.7132224,8/25/2019
02有排行无提醒,粤B7U0H5,0.6,0.73,3.088,1.352544,8/25/2019
02有排行无提醒,粤B9XN26,0,0.73,3.088,0,8/25/2019
02有排行无提醒,粤B3Q03K,14.09,0.73,3.088,31.7622416,8/26/2019
02有排行无提醒,粤JCL629,1.77,0.73,3.088,3.9900048,8/26/2019
02有排行无提醒,粤B7U0H5,2.85,0.73,3.088,6.424584,8/26/2019
02有排行无提醒,闽C88DN2,2.14,0.73,3.088,4.8240736,8/26/2019
02有排行无提醒,粤BN8G52,0,0.73,3.088,0,8/26/2019
02有排行无提醒,粤B9XN26,0,0.73,3.088,0,8/26/2019
02有排行无提醒,粤B9XN26,18.96,0.73,3.088,42.7403904,8/27/2019
02有排行无提醒,粤B3Q03K,16.03,0.73,3.088,36.1354672,8/27/2019
02有排行无提醒,闽C88DN2,1.06,0.73,3.088,2.3894944,8/27/2019
02有排行无提醒,粤B7U0H5,0.27,0.73,3.088,0.6086448,8/27/2019
02有排行无提醒,粤BN8G52,0,0.73,3.088,0,8/27/2019
02有排行无提醒,粤JCL629,0,0.73,3.088,0,8/27/2019
02有排行无提醒,粤B3Q03K,19.29,0.73,3.088,43.4842896,8/28/2019
02有排行无提醒,粤B9XN26,8.93,0.73,3.088,20.1303632,8/28/2019
02有排行无提醒,粤B7U0H5,2.47,0.73,3.088,5.5679728,8/28/2019
02有排行无提醒,闽C88DN2,1.59,0.73,3.088,3.5842416,8/28/2019
02有排行无提醒,粤BN8G52,0.42,0.73,3.088,0.9467808,8/28/2019
02有排行无提醒,粤JCL629,0,0.73,3.088,0,8/28/2019
02有排行无提醒,粤B3Q03K,17.46,0.73,3.088,39.3590304,8/29/2019
02有排行无提醒,粤B7U0H5,5.87,0.73,3.088,13.2323888,8/29/2019
02有排行无提醒,粤B9XN26,7.68,0.73,3.088,17.3125632,8/29/2019
02有排行无提醒,粤JCL629,1.87,0.73,3.088,4.2154288,8/29/2019
02有排行无提醒,粤BN8G52,2.79,0.73,3.088,6.2893296,8/29/2019
02有排行无提醒,闽C88DN2,1.24,0.73,3.088,2.7952576,8/29/2019
02有排行无提醒,粤B3Q03K,15.38,0.73,3.088,34.6702112,8/30/2019
02有排行无提醒,粤B9XN26,12.17,0.73,3.088,27.4341008,8/30/2019
02有排行无提醒,闽C88DN2,2.2,0.73,3.088,4.959328,8/30/2019
02有排行无提醒,粤B7U0H5,3.52,0.73,3.088,7.9349248,8/30/2019
02有排行无提醒,粤BN8G52,0.52,0.73,3.088,1.1722048,8/30/2019
02有排行无提醒,粤JCL629,0,0.73,3.088,0,8/30/2019
