部门,车牌号,行驶里程,总里程,油耗,行驶时长,平均速度（KM/H）,急加速,急减速,急转弯,疲劳驾驶（次数）,夜间驾驶时长（H）,日期,驾驶行为评分,插拔
04无排行无提醒,皖AT0560,532.02,1785.41,72.32,21.6,24.63,352,436,3,3,10.4,2019/12/1,37.87,未拔出
04无排行无提醒,皖AT0540,380.87,13596.36,51.6,16.84,22.62,144,124,60,2,7.89,2019/12/1,10.89,未拔出
04无排行无提醒,皖AT0623,374,1259.06,46.91,14.24,26.26,382,225,3,1,9.02,2019/12/1,-0.15,未拔出
04无排行无提醒,皖AT0658,368.41,841.24,48.27,20.39,18.07,338,239,3,1,12.15,2019/12/1,38.27,未拔出
04无排行无提醒,皖AT0666,357.54,1036.39,47.67,13.65,26.19,375,475,7,3,8.35,2019/12/1,-1.06,未拔出
04无排行无提醒,皖AT0565,322.94,1177.51,47.62,13.61,23.73,76,196,1,2,7.97,2019/12/1,6.44,未拔出
04无排行无提醒,皖AT0661,284.52,1051.2,34.23,12.4,22.95,234,309,6,1,3.01,2019/12/1,39.94,未拔出
04无排行无提醒,粤BP439V,24.12,2042.79,3.65,1.79,13.47,54,49,1,0,0,2019/12/1,89.88,未拔出
04无排行无提醒,粤STB959,17.24,2048.91,2.03,0.92,18.74,4,7,0,0,0.92,2019/12/1,77.13,未拔出
04无排行无提醒,粤B0Y92H,10.53,2912.56,2.71,0.85,12.39,3,6,0,0,0,2019/12/1,93.49,未拔出
04无排行无提醒,皖AT0616,10.11,539.56,2.45,0.66,15.32,1,0,0,0,0,2019/12/1,97.69,未拔出
04无排行无提醒,粤PR5795,0.1,2.24,4.72,2.67,0.04,0,0,0,0,1.01,2019/12/1,98.42,未拔出
04无排行无提醒,皖AT0608,0.06,393.95,0.15,0.07,0.86,0,0,0,0,0,2019/12/1,99.77,未拔出
04无排行无提醒,皖AT0556,0,44.1,0,0,0,0,0,0,0,0,2019/12/1,0,未拔出
04无排行无提醒,粤S09158,0,113.23,0,0,0,0,0,0,0,0,2019/12/1,100,未拔出
04无排行无提醒,粤B3RC91,0,326,0,0,0,0,0,0,0,0,2019/12/1,100,未拔出
04无排行无提醒,粤B83CT2,0,28.11,0,0,0,0,0,0,0,0,2019/12/1,100,未拔出
04无排行无提醒,粤B4C0S6,0,3066.51,0,0,0,0,0,0,0,0,2019/12/1,100,未拔出
04无排行无提醒,皖AT0560,468.06,2253.47,62.68,18.79,24.91,292,340,4,2,7.66,2019/12/2,26.18,未拔出
04无排行无提醒,皖AT0565,400.64,1578.15,59.39,18.34,21.85,100,264,1,2,11.21,2019/12/2,28.58,未拔出
04无排行无提醒,皖AT0666,386.52,1422.91,50.89,15.61,24.76,357,460,10,3,8.26,2019/12/2,19.98,未拔出
04无排行无提醒,皖AT0540,331.58,13927.94,44.71,14.92,22.22,131,96,56,1,7.31,2019/12/2,55.07,未拔出
04无排行无提醒,皖AT0623,326.82,1585.88,40.33,12.8,25.53,347,200,2,2,8.41,2019/12/2,13.02,未拔出
04无排行无提醒,皖AT0658,323.9,1173.96,40.33,15.4,21.03,95,104,0,1,8.25,2019/12/2,50.62,未拔出
04无排行无提醒,皖AT0608,301.02,694.97,47.3,15.58,19.32,81,144,9,2,6.37,2019/12/2,31.59,未拔出
04无排行无提醒,皖AT0661,257.22,1308.42,30.27,14.76,17.43,267,316,4,2,3.07,2019/12/2,11.33,未拔出
04无排行无提醒,皖AT0616,215.82,755.57,32.3,8.26,26.13,24,21,0,0,0,2019/12/2,84.81,未拔出
04无排行无提醒,粤BP439V,33.17,2075.96,5.13,2.35,14.11,75,63,0,0,0,2019/12/2,87.89,未拔出
04无排行无提醒,粤B0Y92H,24.34,2936.9,4.99,1.22,19.95,16,32,0,0,0.04,2019/12/2,89.7,未拔出
04无排行无提醒,粤PR5795,0.02,2.26,1.68,1.25,0.02,0,0,0,0,0.15,2019/12/2,99.39,未拔出
04无排行无提醒,粤B4C0S6,0,3066.51,0,0,0,0,0,0,0,0,2019/12/2,100,未拔出
04无排行无提醒,粤STB959,0,2048.91,0,0,0,0,0,0,0,0,2019/12/2,100,未拔出
04无排行无提醒,粤B3RC91,0,326,0,0,0,0,0,0,0,0,2019/12/2,100,未拔出
04无排行无提醒,粤B83CT2,0,28.11,0,0,0,0,0,0,0,0,2019/12/2,100,未拔出
04无排行无提醒,皖AT0556,0,44.1,0,0,0,0,0,0,0,0,2019/12/2,0,未拔出
04无排行无提醒,粤S09158,0,113.23,0,0,0,0,0,0,0,0,2019/12/2,100,未拔出
04无排行无提醒,皖AT0560,517.07,2770.54,71.36,21.13,24.47,332,350,5,3,10.3,2019/12/3,23.46,未拔出
04无排行无提醒,皖AT0658,478.41,1652.37,68.9,19.17,24.96,257,258,2,0,8.34,2019/12/3,57.7,未拔出
04无排行无提醒,皖AT0608,434.63,1129.6,52.6,16.56,26.25,141,165,4,1,11.06,2019/12/3,52.3,未拔出
04无排行无提醒,皖AT0540,409.52,14337.46,54.18,17.99,22.76,204,137,71,2,8.4,2019/12/3,46.01,未拔出
04无排行无提醒,皖AT0565,405.56,1983.71,59.53,18.04,22.48,82,255,4,2,8.1,2019/12/3,50.79,未拔出
04无排行无提醒,皖AT0661,346.11,1654.53,38.76,14.18,24.41,233,328,3,1,2.98,2019/12/3,43.09,未拔出
04无排行无提醒,皖AT0616,302.07,1057.86,39.42,10.96,27.56,22,24,1,0,0,2019/12/3,83.68,未拔出
04无排行无提醒,皖AT0666,302.01,1724.92,39.12,13.04,23.16,262,311,3,2,3.87,2019/12/3,10.14,未拔出
04无排行无提醒,皖AT0623,272.66,1858.54,34.86,12.27,22.22,264,159,1,1,6.07,2019/12/3,7.2,未拔出
04无排行无提醒,粤BP439V,17.05,2093.01,2.74,1.21,14.09,40,30,1,0,0,2019/12/3,88.72,未拔出
04无排行无提醒,粤STB959,0,2048.91,0,0,0,0,0,0,0,0,2019/12/3,100,未拔出
04无排行无提醒,皖AT0556,0,44.1,0,0,0,0,0,0,0,0,2019/12/3,0,未拔出
04无排行无提醒,粤B0Y92H,0,2936.9,0,0,0,0,0,0,0,0,2019/12/3,100,未拔出
04无排行无提醒,粤PR5795,0,2.26,0.01,0.05,0,0,0,0,0,0.05,2019/12/3,0,未拔出
04无排行无提醒,粤B83CT2,0,28.11,0,0,0,0,0,0,0,0,2019/12/3,100,未拔出
04无排行无提醒,粤B4C0S6,0,3066.51,0,0,0,0,0,0,0,0,2019/12/3,100,未拔出
04无排行无提醒,粤B3RC91,0,326,0,0,0,0,0,0,0,0,2019/12/3,100,未拔出
04无排行无提醒,粤S09158,0,113.23,0,0,0,0,0,0,0,0,2019/12/3,100,未拔出
04无排行无提醒,皖AT0560,498.35,3268.89,68.66,19.93,25.01,245,389,6,0,10.38,2019/12/4,50.48,未拔出
04无排行无提醒,皖AT0565,399.27,2382.98,56.84,17.94,22.26,95,218,3,3,15.27,2019/12/4,39.06,未拔出
04无排行无提醒,皖AT0623,378.73,2237.27,47.67,15.51,24.42,338,194,3,2,6.93,2019/12/4,24.95,未拔出
04无排行无提醒,皖AT0540,372.22,14709.68,47.59,15.76,23.62,158,95,64,1,8.03,2019/12/4,65.02,未拔出
04无排行无提醒,皖AT0666,348.28,2073.2,45.72,14.27,24.41,220,366,3,1,4.04,2019/12/4,39.28,未拔出
04无排行无提醒,皖AT0661,344.76,1999.29,37.95,13.76,25.06,223,324,0,1,2.88,2019/12/4,44.98,未拔出
04无排行无提醒,皖AT0616,273.52,1331.57,36.68,10.49,26.07,26,74,8,1,0,2019/12/4,68.63,未拔出
04无排行无提醒,皖AT0608,246.7,1376.3,30.24,9.4,26.24,50,66,1,0,4.43,2019/12/4,79.97,未拔出
04无排行无提醒,皖AT0658,179.4,1841.83,30.3,10.55,17,117,85,1,0,6.23,2019/12/4,64.81,未拔出
04无排行无提醒,粤BP439V,48.31,2141.32,6.66,2.76,17.5,103,95,0,0,0.06,2019/12/4,78.48,未拔出
04无排行无提醒,粤STB959,13.39,2062.3,2.12,1.24,10.8,1,2,0,0,0.09,2019/12/4,93.89,未拔出
04无排行无提醒,粤PR5795,0.09,2.35,6.16,4.65,0.02,0,0,0,0,0.21,2019/12/4,97.76,未拔出
04无排行无提醒,粤B4C0S6,0,3066.51,0,0,0,0,0,0,0,0,2019/12/4,100,未拔出
04无排行无提醒,粤B83CT2,0,28.11,0,0,0,0,0,0,0,0,2019/12/4,100,未拔出
04无排行无提醒,粤B0Y92H,0,2936.9,0,0,0,0,0,0,0,0,2019/12/4,100,未拔出
04无排行无提醒,粤S09158,0,113.23,0,0,0,0,0,0,0,0,2019/12/4,100,未拔出
04无排行无提醒,皖AT0556,0,44.1,0,0,0,0,0,0,0,0,2019/12/4,0,未拔出
04无排行无提醒,粤B3RC91,0,326,0,0,0,0,0,0,0,0,2019/12/4,100,未拔出
04无排行无提醒,皖AT0560,434.27,3703.16,61.91,18.17,23.9,287,371,5,2,7.4,2019/12/5,41.54,未拔出
04无排行无提醒,皖AT0608,416,1792.3,50.29,14.76,28.18,137,161,8,2,14.91,2019/12/5,35.84,未拔出
04无排行无提醒,皖AT0540,414.24,15123.92,53.47,17.34,23.89,183,135,52,2,7.93,2019/12/5,47.93,未拔出
04无排行无提醒,皖AT0565,401.79,2784.77,56.17,16.23,24.76,61,178,2,1,9.02,2019/12/5,24.47,未拔出
04无排行无提醒,皖AT0623,370.78,2608.05,44,14.11,26.28,296,152,2,1,7.39,2019/12/5,41.06,未拔出
04无排行无提醒,皖AT0658,366.4,2220.17,56.87,18.03,20.32,182,173,5,1,7.95,2019/12/5,67.49,未拔出
04无排行无提醒,皖AT0661,341.24,2340.53,37.45,13.67,24.96,189,291,1,2,3.14,2019/12/5,43.66,未拔出
04无排行无提醒,皖AT0666,329.16,2402.36,42.13,11.64,28.28,68,127,435,1,3.58,2019/12/5,39.52,未拔出
04无排行无提醒,皖AT0616,279.24,1611.01,36.43,10.46,26.7,25,134,2,0,0,2019/12/5,74.61,未拔出
04无排行无提醒,粤BP439V,17.38,2158.7,2.94,1.32,13.17,51,32,0,0,0,2019/12/5,86.88,未拔出
04无排行无提醒,粤PR5795,0,2.35,1.45,5.56,0,0,0,0,1,0.31,2019/12/5,0,未拔出
04无排行无提醒,皖AT0556,0,44.1,0,0,0,0,0,0,0,0,2019/12/5,0,未拔出
04无排行无提醒,粤STB959,0,2062.3,0,0,0,0,0,0,0,0,2019/12/5,100,未拔出
04无排行无提醒,粤B0Y92H,0,2936.9,0,0,0,0,0,0,0,0,2019/12/5,100,未拔出
04无排行无提醒,粤B3RC91,0,326,0,0,0,0,0,0,0,0,2019/12/5,100,未拔出
04无排行无提醒,粤S09158,0,113.23,0,0,0,0,0,0,0,0,2019/12/5,100,未拔出
04无排行无提醒,粤B83CT2,0,28.11,0,0,0,0,0,0,0,0,2019/12/5,100,未拔出
04无排行无提醒,粤B4C0S6,0,3066.51,0,0,0,0,0,0,0,0,2019/12/5,100,未拔出
04无排行无提醒,皖AT0560,445.29,4148.45,63.9,18.23,24.43,314,416,0,1,15.39,2019/12/6,32.09,未拔出
04无排行无提醒,皖AT0658,420.27,2640.44,64.76,19.81,21.22,304,191,3,2,9.57,2019/12/6,53.23,未拔出
04无排行无提醒,皖AT0623,350.65,2958.7,43.98,14.75,23.77,324,182,2,1,8.26,2019/12/6,9.67,未拔出
04无排行无提醒,皖AT0661,339.53,2680.06,38.34,14.46,23.48,191,280,3,2,3.77,2019/12/6,40.5,未拔出
04无排行无提醒,皖AT0540,283.2,15407.12,40.63,14.26,19.86,157,103,34,2,12.71,2019/12/6,36.38,未拔出
04无排行无提醒,皖AT0616,269.39,1880.6,37.32,10.55,25.53,62,187,6,0,0,2019/12/6,66.07,未拔出
04无排行无提醒,皖AT0666,229.06,2631.42,31.61,12.66,18.09,118,78,385,1,1.67,2019/12/6,44.37,未拔出
04无排行无提醒,皖AT0608,174.51,1966.81,22.46,7.12,24.51,47,105,12,1,8.87,2019/12/6,-14.87,未拔出
04无排行无提醒,皖AT0565,109.51,2894.28,17.33,5.87,18.66,11,25,2,0,2.52,2019/12/6,86.71,未拔出
04无排行无提醒,粤BP439V,40,2198.7,6.29,3.02,13.25,118,85,0,0,0,2019/12/6,76.76,未拔出
04无排行无提醒,粤STB959,0,2062.3,0,0,0,0,0,0,0,0,2019/12/6,100,未拔出
04无排行无提醒,粤B0Y92H,0,2936.9,0,0,0,0,0,0,0,0,2019/12/6,100,未拔出
04无排行无提醒,粤PR5795,0,2.35,1.74,1.75,0,0,0,0,0,0,2019/12/6,0,未拔出
04无排行无提醒,粤B83CT2,0,28.11,0,0,0,0,0,0,0,0,2019/12/6,100,未拔出
04无排行无提醒,粤B3RC91,0,326,0,0,0,0,0,0,0,0,2019/12/6,100,未拔出
04无排行无提醒,皖AT0556,0,44.1,0,0,0,0,0,0,0,0,2019/12/6,0,未拔出
04无排行无提醒,粤B4C0S6,0,3066.51,0,0,0,0,0,0,0,0,2019/12/6,100,未拔出
04无排行无提醒,粤S09158,0,113.23,0,0,0,0,0,0,0,0,2019/12/6,100,未拔出
04无排行无提醒,皖AT0658,486.32,3126.76,70.25,21.97,22.14,244,221,3,4,11.48,2019/12/7,27.2,未拔出
04无排行无提醒,皖AT0560,473.98,4622.43,67.68,19.81,23.93,285,403,1,1,12.27,2019/12/7,37.98,未拔出
04无排行无提醒,皖AT0540,450.77,15857.89,59.08,19.13,23.56,191,133,50,2,9.62,2019/12/7,16.2,未拔出
04无排行无提醒,皖AT0608,340.99,2307.8,43.79,14.9,22.89,94,130,20,0,9.75,2019/12/7,53.95,未拔出
04无排行无提醒,皖AT0661,326.58,3006.64,36.18,13.49,24.21,134,243,2,2,3.18,2019/12/7,45.5,未拔出
04无排行无提醒,皖AT0616,298.79,2179.64,40.52,11.3,26.44,97,268,7,0,0,2019/12/7,62.52,未拔出
04无排行无提醒,皖AT0623,261.37,3220.07,33.21,10.95,23.87,275,166,3,1,2.94,2019/12/7,39.83,未拔出
04无排行无提醒,皖AT0666,240.61,2872.03,32.08,9.77,24.63,102,71,484,1,0,2019/12/7,48.91,未拔出
04无排行无提醒,皖AT0565,215.91,3110.19,32.3,9.84,21.94,30,102,0,1,7.82,2019/12/7,39.42,未拔出
04无排行无提醒,粤BP439V,54.71,2253.41,8.16,3.73,14.67,134,137,3,0,0.74,2019/12/7,72.25,未拔出
04无排行无提醒,粤B0Y92H,35.02,2971.92,8.17,2.06,17,3,29,0,0,0.27,2019/12/7,91.67,未拔出
04无排行无提醒,粤STB959,0,2062.3,0,0,0,0,0,0,0,0,2019/12/7,100,未拔出
04无排行无提醒,粤B4C0S6,0,3066.51,0,0,0,0,0,0,0,0,2019/12/7,100,未拔出
04无排行无提醒,粤PR5795,0,2.35,0,0,0,0,0,0,0,0,2019/12/7,100,未拔出
04无排行无提醒,粤S09158,0,113.23,0,0,0,0,0,0,0,0,2019/12/7,100,未拔出
04无排行无提醒,粤B3RC91,0,326,0,0,0,0,0,0,0,0,2019/12/7,100,未拔出
04无排行无提醒,皖AT0556,0,44.1,0,0,0,0,0,0,0,0,2019/12/7,0,未拔出
04无排行无提醒,粤B83CT2,0,28.11,0,0,0,0,0,0,0,0,2019/12/7,100,未拔出
04无排行无提醒,皖AT0560,538.45,5160.88,72.89,20.79,25.9,258,424,3,2,8.51,2019/12/8,28.73,未拔出
04无排行无提醒,皖AT0540,447.42,16305.31,57.71,18.44,24.26,239,173,59,3,8.81,2019/12/8,40.67,未拔出
04无排行无提醒,皖AT0565,416.7,3526.89,52.53,14.52,28.7,46,164,3,2,12.49,2019/12/8,37.5,未拔出
04无排行无提醒,皖AT0661,338.19,3344.83,37.36,13.18,25.66,203,350,4,2,3.51,2019/12/8,16.51,未拔出
04无排行无提醒,皖AT0608,328.83,2636.63,41.05,13.05,25.2,102,158,8,3,7.72,2019/12/8,30.82,未拔出
04无排行无提醒,皖AT0623,324.64,3544.71,40.63,12.9,25.17,353,206,2,1,4.49,2019/12/8,2.32,未拔出
04无排行无提醒,皖AT0666,311.73,3183.76,41.88,13.03,23.92,133,120,1053,1,4.62,2019/12/8,34.23,未拔出
04无排行无提醒,皖AT0658,213.3,3340.06,32.27,12.26,17.4,153,125,0,2,6.22,2019/12/8,42.57,未拔出
