部门,是否有排行,是否有提醒,车牌号,行驶里程,总里程,油耗,行驶时长,平均速度.KM.H.,急加速,急减速,急转弯,疲劳驾驶.次数.,夜间驾驶时长.H.,日期,驾驶行为评分,插拔
02有排行无提醒,1,0,皖AT0575,0,45095.47,0,0,0,0,0,0,0,0,2020/7/5,100,未拔出
02有排行无提醒,1,0,粤JCL629,0,12609.39,0,0,0,0,0,0,0,0,2020/7/5,100,未拔出
02有排行无提醒,1,0,粤B3Q03K,0,25603.08,0,0,0,0,0,0,0,0,2020/7/5,100,未拔出
02有排行无提醒,1,0,1.22E+16,0,4.13,0,0,0,0,0,0,0,0,2020/7/5,100,未拔出
02有排行无提醒,1,0,皖AYY059,0,120.25,0,0,0,0,0,0,0,0,2020/7/5,100,未拔出
02有排行无提醒,1,0,粤B9XN26,0,17985.1,0,0,0,0,0,0,0,0,2020/7/5,100,未拔出
02有排行无提醒,1,0,皖AT0543,0,96.3,0,0,0,0,0,0,0,0,2020/7/5,100,未拔出
02有排行无提醒,1,0,皖AT0576,0,54819.06,0,0,0,0,0,0,0,0,2020/7/5,100,未拔出
02有排行无提醒,1,0,粤SL3H57,0,131.91,0,0,0,0,0,0,0,0,2020/7/5,100,未拔出
02有排行无提醒,1,0,粤B7U0H5,0,852.94,0,0,0,0,0,0,0,0,2020/7/5,100,未拔出
02有排行无提醒,1,0,粤BN8G52,0,680.31,0,0,0,0,0,0,0,0,2020/7/5,0,未拔出
02有排行无提醒,1,0,皖AT0613,430.39,35519.56,60.08,14.17,30.37,75,276,4,1,12.02,2020/7/6,31.98,未拔出
02有排行无提醒,1,0,皖AT0657,387.63,76997.78,43.73,15.49,25.02,108,201,4,2,4.87,2020/7/6,44.37,未拔出
02有排行无提醒,1,0,皖AT0541,331.94,86622.41,42.76,14.16,23.44,62,119,5,2,0.82,2020/7/6,50.89,未拔出
02有排行无提醒,1,0,皖AT0620,297.91,39509.63,39.94,12.3,24.22,48,143,2,2,1.53,2020/7/6,60.19,未拔出
02有排行无提醒,1,0,皖AT0601,256.44,61494.9,31.89,10.27,24.97,223,233,3,0,2.22,2020/7/6,62.79,未拔出
02有排行无提醒,1,0,粤B9XN26,93.73,18078.83,11.21,3.31,28.32,9,36,2,0,0,2020/7/6,87.5,未拔出
02有排行无提醒,1,0,粤JCL629,56.02,12665.41,3.88,2.03,27.6,5,15,4,0,0.66,2020/7/6,92.72,未拔出
02有排行无提醒,1,0,皖AT0641,0,2739.94,0,0,0,0,0,0,0,0,2020/7/6,0,未拔出
02有排行无提醒,1,0,皖AT0580,0,48638.31,0,0,0,0,0,0,0,0,2020/7/6,100,未拔出
02有排行无提醒,1,0,闽C88DN2,0,918.49,0,0,0,0,0,0,0,0,2020/7/6,100,未拔出
02有排行无提醒,1,0,皖AT0575,0,45095.47,0,0,0,0,0,0,0,0,2020/7/6,100,未拔出
02有排行无提醒,1,0,粤B3Q03K,0,25603.08,0,0,0,0,0,0,0,0,2020/7/6,100,未拔出
02有排行无提醒,1,0,1.22E+16,0,4.13,0,0,0,0,0,0,0,0,2020/7/6,100,未拔出
02有排行无提醒,1,0,皖AYY059,0,120.25,0,0,0,0,0,0,0,0,2020/7/6,100,未拔出
02有排行无提醒,1,0,皖AT0543,0,96.3,0,0,0,0,0,0,0,0,2020/7/6,100,未拔出
02有排行无提醒,1,0,皖AT0576,0,54819.06,0,0,0,0,0,0,0,0,2020/7/6,100,未拔出
02有排行无提醒,1,0,粤SL3H57,0,131.91,0,0,0,0,0,0,0,0,2020/7/6,100,未拔出
02有排行无提醒,1,0,粤BL05M1,0,5498.94,0,0,0,0,0,0,0,0,2020/7/6,100,未拔出
02有排行无提醒,1,0,粤B7U0H5,0,852.94,0,0,0,0,0,0,0,0,2020/7/6,100,未拔出
02有排行无提醒,1,0,粤BN8G52,0,680.31,0,0,0,0,0,0,0,0,2020/7/6,0,未拔出
02有排行无提醒,1,0,皖AT0657,572.99,77570.77,54.81,16.61,34.5,52,138,8,0,10.18,2020/7/7,50.36,未拔出
02有排行无提醒,1,0,皖AT0541,322.66,86945.07,42.44,13.21,24.43,68,107,4,1,1.33,2020/7/7,69.34,未拔出
02有排行无提醒,1,0,皖AT0601,293.85,61788.75,40.18,12.25,23.99,224,191,12,2,3.72,2020/7/7,50.06,未拔出
02有排行无提醒,1,0,皖AT0620,266.08,39775.71,37.82,11.26,23.63,21,135,5,0,0.91,2020/7/7,70.12,未拔出
02有排行无提醒,1,0,粤B9XN26,83.03,18161.86,11.93,4.31,19.26,25,60,6,0,0,2020/7/7,87.6,未拔出
02有排行无提醒,1,0,粤JCL629,27.89,12693.3,2.31,1.42,19.64,2,4,0,0,0.94,2020/7/7,91.64,未拔出
02有排行无提醒,1,0,皖AT0613,9.39,35528.95,1.62,0.5,18.78,0,8,0,0,0.5,2020/7/7,91.79,未拔出
02有排行无提醒,1,0,粤BL05M1,1.05,5499.99,0.27,0.14,7.5,0,0,2,0,0.02,2020/7/7,96.98,未拔出
02有排行无提醒,1,0,皖AT0575,0,45095.47,0,0,0,0,0,0,0,0,2020/7/7,100,未拔出
02有排行无提醒,1,0,皖AT0580,0,48638.31,0,0,0,0,0,0,0,0,2020/7/7,100,未拔出
02有排行无提醒,1,0,皖AT0641,0,2739.94,0,0,0,0,0,0,0,0,2020/7/7,0,未拔出
02有排行无提醒,1,0,闽C88DN2,0,918.49,0,0,0,0,0,0,0,0,2020/7/7,100,未拔出
02有排行无提醒,1,0,粤B3Q03K,0,25603.08,0,0,0,0,0,0,0,0,2020/7/7,100,未拔出
02有排行无提醒,1,0,1.22E+16,0,4.13,0,0,0,0,0,0,0,0,2020/7/7,100,未拔出
02有排行无提醒,1,0,皖AYY059,0,120.25,0,0,0,0,0,0,0,0,2020/7/7,100,未拔出
02有排行无提醒,1,0,皖AT0543,0,96.3,0,0,0,0,0,0,0,0,2020/7/7,100,未拔出
02有排行无提醒,1,0,皖AT0576,0,54819.06,0,0,0,0,0,0,0,0,2020/7/7,100,未拔出
02有排行无提醒,1,0,粤SL3H57,0,131.91,0,0,0,0,0,0,0,0,2020/7/7,100,未拔出
02有排行无提醒,1,0,粤B7U0H5,0,852.94,0,0,0,0,0,0,0,0,2020/7/7,100,未拔出
02有排行无提醒,1,0,粤BN8G52,0,680.31,0,0,0,0,0,0,0,0,2020/7/7,0,未拔出
02有排行无提醒,1,0,皖AT0657,512.61,78083.38,52.29,15.69,32.67,70,206,7,2,8.51,2020/7/8,22.05,未拔出
02有排行无提醒,1,0,皖AT0541,312.03,87257.1,40.01,12.07,25.85,38,75,9,2,0.69,2020/7/8,67.24,未拔出
02有排行无提醒,1,0,皖AT0601,311.19,62099.94,47.01,13.72,22.68,413,362,8,2,3.43,2020/7/8,14.52,未拔出
02有排行无提醒,1,0,皖AT0613,279.59,35808.54,33.78,6.04,46.29,40,88,3,0,1.9,2020/7/8,62.93,未拔出
02有排行无提醒,1,0,皖AT0620,201.58,39977.29,29.97,9.04,22.3,13,95,2,0,1.05,2020/7/8,77.72,未拔出
02有排行无提醒,1,0,粤B9XN26,58.51,18220.37,7.63,2.8,20.9,15,28,1,0,0,2020/7/8,87.7,未拔出
02有排行无提醒,1,0,粤JCL629,32.81,12726.11,2.59,1.44,22.78,2,5,0,0,0.63,2020/7/8,92.12,未拔出
02有排行无提醒,1,0,粤BL05M1,0.02,5500.01,0.03,0.03,0.67,0,0,0,0,0,2020/7/8,99.9,未拔出
02有排行无提醒,1,0,皖AT0580,0,48638.31,0,0,0,0,0,0,0,0,2020/7/8,100,未拔出
02有排行无提醒,1,0,皖AT0641,0,2739.94,0,0,0,0,0,0,0,0,2020/7/8,0,未拔出
02有排行无提醒,1,0,闽C88DN2,0,918.49,0,0,0,0,0,0,0,0,2020/7/8,100,未拔出
02有排行无提醒,1,0,皖AT0575,0,45095.47,0,0,0,0,0,0,0,0,2020/7/8,100,未拔出
02有排行无提醒,1,0,粤B3Q03K,0,25603.08,0,0,0,0,0,0,0,0,2020/7/8,100,未拔出
02有排行无提醒,1,0,1.22E+16,0,4.13,0,0,0,0,0,0,0,0,2020/7/8,100,未拔出
02有排行无提醒,1,0,皖AYY059,0,120.25,0,0,0,0,0,0,0,0,2020/7/8,100,未拔出
02有排行无提醒,1,0,皖AT0543,0,96.3,0,0,0,0,0,0,0,0,2020/7/8,100,未拔出
02有排行无提醒,1,0,皖AT0576,0,54819.06,0,0,0,0,0,0,0,0,2020/7/8,100,未拔出
02有排行无提醒,1,0,粤SL3H57,0,131.91,0,0,0,0,0,0,0,0,2020/7/8,100,未拔出
02有排行无提醒,1,0,粤B7U0H5,0,852.94,0,0,0,0,0,0,0,0,2020/7/8,100,未拔出
02有排行无提醒,1,0,粤BN8G52,0,680.31,0,0,0,0,0,0,0,0,2020/7/8,0,未拔出
02有排行无提醒,1,0,皖AT0601,493.1,62593.04,55.07,15.43,31.96,406,334,10,0,7.58,2020/7/9,34.36,未拔出
02有排行无提醒,1,0,皖AT0541,344.2,87601.3,39.75,12.56,27.4,53,134,7,1,0.45,2020/7/9,64.93,未拔出
02有排行无提醒,1,0,皖AT0620,297.61,40274.9,38.67,11.65,25.55,36,175,5,2,3.45,2020/7/9,39.92,未拔出
02有排行无提醒,1,0,皖AT0613,191.93,36000.47,26.65,5.72,33.55,42,103,1,0,5.16,2020/7/9,65.06,未拔出
02有排行无提醒,1,0,皖AT0657,169.12,78252.5,18.05,7.34,23.04,29,123,1,1,0.06,2020/7/9,65.77,未拔出
02有排行无提醒,1,0,粤B9XN26,74.42,18294.79,10.66,4.27,17.43,35,38,1,0,0,2020/7/9,92.43,未拔出
02有排行无提醒,1,0,粤JCL629,43.24,12769.35,3.44,2.06,20.99,3,11,0,0,0.69,2020/7/9,93.61,未拔出
02有排行无提醒,1,0,粤BL05M1,1.29,5501.3,0.36,0.19,6.79,0,0,1,0,0.15,2020/7/9,97.05,未拔出
02有排行无提醒,1,0,皖AT0575,0,45095.47,0,0,0,0,0,0,0,0,2020/7/9,100,未拔出
02有排行无提醒,1,0,皖AT0580,0,48638.31,0,0,0,0,0,0,0,0,2020/7/9,100,未拔出
02有排行无提醒,1,0,皖AT0641,0,2739.94,0,0,0,0,0,0,0,0,2020/7/9,0,未拔出
02有排行无提醒,1,0,闽C88DN2,0,918.49,0,0,0,0,0,0,0,0,2020/7/9,100,未拔出
02有排行无提醒,1,0,粤B3Q03K,0,25603.08,0,0,0,0,0,0,0,0,2020/7/9,100,未拔出
02有排行无提醒,1,0,1.22E+16,0,4.13,0,0,0,0,0,0,0,0,2020/7/9,100,未拔出
02有排行无提醒,1,0,皖AYY059,0,120.25,0,0,0,0,0,0,0,0,2020/7/9,100,未拔出
02有排行无提醒,1,0,皖AT0543,0,96.3,0,0,0,0,0,0,0,0,2020/7/9,100,未拔出
02有排行无提醒,1,0,皖AT0576,0,54819.06,0,0,0,0,0,0,0,0,2020/7/9,100,未拔出
02有排行无提醒,1,0,粤SL3H57,0,131.91,0,0,0,0,0,0,0,0,2020/7/9,100,未拔出
02有排行无提醒,1,0,粤B7U0H5,0,852.94,0,0,0,0,0,0,0,0,2020/7/9,100,未拔出
02有排行无提醒,1,0,粤BN8G52,0,680.31,0,0,0,0,0,0,0,0,2020/7/9,0,未拔出
02有排行无提醒,1,0,皖AT0541,399.76,88001.06,52.24,15.23,26.25,88,128,2,2,1.5,2020/7/10,50.54,未拔出
02有排行无提醒,1,0,皖AT0657,359.46,78611.96,42.78,14.01,25.66,75,188,7,3,4.45,2020/7/10,50.24,未拔出
02有排行无提醒,1,0,皖AT0601,319.77,62912.81,36.51,9.57,33.41,222,163,2,1,1.91,2020/7/10,53.88,未拔出
02有排行无提醒,1,0,皖AT0613,305.08,36305.55,47.42,12.18,25.05,78,231,8,1,7.97,2020/7/10,60.01,未拔出
02有排行无提醒,1,0,皖AT0620,215.9,40490.8,30.34,9.4,22.97,57,113,3,0,0.32,2020/7/10,75,未拔出
02有排行无提醒,1,0,粤B9XN26,50.18,18344.97,8,3.3,15.21,34,40,2,0,0,2020/7/10,88.72,未拔出
02有排行无提醒,1,0,粤JCL629,24.08,12793.43,2,1.19,20.24,2,7,0,0,0.69,2020/7/10,92.24,未拔出
02有排行无提醒,1,0,皖AT0575,0,45095.47,0,0,0,0,0,0,0,0,2020/7/10,100,未拔出
02有排行无提醒,1,0,闽C88DN2,0,918.49,0,0,0,0,0,0,0,0,2020/7/10,100,未拔出
02有排行无提醒,1,0,皖AT0641,0,2739.94,0,0,0,0,0,0,0,0,2020/7/10,0,未拔出
02有排行无提醒,1,0,皖AT0580,0,48638.31,0,0,0,0,0,0,0,0,2020/7/10,100,未拔出
02有排行无提醒,1,0,粤B3Q03K,0,25603.08,0,0,0,0,0,0,0,0,2020/7/10,100,未拔出
02有排行无提醒,1,0,1.22E+16,0,4.13,0,0,0,0,0,0,0,0,2020/7/10,100,未拔出
02有排行无提醒,1,0,皖AYY059,0,120.25,0,0,0,0,0,0,0,0,2020/7/10,100,未拔出
02有排行无提醒,1,0,皖AT0543,0,96.3,0,0,0,0,0,0,0,0,2020/7/10,100,未拔出
02有排行无提醒,1,0,皖AT0576,0,54819.06,0,0,0,0,0,0,0,0,2020/7/10,100,未拔出
02有排行无提醒,1,0,粤SL3H57,0,131.91,0,0,0,0,0,0,0,0,2020/7/10,100,未拔出
02有排行无提醒,1,0,粤BL05M1,0,5501.3,0,0,0,0,0,0,0,0,2020/7/10,100,未拔出
02有排行无提醒,1,0,粤B7U0H5,0,852.94,0,0,0,0,0,0,0,0,2020/7/10,100,未拔出
02有排行无提醒,1,0,粤BN8G52,0,680.31,0,0,0,0,0,0,0,0,2020/7/10,0,未拔出
02有排行无提醒,1,0,皖AT0657,465.37,79077.33,51.48,16.68,27.9,117,324,13,0,6.34,2020/7/11,50.01,未拔出
02有排行无提醒,1,0,皖AT0601,338.57,63251.38,39.67,10.66,31.76,195,190,2,1,7.15,2020/7/11,25.51,未拔出
02有排行无提醒,1,0,皖AT0613,330.7,36636.25,47.69,10.66,31.02,68,239,4,1,13.53,2020/7/11,29.47,未拔出
02有排行无提醒,1,0,皖AT0620,326.78,40817.58,43.64,13.92,23.48,40,196,82,1,4.89,2020/7/11,28.96,未拔出
02有排行无提醒,1,0,皖AT0541,317.27,88318.33,39.75,12.6,25.18,49,80,1,2,0.59,2020/7/11,40.38,未拔出
02有排行无提醒,1,0,粤B9XN26,165.38,18510.35,20.14,6.32,26.17,146,169,7,0,0,2020/7/11,64.9,未拔出
02有排行无提醒,1,0,粤BL05M1,84.01,5585.31,10.02,3.5,24,17,38,4,0,4.22,2020/7/11,59.44,未拔出
02有排行无提醒,1,0,粤JCL629,16.14,12809.57,1.06,0.6,26.9,0,2,0,0,0.55,2020/7/11,91.58,未拔出
02有排行无提醒,1,0,皖AT0575,0,45095.47,0,0,0,0,0,0,0,0,2020/7/11,100,未拔出
02有排行无提醒,1,0,皖AT0580,0,48638.31,0,0,0,0,0,0,0,0,2020/7/11,100,未拔出
02有排行无提醒,1,0,皖AT0641,0,2739.94,0,0,0,0,0,0,0,0,2020/7/11,0,未拔出
02有排行无提醒,1,0,闽C88DN2,0,918.49,0,0,0,0,0,0,0,0,2020/7/11,100,未拔出
02有排行无提醒,1,0,粤B3Q03K,0,25603.08,0,0,0,0,0,0,0,0,2020/7/11,100,未拔出
02有排行无提醒,1,0,1.22E+16,0,4.13,0,0,0,0,0,0,0,0,2020/7/11,100,未拔出
02有排行无提醒,1,0,皖AYY059,0,120.25,0,0,0,0,0,0,0,0,2020/7/11,100,未拔出
02有排行无提醒,1,0,皖AT0543,0,96.3,0,0,0,0,0,0,0,0,2020/7/11,100,未拔出
02有排行无提醒,1,0,皖AT0576,0,54819.06,0,0,0,0,0,0,0,0,2020/7/11,100,未拔出
02有排行无提醒,1,0,粤SL3H57,0,131.91,0,0,0,0,0,0,0,0,2020/7/11,100,未拔出
02有排行无提醒,1,0,粤B7U0H5,0,852.94,0,0,0,0,0,0,0,0,2020/7/11,100,未拔出
02有排行无提醒,1,0,粤BN8G52,0,680.31,0,0,0,0,0,0,0,0,2020/7/11,0,未拔出
02有排行无提醒,1,0,皖AT0657,410.49,79487.82,45.17,14.79,27.75,111,256,7,1,7.11,2020/7/12,44.77,未拔出
02有排行无提醒,1,0,皖AT0541,338.28,88656.61,42.23,13.03,25.96,96,122,5,1,0.53,2020/7/12,44.77,未拔出
02有排行无提醒,1,0,皖AT0601,329.88,63581.26,41.41,13.12,25.14,255,249,3,1,3.87,2020/7/12,45.54,未拔出
02有排行无提醒,1,0,皖AT0613,316.33,36952.58,38.98,6.76,46.79,35,108,6,1,3.94,2020/7/12,29.82,未拔出
02有排行无提醒,1,0,皖AT0620,224.71,41042.29,27.84,7.84,28.66,14,64,59,0,2.73,2020/7/12,75.83,未拔出
02有排行无提醒,1,0,粤BL05M1,12.29,5597.6,1.83,0.71,17.31,4,8,3,0,0.05,2020/7/12,92.44,未拔出
02有排行无提醒,1,0,粤JCL629,11.52,12821.09,1.04,0.61,18.89,0,2,0,0,0,2020/7/12,95.09,未拔出
02有排行无提醒,1,0,皖AT0641,0,2739.94,0,0,0,0,0,0,0,0,2020/7/12,0,未拔出
02有排行无提醒,1,0,皖AT0580,0,48638.31,0,0,0,0,0,0,0,0,2020/7/12,100,未拔出
02有排行无提醒,1,0,皖AT0575,0,45095.47,0,0,0,0,0,0,0,0,2020/7/12,100,未拔出
02有排行无提醒,1,0,闽C88DN2,0,918.49,0,0,0,0,0,0,0,0,2020/7/12,100,未拔出
02有排行无提醒,1,0,粤B3Q03K,0,25603.08,0,0,0,0,0,0,0,0,2020/7/12,100,未拔出
02有排行无提醒,1,0,1.22E+16,0,4.13,0,0,0,0,0,0,0,0,2020/7/12,100,未拔出
02有排行无提醒,1,0,皖AYY059,0,120.25,0,0,0,0,0,0,0,0,2020/7/12,100,未拔出
02有排行无提醒,1,0,粤B9XN26,0,18510.35,0,0,0,0,0,0,0,0,2020/7/12,100,未拔出
02有排行无提醒,1,0,皖AT0543,0,96.3,0,0,0,0,0,0,0,0,2020/7/12,100,未拔出
02有排行无提醒,1,0,皖AT0576,0,54819.06,0,0,0,0,0,0,0,0,2020/7/12,100,未拔出
02有排行无提醒,1,0,粤SL3H57,0,131.91,0,0,0,0,0,0,0,0,2020/7/12,100,未拔出
02有排行无提醒,1,0,粤B7U0H5,0,852.94,0,0,0,0,0,0,0,0,2020/7/12,100,未拔出
02有排行无提醒,1,0,粤BN8G52,0,680.31,0,0,0,0,0,0,0,0,2020/7/12,0,未拔出
02有排行无提醒,1,0,皖AT0541,393.82,89050.43,48.08,15.28,25.77,83,176,8,2,1.52,2020/7/13,41.25,未拔出
02有排行无提醒,1,0,皖AT0601,391.8,63973.06,47.1,13.67,28.66,498,470,13,2,1.54,2020/7/13,39.69,未拔出
02有排行无提醒,1,0,皖AT0620,329.94,41372.23,42.58,13.63,24.21,24,155,30,2,4.83,2020/7/13,51.63,未拔出
02有排行无提醒,1,0,皖AT0613,313.49,37266.07,45.02,9.8,31.99,38,171,2,0,4.33,2020/7/13,75.88,未拔出
02有排行无提醒,1,0,皖AT0657,278.86,79766.68,29.77,12.06,23.12,53,121,1,1,1.7,2020/7/13,50.2,未拔出
02有排行无提醒,1,0,粤B9XN26,97.28,18607.63,12.52,4.19,23.22,46,63,1,0,0,2020/7/13,81.95,未拔出
02有排行无提醒,1,0,粤BL05M1,50.97,5648.57,4.53,1.97,25.87,9,18,3,0,0,2020/7/13,83.9,未拔出
02有排行无提醒,1,0,粤JCL629,28.08,12849.17,2.13,1.16,24.21,2,5,0,0,0.69,2020/7/13,92.72,未拔出
02有排行无提醒,1,0,皖AT0580,0,48638.31,0,0,0,0,0,0,0,0,2020/7/13,100,未拔出
02有排行无提醒,1,0,皖AT0641,0,2739.94,0,0,0,0,0,0,0,0,2020/7/13,0,未拔出
02有排行无提醒,1,0,闽C88DN2,0,918.49,0,0,0,0,0,0,0,0,2020/7/13,100,未拔出
02有排行无提醒,1,0,皖AT0575,0,45095.47,0,0,0,0,0,0,0,0,2020/7/13,100,未拔出
02有排行无提醒,1,0,粤B3Q03K,0,25603.08,0,0,0,0,0,0,0,0,2020/7/13,100,未拔出
02有排行无提醒,1,0,1.22E+16,0,4.13,0,0,0,0,0,0,0,0,2020/7/13,100,未拔出
02有排行无提醒,1,0,皖AYY059,0,120.25,0,0,0,0,0,0,0,0,2020/7/13,100,未拔出
02有排行无提醒,1,0,皖AT0543,0,96.3,0,0,0,0,0,0,0,0,2020/7/13,100,未拔出
02有排行无提醒,1,0,皖AT0576,0,54819.06,0,0,0,0,0,0,0,0,2020/7/13,100,未拔出
02有排行无提醒,1,0,粤SL3H57,0,131.91,0,0,0,0,0,0,0,0,2020/7/13,100,未拔出
02有排行无提醒,1,0,粤B7U0H5,0,852.94,0,0,0,0,0,0,0,0,2020/7/13,100,未拔出
02有排行无提醒,1,0,粤BN8G52,0,680.31,0,0,0,0,0,0,0,0,2020/7/13,0,未拔出
02有排行无提醒,1,0,皖AT0613,344.2,37610.27,52.5,12.19,28.24,80,297,6,1,14.01,2020/7/14,32.62,未拔出
02有排行无提醒,1,0,皖AT0541,343.99,89394.42,39.95,12.53,27.45,74,110,4,1,0.93,2020/7/14,46.88,未拔出
02有排行无提醒,1,0,皖AT0601,303.31,64276.37,36.22,11.53,26.31,274,191,1,1,1.15,2020/7/14,60.46,未拔出
02有排行无提醒,1,0,皖AT0657,275.71,80042.39,28.94,10.3,26.77,101,155,8,0,0.6,2020/7/14,68.75,未拔出
02有排行无提醒,1,0,皖AT0620,187.55,41559.78,21.8,5.95,31.52,17,72,34,0,0.68,2020/7/14,80.78,未拔出
02有排行无提醒,1,0,粤B9XN26,37.53,18645.16,5.83,2.47,15.19,4,20,0,0,0,2020/7/14,93.22,未拔出
02有排行无提醒,1,0,粤JCL629,27.55,12876.72,2,1.17,23.55,2,12,0,0,0.73,2020/7/14,91.12,未拔出
02有排行无提醒,1,0,粤BL05M1,0.15,5648.72,0.11,0.06,2.5,0,0,0,0,0,2020/7/14,99.78,未拔出
02有排行无提醒,1,0,皖AT0641,0,2739.94,0,0,0,0,0,0,0,0,2020/7/14,0,未拔出
02有排行无提醒,1,0,皖AT0580,0,48638.31,0,0,0,0,0,0,0,0,2020/7/14,100,未拔出
02有排行无提醒,1,0,皖AT0575,0,45095.47,0,0,0,0,0,0,0,0,2020/7/14,100,未拔出
02有排行无提醒,1,0,闽C88DN2,0,918.49,0,0,0,0,0,0,0,0,2020/7/14,100,未拔出
02有排行无提醒,1,0,粤B3Q03K,0,25603.08,0,0,0,0,0,0,0,0,2020/7/14,100,未拔出
02有排行无提醒,1,0,1.22E+16,0,4.13,0,0,0,0,0,0,0,0,2020/7/14,100,未拔出
02有排行无提醒,1,0,皖AYY059,0,120.25,0,0,0,0,0,0,0,0,2020/7/14,100,未拔出
02有排行无提醒,1,0,皖AT0543,0,96.3,0,0,0,0,0,0,0,0,2020/7/14,100,未拔出
02有排行无提醒,1,0,皖AT0576,0,54819.06,0,0,0,0,0,0,0,0,2020/7/14,100,未拔出
02有排行无提醒,1,0,粤SL3H57,0,131.91,0,0,0,0,0,0,0,0,2020/7/14,100,未拔出
02有排行无提醒,1,0,粤B7U0H5,0,852.94,0,0,0,0,0,0,0,0,2020/7/14,100,未拔出
02有排行无提醒,1,0,粤BN8G52,0,680.31,0,0,0,0,0,0,0,0,2020/7/14,0,未拔出
02有排行无提醒,1,0,皖AT0657,484.62,87095.26,59.1,16.99,28.52,114,341,8,2,13.24,2020/8/1,25.25,未拔出
02有排行无提醒,1,0,皖AT0601,371.25,70684.91,55.14,15.56,23.86,198,212,4,2,3.69,2020/8/1,47.6,未拔出
02有排行无提醒,1,0,皖AT0620,332.79,45002.12,51.02,13.63,24.42,44,203,4,1,3.05,2020/8/1,37.32,未拔出
02有排行无提醒,1,0,皖AT0613,303.02,42535.91,50.39,11.65,26.01,63,302,9,0,7.44,2020/8/1,47.37,未拔出
02有排行无提醒,1,0,皖AT0541,284.04,95105.97,42.19,12.84,22.12,39,85,3,1,0.63,2020/8/1,76.15,未拔出
02有排行无提醒,1,0,粤BL05M1,12.72,5774.86,2.12,1.76,7.23,6,8,1,0,0.11,2020/8/1,95.35,未拔出
02有排行无提醒,1,0,闽C88DN2,0,918.49,0,0,0,0,0,0,0,0,2020/8/1,100,未拔出
02有排行无提醒,1,0,皖AT0580,0,48638.31,0,0,0,0,0,0,0,0,2020/8/1,100,未拔出
02有排行无提醒,1,0,皖AT0641,0,2739.94,0,0,0,0,0,0,0,0,2020/8/1,0,未拔出
02有排行无提醒,1,0,皖AT0575,0,45095.47,0,0,0,0,0,0,0,0,2020/8/1,100,未拔出
02有排行无提醒,1,0,粤JCL629,0,13238.04,0,0,0,0,0,0,0,0,2020/8/1,100,未拔出
02有排行无提醒,1,0,粤B3Q03K,0,25603.08,0,0,0,0,0,0,0,0,2020/8/1,100,未拔出
02有排行无提醒,1,0,皖AYY059,0,120.25,0,0,0,0,0,0,0,0,2020/8/1,100,未拔出
02有排行无提醒,1,0,粤B9XN26,0,19637.77,0,0,0,0,0,0,0,0,2020/8/1,100,未拔出
02有排行无提醒,1,0,皖AT0543,0,96.3,0,0,0,0,0,0,0,0,2020/8/1,100,未拔出
02有排行无提醒,1,0,皖AT0576,0,54819.06,0,0,0,0,0,0,0,0,2020/8/1,100,未拔出
02有排行无提醒,1,0,粤SL3H57,0,131.91,0,0,0,0,0,0,0,0,2020/8/1,100,未拔出
02有排行无提醒,1,0,粤B7U0H5,0,852.94,0,0,0,0,0,0,0,0,2020/8/1,100,未拔出
02有排行无提醒,1,0,粤BN8G52,0,680.31,0,0,0,0,0,0,0,0,2020/8/1,0,未拔出
02有排行无提醒,1,0,皖AT0657,460.44,87555.7,59.17,17.68,26.04,102,290,14,3,10.49,2020/8/2,21.1,未拔出
02有排行无提醒,1,0,皖AT0541,384.47,95490.44,50.84,14.52,26.48,98,179,4,2,1.78,2020/8/2,38.04,未拔出
02有排行无提醒,1,0,皖AT0613,262.62,42911.4,42.13,9.85,26.66,56,207,3,1,9.03,2020/8/2,26.03,未拔出
02有排行无提醒,1,0,皖AT0601,248.39,70933.3,41.46,11.76,21.12,215,195,4,0,4.21,2020/8/2,50.59,未拔出
02有排行无提醒,1,0,皖AT0620,234.6,45236.72,32.17,8.89,26.39,12,124,6,1,4.64,2020/8/2,41.77,未拔出
02有排行无提醒,1,0,皖AT0580,0,48638.31,0,0,0,0,0,0,0,0,2020/8/2,100,未拔出
02有排行无提醒,1,0,皖AT0543,0,96.3,0,0,0,0,0,0,0,0,2020/8/2,100,未拔出
02有排行无提醒,1,0,皖AT0641,0,2739.94,0,0,0,0,0,0,0,0,2020/8/2,0,未拔出
02有排行无提醒,1,0,闽C88DN2,0,918.49,0,0,0,0,0,0,0,0,2020/8/2,100,未拔出
02有排行无提醒,1,0,皖AT0575,0,45095.47,0,0,0,0,0,0,0,0,2020/8/2,100,未拔出
02有排行无提醒,1,0,粤JCL629,0,13238.04,0,0,0,0,0,0,0,0,2020/8/2,100,未拔出
02有排行无提醒,1,0,粤B3Q03K,0,25603.08,0,0,0,0,0,0,0,0,2020/8/2,100,未拔出
02有排行无提醒,1,0,皖AYY059,0,120.25,0,0,0,0,0,0,0,0,2020/8/2,100,未拔出
02有排行无提醒,1,0,粤B9XN26,0,19637.77,0,0,0,0,0,0,0,0,2020/8/2,100,未拔出
02有排行无提醒,1,0,皖AT0576,0,54819.06,0,0,0,0,0,0,0,0,2020/8/2,100,未拔出
02有排行无提醒,1,0,粤SL3H57,0,131.91,0,0,0,0,0,0,0,0,2020/8/2,100,未拔出
02有排行无提醒,1,0,粤BL05M1,0,5774.86,0,0,0,0,0,0,0,0,2020/8/2,100,未拔出
