部门,车牌号,行驶里程,总里程,油耗,行驶时长,平均速度（KM/H）,急加速,急减速,急转弯,疲劳驾驶（次数）,夜间驾驶时长（H）,日期,驾驶行为评分,插拔
03无排行有提醒,皖AT0591,585.72,1680.3,75.77,20.44,28.66,127,225,4,3,7.99,2019/12/1,19.35,未拔出
03无排行有提醒,皖AT0589,520.24,1291.61,65.48,19.61,26.53,234,192,4,3,9.6,2019/12/1,29.98,未拔出
03无排行有提醒,皖AT0632,515,1544.44,77.34,19.82,25.98,225,208,1,2,7.88,2019/12/1,46.4,未拔出
03无排行有提醒,皖AT0539,514.75,1532.51,65.16,18.89,27.25,307,216,7,3,8.68,2019/12/1,22.01,未拔出
03无排行有提醒,皖AT0549,388.68,1763.22,55.29,14.4,26.99,262,287,3,2,13.8,2019/12/1,-1.94,未拔出
03无排行有提醒,皖AT0633,333.15,1393.48,39.04,11.12,29.96,136,126,2,2,4.99,2019/12/1,33.17,未拔出
03无排行有提醒,皖AT0579,284.53,1008.89,37.84,12.85,22.14,148,137,4,2,7.85,2019/12/1,34.06,未拔出
03无排行有提醒,皖AT0596,275.66,1210.33,39,10.52,26.2,251,300,3,2,0,2019/12/1,45.08,未拔出
03无排行有提醒,皖AT0631,230.38,1164.32,31.69,9.43,24.43,238,224,1,1,0,2019/12/1,28.47,未拔出
03无排行有提醒,皖AT0621,171.11,1333.95,20.9,6.47,26.45,78,58,1,0,2.61,2019/12/1,61.89,未拔出
03无排行有提醒,粤STC809,9.52,1509.4,14.22,3.12,3.05,0,2,1,0,2.94,2019/12/1,86.67,未拔出
03无排行有提醒,皖AT0563,0,193.33,0,0,0,0,0,0,0,0,2019/12/1,0,未拔出
03无排行有提醒,粤TEST01,0,20754.92,0,0,0,0,0,0,0,0,2019/12/1,0,拔出
03无排行有提醒,粤BY1047,0,3.37,0,0,0,0,0,0,0,0,2019/12/1,100,未拔出
03无排行有提醒,1.22E+16,0,0.14,0,0,0,0,0,0,0,0,2019/12/1,100,未拔出
