user_id,car_plate,department,dates
51483,粤BT2220,01有排行有提醒,2019/1/24 10:05
51483,粤BT2220,01有排行有提醒,2019/1/23 8:42
51483,粤BT2220,01有排行有提醒,2019/1/22 9:20
51483,粤BT2220,01有排行有提醒,2019/1/11 17:52
51483,粤BT2220,01有排行有提醒,2019/1/10 9:16
51483,粤BT2220,01有排行有提醒,2019/1/9 9:10
51483,粤BT2220,01有排行有提醒,2019/1/8 14:07
51483,粤BT2220,01有排行有提醒,2019/1/7 0:18
51483,粤BT2220,01有排行有提醒,2019/1/3 14:39
51483,粤BT2220,01有排行有提醒,2019/1/2 7:28
51483,粤BT2220,01有排行有提醒,2018/12/29 14:45
51483,粤BT2220,01有排行有提醒,2018/12/28 10:19
51483,粤BT2220,01有排行有提醒,2018/12/26 10:36
51483,粤BT2220,01有排行有提醒,2018/12/25 9:36
51483,粤BT2220,01有排行有提醒,2018/12/24 11:39
51483,粤BT2220,01有排行有提醒,2018/12/21 9:06
51483,粤BT2220,01有排行有提醒,2018/12/20 17:15
51483,粤BT2220,01有排行有提醒,2018/12/18 9:33
51483,粤BT2220,01有排行有提醒,2018/12/17 17:20
51483,粤BT2220,01有排行有提醒,2018/12/13 14:48
51483,粤BT2220,01有排行有提醒,2018/12/12 10:36
51483,粤BT2220,01有排行有提醒,2018/12/11 11:24
51483,粤BT2220,01有排行有提醒,2018/12/10 16:46
51483,粤BT2220,01有排行有提醒,2018/12/7 9:59
51483,粤BT2220,01有排行有提醒,2018/12/6 9:51
51483,粤BT2220,01有排行有提醒,2018/12/5 14:54
51483,粤BT2220,01有排行有提醒,2018/12/4 16:11
51483,粤BT2220,01有排行有提醒,2018/11/27 14:51
51483,粤BT2220,01有排行有提醒,2018/11/15 14:50
51483,粤BT2220,01有排行有提醒,2018/11/13 19:06
51483,粤BT2220,01有排行有提醒,2018/11/12 10:07
51483,粤BT2220,01有排行有提醒,2018/11/7 16:10
51483,粤BT2220,01有排行有提醒,2018/10/31 14:13
51483,粤BT2220,01有排行有提醒,2018/10/25 16:08
51483,粤BT2220,01有排行有提醒,2018/10/22 11:36
51483,粤BT2220,01有排行有提醒,2018/10/18 14:53
51483,粤BT2220,01有排行有提醒,2018/10/17 15:20
51483,粤BT2220,01有排行有提醒,2018/9/26 16:25
51483,粤BT2220,01有排行有提醒,2018/6/19 15:32
51483,粤BT2220,01有排行有提醒,2018/1/14 14:10
51483,粤BT2220,01有排行有提醒,2016/10/25 17:12
