部门,车牌号,油耗,,,碳排放,日期
01有排行有提醒,皖AT0665,47.27,0.73,3.088,106.5579248,2020/2/1
01有排行有提醒,皖AT0599,17.94,0.73,3.088,40.4410656,2020/2/1
01有排行有提醒,粤B3R80W,2.94,0.73,3.088,6.6274656,2020/2/1
01有排行有提醒,皖AT0547,2.89,0.73,3.088,6.5147536,2020/2/1
01有排行有提醒,皖AT0600,0,0.73,3.088,0,2020/2/1
01有排行有提醒,皖AT0628,0,0.73,3.088,0,2020/2/1
01有排行有提醒,皖AT0568,0,0.73,3.088,0,2020/2/1
01有排行有提醒,皖AT0642,0,0.73,3.088,0,2020/2/1
01有排行有提醒,皖AT0619,0,0.73,3.088,0,2020/2/1
01有排行有提醒,皖AT0650,0,0.73,3.088,0,2020/2/1
01有排行有提醒,皖AT0609,0,0.73,3.088,0,2020/2/1
01有排行有提醒,粤BH218W,0,0.73,3.088,0,2020/2/1
01有排行有提醒,粤S45B27,0,0.73,3.088,0,2020/2/1
01有排行有提醒,粤LBY602,0,0.73,3.088,0,2020/2/1
01有排行有提醒,皖AT0626,0,0.73,3.088,0,2020/2/1
01有排行有提醒,皖AT0553,0,0.73,3.088,0,2020/2/1
01有排行有提醒,粤L39ES3,0,0.73,3.088,0,2020/2/1
01有排行有提醒,粤B2K335,0,0.73,3.088,0,2020/2/1
01有排行有提醒,粤B048RX,0,0.73,3.088,0,2020/2/1
01有排行有提醒,粤BT2220,0,0.73,3.088,0,2020/2/1
01有排行有提醒,皖AT0665,44.64,0.73,3.088,100.6292736,2020/2/2
01有排行有提醒,皖AT0650,25.72,0.73,3.088,57.9790528,2020/2/2
01有排行有提醒,皖AT0599,22.2,0.73,3.088,50.044128,2020/2/2
01有排行有提醒,皖AT0628,9.23,0.73,3.088,20.8066352,2020/2/2
01有排行有提醒,皖AT0547,0.05,0.73,3.088,0.112712,2020/2/2
01有排行有提醒,皖AT0600,0,0.73,3.088,0,2020/2/2
01有排行有提醒,皖AT0568,0,0.73,3.088,0,2020/2/2
01有排行有提醒,皖AT0609,0,0.73,3.088,0,2020/2/2
01有排行有提醒,皖AT0642,0,0.73,3.088,0,2020/2/2
01有排行有提醒,皖AT0619,0,0.73,3.088,0,2020/2/2
01有排行有提醒,粤BH218W,0,0.73,3.088,0,2020/2/2
01有排行有提醒,粤S45B27,0,0.73,3.088,0,2020/2/2
01有排行有提醒,粤LBY602,0,0.73,3.088,0,2020/2/2
01有排行有提醒,皖AT0626,0,0.73,3.088,0,2020/2/2
01有排行有提醒,粤B048RX,0,0.73,3.088,0,2020/2/2
01有排行有提醒,皖AT0553,0,0.73,3.088,0,2020/2/2
01有排行有提醒,粤L39ES3,0,0.73,3.088,0,2020/2/2
01有排行有提醒,粤B2K335,0,0.73,3.088,0,2020/2/2
01有排行有提醒,粤B3R80W,0,0.73,3.088,0,2020/2/2
01有排行有提醒,粤BT2220,0,0.73,3.088,0,2020/2/2
01有排行有提醒,皖AT0665,46.73,0.73,3.088,105.3406352,2020/2/3
01有排行有提醒,皖AT0650,30.48,0.73,3.088,68.7092352,2020/2/3
01有排行有提醒,皖AT0547,10.46,0.73,3.088,23.5793504,2020/2/3
01有排行有提醒,皖AT0599,9.34,0.73,3.088,21.0546016,2020/2/3
01有排行有提醒,粤B3R80W,2.26,0.73,3.088,5.0945824,2020/2/3
01有排行有提醒,皖AT0600,0,0.73,3.088,0,2020/2/3
01有排行有提醒,皖AT0628,0,0.73,3.088,0,2020/2/3
01有排行有提醒,皖AT0568,0,0.73,3.088,0,2020/2/3
01有排行有提醒,皖AT0642,0,0.73,3.088,0,2020/2/3
01有排行有提醒,皖AT0619,0,0.73,3.088,0,2020/2/3
01有排行有提醒,皖AT0609,0,0.73,3.088,0,2020/2/3
01有排行有提醒,粤BH218W,0,0.73,3.088,0,2020/2/3
01有排行有提醒,粤S45B27,0,0.73,3.088,0,2020/2/3
01有排行有提醒,粤LBY602,0,0.73,3.088,0,2020/2/3
01有排行有提醒,皖AT0626,0,0.73,3.088,0,2020/2/3
01有排行有提醒,皖AT0553,0,0.73,3.088,0,2020/2/3
01有排行有提醒,粤L39ES3,0,0.73,3.088,0,2020/2/3
01有排行有提醒,粤B2K335,0,0.73,3.088,0,2020/2/3
01有排行有提醒,粤B048RX,0,0.73,3.088,0,2020/2/3
01有排行有提醒,粤BT2220,0,0.73,3.088,0,2020/2/3
01有排行有提醒,皖AT0665,36.78,0.73,3.088,82.9109472,2020/2/4
01有排行有提醒,皖AT0599,20.01,0.73,3.088,45.1073424,2020/2/4
01有排行有提醒,皖AT0547,5.2,0.73,3.088,11.722048,2020/2/4
01有排行有提醒,皖AT0628,4.8,0.73,3.088,10.820352,2020/2/4
01有排行有提醒,粤B3R80W,1.14,0.73,3.088,2.5698336,2020/2/4
01有排行有提醒,皖AT0600,0,0.73,3.088,0,2020/2/4
01有排行有提醒,皖AT0568,0,0.73,3.088,0,2020/2/4
01有排行有提醒,皖AT0650,0,0.73,3.088,0,2020/2/4
01有排行有提醒,皖AT0642,0,0.73,3.088,0,2020/2/4
