部门,车牌号,油耗,,,碳排放,日期
01有排行有提醒,皖AT0547,82.61,0.73,3.088,186.2227664,2019/12/1
01有排行有提醒,皖AT0650,71.32,0.73,3.088,160.7723968,2019/12/1
01有排行有提醒,皖AT0568,68.68,0.73,3.088,154.8212032,2019/12/1
01有排行有提醒,皖AT0600,66.15,0.73,3.088,149.117976,2019/12/1
01有排行有提醒,皖AT0665,42.01,0.73,3.088,94.7006224,2019/12/1
01有排行有提醒,皖AT0628,47.15,0.73,3.088,106.287416,2019/12/1
01有排行有提醒,皖AT0553,36.84,0.73,3.088,83.0462016,2019/12/1
01有排行有提醒,粤B2K335,10.48,0.73,3.088,23.6244352,2019/12/1
01有排行有提醒,粤L39ES3,8.32,0.73,3.088,18.7552768,2019/12/1
01有排行有提醒,粤BT2220,9.91,0.73,3.088,22.3395184,2019/12/1
01有排行有提醒,皖AT0619,6.48,0.73,3.088,14.6074752,2019/12/1
01有排行有提醒,粤B3R80W,2.64,0.73,3.088,5.9511936,2019/12/1
01有排行有提醒,皖AT0642,0,0.73,3.088,0,2019/12/1
01有排行有提醒,皖AT0626,0,0.73,3.088,0,2019/12/1
01有排行有提醒,皖AT0609,0,0.73,3.088,0,2019/12/1
01有排行有提醒,粤S45B27,0,0.73,3.088,0,2019/12/1
01有排行有提醒,粤B048RX,0,0.73,3.088,0,2019/12/1
01有排行有提醒,粤BH218W,0,0.73,3.088,0,2019/12/1
01有排行有提醒,粤LBY602,0,0.73,3.088,0,2019/12/1
01有排行有提醒,皖AT0599,0,0.73,3.088,0,2019/12/1
01有排行有提醒,皖AT0547,66.91,0.73,3.088,150.8311984,2019/12/2
01有排行有提醒,皖AT0650,53.76,0.73,3.088,121.1879424,2019/12/2
01有排行有提醒,皖AT0568,61.49,0.73,3.088,138.6132176,2019/12/2
01有排行有提醒,皖AT0600,53.9,0.73,3.088,121.503536,2019/12/2
01有排行有提醒,皖AT0628,63.84,0.73,3.088,143.9106816,2019/12/2
01有排行有提醒,皖AT0665,44.11,0.73,3.088,99.4345264,2019/12/2
01有排行有提醒,皖AT0553,39.44,0.73,3.088,88.9072256,2019/12/2
01有排行有提醒,皖AT0619,37.25,0.73,3.088,83.97044,2019/12/2
01有排行有提醒,皖AT0599,12.03,0.73,3.088,27.1185072,2019/12/2
