部门,车牌号,油耗,,,碳排放（KG）,日期
01有排行有提醒,皖AT0665,33.1,0.73,3.088,74.615344,2020/3/1
01有排行有提醒,皖AT0568,21.27,0.73,3.088,47.9476848,2020/3/1
01有排行有提醒,皖AT0650,15.51,0.73,3.088,34.9632624,2020/3/1
01有排行有提醒,皖AT0628,17.26,0.73,3.088,38.9081824,2020/3/1
01有排行有提醒,皖AT0599,13.26,0.73,3.088,29.8912224,2020/3/1
01有排行有提醒,皖AT0619,3.74,0.73,3.088,8.4308576,2020/3/1
01有排行有提醒,皖AT0642,2.15,0.73,3.088,4.846616,2020/3/1
01有排行有提醒,粤B3R80W,1.27,0.73,3.088,2.8628848,2020/3/1
01有排行有提醒,粤L39ES3,0.07,0.73,3.088,0.1577968,2020/3/1
01有排行有提醒,皖AT0609,0,0.73,3.088,0,2020/3/1
01有排行有提醒,皖AT0547,0,0.73,3.088,0,2020/3/1
01有排行有提醒,皖AT0600,0,0.73,3.088,0,2020/3/1
01有排行有提醒,粤BH218W,0,0.73,3.088,0,2020/3/1
01有排行有提醒,粤S45B27,0,0.73,3.088,0,2020/3/1
01有排行有提醒,粤LBY602,0,0.73,3.088,0,2020/3/1
01有排行有提醒,皖AT0626,0,0.73,3.088,0,2020/3/1
01有排行有提醒,皖AT0553,0,0.73,3.088,0,2020/3/1
01有排行有提醒,粤B2K335,0,0.73,3.088,0,2020/3/1
01有排行有提醒,粤B048RX,0,0.73,3.088,0,2020/3/1
01有排行有提醒,粤BT2220,0,0.73,3.088,0,2020/3/1
01有排行有提醒,皖AT0665,36.34,0.73,3.088,81.9190816,2020/3/2
01有排行有提醒,皖AT0568,32.65,0.73,3.088,73.600936,2020/3/2
01有排行有提醒,皖AT0619,23.99,0.73,3.088,54.0792176,2020/3/2
01有排行有提醒,皖AT0650,11.19,0.73,3.088,25.2249456,2020/3/2
01有排行有提醒,皖AT0628,10.75,0.73,3.088,24.23308,2020/3/2
01有排行有提醒,皖AT0599,4.74,0.73,3.088,10.6850976,2020/3/2
01有排行有提醒,粤B3R80W,2.28,0.73,3.088,5.1396672,2020/3/2
01有排行有提醒,皖AT0642,1.36,0.73,3.088,3.0657664,2020/3/2
01有排行有提醒,皖AT0609,0,0.73,3.088,0,2020/3/2
01有排行有提醒,皖AT0547,0,0.73,3.088,0,2020/3/2
01有排行有提醒,皖AT0600,0,0.73,3.088,0,2020/3/2
01有排行有提醒,粤BH218W,0,0.73,3.088,0,2020/3/2
01有排行有提醒,粤S45B27,0,0.73,3.088,0,2020/3/2
01有排行有提醒,粤LBY602,0,0.73,3.088,0,2020/3/2
01有排行有提醒,皖AT0626,0,0.73,3.088,0,2020/3/2
01有排行有提醒,粤B048RX,0,0.73,3.088,0,2020/3/2
01有排行有提醒,皖AT0553,0,0.73,3.088,0,2020/3/2
01有排行有提醒,粤L39ES3,0,0.73,3.088,0,2020/3/2
01有排行有提醒,粤B2K335,0,0.73,3.088,0,2020/3/2
01有排行有提醒,粤BT2220,0,0.73,3.088,0,2020/3/2
