部门,车牌号,油耗,,,碳排放,日期
01有排行有提醒,粤BT2220,22.25,0.73,3.088,50.15684,2019/8/1
01有排行有提醒,粤BT2220,14.03,0.73,3.088,31.6269872,2019/8/2
01有排行有提醒,粤BT2220,8.24,0.73,3.088,18.5749376,2019/8/3
01有排行有提醒,粤BT2220,6.91,0.73,3.088,15.5767984,2019/8/4
01有排行有提醒,粤BT2220,12.51,0.73,3.088,28.2005424,2019/8/5
01有排行有提醒,粤BT2220,10.79,0.73,3.088,24.3232496,2019/8/6
01有排行有提醒,粤BT2220,12.88,0.73,3.088,29.0346112,2019/8/7
01有排行有提醒,粤S45B27,5.82,0.73,3.088,13.1196768,2019/8/8
01有排行有提醒,粤BT2220,15.45,0.73,3.088,34.828008,2019/8/8
01有排行有提醒,粤S45B27,20.93,0.73,3.088,47.1812432,2019/8/9
01有排行有提醒,粤BT2220,15.18,0.73,3.088,34.2193632,2019/8/9
01有排行有提醒,粤LBY602,22.11,0.73,3.088,49.8412464,2019/8/10
01有排行有提醒,粤S45B27,16.79,0.73,3.088,37.8486896,2019/8/10
01有排行有提醒,粤BT2220,6.77,0.73,3.088,15.2612048,2019/8/10
01有排行有提醒,粤LBY602,17.06,0.73,3.088,38.4573344,2019/8/11
01有排行有提醒,粤S45B27,12.35,0.73,3.088,27.839864,2019/8/11
01有排行有提醒,粤BT2220,10.08,0.73,3.088,22.7227392,2019/8/11
01有排行有提醒,粤S45B27,18.32,0.73,3.088,41.2976768,2019/8/12
01有排行有提醒,粤LBY602,7.59,0.73,3.088,17.1096816,2019/8/12
01有排行有提醒,粤BT2220,13.5,0.73,3.088,30.43224,2019/8/12
01有排行有提醒,粤S45B27,17.6,0.73,3.088,39.674624,2019/8/13
01有排行有提醒,粤BT2220,11.18,0.73,3.088,25.2024032,2019/8/13
01有排行有提醒,粤LBY602,0,0.73,3.088,0,2019/8/13
01有排行有提醒,粤S45B27,13.6,0.73,3.088,30.657664,2019/8/14
01有排行有提醒,粤BT2220,16.31,0.73,3.088,36.7666544,2019/8/14
01有排行有提醒,粤LBY602,0,0.73,3.088,0,2019/8/14
01有排行有提醒,粤S45B27,21.84,0.73,3.088,49.2326016,2019/8/15
01有排行有提醒,粤BT2220,14.37,0.73,3.088,32.3934288,2019/8/15
01有排行有提醒,粤LBY602,0,0.73,3.088,0,2019/8/15
01有排行有提醒,粤B2K335,6.69,0.73,3.088,15.0808656,2019/8/16
