部门,车牌号,油耗,,,碳排放（KG）,日期
01有排行有提醒,皖AT0599,44.33,0.73,3.088,99.9304592,2020/4/1
01有排行有提醒,皖AT0568,51.3,0.73,3.088,115.642512,2020/4/1
01有排行有提醒,皖AT0665,41.68,0.73,3.088,93.9567232,2020/4/1
01有排行有提醒,皖AT0553,27.97,0.73,3.088,63.0510928,2020/4/1
01有排行有提醒,皖AT0650,13.59,0.73,3.088,30.6351216,2020/4/1
01有排行有提醒,皖AT0628,11.54,0.73,3.088,26.0139296,2020/4/1
01有排行有提醒,粤BT2220,14.26,0.73,3.088,32.1454624,2020/4/1
01有排行有提醒,粤B3R80W,1.86,0.73,3.088,4.1928864,2020/4/1
01有排行有提醒,皖AT0642,0.27,0.73,3.088,0.6086448,2020/4/1
01有排行有提醒,粤L39ES3,0.06,0.73,3.088,0.1352544,2020/4/1
01有排行有提醒,皖AT0626,0,0.73,3.088,0,2020/4/1
01有排行有提醒,粤LBY602,0,0.73,3.088,0,2020/4/1
01有排行有提醒,皖AT0547,0,0.73,3.088,0,2020/4/1
01有排行有提醒,皖AT0619,0,0.73,3.088,0,2020/4/1
01有排行有提醒,皖AT0609,0,0.73,3.088,0,2020/4/1
01有排行有提醒,粤B2K335,0,0.73,3.088,0,2020/4/1
01有排行有提醒,粤S45B27,0,0.73,3.088,0,2020/4/1
01有排行有提醒,粤B048RX,0,0.73,3.088,0,2020/4/1
01有排行有提醒,粤BH218W,0,0.73,3.088,0,2020/4/1
01有排行有提醒,皖AT0600,0,0.73,3.088,0,2020/4/1
01有排行有提醒,皖AT0568,53.96,0.73,3.088,121.6387904,2020/4/2
01有排行有提醒,皖AT0665,44.96,0.73,3.088,101.3506304,2020/4/2
01有排行有提醒,皖AT0599,31.87,0.73,3.088,71.8426288,2020/4/2
01有排行有提醒,皖AT0650,32.25,0.73,3.088,72.69924,2020/4/2
01有排行有提醒,皖AT0553,28.77,0.73,3.088,64.8544848,2020/4/2
01有排行有提醒,皖AT0628,20.32,0.73,3.088,45.8061568,2020/4/2
01有排行有提醒,粤BT2220,13.34,0.73,3.088,30.0715616,2020/4/2
01有排行有提醒,粤B3R80W,0.94,0.73,3.088,2.1189856,2020/4/2
01有排行有提醒,皖AT0642,0.29,0.73,3.088,0.6537296,2020/4/2
01有排行有提醒,皖AT0609,0,0.73,3.088,0,2020/4/2
01有排行有提醒,皖AT0547,0,0.73,3.088,0,2020/4/2
01有排行有提醒,粤S45B27,0,0.73,3.088,0,2020/4/2
01有排行有提醒,粤LBY602,0,0.73,3.088,0,2020/4/2
01有排行有提醒,皖AT0619,0,0.73,3.088,0,2020/4/2
01有排行有提醒,皖AT0626,0,0.73,3.088,0,2020/4/2
01有排行有提醒,皖AT0600,0,0.73,3.088,0,2020/4/2
01有排行有提醒,粤L39ES3,0,0.73,3.088,0,2020/4/2
01有排行有提醒,粤B2K335,0,0.73,3.088,0,2020/4/2
01有排行有提醒,粤B048RX,0,0.73,3.088,0,2020/4/2
01有排行有提醒,粤BH218W,0,0.73,3.088,0,2020/4/2
01有排行有提醒,皖AT0568,67.68,0.73,3.088,152.5669632,2020/4/3
01有排行有提醒,皖AT0665,45.69,0.73,3.088,102.9962256,2020/4/3
01有排行有提醒,皖AT0599,40.35,0.73,3.088,90.958584,2020/4/3
01有排行有提醒,皖AT0650,31.43,0.73,3.088,70.8507632,2020/4/3
01有排行有提醒,皖AT0553,32.98,0.73,3.088,74.3448352,2020/4/3
01有排行有提醒,粤B3R80W,15.6,0.73,3.088,35.166144,2020/4/3
01有排行有提醒,皖AT0628,29.55,0.73,3.088,66.612792,2020/4/3
01有排行有提醒,皖AT0642,5.79,0.73,3.088,13.0520496,2020/4/3
01有排行有提醒,粤BT2220,23.22,0.73,3.088,52.3434528,2020/4/3
01有排行有提醒,粤LBY602,0,0.73,3.088,0,2020/4/3
01有排行有提醒,皖AT0547,0,0.73,3.088,0,2020/4/3
01有排行有提醒,皖AT0626,0,0.73,3.088,0,2020/4/3
01有排行有提醒,皖AT0609,0,0.73,3.088,0,2020/4/3
01有排行有提醒,皖AT0619,0,0.73,3.088,0,2020/4/3
01有排行有提醒,粤S45B27,0,0.73,3.088,0,2020/4/3
01有排行有提醒,粤L39ES3,0,0.73,3.088,0,2020/4/3
01有排行有提醒,粤B2K335,0,0.73,3.088,0,2020/4/3
01有排行有提醒,粤B048RX,0,0.73,3.088,0,2020/4/3
01有排行有提醒,皖AT0600,0,0.73,3.088,0,2020/4/3
01有排行有提醒,粤BH218W,0,0.73,3.088,0,2020/4/3
01有排行有提醒,皖AT0599,43.07,0.73,3.088,97.0901168,2020/4/4
01有排行有提醒,皖AT0665,36.2,0.73,3.088,81.603488,2020/4/4
01有排行有提醒,粤B3R80W,14.51,0.73,3.088,32.7090224,2020/4/4
01有排行有提醒,皖AT0628,30.01,0.73,3.088,67.6497424,2020/4/4
01有排行有提醒,皖AT0553,24.4,0.73,3.088,55.003456,2020/4/4
01有排行有提醒,皖AT0650,14.39,0.73,3.088,32.4385136,2020/4/4
01有排行有提醒,皖AT0642,16.94,0.73,3.088,38.1868256,2020/4/4
01有排行有提醒,皖AT0568,0.93,0.73,3.088,2.0964432,2020/4/4
01有排行有提醒,粤S45B27,0,0.73,3.088,0,2020/4/4
01有排行有提醒,皖AT0547,0,0.73,3.088,0,2020/4/4
01有排行有提醒,粤BH218W,0,0.73,3.088,0,2020/4/4
01有排行有提醒,粤LBY602,0,0.73,3.088,0,2020/4/4
01有排行有提醒,粤BT2220,0,0.73,3.088,0,2020/4/4
01有排行有提醒,皖AT0609,0,0.73,3.088,0,2020/4/4
01有排行有提醒,皖AT0626,0,0.73,3.088,0,2020/4/4
01有排行有提醒,皖AT0619,0,0.73,3.088,0,2020/4/4
01有排行有提醒,粤B2K335,0,0.73,3.088,0,2020/4/4
01有排行有提醒,皖AT0600,0,0.73,3.088,0,2020/4/4
01有排行有提醒,粤B048RX,0,0.73,3.088,0,2020/4/4
01有排行有提醒,粤L39ES3,0,0.73,3.088,0,2020/4/4
01有排行有提醒,皖AT0665,45.33,0.73,3.088,102.1846992,2020/4/5
01有排行有提醒,皖AT0568,53.71,0.73,3.088,121.0752304,2020/4/5
01有排行有提醒,皖AT0650,30.97,0.73,3.088,69.8138128,2020/4/5
01有排行有提醒,皖AT0599,29.09,0.73,3.088,65.5758416,2020/4/5
01有排行有提醒,皖AT0628,29.44,0.73,3.088,66.3648256,2020/4/5
01有排行有提醒,皖AT0553,22.74,0.73,3.088,51.2614176,2020/4/5
01有排行有提醒,皖AT0642,5.59,0.73,3.088,12.6012016,2020/4/5
01有排行有提醒,粤B3R80W,2.18,0.73,3.088,4.9142432,2020/4/5
01有排行有提醒,皖AT0609,0,0.73,3.088,0,2020/4/5
01有排行有提醒,皖AT0547,0,0.73,3.088,0,2020/4/5
01有排行有提醒,皖AT0619,0,0.73,3.088,0,2020/4/5
01有排行有提醒,皖AT0600,0,0.73,3.088,0,2020/4/5
01有排行有提醒,粤BH218W,0,0.73,3.088,0,2020/4/5
01有排行有提醒,粤S45B27,0,0.73,3.088,0,2020/4/5
01有排行有提醒,粤LBY602,0,0.73,3.088,0,2020/4/5
01有排行有提醒,皖AT0626,0,0.73,3.088,0,2020/4/5
01有排行有提醒,粤L39ES3,0,0.73,3.088,0,2020/4/5
01有排行有提醒,粤B2K335,0,0.73,3.088,0,2020/4/5
01有排行有提醒,粤B048RX,0,0.73,3.088,0,2020/4/5
01有排行有提醒,粤BT2220,0,0.73,3.088,0,2020/4/5
01有排行有提醒,皖AT0568,52.83,0.73,3.088,119.0914992,2020/4/6
01有排行有提醒,皖AT0665,44.04,0.73,3.088,99.2767296,2020/4/6
01有排行有提醒,皖AT0599,35.03,0.73,3.088,78.9660272,2020/4/6
01有排行有提醒,皖AT0650,30.33,0.73,3.088,68.3710992,2020/4/6
01有排行有提醒,皖AT0553,23.7,0.73,3.088,53.425488,2020/4/6
01有排行有提醒,皖AT0642,13.72,0.73,3.088,30.9281728,2020/4/6
01有排行有提醒,皖AT0628,13.55,0.73,3.088,30.544952,2020/4/6
01有排行有提醒,粤BT2220,5.86,0.73,3.088,13.2098464,2020/4/6
01有排行有提醒,粤B3R80W,1.03,0.73,3.088,2.3218672,2020/4/6
01有排行有提醒,皖AT0609,0,0.73,3.088,0,2020/4/6
01有排行有提醒,皖AT0619,0,0.73,3.088,0,2020/4/6
01有排行有提醒,皖AT0547,0,0.73,3.088,0,2020/4/6
01有排行有提醒,皖AT0600,0,0.73,3.088,0,2020/4/6
01有排行有提醒,粤BH218W,0,0.73,3.088,0,2020/4/6
01有排行有提醒,粤S45B27,0,0.73,3.088,0,2020/4/6
01有排行有提醒,粤LBY602,0,0.73,3.088,0,2020/4/6
01有排行有提醒,皖AT0626,0,0.73,3.088,0,2020/4/6
01有排行有提醒,粤B048RX,0,0.73,3.088,0,2020/4/6
01有排行有提醒,粤L39ES3,0,0.73,3.088,0,2020/4/6
01有排行有提醒,粤B2K335,0,0.73,3.088,0,2020/4/6
01有排行有提醒,皖AT0568,61.76,0.73,3.088,139.2218624,2020/4/7
01有排行有提醒,皖AT0665,42.04,0.73,3.088,94.7682496,2020/4/7
01有排行有提醒,皖AT0650,24.92,0.73,3.088,56.1756608,2020/4/7
01有排行有提醒,皖AT0553,32.73,0.73,3.088,73.7812752,2020/4/7
01有排行有提醒,皖AT0599,27.74,0.73,3.088,62.5326176,2020/4/7
01有排行有提醒,皖AT0628,17.05,0.73,3.088,38.434792,2020/4/7
01有排行有提醒,粤BT2220,19.38,0.73,3.088,43.6871712,2020/4/7
01有排行有提醒,皖AT0642,4.14,0.73,3.088,9.3325536,2020/4/7
01有排行有提醒,粤B3R80W,0.99,0.73,3.088,2.2316976,2020/4/7
01有排行有提醒,皖AT0600,0,0.73,3.088,0,2020/4/7
01有排行有提醒,皖AT0547,0,0.73,3.088,0,2020/4/7
01有排行有提醒,皖AT0619,0,0.73,3.088,0,2020/4/7
01有排行有提醒,皖AT0609,0,0.73,3.088,0,2020/4/7
01有排行有提醒,粤BH218W,0,0.73,3.088,0,2020/4/7
01有排行有提醒,粤S45B27,0,0.73,3.088,0,2020/4/7
01有排行有提醒,粤LBY602,0,0.73,3.088,0,2020/4/7
01有排行有提醒,皖AT0626,0,0.73,3.088,0,2020/4/7
01有排行有提醒,粤B048RX,0,0.73,3.088,0,2020/4/7
01有排行有提醒,粤L39ES3,0,0.73,3.088,0,2020/4/7
01有排行有提醒,粤B2K335,0,0.73,3.088,0,2020/4/7
01有排行有提醒,皖AT0665,46.87,0.73,3.088,105.6562288,2020/4/8
01有排行有提醒,皖AT0599,35.5,0.73,3.088,80.02552,2020/4/8
01有排行有提醒,皖AT0568,42.02,0.73,3.088,94.7231648,2020/4/8
01有排行有提醒,皖AT0553,33.1,0.73,3.088,74.615344,2020/4/8
01有排行有提醒,皖AT0650,20.27,0.73,3.088,45.6934448,2020/4/8
01有排行有提醒,皖AT0628,26.79,0.73,3.088,60.3910896,2020/4/8
01有排行有提醒,皖AT0642,7.3,0.73,3.088,16.455952,2020/4/8
01有排行有提醒,粤BT2220,16.46,0.73,3.088,37.1047904,2020/4/8
01有排行有提醒,粤B3R80W,0.81,0.73,3.088,1.8259344,2020/4/8
01有排行有提醒,粤L39ES3,0.7,0.73,3.088,1.577968,2020/4/8
01有排行有提醒,皖AT0609,0,0.73,3.088,0,2020/4/8
01有排行有提醒,皖AT0600,0,0.73,3.088,0,2020/4/8
01有排行有提醒,皖AT0619,0,0.73,3.088,0,2020/4/8
01有排行有提醒,皖AT0547,0,0.73,3.088,0,2020/4/8
01有排行有提醒,粤BH218W,0,0.73,3.088,0,2020/4/8
01有排行有提醒,粤S45B27,0,0.73,3.088,0,2020/4/8
01有排行有提醒,粤LBY602,0,0.73,3.088,0,2020/4/8
01有排行有提醒,皖AT0626,0,0.73,3.088,0,2020/4/8
01有排行有提醒,粤B048RX,0,0.73,3.088,0,2020/4/8
01有排行有提醒,粤B2K335,0,0.73,3.088,0,2020/4/8
01有排行有提醒,皖AT0568,59.92,0.73,3.088,135.0740608,2020/4/9
01有排行有提醒,皖AT0665,41.5,0.73,3.088,93.55096,2020/4/9
01有排行有提醒,皖AT0553,32.66,0.73,3.088,73.6234784,2020/4/9
01有排行有提醒,皖AT0599,29.44,0.73,3.088,66.3648256,2020/4/9
01有排行有提醒,皖AT0650,25.44,0.73,3.088,57.3478656,2020/4/9
01有排行有提醒,皖AT0628,27.79,0.73,3.088,62.6453296,2020/4/9
01有排行有提醒,皖AT0642,7.45,0.73,3.088,16.794088,2020/4/9
01有排行有提醒,粤BT2220,14.63,0.73,3.088,32.9795312,2020/4/9
01有排行有提醒,粤L39ES3,3.3,0.73,3.088,7.438992,2020/4/9
01有排行有提醒,粤B3R80W,1.05,0.73,3.088,2.366952,2020/4/9
01有排行有提醒,皖AT0609,0,0.73,3.088,0,2020/4/9
01有排行有提醒,皖AT0619,0,0.73,3.088,0,2020/4/9
01有排行有提醒,皖AT0600,0,0.73,3.088,0,2020/4/9
01有排行有提醒,皖AT0547,0,0.73,3.088,0,2020/4/9
01有排行有提醒,粤BH218W,0,0.73,3.088,0,2020/4/9
01有排行有提醒,粤S45B27,0,0.73,3.088,0,2020/4/9
01有排行有提醒,粤LBY602,0,0.73,3.088,0,2020/4/9
01有排行有提醒,皖AT0626,0,0.73,3.088,0,2020/4/9
01有排行有提醒,粤B048RX,0,0.73,3.088,0,2020/4/9
01有排行有提醒,粤B2K335,0,0.73,3.088,0,2020/4/9
01有排行有提醒,皖AT0568,60.2,0.73,3.088,135.705248,2020/4/10
01有排行有提醒,皖AT0599,45.99,0.73,3.088,103.6724976,2020/4/10
01有排行有提醒,皖AT0665,39.75,0.73,3.088,89.60604,2020/4/10
01有排行有提醒,皖AT0650,37.19,0.73,3.088,83.8351856,2020/4/10
01有排行有提醒,皖AT0628,34.49,0.73,3.088,77.7487376,2020/4/10
01有排行有提醒,皖AT0553,32.12,0.73,3.088,72.4061888,2020/4/10
01有排行有提醒,粤BT2220,16.52,0.73,3.088,37.2400448,2020/4/10
01有排行有提醒,皖AT0642,3.64,0.73,3.088,8.2054336,2020/4/10
01有排行有提醒,粤B3R80W,0.97,0.73,3.088,2.1866128,2020/4/10
01有排行有提醒,粤L39ES3,0.19,0.73,3.088,0.4283056,2020/4/10
01有排行有提醒,皖AT0547,0,0.73,3.088,0,2020/4/10
01有排行有提醒,粤LBY602,0,0.73,3.088,0,2020/4/10
01有排行有提醒,粤S45B27,0,0.73,3.088,0,2020/4/10
01有排行有提醒,皖AT0619,0,0.73,3.088,0,2020/4/10
01有排行有提醒,皖AT0609,0,0.73,3.088,0,2020/4/10
01有排行有提醒,皖AT0626,0,0.73,3.088,0,2020/4/10
01有排行有提醒,粤B2K335,0,0.73,3.088,0,2020/4/10
01有排行有提醒,粤B048RX,0,0.73,3.088,0,2020/4/10
01有排行有提醒,皖AT0600,0,0.73,3.088,0,2020/4/10
01有排行有提醒,粤BH218W,0,0.73,3.088,0,2020/4/10
01有排行有提醒,皖AT0568,59.57,0.73,3.088,134.2850768,2020/4/11
01有排行有提醒,皖AT0665,45.26,0.73,3.088,102.0269024,2020/4/11
01有排行有提醒,皖AT0628,43.43,0.73,3.088,97.9016432,2020/4/11
01有排行有提醒,皖AT0650,23.96,0.73,3.088,54.0115904,2020/4/11
01有排行有提醒,皖AT0553,27.7,0.73,3.088,62.442448,2020/4/11
01有排行有提醒,皖AT0599,20.58,0.73,3.088,46.3922592,2020/4/11
01有排行有提醒,皖AT0642,4.09,0.73,3.088,9.2198416,2020/4/11
01有排行有提醒,粤B3R80W,1.06,0.73,3.088,2.3894944,2020/4/11
01有排行有提醒,皖AT0626,0,0.73,3.088,0,2020/4/11
01有排行有提醒,粤B2K335,0,0.73,3.088,0,2020/4/11
01有排行有提醒,粤LBY602,0,0.73,3.088,0,2020/4/11
01有排行有提醒,皖AT0547,0,0.73,3.088,0,2020/4/11
01有排行有提醒,皖AT0619,0,0.73,3.088,0,2020/4/11
01有排行有提醒,粤BT2220,0,0.73,3.088,0,2020/4/11
