部门,车牌号,油耗,,,碳排放（KG）,日期
01有排行有提醒,皖AT0568,65.09,0.73,3.088,146.7284816,2020/6/1
01有排行有提醒,皖AT0628,56.18,0.73,3.088,126.6432032,2020/6/1
01有排行有提醒,皖AT0665,47.6,0.73,3.088,107.301824,2020/6/1
01有排行有提醒,皖AT0650,40.31,0.73,3.088,90.8684144,2020/6/1
01有排行有提醒,皖AT0553,43.14,0.73,3.088,97.2479136,2020/6/1
01有排行有提醒,皖AT0599,25.94,0.73,3.088,58.4749856,2020/6/1
01有排行有提醒,皖AT0642,8.32,0.73,3.088,18.7552768,2020/6/1
01有排行有提醒,粤BT2220,17.56,0.73,3.088,39.5844544,2020/6/1
01有排行有提醒,粤B3R80W,1.16,0.73,3.088,2.6149184,2020/6/1
01有排行有提醒,皖AT0626,0,0.73,3.088,0,2020/6/1
01有排行有提醒,皖AT0547,0,0.73,3.088,0,2020/6/1
01有排行有提醒,粤B048RX,0,0.73,3.088,0,2020/6/1
01有排行有提醒,皖AT0609,0,0.73,3.088,0,2020/6/1
01有排行有提醒,粤BH218W,0,0.73,3.088,0,2020/6/1
01有排行有提醒,皖AT0619,0,0.73,3.088,0,2020/6/1
01有排行有提醒,粤L39ES3,0,0.73,3.088,0,2020/6/1
01有排行有提醒,粤S45B27,0,0.73,3.088,0,2020/6/1
01有排行有提醒,粤LBY602,0,0.73,3.088,0,2020/6/1
01有排行有提醒,皖AT0600,0,0.73,3.088,0,2020/6/1
01有排行有提醒,粤B2K335,0,0.73,3.088,0,2020/6/1
01有排行有提醒,皖AT0553,43.35,0.73,3.088,97.721304,2020/6/2
01有排行有提醒,皖AT0568,47.15,0.73,3.088,106.287416,2020/6/2
01有排行有提醒,皖AT0650,47.2,0.73,3.088,106.400128,2020/6/2
01有排行有提醒,皖AT0665,44.59,0.73,3.088,100.5165616,2020/6/2
01有排行有提醒,皖AT0599,38.21,0.73,3.088,86.1345104,2020/6/2
01有排行有提醒,皖AT0628,31.75,0.73,3.088,71.57212,2020/6/2
01有排行有提醒,粤BT2220,18.94,0.73,3.088,42.6953056,2020/6/2
01有排行有提醒,皖AT0642,2.53,0.73,3.088,5.7032272,2020/6/2
01有排行有提醒,粤B3R80W,0.9,0.73,3.088,2.028816,2020/6/2
01有排行有提醒,皖AT0547,0,0.73,3.088,0,2020/6/2
01有排行有提醒,皖AT0626,0,0.73,3.088,0,2020/6/2
01有排行有提醒,皖AT0609,0,0.73,3.088,0,2020/6/2
01有排行有提醒,皖AT0619,0,0.73,3.088,0,2020/6/2
01有排行有提醒,皖AT0600,0,0.73,3.088,0,2020/6/2
01有排行有提醒,粤BH218W,0,0.73,3.088,0,2020/6/2
01有排行有提醒,粤L39ES3,0.03,0.73,3.088,0.0676272,2020/6/2
01有排行有提醒,粤B2K335,0,0.73,3.088,0,2020/6/2
01有排行有提醒,粤B048RX,0,0.73,3.088,0,2020/6/2
01有排行有提醒,粤LBY602,0,0.73,3.088,0,2020/6/2
01有排行有提醒,粤S45B27,0,0.73,3.088,0,2020/6/2
01有排行有提醒,皖AT0628,61.62,0.73,3.088,138.9062688,2020/6/3
01有排行有提醒,皖AT0568,59,0.73,3.088,133.00016,2020/6/3
01有排行有提醒,皖AT0599,40.94,0.73,3.088,92.2885856,2020/6/3
01有排行有提醒,皖AT0650,48.02,0.73,3.088,108.2486048,2020/6/3
01有排行有提醒,皖AT0665,44.75,0.73,3.088,100.87724,2020/6/3
