部门,车牌号,油耗,,,碳排放,日期
01有排行有提醒,粤B2K335,0.24,0.73,3.088,0.5410176,2019/10/1
01有排行有提醒,粤BH218W,0,0.73,3.088,0,2019/10/1
01有排行有提醒,粤B3R80W,0.07,0.73,3.088,0.1577968,2019/10/1
01有排行有提醒,粤L39ES3,0,0.73,3.088,0,2019/10/1
01有排行有提醒,粤B048RX,0,0.73,3.088,0,2019/10/1
01有排行有提醒,粤LBY602,0,0.73,3.088,0,2019/10/1
01有排行有提醒,粤S45B27,0,0.73,3.088,0,2019/10/1
01有排行有提醒,粤BT2220,0,0.73,3.088,0,2019/10/1
01有排行有提醒,粤L39ES3,10.1,0.73,3.088,22.767824,2019/10/2
01有排行有提醒,粤B2K335,0.44,0.73,3.088,0.9918656,2019/10/2
01有排行有提醒,粤B3R80W,0.05,0.73,3.088,0.112712,2019/10/2
01有排行有提醒,粤B048RX,0,0.73,3.088,0,2019/10/2
01有排行有提醒,粤LBY602,0,0.73,3.088,0,2019/10/2
01有排行有提醒,粤S45B27,0,0.73,3.088,0,2019/10/2
01有排行有提醒,粤BH218W,0,0.73,3.088,0,2019/10/2
01有排行有提醒,粤BT2220,0,0.73,3.088,0,2019/10/2
01有排行有提醒,粤B2K335,3.59,0.73,3.088,8.0927216,2019/10/3
01有排行有提醒,粤BT2220,6.9,0.73,3.088,15.554256,2019/10/3
01有排行有提醒,粤B3R80W,0.11,0.73,3.088,0.2479664,2019/10/3
01有排行有提醒,粤L39ES3,0,0.73,3.088,0,2019/10/3
01有排行有提醒,粤B048RX,0,0.73,3.088,0,2019/10/3
01有排行有提醒,粤LBY602,0,0.73,3.088,0,2019/10/3
01有排行有提醒,粤S45B27,0,0.73,3.088,0,2019/10/3
01有排行有提醒,粤BH218W,0,0.73,3.088,0,2019/10/3
01有排行有提醒,粤BT2220,17.15,0.73,3.088,38.660216,2019/10/4
01有排行有提醒,粤B2K335,2.42,0.73,3.088,5.4552608,2019/10/4
01有排行有提醒,粤B3R80W,0.08,0.73,3.088,0.1803392,2019/10/4
01有排行有提醒,粤L39ES3,0,0.73,3.088,0,2019/10/4
01有排行有提醒,粤LBY602,0,0.73,3.088,0,2019/10/4
01有排行有提醒,粤S45B27,0,0.73,3.088,0,2019/10/4
01有排行有提醒,粤BH218W,0,0.73,3.088,0,2019/10/4
01有排行有提醒,粤B048RX,0,0.73,3.088,0,2019/10/4
01有排行有提醒,粤BT2220,6.21,0.73,3.088,13.9988304,2019/10/5
01有排行有提醒,粤B2K335,1.44,0.73,3.088,3.2461056,2019/10/5
