部门,车牌号,油耗,,,碳排放,日期
01有排行有提醒,皖AT0626,29.38,0.73,3.088,66.2295712,2019/11/1
01有排行有提醒,粤L39ES3,8.97,0.73,3.088,20.2205328,2019/11/1
01有排行有提醒,粤BT2220,27.76,0.73,3.088,62.5777024,2019/11/1
01有排行有提醒,粤B3R80W,2.34,0.73,3.088,5.2749216,2019/11/1
01有排行有提醒,粤B2K335,1.84,0.73,3.088,4.1478016,2019/11/1
01有排行有提醒,粤LBY602,0,0.73,3.088,0,2019/11/1
01有排行有提醒,粤S45B27,0,0.73,3.088,0,2019/11/1
01有排行有提醒,粤BH218W,0,0.73,3.088,0,2019/11/1
01有排行有提醒,粤B048RX,0,0.73,3.088,0,2019/11/1
01有排行有提醒,皖AT0626,31.36,0.73,3.088,70.6929664,2019/11/2
01有排行有提醒,粤L39ES3,14.68,0.73,3.088,33.0922432,2019/11/2
01有排行有提醒,粤BT2220,8.07,0.73,3.088,18.1917168,2019/11/2
01有排行有提醒,粤B3R80W,1.89,0.73,3.088,4.2605136,2019/11/2
01有排行有提醒,粤B2K335,0.45,0.73,3.088,1.014408,2019/11/2
01有排行有提醒,粤LBY602,0,0.73,3.088,0,2019/11/2
01有排行有提醒,粤S45B27,0,0.73,3.088,0,2019/11/2
01有排行有提醒,粤BH218W,0,0.73,3.088,0,2019/11/2
01有排行有提醒,粤B048RX,0,0.73,3.088,0,2019/11/2
01有排行有提醒,皖AT0626,39.67,0.73,3.088,89.4257008,2019/11/3
01有排行有提醒,粤L39ES3,9.33,0.73,3.088,21.0320592,2019/11/3
01有排行有提醒,粤BT2220,15.72,0.73,3.088,35.4366528,2019/11/3
01有排行有提醒,粤B3R80W,2.94,0.73,3.088,6.6274656,2019/11/3
01有排行有提醒,粤B2K335,1.51,0.73,3.088,3.4039024,2019/11/3
01有排行有提醒,粤LBY602,0,0.73,3.088,0,2019/11/3
01有排行有提醒,粤B048RX,0,0.73,3.088,0,2019/11/3
01有排行有提醒,粤S45B27,0,0.73,3.088,0,2019/11/3
01有排行有提醒,粤BH218W,0,0.73,3.088,0,2019/11/3
01有排行有提醒,粤L39ES3,8.9,0.73,3.088,20.062736,2019/11/4
01有排行有提醒,粤BT2220,20.22,0.73,3.088,45.5807328,2019/11/4
01有排行有提醒,粤B2K335,4.25,0.73,3.088,9.58052,2019/11/4
01有排行有提醒,粤B3R80W,2.85,0.73,3.088,6.424584,2019/11/4
01有排行有提醒,皖AT0626,1.17,0.73,3.088,2.6374608,2019/11/4
01有排行有提醒,粤B048RX,0,0.73,3.088,0,2019/11/4
01有排行有提醒,粤LBY602,0,0.73,3.088,0,2019/11/4
01有排行有提醒,粤S45B27,0,0.73,3.088,0,2019/11/4
01有排行有提醒,粤BH218W,0,0.73,3.088,0,2019/11/4
01有排行有提醒,粤L39ES3,11.94,0.73,3.088,26.9156256,2019/11/5
01有排行有提醒,粤B2K335,4.53,0.73,3.088,10.2117072,2019/11/5
01有排行有提醒,粤B3R80W,3.22,0.73,3.088,7.2586528,2019/11/5
01有排行有提醒,粤BT2220,11.05,0.73,3.088,24.909352,2019/11/5
01有排行有提醒,皖AT0626,3.24,0.73,3.088,7.3037376,2019/11/5
01有排行有提醒,粤LBY602,0,0.73,3.088,0,2019/11/5
01有排行有提醒,粤S45B27,0,0.73,3.088,0,2019/11/5
01有排行有提醒,粤BH218W,0,0.73,3.088,0,2019/11/5
01有排行有提醒,粤B048RX,0,0.73,3.088,0,2019/11/5
01有排行有提醒,粤L39ES3,14.31,0.73,3.088,32.2581744,2019/11/6
01有排行有提醒,粤BT2220,15.24,0.73,3.088,34.3546176,2019/11/6
01有排行有提醒,粤B2K335,3.08,0.73,3.088,6.9430592,2019/11/6
01有排行有提醒,粤B3R80W,2.11,0.73,3.088,4.7564464,2019/11/6
01有排行有提醒,皖AT0626,0.29,0.73,3.088,0.6537296,2019/11/6
01有排行有提醒,粤LBY602,0,0.73,3.088,0,2019/11/6
01有排行有提醒,粤S45B27,0,0.73,3.088,0,2019/11/6
01有排行有提醒,粤BH218W,0,0.73,3.088,0,2019/11/6
01有排行有提醒,粤B048RX,0,0.73,3.088,0,2019/11/6
01有排行有提醒,粤B3R80W,12.92,0.73,3.088,29.1247808,2019/11/7
01有排行有提醒,粤L39ES3,19.04,0.73,3.088,42.9207296,2019/11/7
01有排行有提醒,皖AT0553,21.3,0.73,3.088,48.015312,2019/11/7
01有排行有提醒,皖AT0626,6.74,0.73,3.088,15.1935776,2019/11/7
01有排行有提醒,粤BT2220,13.12,0.73,3.088,29.5756288,2019/11/7
01有排行有提醒,粤B2K335,0.48,0.73,3.088,1.0820352,2019/11/7
01有排行有提醒,粤S45B27,0,0.73,3.088,0,2019/11/7
01有排行有提醒,粤BH218W,0,0.73,3.088,0,2019/11/7
01有排行有提醒,粤LBY602,0,0.73,3.088,0,2019/11/7
01有排行有提醒,粤B048RX,0,0.73,3.088,0,2019/11/7
01有排行有提醒,皖AT0626,35.47,0.73,3.088,79.9578928,2019/11/8
01有排行有提醒,皖AT0553,28.15,0.73,3.088,63.456856,2019/11/8
01有排行有提醒,粤L39ES3,15.67,0.73,3.088,35.3239408,2019/11/8
01有排行有提醒,粤BT2220,19.79,0.73,3.088,44.6114096,2019/11/8
