部门,车牌号,行驶里程,总里程,油耗,行驶时长,平均速度（KM/H）,急加速,急减速,急转弯,疲劳驾驶（次数）,夜间驾驶时长（H）,日期,驾驶行为评分,插拔
02有排行无提醒,皖AT0657,484.62,87095.26,59.1,16.99,28.52,114,341,8,2,13.24,2020/8/1,25.25,未拔出
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
02有排行无提醒,皖AT0601,371.25,70684.91,55.14,15.56,23.86,198,212,4,2,3.69,2020/8/1,47.6,未拔出
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
02有排行无提醒,皖AT0620,332.79,45002.12,51.02,13.63,24.42,44,203,4,1,3.05,2020/8/1,37.32,未拔出
,,,,,,,,,,,,,,
02有排行无提醒,皖AT0613,303.02,42535.91,50.39,11.65,26.01,63,302,9,0,7.44,2020/8/1,47.37,未拔出
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
02有排行无提醒,皖AT0541,284.04,95105.97,42.19,12.84,22.12,39,85,3,1,0.63,2020/8/1,76.15,未拔出
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
02有排行无提醒,粤BL05M1,12.72,5774.86,2.12,1.76,7.23,6,8,1,0,0.11,2020/8/1,95.35,未拔出
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
02有排行无提醒,闽C88DN2,0,918.49,0,0,0,0,0,0,0,0,2020/8/1,100,未拔出
,,,,,,,,,,,,,,
02有排行无提醒,皖AT0580,0,48638.31,0,0,0,0,0,0,0,0,2020/8/1,100,未拔出
02有排行无提醒,皖AT0641,0,2739.94,0,0,0,0,0,0,0,0,2020/8/1,0,未拔出
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
