部门,车牌号,行驶里程,总里程,油耗,行驶时长,平均速度（KM/H）,急加速,急减速,急转弯,疲劳驾驶（次数）,夜间驾驶时长（H）,日期,驾驶行为评分,插拔
02有排行无提醒,皖AT0601,314.91,81672.26,39.03,11.65,27.03,231,192,8,0,4.34,2020/9/1,58.07,未拔出
02有排行无提醒,皖AT0613,296.56,50789.01,33.57,11.18,26.53,69,219,4,0,9.9,2020/9/1,54.6,未拔出
02有排行无提醒,皖AT0541,293.74,105388.5,33.73,9.9,29.67,81,35,3,1,1.39,2020/9/1,67.15,未拔出
02有排行无提醒,皖AT0620,253.02,50991.22,39.54,10.73,23.58,16,107,0,2,1.65,2020/9/1,45.13,未拔出
02有排行无提醒,粤BL05M1,0.96,6605.26,0.26,0.13,7.38,0,0,0,0,0.03,2020/9/1,99.39,未拔出
02有排行无提醒,皖AT0641,0,2739.94,0,0,0,0,0,0,0,0,2020/9/1,0,未拔出
02有排行无提醒,皖AT0580,0,48638.31,0,0,0,0,0,0,0,0,2020/9/1,100,未拔出
02有排行无提醒,皖AT0657,0,90463.35,0,0,0,0,0,0,0,0,2020/9/1,100,未拔出
02有排行无提醒,皖AT0575,0,45095.47,0,0,0,0,0,0,0,0,2020/9/1,100,未拔出
02有排行无提醒,皖AT0543,0,96.3,0,0,0,0,0,0,0,0,2020/9/1,100,未拔出
02有排行无提醒,粤JCL629,0,13238.04,0,0,0,0,0,0,0,0,2020/9/1,100,未拔出
02有排行无提醒,闽C88DN2,0,918.49,0,0,0,0,0,0,0,0,2020/9/1,100,未拔出
02有排行无提醒,粤B3Q03K,0,25603.08,0,0,0,0,0,0,0,0,2020/9/1,100,未拔出
02有排行无提醒,皖AYY059,0,120.25,0,0,0,0,0,0,0,0,2020/9/1,100,未拔出
02有排行无提醒,粤B9XN26,0,19637.77,0,0,0,0,0,0,0,0,2020/9/1,100,未拔出
02有排行无提醒,皖AT0576,0,54819.06,0,0,0,0,0,0,0,0,2020/9/1,100,未拔出
02有排行无提醒,粤SL3H57,0,131.91,0,0,0,0,0,0,0,0,2020/9/1,100,未拔出
02有排行无提醒,粤B7U0H5,0,852.94,0,0,0,0,0,0,0,0,2020/9/1,100,未拔出
02有排行无提醒,粤BN8G52,0,680.31,0,0,0,0,0,0,0,0,2020/9/1,0,未拔出
02有排行无提醒,皖AT0601,336.53,82008.79,42.55,13.87,24.26,327,301,8,0,2.8,2020/9/2,47.03,未拔出
02有排行无提醒,皖AT0613,292.61,51081.62,33.79,11.99,24.4,116,241,5,1,13.67,2020/9/2,38.78,未拔出
02有排行无提醒,皖AT0541,283.79,105672.29,37.25,12.22,23.22,149,97,5,1,0.54,2020/9/2,59.75,未拔出
02有排行无提醒,皖AT0620,210.41,51201.63,31.39,9.17,22.95,10,42,1,0,0,2020/9/2,80.48,未拔出
02有排行无提醒,皖AT0580,0,48638.31,0,0,0,0,0,0,0,0,2020/9/2,100,未拔出
02有排行无提醒,皖AT0641,0,2739.94,0,0,0,0,0,0,0,0,2020/9/2,0,未拔出
02有排行无提醒,皖AT0543,0,96.3,0,0,0,0,0,0,0,0,2020/9/2,100,未拔出
02有排行无提醒,皖AT0575,0,45095.47,0,0,0,0,0,0,0,0,2020/9/2,100,未拔出
02有排行无提醒,皖AT0657,0,90463.35,0,0,0,0,0,0,0,0,2020/9/2,100,未拔出
02有排行无提醒,粤JCL629,0,13238.04,0,0,0,0,0,0,0,0,2020/9/2,100,未拔出
02有排行无提醒,闽C88DN2,0,918.49,0,0,0,0,0,0,0,0,2020/9/2,100,未拔出
02有排行无提醒,粤B3Q03K,0,25603.08,0,0,0,0,0,0,0,0,2020/9/2,100,未拔出
02有排行无提醒,皖AYY059,0,120.25,0,0,0,0,0,0,0,0,2020/9/2,100,未拔出
02有排行无提醒,粤B9XN26,0,19637.77,0,0,0,0,0,0,0,0,2020/9/2,100,未拔出
02有排行无提醒,皖AT0576,0,54819.06,0,0,0,0,0,0,0,0,2020/9/2,100,未拔出
02有排行无提醒,粤SL3H57,0,131.91,0,0,0,0,0,0,0,0,2020/9/2,100,未拔出
02有排行无提醒,粤BL05M1,0,6605.26,0,0,0,0,0,0,0,0,2020/9/2,100,未拔出
02有排行无提醒,粤B7U0H5,0,852.94,0,0,0,0,0,0,0,0,2020/9/2,100,未拔出
02有排行无提醒,粤BN8G52,0,680.31,0,0,0,0,0,0,0,0,2020/9/2,0,未拔出
02有排行无提醒,皖AT0541,332.08,106004.37,40.63,13.7,24.24,170,66,6,2,1.22,2020/9/3,59.37,未拔出
02有排行无提醒,皖AT0601,292.84,82301.63,33.05,8.26,35.45,226,230,6,0,1.74,2020/9/3,55.72,未拔出
02有排行无提醒,皖AT0613,260.31,51341.93,29.27,10.23,25.45,151,246,6,0,9.83,2020/9/3,38.85,未拔出
02有排行无提醒,皖AT0620,65.92,51267.55,7.57,2.64,24.97,1,9,0,0,0.89,2020/9/3,88.53,未拔出
02有排行无提醒,粤BL05M1,2.39,6607.65,0.56,0.2,11.95,5,8,1,0,0,2020/9/3,91.08,未拔出
02有排行无提醒,皖AT0641,0,2739.94,0,0,0,0,0,0,0,0,2020/9/3,0,未拔出
02有排行无提醒,皖AT0580,0,48638.31,0,0,0,0,0,0,0,0,2020/9/3,100,未拔出
02有排行无提醒,皖AT0575,0,45095.47,0,0,0,0,0,0,0,0,2020/9/3,100,未拔出
02有排行无提醒,皖AT0657,0,90463.35,0,0,0,0,0,0,0,0,2020/9/3,100,未拔出
02有排行无提醒,皖AT0543,0,96.3,0,0,0,0,0,0,0,0,2020/9/3,100,未拔出
02有排行无提醒,粤JCL629,0,13238.04,0,0,0,0,0,0,0,0,2020/9/3,100,未拔出
02有排行无提醒,闽C88DN2,0,918.49,0,0,0,0,0,0,0,0,2020/9/3,100,未拔出
02有排行无提醒,粤B3Q03K,0,25603.08,0,0,0,0,0,0,0,0,2020/9/3,100,未拔出
02有排行无提醒,皖AYY059,0,120.25,0,0,0,0,0,0,0,0,2020/9/3,100,未拔出
02有排行无提醒,粤B9XN26,0,19637.77,0,0,0,0,0,0,0,0,2020/9/3,100,未拔出
02有排行无提醒,皖AT0576,0,54819.06,0,0,0,0,0,0,0,0,2020/9/3,100,未拔出
02有排行无提醒,粤SL3H57,0,131.91,0,0,0,0,0,0,0,0,2020/9/3,100,未拔出
02有排行无提醒,粤B7U0H5,0,852.94,0,0,0,0,0,0,0,0,2020/9/3,100,未拔出
02有排行无提醒,粤BN8G52,0,680.31,0,0,0,0,0,0,0,0,2020/9/3,0,未拔出
02有排行无提醒,皖AT0541,353.94,106358.31,44.66,13.91,25.45,117,63,4,1,1.13,2020/9/4,51.92,未拔出
02有排行无提醒,皖AT0601,346.23,82647.86,43.56,12.22,28.33,249,238,0,1,3.19,2020/9/4,55.12,未拔出
02有排行无提醒,皖AT0613,250.73,51592.66,30.3,11.06,22.67,127,234,2,1,13.46,2020/9/4,30.48,未拔出
02有排行无提醒,皖AT0620,232.44,51499.99,37.05,11.18,20.79,8,64,0,1,1.44,2020/9/4,72.28,未拔出
02有排行无提醒,皖AT0580,0,48638.31,0,0,0,0,0,0,0,0,2020/9/4,100,未拔出
02有排行无提醒,皖AT0641,0,2739.94,0,0,0,0,0,0,0,0,2020/9/4,0,未拔出
02有排行无提醒,皖AT0543,0,96.3,0,0,0,0,0,0,0,0,2020/9/4,100,未拔出
02有排行无提醒,皖AT0575,0,45095.47,0,0,0,0,0,0,0,0,2020/9/4,100,未拔出
02有排行无提醒,皖AT0657,0,90463.35,0,0,0,0,0,0,0,0,2020/9/4,100,未拔出
02有排行无提醒,粤JCL629,0,13238.04,0,0,0,0,0,0,0,0,2020/9/4,100,未拔出
02有排行无提醒,闽C88DN2,0,918.49,0,0,0,0,0,0,0,0,2020/9/4,100,未拔出
02有排行无提醒,粤B3Q03K,0,25603.08,0,0,0,0,0,0,0,0,2020/9/4,100,未拔出
02有排行无提醒,皖AYY059,0,120.25,0,0,0,0,0,0,0,0,2020/9/4,100,未拔出
02有排行无提醒,粤B9XN26,0,19637.77,0,0,0,0,0,0,0,0,2020/9/4,100,未拔出
02有排行无提醒,皖AT0576,0,54819.06,0,0,0,0,0,0,0,0,2020/9/4,100,未拔出
02有排行无提醒,粤SL3H57,0,131.91,0,0,0,0,0,0,0,0,2020/9/4,100,未拔出
02有排行无提醒,粤BL05M1,0,6607.65,0,0,0,0,0,0,0,0,2020/9/4,100,未拔出
02有排行无提醒,粤B7U0H5,0,852.94,0,0,0,0,0,0,0,0,2020/9/4,100,未拔出
02有排行无提醒,粤BN8G52,0,680.31,0,0,0,0,0,0,0,0,2020/9/4,0,未拔出
02有排行无提醒,皖AT0601,371.8,83019.66,49.76,14.11,26.35,283,198,4,2,2.51,2020/9/5,39.26,未拔出
02有排行无提醒,皖AT0613,351.6,51944.26,37.93,13.07,26.9,158,244,7,2,13.56,2020/9/5,16.77,未拔出
02有排行无提醒,皖AT0541,300.14,106658.45,40.49,13.37,22.45,109,56,6,2,1.37,2020/9/5,41.93,未拔出
02有排行无提醒,皖AT0641,0,2739.94,0,0,0,0,0,0,0,0,2020/9/5,0,未拔出
02有排行无提醒,皖AT0543,0,96.3,0,0,0,0,0,0,0,0,2020/9/5,100,未拔出
02有排行无提醒,皖AT0580,0,48638.31,0,0,0,0,0,0,0,0,2020/9/5,100,未拔出
02有排行无提醒,皖AT0620,0,51499.99,0,0,0,0,0,0,0,0,2020/9/5,100,未拔出
02有排行无提醒,皖AT0575,0,45095.47,0,0,0,0,0,0,0,0,2020/9/5,100,未拔出
02有排行无提醒,皖AT0657,0,90463.35,0,0,0,0,0,0,0,0,2020/9/5,100,未拔出
02有排行无提醒,粤JCL629,0,13238.04,0,0,0,0,0,0,0,0,2020/9/5,100,未拔出
02有排行无提醒,闽C88DN2,0,918.49,0,0,0,0,0,0,0,0,2020/9/5,100,未拔出
02有排行无提醒,粤B3Q03K,0,25603.08,0,0,0,0,0,0,0,0,2020/9/5,100,未拔出
02有排行无提醒,皖AYY059,0,120.25,0,0,0,0,0,0,0,0,2020/9/5,100,未拔出
02有排行无提醒,粤B9XN26,0,19637.77,0,0,0,0,0,0,0,0,2020/9/5,100,未拔出
02有排行无提醒,皖AT0576,0,54819.06,0,0,0,0,0,0,0,0,2020/9/5,100,未拔出
02有排行无提醒,粤SL3H57,0,131.91,0,0,0,0,0,0,0,0,2020/9/5,100,未拔出
02有排行无提醒,粤BL05M1,0,6607.65,0,0,0,0,0,0,0,0,2020/9/5,100,未拔出
02有排行无提醒,粤B7U0H5,0,852.94,0,0,0,0,0,0,0,0,2020/9/5,100,未拔出
02有排行无提醒,粤BN8G52,0,680.31,0,0,0,0,0,0,0,0,2020/9/5,0,未拔出
02有排行无提醒,皖AT0601,325.48,83345.14,41.31,12.25,26.57,267,249,10,2,1.42,2020/9/6,33.46,未拔出
02有排行无提醒,皖AT0541,309.62,106968.07,36.42,10.97,28.22,109,34,3,2,1.06,2020/9/6,49.36,未拔出
02有排行无提醒,皖AT0613,269.68,52213.94,30.27,11.14,24.21,67,229,3,1,9.43,2020/9/6,55.52,未拔出
02有排行无提醒,皖AT0620,100.61,51600.6,12.6,3.11,32.35,2,76,0,0,0.42,2020/9/6,76.71,未拔出
02有排行无提醒,粤BL05M1,21.52,6629.17,1.58,0.58,37.1,0,0,0,0,0.38,2020/9/6,93.34,未拔出
02有排行无提醒,皖AT0580,0,48638.31,0,0,0,0,0,0,0,0,2020/9/6,100,未拔出
02有排行无提醒,皖AT0641,0,2739.94,0,0,0,0,0,0,0,0,2020/9/6,0,未拔出
02有排行无提醒,皖AT0575,0,45095.47,0,0,0,0,0,0,0,0,2020/9/6,100,未拔出
02有排行无提醒,皖AT0657,0,90463.35,0,0,0,0,0,0,0,0,2020/9/6,100,未拔出
02有排行无提醒,皖AT0543,0,96.3,0,0,0,0,0,0,0,0,2020/9/6,100,未拔出
02有排行无提醒,粤JCL629,0,13238.04,0,0,0,0,0,0,0,0,2020/9/6,100,未拔出
02有排行无提醒,闽C88DN2,0,918.49,0,0,0,0,0,0,0,0,2020/9/6,100,未拔出
02有排行无提醒,粤B3Q03K,0,25603.08,0,0,0,0,0,0,0,0,2020/9/6,100,未拔出
02有排行无提醒,皖AYY059,0,120.25,0,0,0,0,0,0,0,0,2020/9/6,100,未拔出
02有排行无提醒,粤B9XN26,0,19637.77,0,0,0,0,0,0,0,0,2020/9/6,100,未拔出
02有排行无提醒,皖AT0576,0,54819.06,0,0,0,0,0,0,0,0,2020/9/6,100,未拔出
02有排行无提醒,粤SL3H57,0,131.91,0,0,0,0,0,0,0,0,2020/9/6,100,未拔出
02有排行无提醒,粤B7U0H5,0,852.94,0,0,0,0,0,0,0,0,2020/9/6,100,未拔出
02有排行无提醒,粤BN8G52,0,680.31,0,0,0,0,0,0,0,0,2020/9/6,0,未拔出
02有排行无提醒,皖AT0613,401.42,52615.36,41.07,11.17,35.94,81,191,5,0,11.45,2020/9/7,27.69,未拔出
02有排行无提醒,皖AT0601,366.89,83712.03,46.46,13.85,26.49,206,188,3,1,3.37,2020/9/7,35.28,未拔出
