部门,车牌号,行驶里程,总里程,油耗,行驶时长,平均速度（KM/H）,急加速,急减速,急转弯,疲劳驾驶（次数）,夜间驾驶时长（H）,日期,驾驶行为评分,插拔
02有排行无提醒,粤B3Q03K,308.1,7816.03,22.58,6.21,49.61,0,0,0,1,0.3,2019/10/1,81.84,未拔出
02有排行无提醒,粤B7U0H5,16.79,528.88,2.68,1.27,13.22,4,4,0,0,0,2019/10/1,95.5,未拔出
02有排行无提醒,闽C88DN2,12.85,893.08,1.92,1.36,9.45,3,2,3,0,0.89,2019/10/1,85.76,未拔出
02有排行无提醒,粤BN8G52,0,680.31,0,0,0,0,0,0,0,0,2019/10/1,0,未拔出
02有排行无提醒,粤JCL629,0,3145.31,0,0,0,0,0,0,0,0,2019/10/1,100,未拔出
02有排行无提醒,粤B9XN26,0,2931.36,0,0,0,0,0,0,0,0,2019/10/1,100,未拔出
02有排行无提醒,粤B7U0H5,82.1,610.98,8.87,2.97,27.64,5,15,1,0,0.81,2019/10/2,76.35,未拔出
02有排行无提醒,粤B3Q03K,17.12,7833.15,1.81,0.94,18.21,0,0,0,0,0.94,2019/10/2,95.09,未拔出
02有排行无提醒,闽C88DN2,16.65,909.73,2.3,1.45,11.48,8,1,2,0,0,2019/10/2,93.6,未拔出
02有排行无提醒,粤JCL629,0.09,3145.4,0.02,0.03,3,0,0,0,0,0,2019/10/2,99.88,未拔出
02有排行无提醒,粤BN8G52,0,680.31,0,0,0,0,0,0,0,0,2019/10/2,0,未拔出
02有排行无提醒,粤B9XN26,0,2931.36,0,0,0,0,0,0,0,0,2019/10/2,100,未拔出
02有排行无提醒,粤JCL629,221.18,3366.58,11.27,3.07,72.05,1,3,0,0,3.09,2019/10/3,41.92,未拔出
02有排行无提醒,粤B3Q03K,19.73,7852.88,2.9,1.44,13.7,0,0,0,0,0.57,2019/10/3,97.4,未拔出
02有排行无提醒,闽C88DN2,8.76,918.49,0.76,0.47,18.64,4,4,1,0,0.22,2019/10/3,92.65,未拔出
02有排行无提醒,粤B7U0H5,2.47,613.45,0.48,0.82,3.01,10,9,0,0,0.71,2019/10/3,97.43,未拔出
02有排行无提醒,粤BN8G52,0,680.31,0,0,0,0,0,0,0,0,2019/10/3,0,未拔出
02有排行无提醒,粤B9XN26,0,2931.36,0,0,0,0,0,0,0,0,2019/10/3,100,未拔出
02有排行无提醒,粤JCL629,319.95,3686.53,16.64,4.65,68.81,2,12,1,1,3.7,2019/10/4,41.27,未拔出
02有排行无提醒,粤B9XN26,122.56,3053.92,14.24,4.4,27.85,49,59,5,0,0,2019/10/4,64.49,未拔出
02有排行无提醒,粤B3Q03K,4.99,7857.87,0.75,0.44,11.34,0,0,0,0,0.44,2019/10/4,95.04,未拔出
02有排行无提醒,粤B7U0H5,2.3,615.75,0.57,2.76,0.83,1,1,0,0,0.55,2019/10/4,95.85,未拔出
02有排行无提醒,粤BN8G52,0,680.31,0,0,0,0,0,0,0,0,2019/10/4,0,未拔出
02有排行无提醒,闽C88DN2,0,918.49,0,0,0,0,0,0,0,0,2019/10/4,100,未拔出
02有排行无提醒,粤B9XN26,65.07,3118.99,9.4,4.13,15.76,20,15,0,0,0.1,2019/10/5,91.81,未拔出
02有排行无提醒,粤JCL629,30.4,3716.93,1.69,0.85,35.76,0,4,0,0,0,2019/10/5,94,未拔出
02有排行无提醒,粤B3Q03K,18.69,7876.56,2.29,1.13,16.54,0,0,0,0,0.43,2019/10/5,97.42,未拔出
02有排行无提醒,粤B7U0H5,1.56,617.31,0.28,10.21,0.15,0,0,0,1,0.63,2019/10/5,98.72,未拔出
02有排行无提醒,粤BN8G52,0,680.31,0,0,0,0,0,0,0,0,2019/10/5,0,未拔出
