部门,车牌号,行驶里程,总里程,油耗,行驶时长,平均速度（KM/H）,急加速,急减速,急转弯,疲劳驾驶（次数）,夜间驾驶时长（H）,日期,驾驶行为评分,插拔
02有排行无提醒,皖AT0576,440.39,21189.26,57.57,14.14,31.14,244,298,10,1,6.22,2020/1/1,29.46,未拔出
02有排行无提醒,皖AT0541,411.86,17038.07,53.49,15.47,26.62,226,170,3,2,4.67,2020/1/1,33.28,未拔出
02有排行无提醒,皖AT0580,403.32,17209.26,6.6,15.34,26.29,52,140,1,1,4.51,2020/1/1,57.26,未拔出
02有排行无提醒,粤B3Q03K,311.15,18281.47,22.13,4.34,71.69,0,0,0,0,0.69,2020/1/1,85.2,未拔出
02有排行无提醒,皖AT0657,261.29,15003.39,36.67,10.05,26,286,351,10,1,3.09,2020/1/1,37.17,未拔出
02有排行无提醒,皖AT0601,216.49,14824.28,25.73,7.02,30.84,234,253,4,0,6.27,2020/1/1,44.99,未拔出
02有排行无提醒,皖AT0575,211.57,15338.37,22.86,6.76,31.3,13,55,3,1,0.03,2020/1/1,37.34,未拔出
02有排行无提醒,皖AT0613,175.97,11199.47,24.07,6.22,28.29,40,145,0,0,2.53,2020/1/1,51.38,未拔出
02有排行无提醒,皖AT0620,155.36,6516.99,19.94,4.67,33.27,9,54,5,0,0.37,2020/1/1,85.97,未拔出
02有排行无提醒,粤JCL629,29.18,7766.9,2.4,1.62,18.01,2,9,0,0,0,2020/1/1,93.52,未拔出
02有排行无提醒,皖AT0641,0,2739.94,0,0,0,0,0,0,0,0,2020/1/1,0,未拔出
02有排行无提醒,皖AT0543,0,96.3,0,0,0,0,0,0,0,0,2020/1/1,100,未拔出
02有排行无提醒,1.22E+16,0,4.13,0,0,0,0,0,0,0,0,2020/1/1,100,未拔出
02有排行无提醒,皖AYY059,0,120.25,0,0,0,0,0,0,0,0,2020/1/1,100,未拔出
02有排行无提醒,粤B9XN26,0,8040.85,0,0,0,0,0,0,0,0,2020/1/1,100,未拔出
02有排行无提醒,闽C88DN2,0,918.49,0,0,0,0,0,0,0,0,2020/1/1,100,未拔出
02有排行无提醒,粤SL3H57,0,131.91,0,0,0,0,0,0,0,0,2020/1/1,100,未拔出
02有排行无提醒,粤BL05M1,0,271.04,0,0,0,0,0,0,0,0,2020/1/1,100,未拔出
02有排行无提醒,粤B7U0H5,0,852.94,0,0,0,0,0,0,0,0,2020/1/1,100,未拔出
02有排行无提醒,粤BN8G52,0,680.31,0,0,0,0,0,0,0,0,2020/1/1,0,未拔出
02有排行无提醒,皖AT0576,502.88,21692.14,67.84,18.92,26.58,352,393,7,2,9.55,2020/1/2,18.01,未拔出
02有排行无提醒,皖AT0575,501.33,15839.7,59.03,17.35,28.9,146,334,10,3,8.9,2020/1/2,18.1,未拔出
02有排行无提醒,皖AT0541,452.21,17490.28,61.12,18.34,24.66,203,312,2,2,6.32,2020/1/2,38.61,未拔出
