日期,车牌号,部门,绝色出行天数,行驶天数,油耗,碳排放（kg）,绿色出行减排（kg）
2020年9月,皖AT0621,03无排行有提醒,0,30,1398.48,3152.17,0
2020年9月,皖AT0591,03无排行有提醒,0,30,1693.72,3817.64,0
2020年9月,皖AT0631,03无排行有提醒,1,29,1055.09,2378.17,82.01
2020年9月,皖AT0596,03无排行有提醒,0,30,1229.11,2770.41,0
2020年9月,皖AT0563,03无排行有提醒,0,30,758.99,1710.76,0
2020年9月,皖AT0632,03无排行有提醒,0,30,1202.65,2710.77,0
2020年9月,皖AT0549,03无排行有提醒,30,0,0,0,3662.4
2020年9月,渝D865V3,03无排行有提醒,30,0,0,0,299.4
2020年9月,皖AT0589,03无排行有提醒,30,0,0,0,2463.3
2020年9月,皖AT0539,03无排行有提醒,30,0,0,0,3311.1
2020年9月,皖AT0579,03无排行有提醒,30,0,0,0,2562
2020年9月,皖AT0633,03无排行有提醒,30,0,0,0,3322.2
2020年9月,粤B2X562,03无排行有提醒,30,0,0,0,200.7
2020年9月,粤B533CJ,03无排行有提醒,30,0,0,0,148.2
2020年9月,粤B3AU48,03无排行有提醒,30,0,0,0,111.3
2020年9月,粤BS207S,03无排行有提醒,30,0,0,0,305.7
2020年9月,粤B892VK,03无排行有提醒,30,0,0,0,181.2
2020年9月,粤STC809,03无排行有提醒,30,0,0,0,1146
2020年9月,粤BY1047,03无排行有提醒,30,0,0,0,81
